"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"82122700001001","Nodes","1001",21.000000,29.937579,"Default Known Flow Node","Known Flow",485379.926642,99143.062806,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700008010","Nodes","8010",21.000000,30.092542,"Default Known Flow Node","Known Flow",485391.822236,99256.251219,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700008006","Nodes","8006",21.000000,29.937579,"Default Known Flow Node","Known Flow",485373.663231,99143.351188,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000084","Nodes","84",21.000000,29.036162,"DDS demands","Known Flow",485424.442054,99143.981804,,0.000000,,,,,-6.500000,,,,-5.812416,-6.500000,,"",,,,,"D1 PROFILE",,,
"82122700000079","Nodes","79",21.000000,49.921645,"DDS demands","Known Flow",486039.254412,101622.693863,,0.000000,,,,,-4.619999,,,,-4.131286,-4.619999,,"",,,,,"D1 PROFILE",,,
"82122700008005","Nodes","8005",21.000000,28.334932,"Default Known Flow Node","Known Flow",485698.829611,97723.428634,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000148","Nodes","P07113659, Plots 1-9, adj to SPOTTED COW, 12.09",22.999998,25.467200,"CSEP DDS Matched","Known Flow",486336.840573,102031.731363,,0.000000,,,,,,-12.090000,,,-10.811094,-12.090000,,"",,,,,,"DC PROFILE",,
"82122700000147","Nodes","147, P00036736, Foxbridge Farm, 48.73scmh",31.000000,63.710119,"CSEP DDS Matched","Known Flow",486484.125338,102145.112539,,0.000000,,,,,,-48.730001,,,-43.575240,-48.730001,,"",,,,,,"DC PROFILE",,
"82122700008016","Nodes","8016",21.000000,28.540557,"Default Known Flow Node","Known Flow",485508.766267,99104.926177,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000085","Nodes","85",21.000000,28.870408,"DDS demands","Known Flow",485441.997829,99143.047900,,0.000000,,,,,-4.750000,,,,-4.247535,-4.750000,,"",,,,,"D1 PROFILE",,,
"82122700000115","Nodes","115",21.000000,27.587817,"DDS demands","Known Flow",485904.596375,97222.756665,,0.000000,,,,,-12.080000,,,,-10.802152,-12.080000,,"",,,,,"D1 PROFILE",,,
"82122700000144","Nodes","144",21.000000,24.758482,"DDS demands","Known Flow",486119.908050,97318.563813,,0.000000,,,,,-7.580000,,,,-6.778171,-7.580000,,"",,,,,"D1 PROFILE",,,
"82122700000146","Nodes","146",21.000000,23.936395,"DDS demands","Known Flow",486191.034453,97323.946693,,0.000000,,,,-9.319999,-5.850000,,,,-13.565285,-15.169999,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"82122700000093","Nodes","93",21.000000,28.918268,"DDS demands","Known Flow",485644.620180,97974.447362,,0.000000,,,,,-4.600000,,,,-4.113402,-4.600000,,"",,,,,"D1 PROFILE",,,
"82122700000092","Nodes","92",21.000000,30.436696,"DDS demands","Known Flow",485388.100235,98747.483080,,0.000000,,,,,-6.429999,,,,-5.749820,-6.429999,,"",,,,,"D1 PROFILE",,,
"82122700000100","Nodes","100",21.000000,27.897515,"DDS demands","Known Flow",485696.848319,97534.063750,,0.000000,,,,,-11.620000,,,,-10.390811,-11.620000,,"",,,,,"D1 PROFILE",,,
"82122700000139","Nodes","139",21.000000,27.723857,"DDS demands","Known Flow",485767.966214,97387.899965,,0.000000,,,,,-22.419998,,,,-20.048364,-22.419998,,"",,,,,"D1 PROFILE",,,
"82122700000101","Nodes","101",21.000000,27.586987,"DDS demands","Known Flow",485924.062380,97199.413659,,0.000000,,,,,-4.489999,,,,-4.015038,-4.489999,,"",,,,,"D1 PROFILE",,,
"82122700000118","Nodes","118",21.000000,27.534559,"Default Known Flow Node","Known Flow",485830.639659,96471.572547,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000081","Nodes","81",21.000000,30.078578,"DDS demands","Known Flow",485131.700165,99399.341258,,0.000000,,,,,-6.459999,,,,-5.776647,-6.459999,,"",,,,,"D1 PROFILE",,,
"82122700000145","Nodes","145",21.000000,36.497330,"DDS demands","Known Flow",486081.148748,101673.562925,,0.000000,,,,,-3.720000,,,,-3.326490,-3.720000,,"",,,,,"D1 PROFILE",,,
"82122700000127","Nodes","127",21.000000,36.549111,"Default Known Flow Node","Known Flow",486105.847430,101704.498885,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000040","Nodes","40",21.000000,36.058984,"DDS demands","Known Flow",486098.494736,101956.995135,,0.000000,,,,,-5.050000,,,,-4.515800,-5.050000,,"",,,,,"D1 PROFILE",,,
"82122700000041","Nodes","41",21.000000,36.056367,"DDS demands","Known Flow",486087.448820,101910.497472,,0.000000,,,,,-6.969999,,,,-6.232698,-6.969999,,"",,,,,"D1 PROFILE",,,
"82122700000039","Nodes","39",21.000000,36.077741,"DDS demands","Known Flow",486126.325304,101945.416505,,0.000000,,,,,-5.119999,,,,-4.578395,-5.119999,,"",,,,,"D1 PROFILE",,,
"82122700000120","Nodes","120",21.000000,23.725408,"DDS demands","Known Flow",486238.301360,97372.810882,,0.000000,,,,,-4.480000,,,,-4.006096,-4.480000,,"",,,,,"D1 PROFILE",,,
"82122700008020","Nodes","8020",21.000000,23.936395,"Default Known Flow Node","Known Flow",486198.789103,97309.930789,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700008014","Nodes","8014",21.000000,27.934616,"Default Known Flow Node","Known Flow",485704.370512,97559.997430,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000097","Nodes","97",21.000000,27.916602,"DDS demands","Known Flow",485710.435322,97566.608759,,0.000000,,,,,-1.630000,,,,-1.457575,-1.630000,,"",,,,,"D1 PROFILE",,,
"82122700000098","Nodes","98",21.000000,27.383688,"DDS demands","Known Flow",485810.674350,97511.752744,,0.000000,,,,,-14.699999,,,,-13.145002,-14.699999,,"",,,,,"D1 PROFILE",,,
"82122700000094","Nodes","94",21.000000,28.858410,"DDS demands","Known Flow",485603.679293,97973.501870,,0.000000,,,,,-2.910000,,,,-2.602174,-2.910000,,"",,,,,"D1 PROFILE",,,
"82122700008015","Nodes","8015",21.000000,27.924765,"Default Known Flow Node","Known Flow",485706.712963,97560.302232,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000099","Nodes","99",21.000000,26.589225,"DDS demands","Known Flow",485768.930338,97612.596771,,0.000000,,,,,-8.079999,,,,-7.225280,-8.079999,,"",,,,,"D1 PROFILE",,,
"82122700000121","Nodes","121",21.000000,22.275097,"DDS demands","Known Flow",486373.353503,97517.836746,,0.000000,,,,,-5.850000,,,,-5.231174,-5.850000,,"",,,,,"",,,
"82122700000140","Nodes","140",21.000000,21.932486,"DDS demands","Known Flow",486524.310544,97714.263799,,0.000000,,,,,-3.700000,,,,-3.308606,-3.700000,,"",,,,,"D1 PROFILE",,,
"82122700000089","Nodes","89",21.000000,30.250591,"Default Known Flow Node","Known Flow",485369.230229,98935.990131,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000090","Nodes","90",21.000000,30.278378,"DDS demands","Known Flow",485364.509228,98904.142123,,0.000000,,,,,-3.599999,,,,-3.219184,-3.599999,,"",,,,,"D1 PROFILE",,,
"82122700000091","Nodes","91",21.000000,30.400887,"DDS demands","Known Flow",485378.988195,98783.011499,,0.000000,,,,,-7.320000,,,,-6.545675,-7.320000,,"",,,,,"D1 PROFILE",,,
"82122700000082","Nodes","82",21.000000,30.083371,"Default Known Flow Node","Known Flow",485181.572178,99300.974231,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000129","Nodes","129",21.000000,30.093506,"Default Known Flow Node","Known Flow",485356.290226,99156.839192,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000083","Nodes","83",21.000000,30.095569,"DDS demands","Known Flow",485361.654227,99143.887188,,0.000000,,,,-7.889999,,,,,-7.055379,-7.889999,,"",,,,"C4 PROFILE",,,,
"82122700000088","Nodes","88",21.000000,30.180101,"DDS demands","Known Flow",485363.906228,99009.411151,,0.000000,-6.000000,,,,,,,,-5.365307,-6.000000,,"","C1 PROFILE",,,,,,,
"82122700008011","Nodes","8011",21.000000,30.092447,"Default Known Flow Node","Known Flow",485397.052237,99283.477226,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000141","Nodes","141",21.000000,30.092415,"Default Known Flow Node","Known Flow",485408.946240,99400.016258,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000133","Nodes","133",21.000000,30.092320,"Default Known Flow Node","Known Flow",485414.758425,99442.217944,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700008007","Nodes","8007",21.000000,30.083371,"Default Known Flow Node","Known Flow",485169.670175,99294.367229,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700008004","Nodes","8004",21.000000,30.092108,"Default Known Flow Node","Known Flow",485330.882219,99175.643197,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700008009","Nodes","8009",21.000000,30.102413,"Default Known Flow Node","Known Flow",485361.726270,99131.509081,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700008008","Nodes","8008",21.000000,30.098524,"Default Known Flow Node","Known Flow",485361.709227,99139.053187,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000134","Nodes","134",21.000000,30.092172,"Default Known Flow Node","Known Flow",485393.665236,99498.927285,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700008012","Nodes","8012",21.000000,30.092320,"Default Known Flow Node","Known Flow",485416.604958,99441.935017,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700008019","Nodes","8019",21.000000,29.036162,"Default Known Flow Node","Known Flow",485427.665245,99144.136188,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000054","Nodes","54",21.000000,49.604474,"DDS demands","Known Flow",485966.253365,101672.963512,,0.000000,,,,,-1.549999,,,,-1.386037,-1.549999,,"",,,,,"D1 PROFILE",,,
"82122700000136","Nodes","136",21.000000,49.076601,"DDS demands","Known Flow",485950.425152,101638.251916,,0.000000,,,,,-13.409999,,,,-11.991461,-13.409999,,"",,,,,"D1 PROFILE",,,
"82122700000014","Nodes","14",21.000000,44.104668,"DDS demands","Known Flow",485985.931397,101765.816901,,0.000000,,,,,-14.579999,,,,-13.037696,-14.579999,,"",,,,,"D1 PROFILE",,,
"82122700008013","Nodes","8013",21.000000,49.615940,"Default Known Flow Node","Known Flow",485969.685527,101694.594519,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000001","Nodes","LITTLE BOULTONS DG, Tel, Site ID 1535",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",486001.535301,101661.740150,,699.999971,,,,,,,,,327.864994,366.649994,,"",,,,,,,,
"82122700000126","Nodes","126",21.000000,36.586455,"DDS demands","Known Flow",486118.143210,101735.732077,,0.000000,,,,,-2.309999,,,,-2.065643,-2.309999,,"",,,,,"D1 PROFILE",,,
"82122700000125","Nodes","125",21.000000,37.042423,"DDS demands","Known Flow",486131.263700,101806.751523,,0.000000,,,,,-4.079999,,,,-3.648408,-4.079999,,"",,,,,"D1 PROFILE",,,
"82122700000033","Nodes","33",21.000000,36.342674,"DDS demands","Known Flow",486189.397814,101904.611949,,0.000000,,,,,-5.659999,,,,-5.061273,-5.659999,,"",,,,,"D1 PROFILE",,,
"82122700000037","Nodes","37",21.000000,36.234329,"DDS demands","Known Flow",486165.386483,101921.033320,,0.000000,,,,,-1.249999,,,,-1.117772,-1.249999,,"",,,,,"D1 PROFILE",,,
"82122700008018","Nodes","8018",21.000000,36.322820,"Default Known Flow Node","Known Flow",486198.178455,101911.490941,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000053","Nodes","53",21.000000,25.059072,"DDS demands","Known Flow",486437.466499,101948.971664,,0.000000,,,,,-0.920000,,,,-0.822680,-0.920000,,"",,,,,"D1 PROFILE",,,
"82122700000016","Nodes","16",21.000000,37.457011,"DDS demands","Known Flow",486107.740987,101806.745365,,0.000000,,,,,-4.060000,,,,-3.630524,-4.060000,,"",,,,,"D1 PROFILE",,,
"82122700000034","Nodes","34",21.000000,36.549317,"DDS demands","Known Flow",486087.508023,101713.596266,,0.000000,,,,,-2.039999,,,,-1.824204,-2.039999,,"",,,,,"D1 PROFILE",,,
"82122700000035","Nodes","35",21.000000,36.560269,"DDS demands","Known Flow",486101.475990,101741.837790,,0.000000,,,,,-1.890000,,,,-1.690071,-1.890000,,"",,,,,"D1 PROFILE",,,
"82122700008017","Nodes","8017",21.000000,36.560828,"Default Known Flow Node","Known Flow",486100.415428,101739.833894,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700000038","Nodes","38",21.000000,36.233289,"DDS demands","Known Flow",486150.869442,101928.774946,,0.000000,,,,,-0.739999,,,,-0.661721,-0.739999,,"",,,,,"D1 PROFILE",,,
"82122700000019","Nodes","19",21.000000,30.049593,"DDS demands","Known Flow",486118.969086,102043.185437,,0.000000,,,,,-11.979999,,,,-10.712730,-11.979999,,"",,,,,"D1 PROFILE",,,
"82122700000018","Nodes","18",21.000000,29.039520,"DDS demands","Known Flow",486108.402719,102042.440529,,0.000000,,,,,-5.110000,,,,-4.569453,-5.110000,,"",,,,,"D1 PROFILE",,,
"82122700000049","Nodes","49",21.000000,22.373320,"DDS demands","Known Flow",486497.912988,101996.628444,,0.000000,,,,,-21.550000,,,,-19.270395,-21.550000,,"",,,,,"D1 PROFILE",,,
"82122700001666","Nodes","1666",21.000000,27.576329,"Default Known Flow Node","Known Flow",485756.067508,96346.953513,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700002000","Nodes","2000",21.000000,28.332803,"Default Known Flow Node","Known Flow",485692.397317,97716.559800,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700002001","Nodes","2001",21.000000,28.310901,"DDS demands","Known Flow",485599.316292,97688.388792,,0.000000,,,,,-1.779999,,,,-1.591707,-1.779999,,"",,,,,"D1 PROFILE",,,
"82122700002002","Nodes","2002",21.000000,30.969378,"Default Known Flow Node","Known Flow",485464.631255,98404.629987,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700002003","Nodes","2003",21.000000,30.963261,"Default Known Flow Node","Known Flow",485464.950255,98407.775988,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700002004","Nodes","2004",21.000000,30.972729,"Default Known Flow Node","Known Flow",485463.196255,98404.307987,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700002005","Nodes","2005",21.000000,30.963187,"Default Known Flow Node","Known Flow",485465.762256,98403.716987,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700002090","Nodes","2090",21.000000,29.036479,"Default Known Flow Node","Known Flow",485639.101050,98013.208826,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700002011","Nodes","2011",21.000000,30.898506,"DDS demands","Known Flow",485457.161253,98437.939996,,0.000000,,,,,-0.970000,,,,-0.867391,-0.970000,,"",,,,,"",,,
"82122700002013","Nodes","2013",21.000000,28.916984,"Default Known Flow Node","Known Flow",485642.434304,97974.413870,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700002033","Nodes","2033",21.000000,30.102413,"Default Known Flow Node","Known Flow",485359.513227,99131.569185,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82122700002022","Nodes","2022",21.000000,28.509283,"Default Known Flow Node","Known Flow",485546.568278,99060.675165,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
