"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82008500003756","Nodes","3756","21.000000","25.574247","DDS demands","Known Flow","447988.312500","87665.296875","","0.000000","","","","","","","-5.639999","","","","","","-5.043388","-5.639999","","","","","","","","","D1 PROFILE","","","","",""
"82008500004236","Nodes","4236","21.000000","25.569722","DDS demands","Known Flow","447865.593750","87566.101562","","0.000000","","","","","","","-2.089999","","","","","","-1.868915","-2.089999","","","","","","","","","D1 PROFILE","","","","",""
"82008500102879","Nodes","102879,","21.000000","30.902473","DDS demands","Known Flow","449693.167622","89166.352332","","0.000000","","","-13.619999","","","","","","","","","","-12.179247","-13.619999","","","","","C3 PROFILE","","","","","","","","",""
"82008500001000","Nodes","1000, 70244, 160 Arctic Rd, 27.32","24.000000","40.203853","CSEP DDS Matched","Known Flow","449729.531250","95447.882812","","0.000000","","","","","","","","-27.319999","","","","","-24.430033","-27.319999","","","","","","","","","","DC PROFILE","","","",""
"82008500003058","Nodes","3058","21.000000","41.097998","DDS demands","Known Flow","449739.812500","95356.101562","","0.000000","","","","","","","-17.909999","","","","","","-16.015442","-17.909999","","","","","","","","","D1 PROFILE","","","","",""
"82008500001121","Nodes","1121","21.000000","33.165533","Default Known Flow Node","Known Flow","449940.187500","87970.000000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"82008500001122","Nodes","1122","21.000000","33.425023","Default Known Flow Node","Known Flow","449908.781250","87967.156250","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"82008500003872","Nodes","3872","21.000000","33.165377","DDS demands","Known Flow","449937.000000","87994.101562","","0.000000","","-4.770000","","","","","-8.499999","","","","","","-11.866271","-13.269999","","","","C2 PROFILE","","","","","D1 PROFILE","","","","",""
"82008500003873","Nodes","3873","21.000000","32.920123","DDS demands","Known Flow","449950.812500","87889.398437","","0.000000","","","","","","","-10.520000","","","","","","-9.407172","-10.520000","","","","","","","","","D1 PROFILE","","","","",""
"82008500001119","Nodes","1119","21.000000","39.044799","DDS demands","Known Flow","448071.250000","88727.000000","","0.000000","","","","","","","-0.199999","","","","","","-0.178843","-0.199999","","","","","","","","","D1 PROFILE","","","","",""
