"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"821081-961155","Nodes","-961155",21.000000,24.416295,"Default Known Flow Node","Known Flow",456828.750000,107277.453125,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"821081-981155","Nodes","-981155",21.000000,33.998269,"Default Known Flow Node","Known Flow",456982.750000,105732.257812,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"821081-971155","Nodes","-971155",21.000000,34.059650,"Default Known Flow Node","Known Flow",456980.093750,105735.882812,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100005030","Nodes","5030, ""SEP10470, P103868.01"", ""Redlands Inn"", 12.14",24.000000,34.145454,"CSEP DDS Matched","Known Flow",456970.000000,105749.632812,,0.000000,,,,,,,-12.140000,,,,,,-10.855805,-12.140000,,"",,,,,,,"DC PROFILE",,,,,
"82108100000772","Nodes","772, 39163-P08118520 Tewkesbury Avenue, -9.05scmh, CT16.15",22.999998,33.940665,"CSEP Unmatched","Known Flow",456987.750000,105697.500000,,0.000000,,,,,,,-9.050000,,,,,,-8.092672,-9.050000,,"",,,,,,,"DC PROFILE",,,,,
"82108100000497","Nodes","497",21.000000,28.997818,"DDS demands","Known Flow",457302.250000,106210.750000,,0.000000,,,,-5.199999,,-3.119999,,,,,,,-7.439892,-8.319999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82108100002268","Nodes","2268",21.000000,27.170283,"DDS demands","Known Flow",457398.125000,106215.750000,,0.000000,-12.529999,,,-5.440000,,-7.880000,,,,,,,-23.115532,-25.850000,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82108100002312","Nodes","2312",21.000000,27.248057,"Default Known Flow Node","Known Flow",457400.375000,106205.882812,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100001286","Nodes","1286",21.000000,35.633025,"DDS demands","Known Flow",456621.406250,106048.390625,,0.000000,,,,,,-1.739999,,,,,,,-1.555939,-1.739999,,"",,,,,,"D1 PROFILE",,,,,,
"821081-1287","Nodes","-1287",21.000000,35.704248,"Default Known Flow Node","Known Flow",456597.187500,106176.640625,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100000040","Nodes","40",21.000000,35.475200,"DDS demands","Known Flow",456588.125000,106177.132812,,0.000000,,-15.999999,,,,-27.609999,,,,,,,-38.996840,-43.609999,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,,
"82108100002502","Nodes","2502",21.000000,36.097286,"DDS demands","Known Flow",456612.687500,106175.796875,,0.000000,,,-9.079999,,,-4.900000,,,,,,,-12.501166,-13.979999,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,,,
"82108100000311","Nodes","311",21.000000,28.065032,"DDS demands","Known Flow",455945.718750,107437.312500,,0.000000,,,,,,-8.390000,,,,,,,-7.502488,-8.390000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100000309","Nodes","309",21.000000,28.304977,"DDS demands","Known Flow",456004.375000,107456.382812,,0.000000,,,,,,-2.499999,,,,,,,-2.235544,-2.499999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100000506","Nodes","506",21.000000,25.127546,"DDS demands","Known Flow",457578.000000,106205.250000,,0.000000,-17.809999,,-0.199999,-11.520000,,-2.440000,,,,,,,-28.588146,-31.970001,,"","C1 PROFILE",,"C3  PROFILE","C4 PROFILE",,"D1 PROFILE",,,,,,
"821081-11286","Nodes","-11286",21.000000,27.248057,"Default Known Flow Node","Known Flow",457406.500000,106205.882812,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100001285","Nodes","mprn:9297416906",21.000000,23.346916,"DDS demands","Known Flow",458063.500000,106784.882812,,0.000000,-62.339999,,,,,,,,,,,,-55.745545,-62.339999,,"","C1 PROFILE",,,,,,,,,,,
"821081-1286","Nodes","-1286",21.000000,21.490460,"Default Known Flow Node","Known Flow",457341.437500,106273.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100001976","Nodes","1976",21.000000,21.488719,"DDS demands","Known Flow",457339.625000,106272.382812,,0.000000,,,,,,-2.559999,,,,,,,-2.289197,-2.559999,,"",,,,,,"D1 PROFILE",,,,,,
"821081-16734","Nodes","-16734",21.000000,21.546930,"Default Known Flow Node","Known Flow",457354.500000,106283.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"821081-21285","Nodes","-21285",21.000000,50.673335,"Default Known Flow Node","Known Flow",457661.312500,104345.203125,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100002615","Nodes","2615, P13131022, DEV@BROADLAW WALK BISHOPSFIELD ROAD, SCH 122.03",25.000000,28.991717,"CSEP Unmatched","Known Flow",456300.375000,105463.132812,,0.000000,,,,,,,,,,,-122.030002,,-109.121415,-122.030002,,"",,,,,,,,,,,"DC PROFILE",
"82108100001281","Nodes","1281",21.000000,50.798254,"Default Known Flow Node","Known Flow",457675.468750,104316.859375,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100001261","Nodes","1261",21.000000,50.673335,"Default Known Flow Node","Known Flow",457711.781250,104334.656250,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100001280","Nodes","1280",21.000000,50.798254,"Default Known Flow Node","Known Flow",457680.968750,104304.296875,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100002617","Nodes","2617",21.000000,50.673335,"Default Known Flow Node","Known Flow",457674.093750,104352.742187,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100001718","Nodes","1718",21.000000,33.696994,"DDS demands","Known Flow",457847.687500,105642.671875,,0.000000,,,,,,-6.239999,,,,,,,-5.579919,-6.239999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100001010","Nodes","1010",21.000000,33.756838,"DDS demands","Known Flow",457881.875000,105620.750000,,0.000000,-3.400000,,,,,-13.990000,,,,,,,-15.550449,-17.390000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"82108100001258","Nodes","1258",21.000000,33.557432,"Default Known Flow Node","Known Flow",457819.187500,105634.843750,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100001259","Nodes","1259",21.000000,33.429525,"Default Known Flow Node","Known Flow",457801.375000,105623.546875,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100001008","Nodes","1008",21.000000,33.273492,"DDS demands","Known Flow",457776.437500,105618.687500,,0.000000,,,,,,-10.889999,,,,,,,-9.738032,-10.889999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100001255","Nodes","1255",21.000000,26.868860,"Default Known Flow Node","Known Flow",456826.937500,107142.601562,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"821081-1258","Nodes","-1258",21.000000,26.781640,"Default Known Flow Node","Known Flow",456820.125000,107134.406250,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"821081-81258","Nodes","-81258",21.000000,26.781640,"Default Known Flow Node","Known Flow",456776.687500,107115.937500,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100000389","Nodes","389",21.000000,26.652726,"DDS demands","Known Flow",456812.875000,107063.250000,,0.000000,,,,-4.719999,,-0.660000,,,,,,,-4.810892,-5.379999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82108100002205","Nodes","2205",21.000000,26.721225,"DDS demands","Known Flow",456766.875000,107137.500000,,0.000000,-2.230000,,,-0.449999,,-9.249999,,,,,,,-10.668019,-11.929999,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82108100001253","Nodes","1253",21.000000,24.207574,"Default Known Flow Node","Known Flow",457651.906250,106517.101562,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"821081-91255","Nodes","-91255",21.000000,24.207574,"Default Known Flow Node","Known Flow",457639.406250,106521.671875,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"821081-1255","Nodes","-1255",21.000000,24.207574,"Default Known Flow Node","Known Flow",457655.125000,106493.742187,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100002423","Nodes","2423",21.000000,24.120209,"Default Known Flow Node","Known Flow",457678.750000,106441.882812,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100001512","Nodes","1512",21.000000,24.189186,"Default Known Flow Node","Known Flow",457645.125000,106436.882812,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100002076","Nodes","2076",21.000000,24.168823,"DDS demands","Known Flow",457670.875000,106440.750000,,0.000000,-6.409999,,,,,-10.189999,,,,,,,-14.844015,-16.599998,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"821081-91253","Nodes","-91253",21.000000,26.127892,"Default Known Flow Node","Known Flow",457660.281250,103340.492187,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100010239","Nodes","10239",21.000000,26.127892,"DDS demands","Known Flow",457679.093750,103370.406250,,0.000000,,,,,,-2.819999,,,,,,,-2.521694,-2.819999,,"",,,,,,"D1 PROFILE",,,,,,
"821081-31253","Nodes","-31253",21.000000,26.127892,"Default Known Flow Node","Known Flow",457690.656250,103340.953125,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"821081-1253","Nodes","-1253",21.000000,26.195178,"Default Known Flow Node","Known Flow",457709.625000,103399.406250,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100010234","Nodes","10234",21.000000,26.148325,"Default Known Flow Node","Known Flow",457720.812500,103386.796875,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100010233","Nodes","10233",21.000000,26.307820,"DDS demands","Known Flow",457684.312500,103426.796875,,0.000000,,,,,,-25.790000,,,,,,,-23.061880,-25.790000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100010238","Nodes","10238",21.000000,26.135589,"DDS demands","Known Flow",457738.406250,103403.296875,,0.000000,,,,,,-2.720000,,,,,,,-2.432272,-2.720000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100000644","Nodes","644",21.000000,29.259585,"DDS demands","Known Flow",456219.875000,105756.750000,,0.000000,,,,,,-2.539999,,,,,,,-2.271313,-2.539999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100001250","Nodes","1250",21.000000,29.257978,"Default Known Flow Node","Known Flow",456241.687500,105735.906250,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100010746","Nodes","10746",21.000000,29.648652,"DDS demands","Known Flow",457773.406250,104140.000000,,0.000000,,,,,,-12.409999,,,,,,,-11.097243,-12.409999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100010745","Nodes","10745",21.000000,30.297935,"DDS demands","Known Flow",457740.906250,104147.601562,,0.000000,,,,,,-5.229999,,,,,,,-4.676759,-5.229999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100010699","Nodes","10699",21.000000,29.424268,"DDS demands","Known Flow",457823.937500,104143.617187,,0.000000,,,,,,-4.860000,,,,,,,-4.345898,-4.860000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100010748","Nodes","10748",21.000000,29.323004,"DDS demands","Known Flow",457870.500000,104153.796875,,0.000000,,,,,,-4.210000,,,,,,,-3.764657,-4.210000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100010753","Nodes","10753",21.000000,30.425884,"DDS demands","Known Flow",457836.875000,104029.226562,,0.000000,,,,,,-3.640000,,,,,,,-3.254953,-3.640000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100010755","Nodes","10755",21.000000,30.394871,"DDS demands","Known Flow",457800.312500,104013.796875,,0.000000,,,,,,-5.769999,,,,,,,-5.159637,-5.769999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100010758","Nodes","10758",21.000000,30.490018,"DDS demands","Known Flow",457869.406250,104037.796875,,0.000000,,,,,,-4.559999,,,,,,,-4.077633,-4.559999,,"",,,,,,"D1 PROFILE",,,,,,
"821081-15282","Nodes","-15282",21.000000,30.450414,"Default Known Flow Node","Known Flow",456144.250000,107390.187500,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"821081-15278","Nodes","-15278",21.000000,30.450414,"Default Known Flow Node","Known Flow",456154.250000,107393.132812,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100002562","Nodes","2562, P10123399, Osbourne Road, -19.94 SCMHS",22.999998,24.004521,"CSEP Unmatched","Known Flow",457657.185831,106321.764908,,0.000000,,,,,,,,,,,-19.940000,,-17.830705,-19.940000,,"",,,,,,,,,,,"DC PROFILE",
"821081-15292","Nodes","-15292",21.000000,29.457030,"Default Known Flow Node","Known Flow",456211.000000,107381.992187,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100020074","Nodes","20074",21.000000,30.142568,"DDS demands","Known Flow",459576.187500,105934.156250,,0.000000,,,,,,-28.149999,,,,,,,-25.172234,-28.149999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020131","Nodes","20131",21.000000,30.125869,"DDS demands","Known Flow",459527.656250,105942.398437,,0.000000,,,,,,-13.619999,,,,,,,-12.179247,-13.619999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020075","Nodes","20075",21.000000,29.686163,"DDS demands","Known Flow",459553.781250,105712.921875,,0.000000,,,,,,-16.100000,,,,,,,-14.396908,-16.100000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020082","Nodes","20082",21.000000,29.685445,"DDS demands","Known Flow",459543.531250,105714.109375,,0.000000,,,,,,-0.529999,,,,,,,-0.473935,-0.529999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020083","Nodes","20083",21.000000,29.727900,"DDS demands","Known Flow",459549.468750,105770.718750,,0.000000,,,,,,-2.529999,,,,,,,-2.262371,-2.529999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020080","Nodes","20080",21.000000,29.685382,"DDS demands","Known Flow",459542.656250,105703.632812,,0.000000,,,,,,-0.889999,,,,,,,-0.795853,-0.889999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020078","Nodes","20078",21.000000,29.685382,"Default Known Flow Node","Known Flow",459538.406250,105659.648437,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100020081","Nodes","20081",21.000000,29.685376,"DDS demands","Known Flow",459513.125000,105716.773437,,0.000000,,,,,,-1.080000,,,,,,,-0.965755,-1.080000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020079","Nodes","20079",21.000000,29.685304,"DDS demands","Known Flow",459511.000000,105706.070312,,0.000000,,,,,,-1.109999,,,,,,,-0.992581,-1.109999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020076","Nodes","20076",21.000000,29.685382,"DDS demands","Known Flow",459553.375000,105702.648437,,0.000000,,,,,,-3.140000,,,,,,,-2.807844,-3.140000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020077","Nodes","20077",21.000000,29.684687,"DDS demands","Known Flow",459549.093750,105658.132812,,0.000000,,,,,,-2.789999,,,,,,,-2.494867,-2.789999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100021093","Nodes","21093",21.000000,30.290485,"DDS demands","Known Flow",459434.093750,105674.960937,,0.000000,,,,,,-0.810000,,,,,,,-0.724316,-0.810000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100021094","Nodes","21094",21.000000,27.131936,"DDS demands","Known Flow",459397.406250,105566.242187,,0.000000,,,,,,-20.490000,,,,,,,-18.322526,-20.490000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100021079","Nodes","21079",21.000000,30.204228,"Default Known Flow Node","Known Flow",459498.843750,105610.796875,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100021061","Nodes","21061",21.000000,30.421877,"DDS demands","Known Flow",459427.093750,105761.273437,,0.000000,,,,,,-11.839999,,,,,,,-10.587540,-11.839999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100021064","Nodes","21064",21.000000,30.378738,"Default Known Flow Node","Known Flow",459480.500000,105727.226562,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"821081-21328","Nodes","-21328",21.000000,30.421877,"Default Known Flow Node","Known Flow",459434.937500,105753.148437,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100021057","Nodes","21057",21.000000,30.517815,"DDS demands","Known Flow",459431.562500,105810.031250,,0.000000,,,,,,-31.329999,,,,,,,-28.015847,-31.329999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100021060","Nodes","21060",21.000000,29.322694,"DDS demands","Known Flow",459475.843750,105855.703125,,0.000000,,,,,,-14.029999,,,,,,,-12.545876,-14.029999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100021110","Nodes","21110",21.000000,31.028449,"DDS demands","Known Flow",459418.406250,105891.289062,,0.000000,,-55.280000,,,,-1.659999,,,,,,,-50.916767,-56.940000,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,,
"82108100022796","Nodes","22796",21.000000,31.503120,"DDS demands","Known Flow",459474.593750,106053.218750,,0.000000,,,,,,-24.880000,,,,,,,-22.248140,-24.880000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020071","Nodes","20071",21.000000,30.810710,"DDS demands","Known Flow",459586.812500,106036.726562,,0.000000,,,,,,-6.289999,,,,,,,-5.624630,-6.289999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100022797","Nodes","22797",21.000000,31.319036,"Default Known Flow Node","Known Flow",459512.000000,106059.703125,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100020073","Nodes","20073",21.000000,30.810577,"DDS demands","Known Flow",459629.968750,106031.960937,,0.000000,,,,,,-1.179999,,,,,,,-1.055177,-1.179999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100020069","Nodes","20069",21.000000,32.783139,"DDS demands","Known Flow",459327.312500,106082.437500,,0.000000,0.000000,,,-4.630000,,-14.590000,,,,,,,-17.186869,-19.220001,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82108100022280","Nodes","22280",21.000000,35.723732,"DDS demands","Known Flow",458909.781250,106223.960937,,0.000000,,,,-4.770000,,-8.270000,,,,,,,-11.660601,-13.040000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82108100020067","Nodes","20067",21.000000,31.877814,"DDS demands","Known Flow",459446.531250,106086.726562,,0.000000,-2.329999,,,,,-1.259999,,,-6.000000,,,,-8.575549,-9.590000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,"I2 PROFILE",,,
"82108100022533","Nodes","22533",21.000000,35.227593,"DDS demands","Known Flow",458944.843750,106259.492187,,0.000000,,,,,,-3.520000,,,,,,,-3.147647,-3.520000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100022534","Nodes","22534",21.000000,35.203108,"DDS demands","Known Flow",458967.281250,106238.921875,,0.000000,,,,,,-2.640000,,,,,,,-2.360735,-2.640000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100022283","Nodes","22283",21.000000,35.095987,"DDS demands","Known Flow",458942.281250,106278.429687,,0.000000,,,,,,-5.940000,,,,,,,-5.311654,-5.940000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100022441","Nodes","22441",21.000000,36.026835,"DDS demands","Known Flow",458890.843750,106230.507812,,0.000000,-6.020000,,,,,-4.659999,,,,,,,-9.550247,-10.679999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"82108100022444","Nodes","22444",21.000000,30.124827,"DDS demands","Known Flow",458907.468750,106319.570312,,0.000000,,,,,,-0.959999,,,,,,,-0.858449,-0.959999,,"",,,,,,"D1 PROFILE",,,,,,
"821081-1280","Nodes","-1280",21.000000,30.124827,"Default Known Flow Node","Known Flow",458896.937500,106330.562500,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100022445","Nodes","22445",21.000000,28.769326,"DDS demands","Known Flow",458885.250000,106315.367187,,0.000000,,-39.999997,,,,-1.049999,,,,,,,-36.707644,-41.049998,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,,
"82108100022442","Nodes","22442",21.000000,32.651620,"Default Known Flow Node","Known Flow",458898.343750,106281.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100022443","Nodes","22443",21.000000,32.636939,"DDS demands","Known Flow",458838.031250,106291.046875,,0.000000,,,,,,-1.830000,,,,,,,-1.636418,-1.830000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100021971","Nodes","21971",21.000000,36.728622,"DDS demands","Known Flow",458814.656250,106245.468750,,0.000000,,,,-3.930000,,-2.039999,,,,,,,-5.338480,-5.969999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82108100022439","Nodes","22439",21.000000,37.110835,"Default Known Flow Node","Known Flow",458790.343750,106263.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100022440","Nodes","22440",21.000000,37.100783,"DDS demands","Known Flow",458812.531250,106262.531250,,0.000000,,,,,,-2.549999,,,,,,,-2.280255,-2.549999,,"",,,,,,"D1 PROFILE",,,,,,
"82108100021970","Nodes","21970",21.000000,37.658981,"DDS demands","Known Flow",458761.406250,106297.101562,,0.000000,,,,,,-1.620000,,,,,,,-1.448633,-1.620000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100001970","Nodes","1970",21.000000,28.486726,"DDS demands","Known Flow",457252.125000,106396.750000,,0.000000,,,,,,-1.840000,,,,,,,-1.645360,-1.840000,,"",,,,,,"D1 PROFILE",,,,,,
"82108100001971","Nodes","1971",21.000000,27.973745,"DDS demands","Known Flow",457250.125000,106399.632812,,0.000000,,-6.000000,,,,-10.979999,,,,,,,-15.183819,-16.979999,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,,
"821081-91367","Nodes","-91367",21.000000,30.655220,"Default Known Flow Node","Known Flow",457770.375000,107370.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82108100001361","Nodes","1361",21.000000,31.450669,"DDS demands","Known Flow",457638.625000,107545.632812,,0.000000,-16.549998,,,,,-5.539999,,,-6.199999,,,,-25.297423,-28.289997,,"","C1 PROFILE",,,,,"D1 PROFILE",,,"",,,
"821081-91372","Nodes","-91372",21.000000,67.707966,"Default Known Flow Node","Known Flow",457809.250000,107417.882812,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
