"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82004800001208","Nodes","1208",21.000000,32.650157,"DDS demands","Known Flow",446281.637593,107992.681596,,0.000000,-32.020001,,,,,,-17.690000,,,,,,,-44.451575,-49.710000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"82004800056130","Nodes","-56130",21.000000,32.745436,"DDS demands","Known Flow",446284.771444,107997.048854,,0.000000,,,,,,,,-45.319998,,,,,,-40.525952,-45.319998,,"",,,,,,,,"DC PROFILE",,,,,
"82004800006622","Nodes","6622",21.000000,32.971305,"DDS demands","Known Flow",445877.450570,115181.273774,,0.000000,,,,,,,,-8.120000,,,,,,-7.261049,-8.120000,,"",,,,,,,,"DC PROFILE",,,,,
"82004800094841","Nodes","-94841",21.000000,32.973619,"Default Known Flow Node","Known Flow",445877.883451,115183.706270,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82004800001451","Nodes","1451",21.000000,32.058566,"DDS demands","Known Flow",445982.887512,115228.058565,,0.000000,,,,,,,-14.219999,,,,,,,-12.715778,-14.219999,,"",,,,,,,"D1 PROFILE",,,,,,
"82004800914452","Nodes","-914452",21.000000,36.750880,"Default Known Flow Node","Known Flow",445782.447740,115074.971479,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82004800142540","Nodes","-142540",21.000000,36.147156,"Default Known Flow Node","Known Flow",445762.252060,115048.853364,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82004800002033","Nodes","2033",21.000000,26.108647,"DDS demands","Known Flow",445645.760801,113330.184075,,0.000000,,,,,,,-8.409999,,,,,,,-7.520372,-8.409999,,"",,,,,,,"D1 PROFILE",,,,,,
"82004800914451","Nodes","-914451",21.000000,26.131667,"Default Known Flow Node","Known Flow",445647.204095,113332.023287,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82004800002425","Nodes","2425",21.000000,26.949996,"DDS demands","Known Flow",445685.887431,113385.433063,,0.000000,,,-3.390000,,,,-8.909999,,,,,,,-10.998880,-12.299999,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,
"82004800971445","Nodes","-971445",21.000000,29.148656,"Default Known Flow Node","Known Flow",444619.340908,111426.451344,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82004800003056","Nodes",,21.000000,29.363785,"Default Known Flow Node","Known Flow",444648.014399,111352.301705,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82004800001611","Nodes","1611",21.000000,27.636019,"DDS demands","Known Flow",444410.451293,113334.600160,,0.000000,,,,,,,-12.170000,,,,,,,-10.882632,-12.170000,,"",,,,,,,"D1 PROFILE",,,,,,
"82004800981445","Nodes","-981445",21.000000,30.903860,"Default Known Flow Node","Known Flow",444400.887081,113227.183020,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82004800001903","Nodes","1903",21.000000,31.245853,"DDS demands","Known Flow",444400.539081,113221.384019,,0.000000,,,,,,,-3.450000,,,,,,,-3.085051,-3.450000,,"",,,,,,,"D1 PROFILE",,,,,,
"82004800005305","Nodes","-5305",21.000000,37.234263,"Default Known Flow Node","Known Flow",446002.135554,109630.683539,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82004800005608","Nodes","5608",21.000000,37.767520,"Default Known Flow Node","Known Flow",446243.262583,109467.931997,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82004800001222","Nodes","1222",21.000000,34.589997,"Default Known Flow Node","Known Flow",444317.105457,109922.632099,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82004800001320","Nodes",,21.000000,31.914868,"DDS demands","Known Flow",444880.142978,111062.070458,,0.000000,,,,,,,,-34.799998,,,,,,-31.118781,-34.799998,,"",,,,,,,,"DC PROFILE",,,,,
"82004800001414","Nodes","51349, 269A Spring Rd, 22.43",24.000000,31.772510,"CSEP DDS Matched","Known Flow",444886.739856,111027.773507,,0.000000,,,,,,,,-22.429999,,,,,,-20.057307,-22.429999,,"",,,,,,,,"DC PROFILE",,,,,
"82004800176146","Nodes","-176146",21.000000,32.111309,"Default Known Flow Node","Known Flow",444949.136571,110954.433645,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
