"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-24297.189962","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-1403.280004","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-1283.780001","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-537.809998","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-634.630003","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-2739.099999","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-1333.559989","0.000000","1.000000","Volumetric","-1.000000"
"CC","Flow Categories","-69.959999","0.000000","1.000000","Volumetric","-1.000000"
"CT","Flow Categories","","","1.000000","Volumetric","-1.000000"
"PL-DC","Flow Categories","-350.400003","0.000000","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-528.829996","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
