"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82001900002250","Nodes","","21.000000","37.719725","DDS demands","Known Flow","446574.512673","127669.936950","","0.000000","","","","","","-2.289999","","","","","","","","","-2.047759","-2.289999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002251","Nodes","","21.000000","37.645136","DDS demands","Known Flow","446597.387679","127645.936944","","0.000000","","","","","","-3.540000","","","","","","","","","-3.165531","-3.540000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002229","Nodes","","21.000000","38.088853","DDS demands","Known Flow","446623.262686","127793.186984","","0.000000","","","","","","-4.800000","","","","","","","","","-4.292246","-4.800000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002248","Nodes","","21.000000","37.672255","DDS demands","Known Flow","446623.762686","127704.186959","","0.000000","","","","","","-4.320000","","","","","","","","","-3.863021","-4.320000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016836","Nodes","","21.000000","38.063436","Default Known Flow Node","Known Flow","446641.762691","127768.061977","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002533","Nodes","","21.000000","38.220393","DDS demands","Known Flow","446647.387693","127785.686982","","0.000000","","","","","","-0.159999","","","","","","","","","-0.143074","-0.159999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002242","Nodes","","21.000000","38.261292","Default Known Flow Node","Known Flow","446652.637694","127777.936980","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002534","Nodes","","21.000000","38.219218","DDS demands","Known Flow","446634.012689","127791.061983","","0.000000","","","","","","-0.930000","","","","","","","","","-0.831622","-0.930000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002243","Nodes","","21.000000","37.911915","DDS demands","Known Flow","446660.644019","127740.441292","","0.000000","","","","","","-4.030000","","","","","","","","","-3.603698","-4.030000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002244","Nodes","","21.000000","37.911833","DDS demands","Known Flow","446646.387693","127731.686967","","0.000000","","","","","","-0.270000","","","","","","","","","-0.241438","-0.270000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016837","Nodes","","21.000000","37.270012","Default Known Flow Node","Known Flow","446674.637700","127923.937019","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900001851","Nodes","","21.000000","36.670907","DDS demands","Known Flow","446700.463603","127887.895026","","0.000000","","","","","","-8.830000","","","","","","","","","-7.895944","-8.830000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002537","Nodes","","21.000000","38.214217","DDS demands","Known Flow","446672.637700","127835.436995","","0.000000","","","","","","-0.930000","","","","","","","","","-0.831622","-0.930000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016838","Nodes","","21.000000","36.670907","Default Known Flow Node","Known Flow","446702.137708","127885.937009","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002257","Nodes","","21.000000","36.433780","DDS demands","Known Flow","446636.012690","127853.187000","","0.000000","","","","","","-6.049999","","","","","","","","","-5.410018","-6.049999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002539","Nodes","","21.000000","37.739751","DDS demands","Known Flow","446704.647494","127824.987622","","0.000000","","","","","","-0.019999","","","","","","","","","-0.017884","-0.019999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002540","Nodes","","21.000000","37.949855","DDS demands","Known Flow","446692.637705","127843.311997","","0.000000","","","","","","-1.940000","","","","","","","","","-1.734782","-1.940000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016839","Nodes","","21.000000","37.614984","Default Known Flow Node","Known Flow","446709.637710","127739.561969","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900001849","Nodes","","21.000000","36.819366","DDS demands","Known Flow","446751.637721","127982.312035","","0.000000","","","","","","-2.369999","","","","","","","","","-2.119296","-2.369999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002542","Nodes","","21.000000","36.918416","DDS demands","Known Flow","446827.262742","127838.061996","","0.000000","","","","","","-5.919999","","","","","","","","","-5.293770","-5.919999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016841","Nodes","","21.000000","37.494133","Default Known Flow Node","Known Flow","446744.267809","127750.554694","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016840","Nodes","","21.000000","37.494133","Default Known Flow Node","Known Flow","446738.262718","127759.811975","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002548","Nodes","","21.000000","37.443663","DDS demands","Known Flow","446753.637722","127742.811970","","0.000000","","","","","","-8.409999","","","","","","","","","-7.520372","-8.409999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002544","Nodes","","21.000000","37.809738","DDS demands","Known Flow","446738.012717","127875.812006","","0.000000","","","","","","-2.269999","","","","","","","","","-2.029874","-2.269999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002547","Nodes","","21.000000","37.560265","DDS demands","Known Flow","446781.137729","127887.937009","","0.000000","","","","","","-0.649999","","","","","","","","","-0.581241","-0.649999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002546","Nodes","","21.000000","37.820020","DDS demands","Known Flow","446757.512723","127884.062008","","0.000000","","","","","","-0.490000","","","","","","","","","-0.438166","-0.490000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016843","Nodes","","21.000000","36.352977","Default Known Flow Node","Known Flow","446818.512739","127993.937038","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002522","Nodes","","21.000000","32.315706","DDS demands","Known Flow","446968.512780","127919.687018","","0.000000","","","","","","-5.749999","","","","","","","","","-5.141752","-5.749999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002523","Nodes","","21.000000","32.263302","DDS demands","Known Flow","446919.637767","127877.562007","","0.000000","","","","","","-4.730000","","","","","","","","","-4.229650","-4.730000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002945","Nodes","","21.000000","31.299736","DDS demands","Known Flow","447048.387802","127998.312040","","0.000000","","","","","","-13.080000","","","","","","","","","-11.696370","-13.080000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000142","Nodes","","21.000000","34.509983","DDS demands","Known Flow","447327.772878","127800.103986","","0.000000","","","","","","-9.159999","","","","","","","","","-8.191036","-9.159999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000141","Nodes","","21.000000","34.716536","DDS demands","Known Flow","447330.362889","127755.686474","","0.000000","","","","","","-1.840000","","","","","","","","","-1.645360","-1.840000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016950","Nodes","","21.000000","34.716536","Default Known Flow Node","Known Flow","447330.512879","127748.186971","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016952","Nodes","","21.000000","35.183554","Default Known Flow Node","Known Flow","447347.387883","127716.686963","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016951","Nodes","","21.000000","35.183554","Default Known Flow Node","Known Flow","447347.012883","127710.311961","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002019","Nodes","","21.000000","38.988234","DDS demands","Known Flow","447404.012899","127500.561904","","0.000000","","","","","","-2.409999","","","","","","","","","-2.155065","-2.409999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016955","Nodes","","21.000000","34.707540","Default Known Flow Node","Known Flow","447420.005111","127731.882086","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900000138","Nodes","","21.000000","34.705140","DDS demands","Known Flow","447417.137902","127711.686962","","0.000000","","","","","","-8.290000","","","","","","","","","-7.413066","-8.290000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002553","Nodes","","21.000000","33.528575","DDS demands","Known Flow","447454.762912","127860.812002","","0.000000","","","","","","-5.440000","","","","","","","","","-4.864545","-5.440000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002552","Nodes","","21.000000","33.668895","Default Known Flow Node","Known Flow","447468.012916","127885.812009","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002550","Nodes","","21.000000","33.784884","DDS demands","Known Flow","447491.012922","127906.937015","","0.000000","","","","","","-2.259999","","","","","","","","","-2.020932","-2.259999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016974","Nodes","","21.000000","33.741534","Default Known Flow Node","Known Flow","447490.028161","127899.129260","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900000135","Nodes","","21.000000","37.107350","DDS demands","Known Flow","447314.887874","127607.186933","","0.000000","","","","","","-7.020000","","","","","","","","","-6.277409","-7.020000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000134","Nodes","","21.000000","37.039041","DDS demands","Known Flow","447314.512874","127513.436908","","0.000000","","","","","","-11.740000","","","","","","","","","-10.498118","-11.740000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000143","Nodes","","21.000000","34.061104","DDS demands","Known Flow","447400.724898","127807.104988","","0.000000","","","","","","-7.539999","","","","","","","","","-6.742402","-7.539999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000139","Nodes","","21.000000","34.804115","DDS demands","Known Flow","447349.637884","127754.436973","","0.000000","","","","","","-17.770000","","","","","","","","","-15.890252","-17.770000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002793","Nodes","","21.000000","34.845856","Default Known Flow Node","Known Flow","447320.262876","127719.561964","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900000144","Nodes","","21.000000","34.219221","DDS demands","Known Flow","447354.012885","127927.062020","","0.000000","-15.999999","","","","","-14.020000","","","","","","","","","-26.844422","-30.020001","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","","",""
"82001900000145","Nodes","","21.000000","34.432772","DDS demands","Known Flow","447317.512875","127961.687030","","0.000000","","","","","","-4.090000","","","","","","","","","-3.657351","-4.090000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016954","Nodes","","21.000000","34.705140","Default Known Flow Node","Known Flow","447409.887900","127697.436958","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016953","Nodes","","21.000000","34.748225","Default Known Flow Node","Known Flow","447396.012896","127636.561941","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002551","Nodes","","21.000000","33.653059","DDS demands","Known Flow","447479.391585","127894.268508","","0.000000","","","","","","-1.700000","","","","","","","","","-1.520170","-1.700000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002554","Nodes","","21.000000","33.661224","DDS demands","Known Flow","447465.512915","127875.687006","","0.000000","","","","","","-3.190000","","","","","","","","","-2.852555","-3.190000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000122","Nodes","","21.000000","32.714345","DDS demands","Known Flow","447505.887926","127819.311991","","0.000000","-4.990000","","","-2.089999","","-10.649999","","","","","","","","","-15.854482","-17.729999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"82001900017117","Nodes","","21.000000","32.407958","Default Known Flow Node","Known Flow","447553.161404","127802.283284","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900000147","Nodes","","21.000000","33.782981","DDS demands","Known Flow","447521.387931","127902.562013","","0.000000","","","","","","-2.799999","","","","","","","","","-2.503810","-2.799999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900017116","Nodes","","21.000000","33.782981","Default Known Flow Node","Known Flow","447523.137931","127902.312013","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900017118","Nodes","","21.000000","32.398683","Default Known Flow Node","Known Flow","447562.512942","127747.186971","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900017289","Nodes","","21.000000","32.398683","Default Known Flow Node","Known Flow","447571.512944","127798.186985","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900000153","Nodes","","21.000000","34.626367","DDS demands","Known Flow","447655.012967","127897.437012","","0.000000","","","","","","-12.830000","","","","","","","","","-11.472815","-12.830000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900017121","Nodes","","21.000000","34.626367","Default Known Flow Node","Known Flow","447633.512961","127890.312010","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002557","Nodes","","21.000000","32.359130","DDS demands","Known Flow","447482.512920","127726.186965","","0.000000","-14.900000","-39.000001","","","","-3.410000","","","","","","","","","-51.247631","-57.310000","","","C1 PROFILE","C2 PROFILE","","","","D1 PROFILE","","","","","","","",""
"82001900000149","Nodes","","21.000000","33.696631","DDS demands","Known Flow","447527.012932","127899.812013","","0.000000","","","","","","-19.950001","","","","","","","","","-17.839648","-19.950001","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002948","Nodes","","21.000000","32.398683","DDS demands","Known Flow","447555.637940","127801.436986","","0.000000","","-47.569999","","","","-0.199999","","","","","","","","","-42.716788","-47.769999","","","","C2 PROFILE","","","","D1 PROFILE","","","","","","","",""
"82001900017120","Nodes","","21.000000","34.669399","Default Known Flow Node","Known Flow","447620.637958","127902.437013","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900001780","Nodes","","21.000000","32.435517","DDS demands","Known Flow","445721.637441","128233.437104","","0.000000","","","","","","-5.579999","","","","","","","","","-4.989735","-5.579999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016652","Nodes","","21.000000","32.435517","Default Known Flow Node","Known Flow","445710.387438","128237.312105","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002491","Nodes","","21.000000","34.890183","DDS demands","Known Flow","445864.012480","128091.937065","","0.000000","","","","","","-8.369999","","","","","","","","","-7.484603","-8.369999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002492","Nodes","","21.000000","34.890183","Default Known Flow Node","Known Flow","445815.262466","128128.312075","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016653","Nodes","","21.000000","34.948937","Default Known Flow Node","Known Flow","445865.387480","128035.437050","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016654","Nodes","","21.000000","34.714834","Default Known Flow Node","Known Flow","445877.665092","128255.430255","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900001779","Nodes","","21.000000","34.160793","DDS demands","Known Flow","445799.887462","128244.437107","","0.000000","","","","","","-22.410000","","","","","","","","","-20.039423","-22.410000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016655","Nodes","","21.000000","34.940620","Default Known Flow Node","Known Flow","445922.867038","128366.135996","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002931","Nodes","","21.000000","34.938187","DDS demands","Known Flow","445915.974653","128355.204560","","0.000000","","-38.179998","","","","","","","","","","","","","-34.141238","-38.179998","","","","C2 PROFILE","","","","","","","","","","","",""
"82001900002929","Nodes","","21.000000","34.962474","DDS demands","Known Flow","445976.637510","128480.562171","","0.000000","","","","","","-4.019999","","","","","","","","","-3.594755","-4.019999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002930","Nodes","","21.000000","34.603193","DDS demands","Known Flow","445901.887490","128457.812165","","0.000000","","","","","","-8.970000","","","","","","","","","-8.021135","-8.970000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002493","Nodes","","21.000000","32.437375","DDS demands","Known Flow","445741.887446","128287.312118","","0.000000","","","","","","-4.689999","","","","","","","","","-4.193881","-4.689999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002050","Nodes","","21.000000","34.832780","DDS demands","Known Flow","445759.637451","128042.062051","","0.000000","","","","","","-1.700000","","","","","","","","","-1.520170","-1.700000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900002495","Nodes","","21.000000","34.650112","DDS demands","Known Flow","445793.637460","128080.687062","","0.000000","-4.429999","","","","","","","","","","","","","","-3.961385","-4.429999","","","C1 PROFILE","","","","","","","","","","","","",""
"82001900001033","Nodes","","21.000000","34.934480","DDS demands","Known Flow","445865.512480","128042.562052","","0.000000","","","","","","-29.819999","","","","","","","","","-26.665578","-29.819999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000054","Nodes","","21.000000","32.545477","DDS demands","Known Flow","445989.512514","128164.312085","","0.000000","","","","","","-22.209998","","","","","","","","","-19.860578","-22.209998","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000055","Nodes","","21.000000","32.320699","DDS demands","Known Flow","445991.387514","128108.062069","","0.000000","","","","","","-16.860000","","","","","","","","","-15.076514","-16.860000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016419","Nodes","","21.000000","34.981999","Default Known Flow Node","Known Flow","445887.387486","128379.312143","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016706","Nodes","","21.000000","37.422240","Default Known Flow Node","Known Flow","446345.387611","127999.687040","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016711","Nodes","","21.000000","32.692058","Default Known Flow Node","Known Flow","446002.387517","128147.562080","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016712","Nodes","P14134758, BADGERS FARM ROAD CSEP, 10.15 SCMH","22.999998","34.723736","CSEP Unmatched","Known Flow","445797.731219","128058.046450","","0.000000","","","","","","","","","","","","","-10.150000","","-9.076311","-10.150000","","","","","","","","","","","","","","","PL-DC PROFILE",""
"82001900000053","Nodes","","21.000000","32.693534","DDS demands","Known Flow","446002.387517","128162.062084","","0.000000","","","","","","-15.149999","","","","","","","","","-13.547400","-15.149999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000046","Nodes","","21.000000","33.755342","DDS demands","Known Flow","446156.262559","128291.062119","","0.000000","","","","","","-13.380000","","","","","","","","","-11.964636","-13.380000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000052","Nodes","","21.000000","32.675143","DDS demands","Known Flow","446002.998651","128134.499958","","0.000000","","","","","","-14.860000","","","","","","","","","-13.288078","-14.860000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000051","Nodes","","21.000000","34.349465","DDS demands","Known Flow","446087.803541","128231.400103","","0.000000","","","","","","-2.840000","","","","","","","","","-2.539578","-2.840000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000056","Nodes","","21.000000","34.651094","DDS demands","Known Flow","446102.387544","128040.312051","","0.000000","","","","","","-2.519999","","","","","","","","","-2.253428","-2.519999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000057","Nodes","","21.000000","34.445465","DDS demands","Known Flow","446087.012540","128127.562075","","0.000000","","","","","","-3.849999","","","","","","","","","-3.442738","-3.849999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000050","Nodes","","21.000000","34.327774","DDS demands","Known Flow","446103.661545","128246.963107","","0.000000","","","","","","-25.090000","","","","","","","","","-22.435928","-25.090000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016713","Nodes","","21.000000","34.491885","Default Known Flow Node","Known Flow","446092.762542","128104.312068","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016715","Nodes","","21.000000","33.823295","Default Known Flow Node","Known Flow","446129.262552","128438.937159","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900000044","Nodes","","21.000000","33.315402","DDS demands","Known Flow","446071.512536","128395.062147","","0.000000","","","","","","-12.649999","","","","","","","","","-11.311855","-12.649999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900001515","Nodes","","21.000000","34.587075","DDS demands","Known Flow","446172.012563","128497.062175","","0.000000","","","","","","-4.249999","","","","","","","","","-3.800425","-4.249999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000047","Nodes","","21.000000","33.594111","DDS demands","Known Flow","446182.762566","128300.937122","","0.000000","","","","","","-7.649999","","","","","","","","","-6.840766","-7.649999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016717","Nodes","","21.000000","36.201727","Default Known Flow Node","Known Flow","446178.137565","128105.812069","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900000062","Nodes","","21.000000","35.858950","DDS demands","Known Flow","446179.137565","128116.187072","","0.000000","","","","","","-6.800000","","","","","","","","","-6.080681","-6.800000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000048","Nodes","","21.000000","33.614989","DDS demands","Known Flow","446186.262567","128287.562118","","0.000000","","","","","","-11.819999","","","","","","","","","-10.569655","-11.819999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016719","Nodes","","21.000000","37.064228","Default Known Flow Node","Known Flow","446210.012574","128038.062050","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900001998","Nodes","","21.000000","36.999412","DDS demands","Known Flow","446180.762566","128045.687052","","0.000000","","","","","","-1.760000","","","","","","","","","-1.573823","-1.760000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000058","Nodes","","21.000000","37.465658","Default Known Flow Node","Known Flow","446219.512576","128014.812044","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900002335","Nodes","P10123504, Chilbolton Avenue, -14.4","22.999998","32.374091","CSEP DDS Matched","Known Flow","446723.593785","130222.190407","","0.000000","","","","","","","-14.399999","","","","","","","","-12.876737","-14.399999","","","","","","","","","DC PROFILE","","","","","","",""
"82001900000073","Nodes","","21.000000","33.378842","DDS demands","Known Flow","446246.137584","128345.812134","","0.000000","","","","","","-3.680000","","","","","","","","","-3.290721","-3.680000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000074","Nodes","","21.000000","33.367230","DDS demands","Known Flow","446238.262581","128365.312139","","0.000000","","","","","","-6.900000","","","","","","","","","-6.170103","-6.900000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000072","Nodes","","21.000000","33.207710","Default Known Flow Node","Known Flow","446249.801606","128329.176647","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016720","Nodes","","21.000000","33.208183","Default Known Flow Node","Known Flow","446252.762585","128332.312130","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900016721","Nodes","","21.000000","33.377905","Default Known Flow Node","Known Flow","446256.637586","128355.562137","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900000076","Nodes","","21.000000","33.370510","DDS demands","Known Flow","446261.887588","128362.687139","","0.000000","","","","","","-6.619999","","","","","","","","","-5.919722","-6.619999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000070","Nodes","","21.000000","33.211213","DDS demands","Known Flow","446272.101005","128352.021721","","0.000000","","","","","","-6.220000","","","","","","","","","-5.562035","-6.220000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000069","Nodes","","21.000000","33.096245","DDS demands","Known Flow","446267.596159","128319.479010","","0.000000","","","","","","-2.539999","","","","","","","","","-2.271313","-2.539999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000063","Nodes","","21.000000","33.957530","DDS demands","Known Flow","446292.262596","128131.062076","","0.000000","","","","","","-7.329999","","","","","","","","","-6.554617","-7.329999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900001792","Nodes","","21.000000","37.305996","DDS demands","Known Flow","446326.012605","128031.437049","","0.000000","","","","","","-0.419999","","","","","","","","","-0.375571","-0.419999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900001820","Nodes","","21.000000","37.455791","DDS demands","Known Flow","446330.762607","128007.812042","","0.000000","","","","","","-1.580000","","","","","","","","","-1.412864","-1.580000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000222","Nodes","","21.000000","33.233231","DDS demands","Known Flow","446410.137628","128192.312092","","0.000000","","","","","","-15.959999","","","","","","","","","-14.271717","-15.959999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000223","Nodes","","21.000000","33.187585","DDS demands","Known Flow","446398.137625","128249.937108","","0.000000","","","","","","-6.860000","","","","","","","","","-6.134335","-6.860000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016725","Nodes","","21.000000","33.130713","Default Known Flow Node","Known Flow","446416.637630","128360.062138","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900000225","Nodes","","21.000000","33.149321","DDS demands","Known Flow","446420.137631","128349.062135","","0.000000","","","","","","-4.619999","","","","","","","","","-4.131286","-4.619999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900001083","Nodes","","21.000000","33.146146","DDS demands","Known Flow","446434.387635","128354.437136","","0.000000","","","","","","-14.349999","","","","","","","","","-12.832026","-14.349999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900000045","Nodes","","21.000000","33.096256","DDS demands","Known Flow","446084.215316","128390.587085","","0.000000","","","","","","-7.430000","","","","","","","","","-6.644039","-7.430000","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016714","Nodes","","21.000000","33.279737","Default Known Flow Node","Known Flow","446128.012551","128397.187148","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82001900000049","Nodes","","21.000000","33.787506","DDS demands","Known Flow","446159.762560","128278.437116","","0.000000","","","","","","-8.499999","","","","","","","","","-7.600851","-8.499999","","","","","","","","D1 PROFILE","","","","","","","",""
"82001900016716","Nodes","","21.000000","36.156546","Default Known Flow Node","Known Flow","446134.022980","128085.732949","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
