"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"82060900000097","Nodes","97",21.000000,21.901880,"DDS demands","Known Flow",383026.500000,110787.500000,,0.000000,,,,,,-7.679999,,-6.867593,-7.679999,,"",,,,,,"D1 PROFILE",
"82060900000096","Nodes","96",21.000000,22.427398,"DDS demands","Known Flow",382951.093750,110763.898437,,0.000000,,,,,,-1.019999,,-0.912102,-1.019999,,"",,,,,,"D1 PROFILE",
"82060900000067","Nodes","67",21.000000,23.187090,"DDS demands","Known Flow",382720.906250,110913.898437,,0.000000,,,,,,-2.949999,,-2.637942,-2.949999,,"",,,,,,"D1 PROFILE",
"82060900000066","Nodes","66",21.000000,24.098261,"DDS demands","Known Flow",382517.187500,111101.703125,,0.000000,,,,,,-10.710000,,-9.577073,-10.710000,,"",,,,,,"D1 PROFILE",
"82060900000007","Nodes","7",21.000000,40.028069,"DDS demands","Known Flow",383052.031250,113363.453125,,0.000000,,,,,,-3.710000,,-3.317548,-3.710000,,"",,,,,,"D1 PROFILE",
"82060900000008","Nodes","8",21.000000,40.028069,"Default Known Flow Node","Known Flow",383059.312500,113330.906250,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82060900000035","Nodes","35",21.000000,40.200590,"DDS demands","Known Flow",382994.000000,113300.101562,,0.000000,,,,-3.130000,,-12.130000,,-13.645765,-15.259999,,"",,,,"C4 PROFILE",,"D1 PROFILE",
"82060900000036","Nodes","36",21.000000,40.038618,"DDS demands","Known Flow",383131.000000,113448.296875,,0.000000,,,,,,-1.980000,,-1.770551,-1.980000,,"",,,,,,"D1 PROFILE",
"82060900000009","Nodes","9",21.000000,40.191228,"Default Known Flow Node","Known Flow",382992.468750,113302.500000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82060900000010","Nodes","10",21.000000,39.934041,"Default Known Flow Node","Known Flow",382949.250000,113271.882812,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82060900000037","Nodes","37",21.000000,39.687346,"DDS demands","Known Flow",382937.500000,113387.398437,,0.000000,,,,,,-3.559999,,-3.183415,-3.559999,,"",,,,,,"D1 PROFILE",
"82060900000106","Nodes","106",21.000000,24.625228,"Default Known Flow Node","Known Flow",382513.000000,111206.632812,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82060900000107","Nodes","107",21.000000,24.713155,"Default Known Flow Node","Known Flow",382573.125000,111170.773437,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82060900000114","Nodes","114",21.000000,25.079577,"DDS demands","Known Flow",382486.750000,111258.437500,,0.000000,,,,,,-0.569999,,-0.509704,-0.569999,,"",,,,,,"D1 PROFILE",
"82060900001000","Nodes","P0065088, Gold Hill, Child Okeford CSEP, -13.29",22.999998,38.508780,"CSEP DDS Matched","Known Flow",382844.437500,113531.750000,,0.000000,,,,,,,-13.290000,-11.884156,-13.290000,,"",,,,,,,"DC PROFILE"
"82060900000040","Nodes","40",21.000000,38.505661,"DDS demands","Known Flow",382841.312500,113548.398437,,0.000000,,,,,,-1.630000,,-1.457575,-1.630000,,"",,,,,,"D1 PROFILE",
"82060900000039","Nodes","39",21.000000,39.277550,"DDS demands","Known Flow",382873.000000,113472.101562,,0.000000,,,,,,-3.309999,,-2.959861,-3.309999,,"",,,,,,"D1 PROFILE",
"82060900000100","Nodes","P07115457 THE HOLLOW CSEP, -5.48",22.999998,41.253612,"CSEP DDS Matched","Known Flow",383201.812500,113050.000000,,0.000000,,,,,,,-5.480000,-4.900314,-5.480000,,"",,,,,,,"DC PROFILE"
"82060900000115","Nodes","115",21.000000,41.168161,"Default Known Flow Node","Known Flow",383191.000000,113022.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82060900000101","Nodes","101",21.000000,41.168161,"Default Known Flow Node","Known Flow",383195.406250,113004.500000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82060900000087","Nodes","P0089866, White Pit Farm, Blandford Road CSEP, -57.32",35.000000,39.807992,"CSEP DDS Matched","Known Flow",383067.593750,110666.101562,,0.000000,,,,,,-1.970000,-57.320001,-53.018181,-59.290000,,"",,,,,,"D1 PROFILE","DC PROFILE"
"82060900000093","Nodes","93",21.000000,39.921725,"DDS demands","Known Flow",383082.500000,110654.101562,,0.000000,,,,,,-3.680000,,-3.290721,-3.680000,,"",,,,,,"D1 PROFILE",
"82060900000094","Nodes","94",21.000000,39.938040,"DDS demands","Known Flow",383084.593750,110652.601562,,0.000000,,,,,,-2.779999,,-2.485925,-2.779999,,"",,,,,,"D1 PROFILE",
"82060900000064","Nodes","64",21.000000,25.954200,"DDS demands","Known Flow",382456.406250,111315.296875,,0.000000,-3.489999,,,,,-5.760000,,-8.271515,-9.249999,,"","C1 PROFILE",,,,,"D1 PROFILE",
"82060900000078","Nodes","78",21.000000,24.928730,"DDS demands","Known Flow",382821.500000,110649.898437,,0.000000,,,,,,-0.499999,,-0.447108,-0.499999,,"",,,,,,"D1 PROFILE",
