"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"82011100000296","Nodes","296",21.000000,26.479447,"DDS demands","Known Flow",387006.371464,123005.310681,,0.000000,,,,,,-6.860000,,,,,-6.134335,-6.860000,,"",,,,,,"D1 PROFILE",,,,
"82011100000450","Nodes","450",21.000000,26.563647,"Default Known Flow Node","Known Flow",386979.371456,123045.060692,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010626","Nodes","-162880",21.000000,42.091920,"Default Known Flow Node","Known Flow",386770.996400,123901.060925,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010625","Nodes","-162879",21.000000,42.091920,"Default Known Flow Node","Known Flow",386769.871399,123898.810924,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010628","Nodes","-162895",21.000000,40.860550,"Default Known Flow Node","Known Flow",386858.871424,123964.060942,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000283","Nodes","283",21.000000,40.848796,"DDS demands","Known Flow",386848.871421,123969.060943,,0.000000,,,,,,-13.619999,,,,,-12.179247,-13.619999,,"",,,,,,"D1 PROFILE",,,,
"82011100010629","Nodes","-162904",21.000000,37.409718,"Default Known Flow Node","Known Flow",386935.621445,123537.310826,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010630","Nodes","-162905",21.000000,37.409718,"Default Known Flow Node","Known Flow",386944.087619,123531.759236,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000277","Nodes","277",21.000000,37.406521,"DDS demands","Known Flow",386971.246454,123558.060831,,0.000000,,,,,,-1.090000,,,,,-0.974697,-1.090000,,"",,,,,,"D1 PROFILE",,,,
"82011100010733","Nodes","-301978",21.000000,39.647154,"Default Known Flow Node","Known Flow",386853.496422,123858.310913,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000121","Nodes","121",21.000000,44.216462,"Default Known Flow Node","Known Flow",386621.496359,123592.185841,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010624","Nodes","-162875",21.000000,43.277699,"Default Known Flow Node","Known Flow",386747.480047,123502.066605,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000325","Nodes","325",21.000000,42.521570,"DDS demands","Known Flow",386875.871428,123583.810838,,0.000000,,,,,,-20.180001,,,,,-18.045317,-20.180001,,"",,,,,,"D1 PROFILE",,,,
"82011100000417","Nodes","417",21.000000,42.509110,"Default Known Flow Node","Known Flow",386873.636459,123574.807105,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010631","Nodes","-162910",21.000000,37.323240,"Default Known Flow Node","Known Flow",386962.121452,123507.310817,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000276","Nodes","276",21.000000,37.323889,"DDS demands","Known Flow",386969.246454,123510.310818,,0.000000,-1.200000,,,,,-8.830000,,,,,-8.969005,-10.029999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82011100010632","Nodes","-162915",21.000000,37.322545,"Default Known Flow Node","Known Flow",386967.871453,123513.310819,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000278","Nodes","278",21.000000,37.282937,"DDS demands","Known Flow",386982.121457,123524.560822,,0.000000,,,,,,-5.909999,,,,,-5.284827,-5.909999,,"",,,,,,"D1 PROFILE",,,,
"82011100000442","Nodes","442",21.000000,39.639317,"DDS demands","Known Flow",386899.996435,123871.185917,,0.000000,,,,,,-1.299999,,,,,-1.162483,-1.299999,,"",,,,,,"D1 PROFILE",,,,
"82011100000343","Nodes","343",21.000000,41.237305,"Default Known Flow Node","Known Flow",386974.621455,123897.060924,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010651","Nodes","-172152",21.000000,41.578956,"Default Known Flow Node","Known Flow",387036.871472,123845.810910,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000352","Nodes","352",21.000000,41.221541,"Default Known Flow Node","Known Flow",387204.871518,123750.310884,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000354","Nodes","354",21.000000,41.075707,"Default Known Flow Node","Known Flow",387248.121530,123720.060875,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000356","Nodes","356",21.000000,41.024716,"Default Known Flow Node","Known Flow",387270.621536,123696.060869,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000420","Nodes","420",21.000000,40.946905,"Default Known Flow Node","Known Flow",387290.996541,123683.560865,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000357","Nodes","357",21.000000,41.022159,"DDS demands","Known Flow",387258.996533,123682.310865,,0.000000,,,,,,-1.420000,,,,,-1.269789,-1.420000,,"",,,,,,"D1 PROFILE",,,,
"82011100000361","Nodes","361",21.000000,43.458537,"Default Known Flow Node","Known Flow",387110.871492,124184.311002,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000362","Nodes","362",21.000000,43.429532,"DDS demands","Known Flow",387116.371494,124197.311005,,0.000000,,,,,,,,-5.719999,,,-5.114926,-5.719999,,"",,,,,,,,"I2 PROFILE",,
"82011100000448","Nodes","448",21.000000,43.317537,"Default Known Flow Node","Known Flow",387122.121495,124187.061002,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010621","Nodes","-160944",21.000000,43.229148,"Default Known Flow Node","Known Flow",387140.496500,124178.561000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010622","Nodes","-160945",21.000000,43.229148,"Default Known Flow Node","Known Flow",387143.496501,124179.811000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000085","Nodes","85",21.000000,41.179019,"DDS demands","Known Flow",385961.007962,122575.791799,,0.000000,,,,,,-15.619999,,,,,-13.967683,-15.619999,,"",,,,,,"D1 PROFILE",,,,
"82011100008002","Nodes","Logger 3158, St James Street",21.000000,40.536767,"Val Log Cath","Known Flow",386085.629096,122665.498136,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010785","Nodes","-661010",21.000000,41.343752,"Default Known Flow Node","Known Flow",386900.470435,123817.066902,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010709","Nodes","-221011",21.000000,41.343752,"Default Known Flow Node","Known Flow",386898.871435,123815.810901,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000339","Nodes","339",21.000000,41.529522,"DDS demands","Known Flow",386921.621441,123790.810895,,0.000000,,,,,,-1.789999,,,,,-1.600649,-1.789999,,"",,,,,,"D1 PROFILE",,,,
"82011100000340","Nodes","340",21.000000,40.824447,"DDS demands","Known Flow",386922.371441,123823.685904,,0.000000,,,,,,-10.229999,,,,,-9.147848,-10.229999,,"",,,,,,"D1 PROFILE",,,,
"82011100010797","Nodes","-8851010",21.000000,42.935447,"Default Known Flow Node","Known Flow",386808.595305,123496.993416,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000422","Nodes","422",21.000000,42.979478,"Default Known Flow Node","Known Flow",386796.996407,123498.935815,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000107","Nodes","107",21.000000,43.865445,"DDS demands","Known Flow",386756.849214,123861.533779,,0.000000,,,,,,-3.469999,,,,,-3.102936,-3.469999,,"",,,,,,"D1 PROFILE",,,,
"82011100000412","Nodes","412",21.000000,45.861032,"Default Known Flow Node","Known Flow",386738.531330,123797.045065,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000113","Nodes","113",21.000000,44.358765,"Default Known Flow Node","Known Flow",386679.371375,123692.185868,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000106","Nodes","106",21.000000,44.721346,"DDS demands","Known Flow",386580.121348,123557.935831,,0.000000,,,,,,-15.640000,,,,,-13.985568,-15.640000,,"",,,,,,"D1 PROFILE",,,,
"82011100000148","Nodes","148",21.000000,43.814013,"DDS demands","Known Flow",386690.243019,123724.305722,,0.000000,,,,,,-15.220000,,,,,-13.609997,-15.220000,,"",,,,,,"D1 PROFILE",,,,
"82011100000063","Nodes","63",21.000000,31.605311,"DDS demands","Known Flow",386783.916219,122952.088117,,0.000000,,,,,,-0.649999,,,,,-0.581241,-0.649999,,"",,,,,,"D1 PROFILE",,,,
"82011100000231","Nodes","231",21.000000,19.232352,"DDS demands","Known Flow",387255.996532,122616.685575,,0.000000,,,,,,-10.580000,,,,,-9.460826,-10.580000,,"",,,,,,"D1 PROFILE",,,,
"82011100008004","Nodes","Logger 3331, Linden Park",21.000000,17.735783,"Val Log Cath","Known Flow",387343.101183,122645.981690,,0.000000,,,,,,-10.180000,,,,,-9.103139,-10.180000,,"",,,,,,"D1 PROFILE",,,,
"82011100000232","Nodes","232",21.000000,17.376847,"DDS demands","Known Flow",387347.371557,122664.060588,,0.000000,,,,,,-8.729999,,,,,-7.806521,-8.729999,,"",,,,,,"D1 PROFILE",,,,
"82011100010744","Nodes","-331010",21.000000,20.318272,"Default Known Flow Node","Known Flow",387241.803528,122641.123582,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010780","Nodes","-5441010",21.000000,19.735453,"Default Known Flow Node","Known Flow",387248.857382,122625.932143,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000066","Nodes","66",21.000000,26.539110,"Default Known Flow Node","Known Flow",387039.680341,122792.623569,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100001000","Nodes","1000",21.000000,20.315111,"DDS demands","Known Flow",387235.237526,122637.964581,,0.000000,,,,,,-2.460000,,,,,-2.199776,-2.460000,,"",,,,,,"D1 PROFILE",,,,
"82011100000291","Nodes","291",21.000000,26.594933,"Default Known Flow Node","Known Flow",387033.246471,122805.435627,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010781","Nodes","-5641010",21.000000,23.799379,"Default Known Flow Node","Known Flow",387390.119098,122310.350021,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000259","Nodes","P09121702, Pix Mead Gardens, 125.35",24.000000,24.391738,"CSEP DDS Matched","Known Flow",387230.996525,122520.185549,,0.000000,,,,,,,-76.000001,,,,-67.960563,-76.000001,,"",,,,,,,"DC PROFILE",,,
"82011100010796","Nodes","-881010",21.000000,23.799379,"Default Known Flow Node","Known Flow",387413.877595,122289.300350,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010757","Nodes","-4511010",21.000000,23.799379,"Default Known Flow Node","Known Flow",387418.074576,122285.588485,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000234","Nodes","234",21.000000,25.807765,"DDS demands","Known Flow",386998.545560,122591.442914,,0.000000,,,,,,-13.189999,,,,,-11.794733,-13.189999,,"",,,,,,"D1 PROFILE",,,,
"82011100000070","Nodes","70",21.000000,24.982558,"Default Known Flow Node","Known Flow",387070.036511,122594.348145,,0.000000,,,0.000000,,,,,,,,0.000000,0.000000,,"",,,"C3  PROFILE",,,,,,,
"82011100000069","Nodes","69",21.000000,24.874607,"DDS demands","Known Flow",387083.371485,122605.810572,,0.000000,,,,,,-5.530000,,,,,-4.945025,-5.530000,,"",,,,,,"D1 PROFILE",,,,
"82011100000083","Nodes","83",21.000000,40.509463,"DDS demands","Known Flow",386096.621216,122672.935590,,0.000000,,,,,,-10.589999,,,,,-9.469767,-10.589999,,"",,,,,,"D1 PROFILE",,,,
"82011100010729","Nodes","-293719",21.000000,49.081031,"Default Known Flow Node","Known Flow",385949.996176,123165.560725,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000018","Nodes","18",21.000000,48.982989,"DDS demands","Known Flow",386093.705299,123231.253255,,0.000000,,,,,,-14.869999,,,,,-13.297020,-14.869999,,"",,,,,,"D1 PROFILE",,,,
"82011100000017","Nodes","17",21.000000,48.997972,"DDS demands","Known Flow",386068.942180,123224.093198,,0.000000,,,,,,-10.450000,,,,,-9.344577,-10.450000,,"",,,,,,"D1 PROFILE",,,,
"82011100010705","Nodes","-206133",21.000000,49.028523,"Default Known Flow Node","Known Flow",385998.573681,123206.795654,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000429","Nodes","429",21.000000,44.201984,"Default Known Flow Node","Known Flow",386938.247437,124302.560917,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000427","Nodes","427",21.000000,44.201984,"Default Known Flow Node","Known Flow",386903.371436,124291.561031,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000013","Nodes","13",21.000000,48.089727,"DDS demands","Known Flow",385777.746129,123347.060774,,0.000000,,,,,,-1.490000,,,,,-1.332384,-1.490000,,"",,,,,,"D1 PROFILE",,,,
"82011100000014","Nodes","14",21.000000,48.584871,"DDS demands","Known Flow",385805.604137,123213.563738,,0.000000,,,,,,-12.479999,,,,,-11.159838,-12.479999,,"",,,,,,"D1 PROFILE",,,,
"82011100010790","Nodes","-80",21.000000,43.902813,"Default Known Flow Node","Known Flow",386202.019245,122998.583679,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000044","Nodes","44",21.000000,43.732269,"DDS demands","Known Flow",386205.636246,122994.035678,,0.000000,-6.000000,,-10.960000,,,-0.199999,,,,,-15.344779,-17.160000,,"","C1 PROFILE",,"C3  PROFILE",,,"D1 PROFILE",,,,
"82011100010783","Nodes","-64",21.000000,42.656003,"Default Known Flow Node","Known Flow",386233.282253,122958.654668,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010782","Nodes","-59",21.000000,42.430797,"Default Known Flow Node","Known Flow",386239.084662,122950.758574,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000242","Nodes","242",21.000000,29.951449,"DDS demands","Known Flow",386780.496402,122840.935636,,0.000000,,,,,,-12.409999,,,,,-11.097243,-12.409999,,"",,,,,,"D1 PROFILE",,,,
"82011100000168","Nodes","168",21.000000,36.046750,"DDS demands","Known Flow",386816.621412,124045.685964,,0.000000,,,,,,-3.930000,,,,,-3.514276,-3.930000,,"",,,,,,"D1 PROFILE",,,,
"82011100000387","Nodes","387",21.000000,33.961599,"Default Known Flow Node","Known Flow",386823.246414,124101.810979,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000286","Nodes","286",21.000000,33.606813,"DDS demands","Known Flow",386840.121419,124190.686003,,0.000000,,,,,,-8.939999,,,,,-7.994307,-8.939999,,"",,,,,,"D1 PROFILE",,,,
"82011100000260","Nodes","260",21.000000,47.583232,"DDS demands","Known Flow",386061.871207,122946.185665,,0.000000,,,,,,-8.029999,,,,,-7.180569,-8.029999,,"",,,,,,"D1 PROFILE",,,,
"82011100010680","Nodes","-185362",21.000000,47.583232,"Default Known Flow Node","Known Flow",386058.496206,122954.310667,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000394","Nodes","394",21.000000,39.807918,"DDS demands","Known Flow",386467.746317,123167.185725,,0.000000,,,,,,-24.379999,,,,,-21.801032,-24.379999,,"",,,,,,"D1 PROFILE",,,,
"82011100010691","Nodes","-192",21.000000,44.972397,"Default Known Flow Node","Known Flow",386563.871343,123502.185816,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000401","Nodes","401",21.000000,44.671604,"DDS demands","Known Flow",386591.621351,123554.185830,,0.000000,,,,,,-2.710000,,,,,-2.423330,-2.710000,,"",,,,,,"D1 PROFILE",,,,
"82011100000413","Nodes","413",21.000000,44.475728,"Default Known Flow Node","Known Flow",386805.235814,124001.365493,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000414","Nodes","414",21.000000,44.557098,"Default Known Flow Node","Known Flow",386823.996414,124139.435990,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000080","Nodes","80",21.000000,24.054584,"DDS demands","Known Flow",386927.496442,122469.435535,,0.000000,,,,,,-12.310000,,,,,-11.007822,-12.310000,,"",,,,,,"D1 PROFILE",,,,
"82011100000082","Nodes","82",21.000000,23.389837,"DDS demands","Known Flow",386945.496447,122367.810507,,0.000000,,,,,,-10.050000,,,,,-8.986890,-10.050000,,"",,,,,,"D1 PROFILE",,,,
"82011100010772","Nodes","-4904579",21.000000,26.560112,"Default Known Flow Node","Known Flow",387004.441036,123056.909498,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000310","Nodes","310",21.000000,24.686766,"DDS demands","Known Flow",387120.496495,123042.435691,,0.000000,,,,,,-16.459998,,,,,-14.718825,-16.459998,,"",,,,,,"D1 PROFILE",,,,
"82011100000365","Nodes","365",21.000000,43.946659,"DDS demands","Known Flow",386997.871461,124290.186031,,0.000000,-19.149999,,,,,-1.460000,,-7.409999,,,-25.055986,-28.019999,,"","C1 PROFILE",,,,,"D1 PROFILE",,"I2 PROFILE",,
"82011100000366","Nodes","366",21.000000,43.820510,"DDS demands","Known Flow",387042.371474,124276.436027,,0.000000,,,,,,,,-6.000000,,,-5.365307,-6.000000,,"",,,,,,,,"I2 PROFILE",,
"82011100000391","Nodes","391",21.000000,24.090632,"Default Known Flow Node","Known Flow",387238.746527,122894.685651,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000122","Nodes","122",21.000000,44.216462,"Default Known Flow Node","Known Flow",386616.121358,123595.185841,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000402","Nodes","402",21.000000,44.671604,"Default Known Flow Node","Known Flow",386589.871350,123556.935831,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000388","Nodes","388",21.000000,28.063968,"DDS demands","Known Flow",387067.621480,124064.185969,,0.000000,,,,,,-22.159998,,,,,-19.815868,-22.159998,,"",,,,,,"D1 PROFILE",,,,
"82011100010647","Nodes","-171460",21.000000,37.495539,"Default Known Flow Node","Known Flow",387002.606881,123395.232277,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000129","Nodes","129",21.000000,37.504473,"DDS demands","Known Flow",386993.996460,123388.435785,,0.000000,,,,,,-0.860000,,,,,-0.769027,-0.860000,,"",,,,,,"D1 PROFILE",,,,
"82011100010668","Nodes","-182359",21.000000,40.416779,"Default Known Flow Node","Known Flow",386791.871405,123347.810774,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000432","Nodes","432",21.000000,40.416779,"Default Known Flow Node","Known Flow",386798.871407,123360.435778,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010792","Nodes","-83",21.000000,43.475461,"Default Known Flow Node","Known Flow",386216.903249,123003.187680,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000438","Nodes","438",21.000000,39.665849,"DDS demands","Known Flow",386842.246419,123834.935907,,0.000000,,,,,,-2.730000,,,,,-2.441214,-2.730000,,"",,,,,,"D1 PROFILE",,,,
"82011100000120","Nodes","120",21.000000,44.128800,"DDS demands","Known Flow",386658.371369,123569.935835,,0.000000,,,,,,-5.030000,,,,,-4.497916,-5.030000,,"",,,,,,"D1 PROFILE",,,,
"82011100000119","Nodes","119",21.000000,44.096737,"DDS demands","Known Flow",386681.905375,123549.750829,,0.000000,,,,,,-4.050000,,,,,-3.621582,-4.050000,,"",,,,,,"D1 PROFILE",,,,
"82011100000227","Nodes","227",21.000000,19.705291,"DDS demands","Known Flow",387324.871550,122750.435612,,0.000000,,,,,,-0.980000,,,,,-0.876333,-0.980000,,"",,,,,,"D1 PROFILE",,,,
"82011100000229","Nodes","229",21.000000,19.592071,"DDS demands","Known Flow",387333.621553,122735.810608,,0.000000,,,,,,-8.339999,,,,,-7.457777,-8.339999,,"",,,,,,"D1 PROFILE",,,,
"82011100000038","Nodes","38",21.000000,39.775715,"DDS demands","Known Flow",386401.870273,123122.437194,,0.000000,-11.700000,,,-2.710000,,-14.630000,,,,,-25.968088,-29.039999,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,
"82011100000281","Nodes","281",21.000000,47.739145,"DDS demands","Known Flow",386055.746205,122924.685659,,0.000000,,,,,,-2.140000,,,,,-1.913626,-2.140000,,"",,,,,,"D1 PROFILE",,,,
"82011100010681","Nodes","-185364",21.000000,47.661170,"Default Known Flow Node","Known Flow",386064.496207,122928.310660,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010589","Nodes","-1462606",21.000000,47.583232,"Default Known Flow Node","Known Flow",386068.246209,122948.935666,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000161","Nodes","161",21.000000,40.677890,"DDS demands","Known Flow",386436.871309,123179.935728,,0.000000,,,,,,-16.750000,,,,,-14.978150,-16.750000,,"",,,,,,"D1 PROFILE",,,,
"82011100000162","Nodes","162",21.000000,40.589415,"Default Known Flow Node","Known Flow",386415.496303,123168.310725,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000373","Nodes","373",21.000000,24.427343,"DDS demands","Known Flow",387169.871508,123020.685685,,0.000000,,,,,,-3.010000,,,,,-2.691595,-3.010000,,"",,,,,,"D1 PROFILE",,,,
"82011100010759","Nodes","-4904541",21.000000,24.267823,"Default Known Flow Node","Known Flow",387198.629930,122998.679379,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000123","Nodes","123",21.000000,43.219433,"DDS demands","Known Flow",386755.871396,123499.685815,,0.000000,,,,,,-3.859999,,,,,-3.451680,-3.859999,,"",,,,,,"D1 PROFILE",,,,
"82011100000140","Nodes","140",21.000000,43.074841,"DDS demands","Known Flow",386815.357554,123440.911867,,0.000000,,,,,,-8.220000,,,,,-7.350471,-8.220000,,"",,,,,,"D1 PROFILE",,,,
"82011100000255","Nodes","255",21.000000,43.073797,"DDS demands","Known Flow",386816.749290,123440.705174,,0.000000,,,,,,-7.849999,,,,,-7.019610,-7.849999,,"",,,,,,"D1 PROFILE",,,,
"82011100000151","Nodes","151",21.000000,43.073020,"DDS demands","Known Flow",386820.246413,123440.185799,,0.000000,,,,,,-3.629999,,,,,-3.246011,-3.629999,,"",,,,,,"D1 PROFILE",,,,
"82011100010669","Nodes","-182375",21.000000,43.072954,"Default Known Flow Node","Known Flow",386822.105060,123439.883229,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000256","Nodes","256",21.000000,43.071261,"DDS demands","Known Flow",386868.621426,123432.310797,,0.000000,,,,,,-4.030000,,,,,-3.603698,-4.030000,,"",,,,,,"D1 PROFILE",,,,
"82011100010587","Nodes","-1462596",21.000000,39.638681,"Default Known Flow Node","Known Flow",386833.246417,123918.310929,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010756","Nodes","-444438",21.000000,30.588737,"Default Known Flow Node","Known Flow",386733.824718,122830.118790,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010706","Nodes","-2131",21.000000,30.588737,"Default Known Flow Node","Known Flow",386735.621390,122831.560634,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010573","Nodes","-1462495",21.000000,38.965927,"Default Known Flow Node","Known Flow",386909.871438,123365.935779,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010572","Nodes","-1462487",21.000000,42.430740,"Default Known Flow Node","Known Flow",386236.728254,122951.424666,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000045","Nodes","45",21.000000,42.430740,"DDS demands","Known Flow",386237.261681,122950.192344,,0.000000,-9.020000,,,-2.819999,,-4.889999,,,,,-14.960265,-16.729999,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,
"82011100000263","Nodes","263",21.000000,41.184673,"Default Known Flow Node","Known Flow",385958.496179,122579.685565,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010742","Nodes","-329",21.000000,37.057115,"Default Known Flow Node","Known Flow",387146.746502,123537.185826,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010596","Nodes","-1462645",21.000000,37.057115,"Default Known Flow Node","Known Flow",387147.746502,123535.560825,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000337","Nodes","337",21.000000,41.463719,"DDS demands","Known Flow",387067.496480,123698.435870,,0.000000,,,,,,-10.779999,,,,,-9.639668,-10.779999,,"",,,,,,"D1 PROFILE",,,,
"82011100000025","Nodes","25",21.000000,48.587247,"DDS demands","Known Flow",385640.371092,122959.185668,,0.000000,,,,,,-12.239999,,,,,-10.945226,-12.239999,,"",,,,,,"D1 PROFILE",,,,
"82011100000024","Nodes","24",21.000000,48.706853,"DDS demands","Known Flow",385693.496107,122989.935677,,0.000000,,,,,,-9.419999,,,,,-8.423532,-9.419999,,"",,,,,,"D1 PROFILE",,,,
"82011100000415","Nodes","415",21.000000,44.297187,"Default Known Flow Node","Known Flow",386926.002128,124216.809546,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000364","Nodes","364",21.000000,44.331070,"Default Known Flow Node","Known Flow",386929.496443,124236.936016,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100010743","Nodes","-330",21.000000,37.057115,"Default Known Flow Node","Known Flow",387140.121500,123546.060828,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011100000282","Nodes","282",21.000000,44.173167,"DDS demands","Known Flow",386689.871378,123620.435848,,0.000000,,,,,,-9.659999,,,,,-8.638144,-9.659999,,"",,,,,,"D1 PROFILE",,,,
"82011100000246","Nodes","246",21.000000,43.376037,"DDS demands","Known Flow",386659.121369,123258.560750,,0.000000,,,,,,-4.030000,,,,,-3.603698,-4.030000,,"",,,,,,"D1 PROFILE",,,,
