"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"82422900001052","Nodes",,21.000000,37.271295,"DDS demands","Known Flow",414232.530872,143608.973287,,0.000000,,,,-4.929999,,-4.408494,-4.929999,,"",,,,"D1 PROFILE",
"82422900001051","Nodes",,21.000000,32.723454,"DDS demands","Known Flow",414165.877854,143604.444286,,0.000000,,,,-8.640000,,-7.726043,-8.640000,,"",,,,"D1 PROFILE",
"82422900001050","Nodes",,21.000000,31.822322,"DDS demands","Known Flow",414107.164838,143607.458287,,0.000000,,,,-2.119999,,-1.895741,-2.119999,,"",,,,"D1 PROFILE",
"82422900001045","Nodes",,21.000000,33.584313,"DDS demands","Known Flow",414299.253890,143498.560257,,0.000000,,,,-5.579999,,-4.989735,-5.579999,,"",,,,"D1 PROFILE",
"82422900001048","Nodes",,21.000000,33.120771,"DDS demands","Known Flow",414159.702853,143515.118262,,0.000000,,,,-4.999999,,-4.471089,-4.999999,,"",,,,"D1 PROFILE",
"82422900001047","Nodes",,21.000000,38.823592,"DDS demands","Known Flow",414412.800489,143605.357916,,0.000000,,,,-6.880000,,-6.152219,-6.880000,,"",,,,"D1 PROFILE",
"82422900001043","Nodes",,21.000000,33.391750,"DDS demands","Known Flow",414383.972914,143461.880247,,0.000000,,,,-7.940000,,-7.100090,-7.940000,,"",,,,"D1 PROFILE",
"82422900001044","Nodes",,21.000000,32.330595,"DDS demands","Known Flow",414560.023961,143435.897240,,0.000000,,,,-9.520000,,-8.512955,-9.520000,,"",,,,"D1 PROFILE",
"82422910001044","Nodes",,21.000000,33.274770,"Default Known Flow Node","Known Flow",414437.329650,143479.165993,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001041","Nodes",,21.000000,33.042554,"DDS demands","Known Flow",414544.719957,143528.877266,,0.000000,,,,-19.749999,,-17.660804,-19.749999,,"",,,,"D1 PROFILE",
"82422900001042","Nodes",,21.000000,32.929086,"DDS demands","Known Flow",414503.212088,143615.614594,,0.000000,,,,-7.109999,,-6.357889,-7.109999,,"",,,,"D1 PROFILE",
"82422900011041","Nodes",,21.000000,33.493325,"Default Known Flow Node","Known Flow",414679.867994,143644.427297,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001040","Nodes",,21.000000,33.732957,"DDS demands","Known Flow",414678.745994,143682.817307,,0.000000,,,,-20.309998,,-18.161563,-20.309998,,"",,,,"D1 PROFILE",
"82422900001039","Nodes",,21.000000,42.314722,"DDS demands","Known Flow",414510.133948,143693.024310,,0.000000,,,,-9.549999,,-8.539781,-9.549999,,"",,,,"D1 PROFILE",
"82422900001038","Nodes",,21.000000,44.710591,"DDS demands","Known Flow",414357.228014,143699.915436,,0.000000,,,,-3.720000,,-3.326490,-3.720000,,"",,,,"D1 PROFILE",
"82422900000003","Nodes","Tombs Road/Pownall Road DG",21.000000,44.999969,"Default Known Pressure Node","Known Pressure",414355.013906,143700.401312,,0.000000,,,,,,148.636906,166.220007,,"",,,,,
"82422900001037","Nodes",,21.000000,22.233662,"Default Known Flow Node","Known Flow",412966.599528,144225.685455,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000038","Nodes",,21.000000,22.235429,"Default Known Flow Node","Known Flow",412955.078525,144228.931456,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000085","Nodes",,21.000000,22.151593,"DDS demands","Known Flow",412949.293312,144202.591228,,0.000000,,,,-1.129999,,-1.010466,-1.129999,,"",,,,"D1 PROFILE",
"82422900001017","Nodes",,21.000000,39.803590,"Default Known Flow Node","Known Flow",413304.902052,144855.116893,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001036","Nodes",,21.000000,38.992853,"Default Known Flow Node","Known Flow",413350.410594,144854.329077,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001035","Nodes",,21.000000,37.935191,"Default Known Flow Node","Known Flow",413408.777639,144855.852301,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900091036","Nodes",,21.000000,37.514862,"Default Known Flow Node","Known Flow",413434.778834,144855.500152,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001013","Nodes",,21.000000,39.343073,"Default Known Flow Node","Known Flow",413203.091300,144826.957287,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001012","Nodes",,21.000000,39.865485,"Default Known Flow Node","Known Flow",413270.788611,144856.514627,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001023","Nodes",,21.000000,39.756359,"Default Known Flow Node","Known Flow",413343.878631,144783.566607,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001024","Nodes",,21.000000,39.625785,"Default Known Flow Node","Known Flow",413388.789599,144724.096987,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422910001036","Nodes",,21.000000,40.083220,"Default Known Flow Node","Known Flow",413305.049085,144934.614873,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422910001035","Nodes",,21.000000,36.939613,"Default Known Flow Node","Known Flow",413466.993265,144855.247755,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001030","Nodes",,21.000000,35.063090,"DDS demands","Known Flow",412851.888497,144351.183489,,0.000000,,,,-6.579999,,-5.883953,-6.579999,,"",,,,"D1 PROFILE",
"82422900001031","Nodes",,21.000000,35.640143,"Default Known Flow Node","Known Flow",412898.759616,144464.413742,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001002","Nodes",,21.000000,35.984075,"Default Known Flow Node","Known Flow",412909.276588,144525.649100,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001006","Nodes",,21.000000,35.577336,"Default Known Flow Node","Known Flow",412727.441991,144426.982373,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001028","Nodes",,21.000000,34.999346,"DDS demands","Known Flow",412826.815014,144341.964845,,0.000000,-106.000002,,,,,-94.787096,-106.000002,,"","C1 PROFILE",,,,
"82422900001029","Nodes",,21.000000,34.966453,"DDS demands","Known Flow",412820.466488,144363.531493,,0.000000,,,,-8.920000,,-7.976423,-8.920000,,"",,,,"D1 PROFILE",
"82422900001000","Nodes","The Packway DG",21.000000,34.999999,"Default Known Pressure Node","Known Pressure",412818.861488,144301.631476,,2099.999985,,,,,,16.662193,18.633258,,"",,,,,
"82422900001004","Nodes",,21.000000,35.682981,"Default Known Flow Node","Known Flow",412735.522789,144477.398501,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001027","Nodes",,21.000000,35.639160,"Default Known Flow Node","Known Flow",412761.618472,144473.179522,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001009","Nodes",,21.000000,37.791746,"Default Known Flow Node","Known Flow",413097.006938,144701.243942,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001025","Nodes",,21.000000,37.772065,"Default Known Flow Node","Known Flow",413130.896573,144703.548585,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001022","Nodes",,21.000000,36.518010,"Default Known Flow Node","Known Flow",413546.851221,144852.907715,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001014","Nodes",,21.000000,39.430229,"Default Known Flow Node","Known Flow",413125.168571,144889.516636,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001010","Nodes",,21.000000,36.366641,"Default Known Flow Node","Known Flow",412912.925513,144579.532551,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001011","Nodes",,21.000000,36.541677,"Default Known Flow Node","Known Flow",412839.357302,144767.144681,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001008","Nodes",,21.000000,35.909564,"Default Known Flow Node","Known Flow",412767.812474,144530.635538,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900001007","Nodes",,21.000000,35.866035,"Default Known Flow Node","Known Flow",412745.730061,144534.708958,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000037","Nodes",,21.000000,22.065906,"DDS demands","Known Flow",412943.399522,144104.258422,,0.000000,,,,-5.179999,,-4.632048,-5.179999,,"",,,,"D1 PROFILE",
"82422900000007","Nodes",,21.000000,33.607413,"DDS demands","Known Flow",412777.977477,143762.847329,,0.000000,,,,-3.899999,,-3.487449,-3.899999,,"",,,,"D1 PROFILE",
"82422900000080","Nodes",,21.000000,32.928533,"DDS demands","Known Flow",412817.602620,143766.342004,,0.000000,,,,-3.839999,,-3.433796,-3.839999,,"",,,,"D1 PROFILE",
"82422900000025","Nodes",,21.000000,32.298955,"DDS demands","Known Flow",412814.029486,143708.092314,,0.000000,,,,-2.900000,,-2.593232,-2.900000,,"",,,,"D1 PROFILE",
"82422900000081","Nodes",,21.000000,32.246648,"DDS demands","Known Flow",412806.157458,143685.005867,,0.000000,,,,-5.550000,,-4.962909,-5.550000,,"",,,,"D1 PROFILE",
"82422900000074","Nodes",,21.000000,35.995360,"Default Known Flow Node","Known Flow",412609.635256,143977.274073,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000023","Nodes",,21.000000,36.011728,"Default Known Flow Node","Known Flow",412611.775430,143989.969372,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000034","Nodes",,21.000000,36.025204,"DDS demands","Known Flow",412613.537432,144000.421394,,0.000000,,,,-10.909999,,-9.755916,-10.909999,,"",,,,"D1 PROFILE",
"82422900000084","Nodes",,21.000000,35.865829,"DDS demands","Known Flow",412607.937599,143966.983061,,0.000000,,,,-5.630000,,-5.034446,-5.630000,,"",,,,"D1 PROFILE",
"82422900000040","Nodes",,21.000000,22.105165,"Default Known Flow Node","Known Flow",412961.760527,144200.787448,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900076239","Nodes",,21.000000,35.109261,"DDS demands","Known Flow",412677.598274,143790.092939,,0.000000,,,,-7.940000,,-7.100090,-7.940000,,"",,,,"D1 PROFILE",
"82422900000033","Nodes",,21.000000,34.244212,"DDS demands","Known Flow",412532.177191,144136.608717,,0.000000,,,,-16.920000,,-15.130167,-16.920000,,"",,,,"D1 PROFILE",
"82422900000048","Nodes",,21.000000,30.709170,"DDS demands","Known Flow",412880.292504,143810.308342,,0.000000,,,,-5.050000,,-4.515800,-5.050000,,"",,,,"D1 PROFILE",
"82422900000045","Nodes",,21.000000,31.083234,"DDS demands","Known Flow",412907.525512,143904.390368,,0.000000,,,,-7.259999,,-6.492022,-7.259999,,"",,,,"D1 PROFILE",
"82422900000022","Nodes",,21.000000,34.172306,"DDS demands","Known Flow",412502.894402,143962.927384,,0.000000,,,,-3.170000,,-2.834670,-3.170000,,"",,,,"D1 PROFILE",
"82422900000020","Nodes",,21.000000,34.111248,"DDS demands","Known Flow",412540.120412,143956.299382,,0.000000,,,,-2.279999,,-2.038816,-2.279999,,"",,,,"D1 PROFILE",
"82422900000018","Nodes",,21.000000,33.870988,"DDS demands","Known Flow",412511.545404,143794.325338,,0.000000,,,,-3.160000,,-2.825728,-3.160000,,"",,,,"D1 PROFILE",
"82422900000016","Nodes",,21.000000,33.990547,"DDS demands","Known Flow",412524.171407,143836.805349,,0.000000,,,,-1.279999,,-1.144598,-1.279999,,"",,,,"D1 PROFILE",
"82422900000021","Nodes",,21.000000,34.147965,"DDS demands","Known Flow",412546.978414,143981.322389,,0.000000,,,,-5.420000,,-4.846660,-5.420000,,"",,,,"D1 PROFILE",
"82422900000024","Nodes",,21.000000,32.152113,"DDS demands","Known Flow",412858.167498,143693.447310,,0.000000,,,,-3.469999,,-3.102936,-3.469999,,"",,,,"D1 PROFILE",
"82422900000008","Nodes",,21.000000,32.190899,"DDS demands","Known Flow",412863.118500,143725.704319,,0.000000,,,,-1.490000,,-1.332384,-1.490000,,"",,,,"D1 PROFILE",
"82422900000032","Nodes",,21.000000,35.739352,"Default Known Flow Node","Known Flow",412701.224456,143984.535390,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000077","Nodes",,21.000000,35.924527,"DDS demands","Known Flow",412679.467450,143988.420391,,0.000000,,,,-4.639999,,-4.149170,-4.639999,,"",,,,"D1 PROFILE",
"82422910000005","Nodes",,21.000000,35.647059,"Default Known Flow Node","Known Flow",412713.173459,143982.795389,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900076235","Nodes",,21.000000,35.408550,"Default Known Flow Node","Known Flow",412715.045908,143981.386797,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000005","Nodes",,21.000000,35.478800,"DDS demands","Known Flow",412711.538458,143972.239386,,0.000000,,,,-16.020000,,-14.325371,-16.020000,,"",,,,"D1 PROFILE",
"82422900000029","Nodes",,21.000000,33.804542,"DDS demands","Known Flow",412778.121477,143822.110345,,0.000000,,,,-12.220000,,-10.927343,-12.220000,,"",,,,"D1 PROFILE",
"82422900000009","Nodes",,21.000000,33.702830,"DDS demands","Known Flow",412774.875476,143764.171330,,0.000000,,,,-5.039999,,-4.506857,-5.039999,,"",,,,"D1 PROFILE",
"82422900000030","Nodes",,21.000000,33.977421,"DDS demands","Known Flow",412805.603484,143975.687387,,0.000000,,,,-6.220000,,-5.562035,-6.220000,,"",,,,"D1 PROFILE",
"82422900000046","Nodes",,21.000000,30.266119,"DDS demands","Known Flow",412971.083448,143887.734768,,0.000000,,,,-7.649999,,-6.840766,-7.649999,,"",,,,"D1 PROFILE",
"82422900000031","Nodes",,21.000000,32.101723,"DDS demands","Known Flow",412916.097481,143953.644867,,0.000000,,,,-25.829999,,-23.097648,-25.829999,,"",,,,"D1 PROFILE",
"82422900076282","Nodes",,21.000000,30.656985,"DDS demands","Known Flow",412984.069722,143933.770447,,0.000000,,,,-3.890000,,-3.478507,-3.890000,,"",,,,"D1 PROFILE",
"82422900000047","Nodes",,21.000000,28.854169,"DDS demands","Known Flow",412992.864535,143817.979344,,0.000000,,,,-14.489999,,-12.957217,-14.489999,,"",,,,"D1 PROFILE",
"82422900000001","Nodes","Bingham RoadDG, Site ID 9096",21.000000,35.999999,"Default Known Pressure Node","Known Pressure",412683.352451,143984.016389,,4239.999973,,,,,,280.936446,314.169992,,"",,,,,
"82422900000017","Nodes",,21.000000,33.975551,"DDS demands","Known Flow",412494.154399,143842.323351,,0.000000,,,,-2.650000,,-2.369677,-2.650000,,"",,,,"D1 PROFILE",
"82422900000015","Nodes",,21.000000,33.978900,"DDS demands","Known Flow",412526.123336,143847.588394,,0.000000,,,,-7.970000,,-7.126916,-7.970000,,"",,,,"D1 PROFILE",
"82422900000014","Nodes",,21.000000,34.694447,"DDS demands","Known Flow",412600.557428,143812.119343,,0.000000,,,,-2.929999,,-2.620058,-2.929999,,"",,,,"D1 PROFILE",
"82422900000019","Nodes",,21.000000,34.187277,"DDS demands","Known Flow",412537.746411,143943.983378,,0.000000,,,,-6.459999,,-5.776647,-6.459999,,"",,,,"D1 PROFILE",
"82422900000012","Nodes",,21.000000,35.002802,"DDS demands","Known Flow",412597.272427,143796.425338,,0.000000,,,,-3.810000,,-3.406970,-3.810000,,"",,,,"D1 PROFILE",
"82422900000013","Nodes",,21.000000,34.819280,"DDS demands","Known Flow",412594.042426,143753.950327,,0.000000,,,,-5.929999,,-5.302711,-5.929999,,"",,,,"D1 PROFILE",
"82422900000078","Nodes",,21.000000,35.145068,"Default Known Flow Node","Known Flow",412646.790441,143787.059336,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000083","Nodes",,21.000000,34.632375,"DDS demands","Known Flow",412611.769431,143830.379348,,0.000000,,,,-6.139999,,-5.490497,-6.139999,,"",,,,"D1 PROFILE",
"82422900000079","Nodes",,21.000000,33.702830,"Default Known Flow Node","Known Flow",412745.159468,143769.236331,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000010","Nodes",,21.000000,33.434350,"DDS demands","Known Flow",412737.103465,143697.226311,,0.000000,,,,-4.579999,,-4.095518,-4.579999,,"",,,,"D1 PROFILE",
"82422900000026","Nodes",,21.000000,32.063218,"DDS demands","Known Flow",412854.472497,143670.624304,,0.000000,,,,-0.860000,,-0.769027,-0.860000,,"",,,,"D1 PROFILE",
"82422900000075","Nodes",,21.000000,30.310953,"DDS demands","Known Flow",413017.145542,143927.243374,,0.000000,,,,-11.130000,,-9.952645,-11.130000,,"",,,,"D1 PROFILE",
"82422900000035","Nodes",,21.000000,22.148470,"DDS demands","Known Flow",412937.056845,144067.914715,,0.000000,,,,-19.520000,,-17.455132,-19.520000,,"",,,,"D1 PROFILE",
"82422900000036","Nodes",,21.000000,22.330229,"Default Known Flow Node","Known Flow",412777.722476,144099.117421,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900076210","Nodes",,21.000000,36.023847,"Default Known Flow Node","Known Flow",412582.603423,144005.627395,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900076237","Nodes",,21.000000,34.492978,"Default Known Flow Node","Known Flow",412724.575448,144098.883595,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900076241","Nodes",,21.000000,34.507476,"DDS demands","Known Flow",412727.772463,144057.080409,,0.000000,,,,-6.760000,,-6.044912,-6.760000,,"",,,,"D1 PROFILE",
"82422900076283","Nodes",,21.000000,21.980334,"Default Known Flow Node","Known Flow",412990.567534,144061.241410,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000039","Nodes",,21.000000,21.926506,"DDS demands","Known Flow",412985.481533,144146.393434,,0.000000,,,,-7.539999,,-6.742402,-7.539999,,"",,,,"D1 PROFILE",
"82422900000043","Nodes",,21.000000,21.840184,"Default Known Flow Node","Known Flow",413052.415551,144049.848407,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900078909","Nodes",,21.000000,21.923510,"Default Known Flow Node","Known Flow",413072.700557,144161.586438,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000073","Nodes",,21.000000,21.795538,"Default Known Flow Node","Known Flow",413039.991548,143979.779388,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000041","Nodes",,21.000000,21.873838,"DDS demands","Known Flow",413061.114392,144090.073441,,0.000000,,,,-4.829999,,-4.319072,-4.829999,,"",,,,"D1 PROFILE",
"82422900000042","Nodes",,21.000000,21.873838,"Default Known Flow Node","Known Flow",413097.587564,144160.835437,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000070","Nodes",,21.000000,30.225192,"DDS demands","Known Flow",413976.657803,144237.812458,,0.000000,,,,-13.550000,,-12.116652,-13.550000,,"",,,,"D1 PROFILE",
"82422900000072","Nodes",,21.000000,29.451628,"DDS demands","Known Flow",413894.317780,144222.030454,,0.000000,,,,-8.319999,,-7.439892,-8.319999,,"",,,,"D1 PROFILE",
"82422900000069","Nodes",,21.000000,29.869740,"DDS demands","Known Flow",413932.313791,144176.303442,,0.000000,,,,-6.820000,,-6.098566,-6.820000,,"",,,,"D1 PROFILE",
"82422900000071","Nodes",,21.000000,30.016461,"DDS demands","Known Flow",413930.029790,144193.078446,,0.000000,,,,-3.520000,,-3.147647,-3.520000,,"",,,,"D1 PROFILE",
"82422900000066","Nodes",,21.000000,30.671438,"DDS demands","Known Flow",414074.280829,144227.206456,,0.000000,,,,-9.710000,,-8.682855,-9.710000,,"",,,,"D1 PROFILE",
"82422900000067","Nodes",,21.000000,30.324527,"DDS demands","Known Flow",414067.426424,144156.741041,,0.000000,,,,-9.159999,,-8.191036,-9.159999,,"",,,,"D1 PROFILE",
"82422900000002","Nodes","McQueen Walk DG",21.000000,34.999999,"Default Known Pressure Node","Known Pressure",414209.012866,144106.910423,,2099.999985,,,,,,91.058210,101.830002,,"",,,,,
"82422900000056","Nodes",,21.000000,33.696207,"DDS demands","Known Flow",414212.756882,144280.260185,,0.000000,,,,-3.119999,,-2.789959,-3.119999,,"",,,,"D1 PROFILE",
"82422900000055","Nodes",,21.000000,33.817946,"DDS demands","Known Flow",414208.276759,144231.216685,,0.000000,,,,-5.229999,,-4.676759,-5.229999,,"",,,,"D1 PROFILE",
"82422900000068","Nodes",,21.000000,30.226318,"DDS demands","Known Flow",414095.238835,144148.975434,,0.000000,,,,-1.669999,,-1.493343,-1.669999,,"",,,,"D1 PROFILE",
"82422900000062","Nodes",,21.000000,33.441248,"DDS demands","Known Flow",414126.541843,144169.701440,,0.000000,,,,-4.360000,,-3.898790,-4.360000,,"",,,,"D1 PROFILE",
"82422900000063","Nodes",,21.000000,33.440104,"DDS demands","Known Flow",414110.234839,144172.062441,,0.000000,,,,-0.769999,,-0.688547,-0.769999,,"",,,,"D1 PROFILE",
"82422900000064","Nodes",,21.000000,32.033722,"DDS demands","Known Flow",414139.202847,144216.243453,,0.000000,,,,-2.490000,,-2.226602,-2.490000,,"",,,,"D1 PROFILE",
"82422900000065","Nodes",,21.000000,31.892600,"DDS demands","Known Flow",414180.471858,144210.058451,,0.000000,,,,-4.630000,,-4.140228,-4.630000,,"",,,,"D1 PROFILE",
"82422900000058","Nodes",,21.000000,34.024858,"DDS demands","Known Flow",414162.040853,144141.922432,,0.000000,,,,-3.629999,,-3.246011,-3.629999,,"",,,,"D1 PROFILE",
"82422900000059","Nodes",,21.000000,34.023798,"DDS demands","Known Flow",414159.723853,144127.963429,,0.000000,,,,-0.799999,,-0.715374,-0.799999,,"",,,,"D1 PROFILE",
"82422900000060","Nodes",,21.000000,33.798612,"DDS demands","Known Flow",414164.973854,144163.781438,,0.000000,,,,-1.269999,,-1.135656,-1.269999,,"",,,,"D1 PROFILE",
"82422900000076","Nodes",,21.000000,34.316888,"DDS demands","Known Flow",414203.048864,144134.515430,,0.000000,,,,-2.339999,,-2.092469,-2.339999,,"",,,,"D1 PROFILE",
"82422900000057","Nodes",,21.000000,33.648863,"DDS demands","Known Flow",414140.854210,144273.712082,,0.000000,,,,-4.889999,,-4.372725,-4.889999,,"",,,,"D1 PROFILE",
"82422900000050","Nodes",,21.000000,34.456706,"DDS demands","Known Flow",414214.478867,144132.641430,,0.000000,,,,-3.670000,,-3.281779,-3.670000,,"",,,,"D1 PROFILE",
"82422900000051","Nodes",,21.000000,34.125331,"DDS demands","Known Flow",414251.798878,144168.080439,,0.000000,,,,-1.980000,,-1.770551,-1.980000,,"",,,,"D1 PROFILE",
"82422900000053","Nodes",,21.000000,33.978606,"DDS demands","Known Flow",414256.149879,144197.081447,,0.000000,,,,-4.179999,,-3.737830,-4.179999,,"",,,,"D1 PROFILE",
"82422900000052","Nodes",,21.000000,34.120174,"DDS demands","Known Flow",414275.342884,144164.443438,,0.000000,,,,-1.360000,,-1.216136,-1.360000,,"",,,,"D1 PROFILE",
"82422900000054","Nodes",,21.000000,33.929096,"DDS demands","Known Flow",414280.435885,144193.466446,,0.000000,,,,-1.399999,,-1.251905,-1.399999,,"",,,,"D1 PROFILE",
"82422900000061","Nodes",,21.000000,33.694874,"DDS demands","Known Flow",414216.485868,144162.150438,,0.000000,,,,-2.959999,,-2.646885,-2.959999,,"",,,,"D1 PROFILE",
"82422900000188","Nodes",,21.000000,36.518010,"Default Known Flow Node","Known Flow",413490.575315,144854.251627,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000004","Nodes",,21.000000,39.947582,"Default Known Flow Node","Known Flow",413276.629534,144856.146382,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000027","Nodes","Alanbrooke Barracks/Larkhill Camp DG",21.000000,40.000037,"Default Known Pressure Node","Known Pressure",413287.430615,144846.332624,,0.000000,,,,,,346.309800,387.276728,,"",,,,,
"82422900000044","Nodes",,21.000000,22.285556,"Default Known Flow Node","Known Flow",412856.248820,144084.746782,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000028","Nodes","Off Grover Road/Stirling Barracks RRI",21.000000,39.999971,"Default Known Pressure Node","Known Pressure",413880.065651,144339.954236,,0.000000,,,,,,23.687831,26.489999,,"",,,,,
"82422900000087","Nodes",,21.000000,39.068622,"Default Known Flow Node","Known Flow",413909.073784,144350.296489,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82422900000090","Nodes","Building LA0343 Stirling Barracks, off Glover Road, Larkhill, Salisbury",21.000000,39.048440,"Point Loads","Known Flow",413933.579148,144363.264672,,0.000000,,,,,-26.489999,-23.687831,-26.489999,,"",,,,,"PL-AF PROFILE"
