"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"82000700000247","Nodes","247",21.000000,45.141462,"DDS demands","Known Flow",485401.740238,93557.509668,,0.000000,,-87.019999,,,,-0.499999,,,,,,,-78.261953,-87.519998,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,,
"82000700001014","Nodes","1014",21.000000,32.468396,"Default Known Flow Node","Known Flow",485050.568143,92433.536362,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001015","Nodes","1015",21.000000,32.425461,"Default Known Flow Node","Known Flow",485019.751134,92445.717365,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700008504","Nodes","8504 MEG Point 2314",21.000000,32.476173,"MEG point","Known Flow",485051.152825,92435.535721,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001338","Nodes","1338",21.000000,32.750355,"DDS demands","Known Flow",485239.477194,92583.145403,,0.000000,-9.100000,,,,,-13.560000,,,,,,,-20.262978,-22.660001,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"82000700000134","Nodes","134",21.000000,32.839677,"DDS demands","Known Flow",485102.106113,92615.156245,,0.000000,,-6.000000,,,,-12.590000,,,,,,,-16.623511,-18.590000,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,,
"82000700000541","Nodes",,21.000000,44.288413,"DDS demands","Known Flow",485565.448070,93613.043003,,0.000000,,,,,,-1.179999,,,,,,,-1.055177,-1.179999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001346","Nodes",,21.000000,44.292941,"DDS demands","Known Flow",485592.235110,93659.435777,,0.000000,,,,,,-19.420000,,,,,,,-17.365711,-19.420000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000459","Nodes","459",21.000000,44.184238,"DDS demands","Known Flow",485543.622277,93574.261672,,0.000000,-6.690000,-27.999999,,,,-4.269999,,,,,,,-34.838730,-38.959998,,"","C1 PROFILE","C2 PROFILE",,,,"D1 PROFILE",,,,,,
"82000700002747","Nodes","-21014",21.000000,44.288413,"Default Known Flow Node","Known Flow",485571.793285,93609.904682,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700002748","Nodes","-31014",21.000000,44.288413,"Default Known Flow Node","Known Flow",485602.317197,93595.402408,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001296","Nodes","1296",21.000000,31.413374,"DDS demands","Known Flow",486371.896502,93689.861704,,0.000000,,,,,,-6.979999,,,,,,,-6.241640,-6.979999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000543","Nodes","543",21.000000,32.139092,"Default Known Flow Node","Known Flow",486430.358518,93627.464687,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700002873","Nodes","-65465",21.000000,32.403774,"Default Known Flow Node","Known Flow",486415.386969,93598.485851,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001295","Nodes","1295",21.000000,32.418006,"DDS demands","Known Flow",486412.620321,93595.256036,,0.000000,-3.079999,,,,,-15.259999,,,,,,,-16.399956,-18.339999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"82000700000320","Nodes","320",21.000000,32.078097,"DDS demands","Known Flow",486496.326761,93700.025261,,0.000000,,,,,,-3.110000,,,,,,,-2.781017,-3.110000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002855","Nodes","-46490",21.000000,31.992040,"Default Known Flow Node","Known Flow",486474.417530,93713.320710,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000020","Nodes","20",21.000000,31.917876,"DDS demands","Known Flow",486523.927544,93683.898702,,0.000000,,,,,,-5.559999,,,,,,,-4.971851,-5.559999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001304","Nodes","1304",21.000000,32.603332,"DDS demands","Known Flow",486520.018361,93698.104461,,0.000000,,,,,,-11.140000,,,,,,,-9.961587,-11.140000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000477","Nodes","477",21.000000,37.549218,"DDS demands","Known Flow",485273.361203,93111.833547,,0.000000,-6.000000,,,-18.490000,,-4.480000,,,,,,,-25.905493,-28.970000,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"82000700000479","Nodes","479",21.000000,37.154915,"DDS demands","Known Flow",485233.079192,93115.763548,,0.000000,,,,,,-3.400000,,,,,,,-3.040340,-3.400000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000478","Nodes","478",21.000000,36.927128,"DDS demands","Known Flow",485215.322188,93075.130537,,0.000000,,,,,,-2.580000,,,,,,,-2.307082,-2.580000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001012","Nodes","1012",21.000000,36.610792,"Default Known Flow Node","Known Flow",485238.672194,93008.131518,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001013","Nodes","1013",21.000000,36.608409,"Default Known Flow Node","Known Flow",485233.238192,93010.625519,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700002770","Nodes","-44848",21.000000,36.844834,"Default Known Flow Node","Known Flow",485241.511195,93028.024524,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000508","Nodes","508",21.000000,36.091549,"DDS demands","Known Flow",485225.678190,92990.733514,,0.000000,,,,,,-4.269999,,,,,,,-3.818310,-4.269999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000483","Nodes","483",21.000000,36.747909,"DDS demands","Known Flow",485243.721195,93021.109522,,0.000000,,,,,,-2.150000,,,,,,,-1.922568,-2.150000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000179","Nodes","179",21.000000,35.510144,"DDS demands","Known Flow",485329.002937,92930.697592,,0.000000,,,,,,-12.420000,,,,,,,-11.106186,-12.420000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002871","Nodes","-51012",21.000000,35.507727,"Default Known Flow Node","Known Flow",485330.824851,92936.398258,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000180","Nodes","180",21.000000,35.360867,"DDS demands","Known Flow",485351.740225,93035.581526,,0.000000,,,,,,-12.099999,,,,,,,-10.820037,-12.099999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002816","Nodes","-46243",21.000000,31.329584,"Default Known Flow Node","Known Flow",486048.838352,92999.681496,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001328","Nodes","1328",21.000000,31.413206,"DDS demands","Known Flow",485982.977396,93002.726517,,0.000000,,,,,,-12.720000,,,,,,,-11.374452,-12.720000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000417","Nodes","417",21.000000,30.910288,"DDS demands","Known Flow",486975.925667,93933.445770,,0.000000,,,,,,-7.580000,,,,,,,-6.778171,-7.580000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000495","Nodes","495",21.000000,30.871717,"DDS demands","Known Flow",487072.180693,94110.408818,,0.000000,,,,,,-6.969999,,,,,,,-6.232698,-6.969999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001301","Nodes","1301",21.000000,30.923558,"DDS demands","Known Flow",486911.139229,93865.815069,,0.000000,,,,,,-13.120000,,,,,,,-11.732139,-13.120000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000416","Nodes","416",21.000000,30.923369,"DDS demands","Known Flow",486949.880660,93939.613772,,0.000000,,,,,,-10.670000,,,,,,,-9.541305,-10.670000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000414","Nodes","414",21.000000,30.946165,"DDS demands","Known Flow",486746.056604,93567.918671,,0.000000,,,,,,-5.039999,,,,,,,-4.506857,-5.039999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000015","Nodes","15",21.000000,30.983560,"DDS demands","Known Flow",486676.456813,93527.345343,,0.000000,,,,,,-9.899999,,,,,,,-8.852757,-9.899999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000380","Nodes","380",21.000000,27.457354,"DDS demands","Known Flow",485506.389267,92251.441313,,0.000000,,,,,,-9.029999,,,,,,,-8.074787,-9.029999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000382","Nodes","382",21.000000,27.455554,"DDS demands","Known Flow",485490.595262,92248.417312,,0.000000,,,,,,-0.839999,,,,,,,-0.751143,-0.839999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000117","Nodes","117",21.000000,31.998630,"DDS demands","Known Flow",484749.555127,92766.324313,,0.000000,,,,,,-12.329999,,,,,,,-11.025706,-12.329999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001008","Nodes","1008",21.000000,32.905922,"Default Known Flow Node","Known Flow",484665.666822,92899.045832,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001007","Nodes",,0.000000,33.962953,"DDS demands","Known Flow",484784.974445,92904.573515,,0.000000,,,,,,-15.229999,,,,,,,-13.618938,-15.229999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000121","Nodes","121",21.000000,35.678502,"DDS demands","Known Flow",485090.748343,92953.235752,,0.000000,,,,,,-11.719999,,,,,,,-10.480234,-11.719999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000428","Nodes","428",21.000000,34.827606,"DDS demands","Known Flow",485195.711182,92959.500505,,0.000000,,,,,,-3.759999,,,,,,,-3.362259,-3.759999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000427","Nodes","427",21.000000,34.836010,"DDS demands","Known Flow",485172.344745,92923.571620,,0.000000,,,,,,-5.330000,,,,,,,-4.766181,-5.330000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002749","Nodes","-321012",21.000000,35.156057,"Default Known Flow Node","Known Flow",485375.883231,92907.245491,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000173","Nodes","173",21.000000,33.221711,"DDS demands","Known Flow",485270.181202,92793.931460,,0.000000,,,,,,-10.039999,,,,,,,-8.977947,-10.039999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000175","Nodes","175",21.000000,33.793767,"DDS demands","Known Flow",485302.184211,92840.256473,,0.000000,,,,,,-4.369999,,,,,,,-3.907732,-4.369999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000176","Nodes","176",21.000000,34.213451,"DDS demands","Known Flow",485334.589308,92853.807493,,0.000000,,,,,,-9.600000,,,,,,,-8.584492,-9.600000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000210","Nodes","210",21.000000,30.351229,"DDS demands","Known Flow",485987.088398,92815.929466,,0.000000,,,,,,-21.950001,,,,,,,-19.628084,-21.950001,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001264","Nodes","1264",21.000000,30.441325,"DDS demands","Known Flow",485855.335465,92884.779324,,0.000000,,,,,,-9.809999,,,,,,,-8.772278,-9.809999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002838","Nodes","-46387",21.000000,28.561185,"Default Known Flow Node","Known Flow",486346.897984,93047.964936,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700002840","Nodes","-46396",21.000000,28.582547,"Default Known Flow Node","Known Flow",486373.014553,93105.370245,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001253","Nodes","1253",21.000000,29.326367,"DDS demands","Known Flow",486346.954495,92965.296507,,0.000000,,,,,,-13.630000,,,,,,,-12.188190,-13.630000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002837","Nodes","-46359",21.000000,30.645778,"Default Known Flow Node","Known Flow",486242.362467,93059.876533,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001249","Nodes","1249",21.000000,30.098793,"DDS demands","Known Flow",486291.722480,93052.124530,,0.000000,,,,,,-6.719999,,,,,,,-6.009144,-6.719999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001259","Nodes","1259",21.000000,29.568741,"DDS demands","Known Flow",486248.268469,92992.918514,,0.000000,,,,,,-6.769999,,,,,,,-6.053854,-6.769999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001258","Nodes","1258",21.000000,29.577055,"DDS demands","Known Flow",486213.958189,92919.512290,,0.000000,,,,,,-10.810000,,,,,,,-9.666496,-10.810000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000444","Nodes","444",21.000000,28.631069,"DDS demands","Known Flow",486450.027524,93150.407557,,0.000000,-2.759999,,,,,-5.110000,,,,,,,-7.037494,-7.870000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"82000700001324","Nodes","1324",21.000000,29.184973,"DDS demands","Known Flow",486540.260982,93293.698998,,0.000000,,,,,,-19.700000,,,,,,,-17.616093,-19.700000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000048","Nodes","48",21.000000,30.498882,"DDS demands","Known Flow",486278.658477,93239.700581,,0.000000,,,,,,-15.200000,,,,,,,-13.592112,-15.200000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000049","Nodes","49",21.000000,30.527237,"DDS demands","Known Flow",486341.002162,93374.524011,,0.000000,,,,,,-15.739999,,,,,,,-14.074989,-15.739999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000047","Nodes","47",21.000000,30.471079,"DDS demands","Known Flow",486397.785875,93331.760150,,0.000000,,,,,,-11.790000,,,,,,,-10.542829,-11.790000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000046","Nodes","46",21.000000,30.467972,"DDS demands","Known Flow",486412.759180,93355.968244,,0.000000,,,,,,-12.099999,,,,,,,-10.820037,-12.099999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001231","Nodes","1231",21.000000,30.530138,"DDS demands","Known Flow",486246.583813,93128.712283,,0.000000,,,,,,-11.409999,,,,,,,-10.203026,-11.409999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002827","Nodes","-46298",21.000000,31.173725,"Default Known Flow Node","Known Flow",486091.217119,93113.702504,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001327","Nodes","1327",21.000000,31.304248,"DDS demands","Known Flow",486069.835100,93040.917205,,0.000000,,,,,,-12.499999,,,,,,,-11.177723,-12.499999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002830","Nodes","-46331",21.000000,30.904302,"Default Known Flow Node","Known Flow",486166.136446,93062.374533,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001242","Nodes","1242",21.000000,31.102013,"DDS demands","Known Flow",486157.840444,93109.867546,,0.000000,,,,,,-14.439999,,,,,,,-12.912506,-14.439999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001237","Nodes","1237",21.000000,30.940350,"DDS demands","Known Flow",486170.145447,93173.416563,,0.000000,,,,,,-7.669999,,,,,,,-6.858651,-7.669999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001240","Nodes","Proposed Logger, 11 Lingfield Way",21.000000,30.905190,"DDS demands","Known Flow",486111.875426,93181.552022,,0.000000,,,,,,-15.310000,,,,,,,-13.690476,-15.310000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002829","Nodes",,21.000000,30.896962,"Default Known Flow Node","Known Flow",486129.325299,93248.783631,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700002832","Nodes","-46346",21.000000,30.927334,"Default Known Flow Node","Known Flow",486195.196454,93204.342572,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000054","Nodes","54",21.000000,30.905426,"DDS demands","Known Flow",486227.385463,93290.106595,,0.000000,,,,,,-8.180000,,,,,,,-7.314702,-8.180000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000050","Nodes","50",21.000000,31.149655,"DDS demands","Known Flow",486308.423949,93437.513367,,0.000000,,,,,,-11.629999,,,,,,,-10.399753,-11.629999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002836","Nodes","-46355",21.000000,30.868331,"Default Known Flow Node","Known Flow",486214.538068,93458.009820,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700002833","Nodes","-46350",21.000000,30.838801,"Default Known Flow Node","Known Flow",486207.450458,93344.921610,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000060","Nodes","60",21.000000,30.645299,"DDS demands","Known Flow",486138.505646,93356.017537,,0.000000,,,,,,-9.319999,,,,,,,-8.334110,-9.319999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000069","Nodes","69",21.000000,30.520345,"DDS demands","Known Flow",485999.110401,93380.387620,,0.000000,,,,,,-12.220000,,,,,,,-10.927343,-12.220000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000071","Nodes","71",21.000000,30.547287,"DDS demands","Known Flow",486079.360423,93365.834616,,0.000000,,,,,,-6.309999,,,,,,,-5.642515,-6.309999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002805","Nodes","-45670",21.000000,44.160769,"Default Known Flow Node","Known Flow",485543.480021,93702.913267,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000248","Nodes","248",21.000000,43.917357,"DDS demands","Known Flow",485524.745272,93828.258742,,0.000000,,,-29.490000,,,-1.770000,,,,,,,-27.953252,-31.260000,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,,,
"82000700000600","Nodes","600, P10394,Old Farm Road, Selsey, SCH 153.42",30.000000,43.841465,"CSEP DDS Matched","Known Flow",484957.733117,93586.356676,,0.000000,,,,,,,-153.410007,,,,,,-137.181975,-153.410007,,"",,,,,,,"DC PROFILE",,,,,
"82000700002870","Nodes","-5000",21.000000,43.854028,"Default Known Flow Node","Known Flow",484961.007118,93582.989675,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000466","Nodes","466",21.000000,43.843598,"Default Known Flow Node","Known Flow",484960.411118,93599.401679,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000512","Nodes","512",21.000000,44.300515,"DDS demands","Known Flow",485033.489138,93540.324663,,0.000000,,,,,,-7.170000,,,,,,,-6.411542,-7.170000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700002745","Nodes","-1012",21.000000,43.675175,"Default Known Flow Node","Known Flow",484998.405129,93663.700697,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001000","Nodes","1000",21.000000,43.675175,"Default Known Flow Node","Known Flow",485010.680853,93739.319031,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000468","Nodes","468",21.000000,43.675175,"DDS demands","Known Flow",484995.309128,93650.150693,,0.000000,,,,,,-24.849999,,,,,,,-22.221314,-24.849999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000471","Nodes","471",21.000000,43.644032,"DDS demands","Known Flow",485020.658135,93639.454690,,0.000000,,,,,,-3.510000,,,,,,,-3.138704,-3.510000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000513","Nodes","513",21.000000,43.636322,"Default Known Flow Node","Known Flow",485038.525139,93648.334693,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700000472","Nodes","472",21.000000,43.515858,"DDS demands","Known Flow",485020.720135,93623.425686,,0.000000,,,,,,-4.340000,,,,,,,-3.880905,-4.340000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000470","Nodes","470",21.000000,43.547288,"DDS demands","Known Flow",485041.776140,93677.549701,,0.000000,,,,,,-6.569999,,,,,,,-5.875011,-6.569999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000469","Nodes","469",21.000000,43.596007,"DDS demands","Known Flow",485039.537862,93641.733271,,0.000000,,,,,,-1.249999,,,,,,,-1.117772,-1.249999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000547","Nodes","547",21.000000,43.301781,"DDS demands","Known Flow",485104.962158,93632.641688,,0.000000,,,,,,-8.220000,,,,,,,-7.350471,-8.220000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000473","Nodes","473",21.000000,43.488077,"DDS demands","Known Flow",485007.092131,93606.535681,,0.000000,,,,,,-4.309999,,,,,,,-3.854079,-4.309999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000474","Nodes","474",21.000000,43.436555,"DDS demands","Known Flow",485075.041149,93588.308676,,0.000000,,,,,,-4.210000,,,,,,,-3.764657,-4.210000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700000178","Nodes","178",21.000000,35.126719,"DDS demands","Known Flow",485399.259238,92907.251491,,0.000000,,,,,,-4.119999,,,,,,,-3.684177,-4.119999,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001281","Nodes","1281",21.000000,35.556706,"DDS demands","Known Flow",485217.615188,92966.874507,,0.000000,,,,,,-5.670000,,,,,,,-5.070216,-5.670000,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001365","Nodes","1235",21.000000,36.203005,"DDS demands","Known Flow",485225.203190,92966.493507,,0.000000,-1.869999,,,,,,,,,,,,-1.672187,-1.869999,,"","C1 PROFILE",,,,,,,,,,,
"82000700001262","Nodes","1262",21.000000,29.606765,"DDS demands","Known Flow",486084.737424,92773.009454,,0.000000,,,,,,-17.799998,,,,,,,-15.917077,-17.799998,,"",,,,,,"D1 PROFILE",,,,,,
"82000700001234","Nodes","1234",21.000000,29.367424,"Default Known Flow Node","Known Flow",486254.186449,92865.126681,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82000700001257","Nodes","1257",21.000000,29.356024,"DDS demands","Known Flow",486253.412470,92872.726482,,0.000000,,,,,,-8.369999,,,,,,,-7.484603,-8.369999,,"",,,,,,"D1 PROFILE",,,,,,
