"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82000200077535","Nodes","P10124250, VELMORE ESTATE (ISEP1) SURREY ROAD, 17.82",24.000000,37.084707,"CSEP DDS Matched","Known Flow",443406.173493,119252.040327,,0.000000,,,,,,,-17.819999,,,,-15.934962,-17.819999,,"",,,,,,,"DC PROFILE",,,
"82000200077534","Nodes","P10125103, WESTFIELD CRESCENT, 15.05",22.999998,37.531284,"CSEP DDS Matched","Known Flow",443214.766470,119539.116964,,0.000000,,,,,,,-15.050000,,,,-13.457979,-15.050000,,"",,,,,,,"DC PROFILE",,,
"82000200971397","Nodes","971397",21.000000,34.968511,"Default Known Flow Node","Known Flow",443254.982770,122415.066520,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82000200991432","Nodes","991432",21.000000,35.466849,"Default Known Flow Node","Known Flow",443215.522759,122428.620524,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82000200991426","Nodes","991426",21.000000,35.706989,"Default Known Flow Node","Known Flow",443193.975753,122435.639526,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82000200000146","Nodes","146",21.000000,33.867456,"DDS demands","Known Flow",443273.267775,122409.567519,,0.000000,,,,,,-34.549999,,,,,-30.895227,-34.549999,,"",,,,,,"D1 PROFILE",,,,
"82000200981426","Nodes","981426",21.000000,32.591036,"Default Known Flow Node","Known Flow",443335.837826,122388.649131,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82000200981397","Nodes","981397",21.000000,32.954378,"Default Known Flow Node","Known Flow",443314.965756,122395.346060,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82000200086065","Nodes","86065",21.000000,37.729839,"DDS demands","Known Flow",444461.399272,121584.551289,,0.000000,-12.680000,,,,,,,,,,-11.338683,-12.680000,,"","C1 PROFILE",,,,,,,,,
"82000200000783","Nodes","783",21.000000,37.027143,"DDS demands","Known Flow",444614.054827,121790.165281,,0.000000,,,,,,-12.610000,,,,,-11.276088,-12.610000,,"",,,,,,"D1 PROFILE",,,,
"82000200000172","Nodes","172",21.000000,33.390965,"DDS demands","Known Flow",443596.268885,121963.477654,,0.000000,,,,,,-5.400000,,,,,-4.828776,-5.400000,,"",,,,,,"D1 PROFILE",,,,
"82000200000171","Nodes","171",21.000000,33.609955,"DDS demands","Known Flow",443624.637260,121957.138113,,0.000000,,,,,,-9.710000,,,,,-8.682855,-9.710000,,"",,,,,,"D1 PROFILE",,,,
"82000200004439","Nodes","4439",21.000000,36.513913,"Default Known Flow Node","Known Flow",443748.823224,121929.133238,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82000200001536","Nodes","1536",21.000000,37.125650,"DDS demands","Known Flow",443467.386827,119174.934639,,0.000000,,,,,,-11.660000,,,,,-10.426580,-11.660000,,"",,,,,,"D1 PROFILE",,,,
"82000200001535","Nodes","1535",21.000000,37.438707,"DDS demands","Known Flow",443634.511873,119235.559655,,0.000000,,,,,,-8.430000,,,,,-7.538257,-8.430000,,"",,,,,,"D1 PROFILE",,,,
"82000200001533","Nodes","1533",21.000000,37.729708,"DDS demands","Known Flow",443681.636886,119252.184660,,0.000000,,,,,,-8.890000,,,,,-7.949597,-8.890000,,"",,,,,,"D1 PROFILE",,,,
"82000200004109","Nodes","4109",21.000000,48.345093,"DDS demands","Known Flow",442696.511618,120938.935119,,0.000000,,,,,,-5.209999,,,,,-4.658875,-5.209999,,"",,,,,,"D1 PROFILE",,,,
"82000200004110","Nodes","4110",21.000000,48.311374,"DDS demands","Known Flow",442678.636613,120914.810112,,0.000000,,,,,,-6.049999,,,,,-5.410018,-6.049999,,"",,,,,,"D1 PROFILE",,,,
"82000200000612","Nodes","612",21.000000,24.851762,"DDS demands","Known Flow",444046.950053,120863.993205,,0.000000,-2.480000,,,,,-3.420000,,,,,-5.275885,-5.900000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82000200000297","Nodes","297",21.000000,39.528860,"Default Known Flow Node","Known Flow",443924.511952,119528.934735,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82000200000296","Nodes","296",21.000000,39.858026,"Default Known Flow Node","Known Flow",443926.831038,119560.599670,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82000200009004","Nodes","9004",21.000000,39.967908,"Default Known Flow Node","Known Flow",443931.083177,119569.105577,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82000200000007","Nodes","Group Profile 2, Steele Close DG, Site ID 2107",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",443932.386954,119571.559747,,4119.999965,,,,,,,,,,,1406.674662,1573.078166,,"",,,,,,,,,,
"82000200001090","Nodes","1090",21.000000,39.486293,"Default Known Flow Node","Known Flow",443931.261954,119533.934736,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82000200001097","Nodes","1097",21.000000,37.914504,"DDS demands","Known Flow",443644.761876,119511.934730,,0.000000,,,,,,-21.149999,,,,,-18.912709,-21.149999,,"",,,,,,"D1 PROFILE",,,,
"82000200001096","Nodes","1096",21.000000,38.633979,"DDS demands","Known Flow",443791.661923,119515.438898,,0.000000,,,,,,-2.759999,,,,,-2.468041,-2.759999,,"",,,,,,"D1 PROFILE",,,,
"82000200001095","Nodes","1095",21.000000,39.096802,"DDS demands","Known Flow",443856.136933,119525.684734,,0.000000,,,,,,-6.119999,,,,,-5.472613,-6.119999,,"",,,,,,"D1 PROFILE",,,,
"82000200001229","Nodes","1229",21.000000,37.904448,"DDS demands","Known Flow",443590.794945,119528.722656,,0.000000,,,,,,-6.910000,,,,,-6.179045,-6.910000,,"",,,,,,"D1 PROFILE",,,,
"82000200001075","Nodes","1075",21.000000,38.556953,"DDS demands","Known Flow",443735.261900,119524.059734,,0.000000,,,,,,-12.279999,,,,,-10.980995,-12.279999,,"",,,,,,"D1 PROFILE",,,,
