"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"82015100000036","Nodes","36","21.000000","28.417974","DDS demands","Known Flow","428005.204242","98812.826565","","0.000000","","","","","-13.199999","","","-11.803675","-13.199999","","","","","","","D1 PROFILE","",""
"82015100000035","Nodes","35","21.000000","28.935128","DDS demands","Known Flow","427928.884816","98771.323095","","0.000000","","","","","-21.479998","","","-19.207799","-21.479998","","","","","","","D1 PROFILE","",""
"82015100000033","Nodes","33","21.000000","31.147909","DDS demands","Known Flow","427956.124607","98960.319138","","0.000000","","","","","-23.029999","","","-20.593838","-23.029999","","","","","","","D1 PROFILE","",""
"82015100000131","Nodes","131","21.000000","31.442873","DDS demands","Known Flow","428085.316918","98868.780480","","0.000000","","","","","-21.259999","","","-19.011073","-21.259999","","","","","","","D1 PROFILE","",""
"82015100000047","Nodes","47","21.000000","29.254768","DDS demands","Known Flow","427559.492874","98950.282313","","0.000000","","","","","-8.329999","","","-7.448834","-8.329999","","","","","","","D1 PROFILE","",""
"82015100000056","Nodes","56","21.000000","30.953946","DDS demands","Known Flow","427739.269536","99136.989038","","0.000000","","","","","-15.590000","","","-13.940857","-15.590000","","","","","","","D1 PROFILE","",""
"82015100000057","Nodes","57","21.000000","30.462124","DDS demands","Known Flow","427687.266508","99184.315563","","0.000000","","","","","-13.189999","","","-11.794733","-13.189999","","","","","","","D1 PROFILE","",""
"82015100000050","Nodes","50","21.000000","31.113920","DDS demands","Known Flow","427866.764780","99031.410774","","0.000000","","","","","-16.339999","","","-14.611520","-16.339999","","","","","","","D1 PROFILE","",""
"82015100000023","Nodes","23","21.000000","29.353218","DDS demands","Known Flow","427467.253474","98584.586036","","0.000000","","","","","-6.429999","","","-5.749820","-6.429999","","","","","","","D1 PROFILE","",""
"82015100000018","Nodes","18","21.000000","29.584555","Default Known Flow Node","Known Flow","427472.904475","98701.204068","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82015100009380","Nodes","-248476","21.000000","29.525913","Default Known Flow Node","Known Flow","427499.666482","98698.887067","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82015100000022","Nodes","22","21.000000","29.567260","DDS demands","Known Flow","427452.378965","98700.507113","","0.000000","","","","","-6.309999","","","-5.642515","-6.309999","","","","","","","D1 PROFILE","",""
