"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)"
"82422600000345","Nodes","345",21.000000,28.385102,"Default Known Flow Node","Known Flow",438894.385583,110622.432311,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000344","Nodes","344",21.000000,28.379303,"Default Known Flow Node","Known Flow",438882.260580,110646.307318,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000039","Nodes","39",21.000000,24.531419,"DDS demands","Known Flow",439532.817921,108666.853748,,0.000000,,,,,-11.140000,,,-9.961587,-11.140000,,"",,,,,"D1 PROFILE",,
"82422600003019","Nodes","3019",21.000000,28.635152,"Default Known Flow Node","Known Flow",438996.750754,110112.686513,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000258","Nodes","258",21.000000,27.087400,"Default Known Flow Node","Known Flow",439124.828128,110153.585893,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000269","Nodes","269",21.000000,26.210209,"DDS demands","Known Flow",439136.635649,110207.557199,,0.000000,,,,,-1.729999,,,-1.546996,-1.729999,,"",,,,,"D1 PROFILE",,
"82422600000007","Nodes","Magazine Lane RRI",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",438965.760603,110996.932413,,3662.000038,,,,,,,,205.732716,230.069993,,"",,,,,,,
"82422600000419","Nodes","419",21.000000,39.991962,"Default Known Flow Node","Known Flow",438960.135601,111001.182414,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000420","Nodes","420",21.000000,39.808830,"Default Known Flow Node","Known Flow",439023.760618,111146.932454,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003083","Nodes","3083",21.000000,27.501853,"Default Known Flow Node","Known Flow",439059.885628,110774.432353,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000055","Nodes","55",21.000000,27.458154,"DDS demands","Known Flow",439086.386206,110762.030604,,0.000000,,,,,-3.329999,,,-2.977745,-3.329999,,"",,,,,"D1 PROFILE",,
"82422600000056","Nodes","56",21.000000,27.410973,"DDS demands","Known Flow",439116.122459,110800.411543,,0.000000,,,,,-5.550000,,,-4.962909,-5.550000,,"",,,,,"D1 PROFILE",,
"82422600003183","Nodes","3183",21.000000,26.993734,"Default Known Flow Node","Known Flow",438560.083100,110709.598570,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000222","Nodes","222",21.000000,26.993734,"Default Known Flow Node","Known Flow",438543.975164,110695.539670,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000499","Nodes","499",21.000000,26.993734,"Default Known Flow Node","Known Flow",438528.010483,110682.557328,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000211","Nodes","211",21.000000,26.993734,"DDS demands","Known Flow",438609.635506,110649.307319,,0.000000,,,,,-12.329999,,,-11.025706,-12.329999,,"",,,,,"D1 PROFILE",,
"82422600000313","Nodes","313",21.000000,28.409221,"Default Known Flow Node","Known Flow",438511.760479,110596.932304,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000307","Nodes","307",21.000000,28.404423,"Default Known Flow Node","Known Flow",438508.020625,110607.641718,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000309","Nodes","309",21.000000,28.380704,"DDS demands","Known Flow",438554.260491,110639.057316,,0.000000,,,,,-2.460000,,,-2.199776,-2.460000,,"",,,,,"D1 PROFILE",,
"82422600000096","Nodes","96",21.000000,34.445257,"DDS demands","Known Flow",437525.276211,110539.826289,,0.000000,,,,,-30.360001,,,-27.148457,-30.360001,,"",,,,,"D1 PROFILE",,
"82422600000095","Nodes","95",21.000000,34.401833,"DDS demands","Known Flow",437683.199500,110444.969299,,0.000000,,,,,-19.950001,,,-17.839648,-19.950001,,"",,,,,"D1 PROFILE",,
"82422600003174","Nodes","3174",21.000000,35.001322,"Default Known Flow Node","Known Flow",437814.010289,110294.057222,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000097","Nodes","97",21.000000,40.322114,"DDS demands","Known Flow",437383.013172,110606.567307,,0.000000,,,,,-6.969999,,,-6.232698,-6.969999,,"",,,,,"D1 PROFILE",,
"82422600000494","Nodes","494",21.000000,40.341594,"Default Known Flow Node","Known Flow",437376.877039,110599.636825,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000098","Nodes","98",21.000000,40.773262,"DDS demands","Known Flow",437505.760205,110398.807251,,0.000000,,,,,-15.259999,,,-13.645765,-15.259999,,"",,,,,"D1 PROFILE",,
"82422600000004","Nodes","Staplewood Lane DG, Site ID 2054",21.000000,42.000001,"Default Known Pressure Node","Known Pressure",437586.760227,110260.932213,,1563.000031,,,,,,,,497.513929,556.367677,,"",,,,,,,
"82422600000111","Nodes","111",21.000000,41.911324,"Default Known Flow Node","Known Flow",437589.661435,110262.641853,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003164","Nodes","3164",21.000000,24.527328,"Default Known Flow Node","Known Flow",439526.664917,108663.161165,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003165","Nodes","3165",21.000000,24.527486,"Default Known Flow Node","Known Flow",439530.176514,108664.633413,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003166","Nodes","3166",21.000000,24.527548,"Default Known Flow Node","Known Flow",439532.031757,108664.766779,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000461","Nodes","461",21.000000,23.927134,"Default Known Flow Node","Known Flow",439638.695786,108828.775823,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000462","Nodes","462",21.000000,23.927134,"Default Known Flow Node","Known Flow",439598.419775,108827.770823,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000465","Nodes","465",21.000000,23.754074,"Default Known Flow Node","Known Flow",439649.141931,108898.094459,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000467","Nodes","467",21.000000,23.739315,"DDS demands","Known Flow",439656.533284,108911.426179,,0.000000,,,,,-3.329999,,,-2.977745,-3.329999,,"",,,,,"D1 PROFILE",,
"82422600000468","Nodes","468",21.000000,23.651934,"Default Known Flow Node","Known Flow",439622.921042,108931.011522,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000469","Nodes","469",21.000000,23.655787,"Default Known Flow Node","Known Flow",439666.207662,108929.620976,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000470","Nodes","470",21.000000,23.655787,"Default Known Flow Node","Known Flow",439640.760786,108944.875855,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000045","Nodes","45",21.000000,49.571524,"DDS demands","Known Flow",439464.933096,109407.935836,,0.000000,,,-8.560000,,-5.010000,,,-12.134537,-13.570001,,"",,,"C3  PROFILE",,"D1 PROFILE",,
"82422600003023","Nodes","3023",21.000000,43.639713,"Default Known Flow Node","Known Flow",438326.476429,109696.739060,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003167","Nodes","3167",21.000000,44.405516,"DDS demands","Known Flow",438416.159357,109867.590287,,0.000000,,,,,-1.830000,,,-1.636418,-1.830000,,"",,,,,"D1 PROFILE",,
"82422600003022","Nodes","3022",21.000000,43.639713,"Default Known Flow Node","Known Flow",438323.229428,109692.463058,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000355","Nodes","355",21.000000,27.818008,"Default Known Flow Node","Known Flow",438637.020513,109978.335136,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000009","Nodes","9",21.000000,27.818008,"DDS demands","Known Flow",438640.133514,109976.460136,,0.000000,,,,,-12.220000,,,-10.927343,-12.220000,,"",,,,,"D1 PROFILE",,
"82422600003168","Nodes","3168",21.000000,43.676379,"Default Known Flow Node","Known Flow",438750.404640,109633.745721,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003024","Nodes","3024",21.000000,43.675179,"Default Known Flow Node","Known Flow",438855.244959,109564.857683,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003169","Nodes","3169",21.000000,43.676416,"Default Known Flow Node","Known Flow",438757.007546,109636.402043,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000506","Nodes","506",21.000000,43.676687,"DDS demands","Known Flow",438743.897823,109637.932135,,0.000000,,,,,-13.899999,,,-12.429627,-13.899999,,"",,,,,"D1 PROFILE",,
"82422600000034","Nodes","34",21.000000,43.675179,"Default Known Flow Node","Known Flow",438881.676580,109545.495018,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003026","Nodes","3026",21.000000,27.804983,"Default Known Flow Node","Known Flow",438711.135533,109933.188124,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000187","Nodes","187",21.000000,27.801025,"DDS demands","Known Flow",438738.242400,109950.795345,,0.000000,,,,,-14.060000,,,-12.572704,-14.060000,,"",,,,,"D1 PROFILE",,
"82422600000011","Nodes","11",21.000000,27.921420,"DDS demands","Known Flow",438750.603491,109959.726487,,0.000000,,,,,-5.110000,,,-4.569453,-5.110000,,"",,,,,"D1 PROFILE",,
"82422600000188","Nodes","188",21.000000,27.801025,"Default Known Flow Node","Known Flow",438746.393543,109938.278125,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000186","Nodes","186",21.000000,27.823474,"DDS demands","Known Flow",438755.386687,109963.182928,,0.000000,,,,,-1.379999,,,-1.234020,-1.379999,,"",,,,,"D1 PROFILE",,
"82422600000183","Nodes","P10124433, Africa Drive, -13.47",22.999998,27.137504,"CSEP DDS Matched","Known Flow",438796.256457,109991.679282,,0.000000,,,,,-7.869999,-7.699999,,-13.922972,-15.569999,,"",,,,,"D1 PROFILE","DC PROFILE",
"82422600000406","Nodes","406",21.000000,27.823474,"Default Known Flow Node","Known Flow",438766.264548,109947.312128,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003027","Nodes","3027",21.000000,27.137504,"Default Known Flow Node","Known Flow",438806.880559,109975.414135,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003028","Nodes","3028",21.000000,27.137504,"Default Known Flow Node","Known Flow",438815.271562,109981.194137,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000185","Nodes","185",21.000000,27.137504,"Default Known Flow Node","Known Flow",438800.132557,109970.557134,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000496","Nodes","496",21.000000,40.725726,"DDS demands","Known Flow",437557.260219,110473.307271,,0.000000,,,,,-2.730000,,,-2.441214,-2.730000,,"",,,,,"D1 PROFILE",,
"82422600003171","Nodes","3171",21.000000,41.468490,"Default Known Flow Node","Known Flow",437602.385232,110265.682214,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000169","Nodes","169",21.000000,41.498983,"DDS demands","Known Flow",437605.510232,110261.182213,,0.000000,,,,,-12.040000,,,-10.766383,-12.040000,,"",,,,,"D1 PROFILE",,
"82422600003172","Nodes","3172",21.000000,41.498556,"Default Known Flow Node","Known Flow",437625.484883,110239.396227,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000100","Nodes","100",21.000000,41.456034,"DDS demands","Known Flow",437687.885255,110258.182212,,0.000000,,,,,-2.740000,,,-2.450157,-2.740000,,"",,,,,"D1 PROFILE",,
"82422600000110","Nodes","110",21.000000,35.001631,"DDS demands","Known Flow",437816.369132,110292.637787,,0.000000,,,,,-5.830000,,,-5.213290,-5.830000,,"",,,,,"D1 PROFILE",,
"82422600000099","Nodes","99",21.000000,41.498560,"Default Known Flow Node","Known Flow",437622.635237,110238.557207,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000477","Nodes","477",21.000000,41.030576,"DDS demands","Known Flow",437556.135219,110329.307232,,0.000000,,,,,-0.579999,,,-0.518646,-0.579999,,"",,,,,"D1 PROFILE",,
"82422600003173","Nodes","3173",21.000000,41.456034,"Default Known Flow Node","Known Flow",437729.197847,110270.745106,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000516","Nodes","516",21.000000,41.456034,"Default Known Flow Node","Known Flow",437730.635266,110271.182216,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003175","Nodes","3175",21.000000,35.002120,"Default Known Flow Node","Known Flow",437815.395843,110289.916080,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003176","Nodes","3176",21.000000,32.723236,"Default Known Flow Node","Known Flow",437982.382108,110267.810120,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000165","Nodes","165",21.000000,32.585961,"DDS demands","Known Flow",437994.385338,110261.182213,,0.000000,,,,,-6.210000,,,-5.553093,-6.210000,,"",,,,,"D1 PROFILE",,
"82422600000166","Nodes","166",21.000000,31.039494,"DDS demands","Known Flow",437960.260329,110223.307203,,0.000000,,,,,-19.030000,,,-17.016967,-19.030000,,"",,,,,"D1 PROFILE",,
"82422600003039","Nodes","3039",21.000000,41.498560,"Default Known Flow Node","Known Flow",437623.385237,110237.432207,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000197","Nodes","197",21.000000,44.577597,"DDS demands","Known Flow",438332.385430,110034.432151,,0.000000,,,-2.740000,,-10.859999,,,-12.161363,-13.599999,,"",,,"C3  PROFILE",,"D1 PROFILE",,
"82422600003033","Nodes","3033",21.000000,32.574409,"Default Known Flow Node","Known Flow",438001.510340,110259.307213,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000092","Nodes","92",21.000000,33.193018,"DDS demands","Known Flow",438020.078080,110351.414475,,0.000000,,,,,-9.239999,,,-8.262573,-9.239999,,"",,,,,"D1 PROFILE",,
"82422600000091","Nodes","91",21.000000,43.820683,"DDS demands","Known Flow",438113.503485,110247.863095,,0.000000,,,,,-9.090000,,,-8.128440,-9.090000,,"",,,,,"D1 PROFILE",,
"82422600000167","Nodes","167",21.000000,31.952383,"DDS demands","Known Flow",438044.510352,110272.057216,,0.000000,,,,,-5.700000,,,-5.097042,-5.700000,,"",,,,,"D1 PROFILE",,
"82422600000168","Nodes","168",21.000000,31.427006,"DDS demands","Known Flow",438020.635345,110199.932196,,0.000000,,,,,-7.369999,,,-6.590385,-7.369999,,"",,,,,"D1 PROFILE",,
"82422600003177","Nodes","3177",21.000000,32.520692,"Default Known Flow Node","Known Flow",438122.885373,110380.432246,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000409","Nodes","409",21.000000,32.489675,"DDS demands","Known Flow",438142.135378,110337.307234,,0.000000,,,,,-3.079999,,,-2.754191,-3.079999,,"",,,,,"D1 PROFILE",,
"82422600000028","Nodes","28",21.000000,44.412629,"DDS demands","Known Flow",438245.760407,110012.432145,,0.000000,,,,,-8.779999,,,-7.851233,-8.779999,,"",,,,,"D1 PROFILE",,
"82422600000027","Nodes","27",21.000000,44.633195,"DDS demands","Known Flow",438341.135433,110069.057161,,0.000000,,,,,-1.159999,,,-1.037292,-1.159999,,"",,,,,"D1 PROFILE",,
"82422600000195","Nodes","195",21.000000,42.472588,"DDS demands","Known Flow",438379.385443,110112.557173,,0.000000,-2.240000,,,,,,,-2.003048,-2.240000,,"","C1 PROFILE",,,,,,
"82422600000347","Nodes","347",21.000000,41.057740,"Default Known Flow Node","Known Flow",438409.010451,110125.432176,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000083","Nodes","83",21.000000,44.061353,"Default Known Flow Node","Known Flow",438080.325362,110184.165192,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000089","Nodes","89",21.000000,44.148978,"Default Known Flow Node","Known Flow",438093.374470,110169.637025,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000162","Nodes","162",21.000000,43.982166,"DDS demands","Known Flow",438149.066176,110189.598231,,0.000000,,,,,-1.609999,,,-1.439690,-1.609999,,"",,,,,"D1 PROFILE",,
"82422600003065","Nodes","3065",21.000000,44.348626,"Default Known Flow Node","Known Flow",438128.636375,110077.938163,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003068","Nodes","3068",21.000000,44.148690,"Default Known Flow Node","Known Flow",438206.010396,110133.932178,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000079","Nodes","79",21.000000,44.128233,"DDS demands","Known Flow",438219.260399,110150.807183,,0.000000,,,,,-8.779999,,,-7.851233,-8.779999,,"",,,,,"D1 PROFILE",,
"82422600000149","Nodes","149",21.000000,37.806434,"DDS demands","Known Flow",438438.260459,110196.057195,,0.000000,,,,,-1.929999,,,-1.725840,-1.929999,,"",,,,,"D1 PROFILE",,
"82422600000150","Nodes","150",21.000000,37.881331,"DDS demands","Known Flow",438445.010461,110189.682194,,0.000000,,,,,-7.669999,,,-6.858651,-7.669999,,"",,,,,"D1 PROFILE",,
"82422600000153","Nodes","153",21.000000,32.752320,"DDS demands","Known Flow",438265.510412,110357.432239,,0.000000,,,,,-2.480000,,,-2.217660,-2.480000,,"",,,,,"D1 PROFILE",,
"82422600000126","Nodes","126",21.000000,32.779599,"DDS demands","Known Flow",438273.260414,110368.932242,,0.000000,,,,,-0.509999,,,-0.456051,-0.509999,,"",,,,,"D1 PROFILE",,
"82422600003086","Nodes","3086",21.000000,32.035653,"Default Known Flow Node","Known Flow",438325.635428,110405.682252,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003092","Nodes","3092",21.000000,36.471128,"Default Known Flow Node","Known Flow",438479.385470,110258.057212,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000144","Nodes","144",21.000000,36.471128,"DDS demands","Known Flow",438468.635467,110261.307213,,0.000000,,,,,-6.190000,,,-5.535208,-6.190000,,"",,,,,"D1 PROFILE",,
"82422600003105","Nodes","3105",21.000000,33.208998,"Default Known Flow Node","Known Flow",438280.010416,110366.182242,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000127","Nodes","127",21.000000,34.006344,"Default Known Flow Node","Known Flow",438316.385426,110340.807235,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003035","Nodes","3035",21.000000,31.909331,"Default Known Flow Node","Known Flow",438050.635354,110276.057217,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000085","Nodes","85",21.000000,43.918549,"Default Known Flow Node","Known Flow",438132.092405,110234.301247,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003179","Nodes","3179",21.000000,44.637667,"Default Known Flow Node","Known Flow",438341.744553,110070.884523,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000026","Nodes","26",21.000000,44.655313,"Default Known Flow Node","Known Flow",438345.385434,110077.557163,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000349","Nodes","349",21.000000,38.910127,"Default Known Flow Node","Known Flow",438455.385464,110142.557181,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000152","Nodes","152",21.000000,38.413199,"DDS demands","Known Flow",438466.760467,110145.682182,,0.000000,,,,,-2.720000,,,-2.432272,-2.720000,,"",,,,,"D1 PROFILE",,
"82422600000350","Nodes","350",21.000000,38.772250,"DDS demands","Known Flow",438462.135465,110106.057171,,0.000000,,,,,-7.539999,,,-6.742402,-7.539999,,"",,,,,"D1 PROFILE",,
"82422600000351","Nodes","351",21.000000,38.748435,"DDS demands","Known Flow",438469.510467,110094.807168,,0.000000,,,,,-3.980000,,,-3.558987,-3.980000,,"",,,,,"D1 PROFILE",,
"82422600003180","Nodes","3180",21.000000,38.772250,"Default Known Flow Node","Known Flow",438456.010464,110106.932171,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000352","Nodes","352",21.000000,38.513617,"DDS demands","Known Flow",438484.885472,110055.682157,,0.000000,,,,,-2.689999,,,-2.405446,-2.689999,,"",,,,,"D1 PROFILE",,
"82422600000353","Nodes","353",21.000000,38.444814,"DDS demands","Known Flow",438490.010473,110036.557152,,0.000000,,,,,-5.899999,,,-5.275885,-5.899999,,"",,,,,"D1 PROFILE",,
"82422600003181","Nodes","3181",21.000000,38.513617,"Default Known Flow Node","Known Flow",438474.135469,110052.807156,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003038","Nodes","3038",21.000000,44.261071,"Default Known Flow Node","Known Flow",438393.635447,110024.557149,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003036","Nodes","3036",21.000000,31.909331,"Default Known Flow Node","Known Flow",438087.760364,110260.682213,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003034","Nodes","3034",21.000000,31.909331,"Default Known Flow Node","Known Flow",438038.135350,110305.557225,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000408","Nodes","408",21.000000,32.520692,"Default Known Flow Node","Known Flow",438122.010373,110382.807246,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000199","Nodes","199",21.000000,44.233591,"DDS demands","Known Flow",438459.385465,110009.932145,,0.000000,,,,,-2.329999,,,-2.083527,-2.329999,,"",,,,,"D1 PROFILE",,
"82422600003037","Nodes","3037",21.000000,44.261071,"Default Known Flow Node","Known Flow",438392.260446,110021.557148,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000081","Nodes","81",21.000000,44.247748,"DDS demands","Known Flow",438090.103364,110156.483185,,0.000000,,,,,-9.109999,,,-8.146324,-9.109999,,"",,,,,"D1 PROFILE",,
"82422600003064","Nodes","3064",21.000000,44.348626,"Default Known Flow Node","Known Flow",438126.385374,110081.432164,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003066","Nodes","3066",21.000000,43.982166,"Default Known Flow Node","Known Flow",438156.844382,110183.832192,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000088","Nodes","88",21.000000,43.923485,"DDS demands","Known Flow",438165.892385,110208.245199,,0.000000,,,,,-1.869999,,,-1.672187,-1.869999,,"",,,,,"D1 PROFILE",,
"82422600000196","Nodes","196",21.000000,43.908526,"Default Known Flow Node","Known Flow",438354.510436,110091.932167,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600003069","Nodes","3069",21.000000,43.908526,"Default Known Flow Node","Known Flow",438353.260436,110095.682168,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82422600000348","Nodes","348",21.000000,40.916761,"DDS demands","Known Flow",438375.010442,110144.807181,,0.000000,,,,,-6.939999,,,-6.205872,-6.939999,,"",,,,,"D1 PROFILE",,
