"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"82006600000808","Nodes","808","21.000000","24.871054","DDS demands","Known Flow","443993.619711","100868.810816","","0.000000","","","","","","-1.879999","","","","-1.681129","-1.879999","","","","","","","","D1 PROFILE","","",""
"82006600000809","Nodes","809","21.000000","24.856960","DDS demands","Known Flow","443975.163966","100919.380671","","0.000000","","","-2.130000","","","-3.069999","","","","-4.649932","-5.200000","","","","","C3 PROFILE","","","D1 PROFILE","","",""
"82006600001107","Nodes","1107, -5.21","21.000000","29.070979","DDS demands","Known Flow","443524.436063","102926.271397","","0.000000","-4.780000","","","","","-17.010000","","","","-19.485006","-21.790000","","","C1 PROFILE","","","","","D1 PROFILE","","",""
"82006600009485","Nodes","-4074","21.000000","28.823598","Default Known Flow Node","Known Flow","443492.470834","103023.171244","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600000290","Nodes","290","21.000000","34.250479","DDS demands","Known Flow","443496.175651","104063.957420","","0.000000","","","","","","-5.369999","","","","-4.801949","-5.369999","","","","","","","","D1 PROFILE","","",""
"82006600000074","Nodes","74","21.000000","32.516868","DDS demands","Known Flow","444691.137160","102456.305089","","0.000000","","","","","","-11.929999","","","","-10.668018","-11.929999","","","","","","","","D1 PROFILE","","",""
"82006600002003","Nodes","2003","21.000000","32.596831","Default Known Flow Node","Known Flow","444726.855234","102456.725176","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600000372","Nodes","372","21.000000","33.875891","DDS demands","Known Flow","442947.386686","104331.680600","","0.000000","","","","","","-3.960000","","","","-3.541102","-3.960000","","","","","","","","D1 PROFILE","","",""
"82006600001001","Nodes","1001","21.000000","33.366316","Default Known Flow Node","Known Flow","442926.214170","104369.327312","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600001002","Nodes","1002","21.000000","33.138858","Default Known Flow Node","Known Flow","442928.011681","104384.680614","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600000488","Nodes","488","21.000000","33.116288","DDS demands","Known Flow","443056.636716","103915.555486","","0.000000","","","","","","-0.610000","","","","-0.545472","-0.610000","","","","","","","","D1 PROFILE","","",""
"82006600000489","Nodes","489","21.000000","33.109320","DDS demands","Known Flow","443055.620768","103918.880408","","0.000000","","","","","","-2.409999","","","","-2.155064","-2.409999","","","","","","","","D1 PROFILE","","",""
"82006600000490","Nodes","490","21.000000","33.076924","DDS demands","Known Flow","443034.886710","103957.055498","","0.000000","","","","","","-3.270000","","","","-2.924092","-3.270000","","","","","","","","D1 PROFILE","","",""
"82006600000837","Nodes","837","21.000000","32.573996","DDS demands","Known Flow","444759.331006","102464.556891","","0.000000","","","","","","-6.269999","","","","-5.606745","-6.269999","","","","","","","","D1 PROFILE","","",""
"82006600000839","Nodes","839","21.000000","32.422937","DDS demands","Known Flow","444796.886083","102466.823261","","0.000000","","","","","","-9.289999","","","","-8.307283","-9.289999","","","","","","","","D1 PROFILE","","",""
"82006600000838","Nodes","838","21.000000","32.558464","DDS demands","Known Flow","444775.512183","102447.430087","","0.000000","","","","","","-0.739999","","","","-0.661721","-0.739999","","","","","","","","D1 PROFILE","","",""
"82006600000877","Nodes","877","21.000000","32.522899","Default Known Flow Node","Known Flow","444746.895977","102475.753361","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600000876","Nodes","876","21.000000","32.368633","Default Known Flow Node","Known Flow","444734.137172","102476.180095","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600000132","Nodes","132","21.000000","36.668207","DDS demands","Known Flow","445996.762516","103038.055248","","0.000000","-2.009999","","","-1.209999","","-3.569999","","","","-6.071738","-6.789999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","",""
"82006600000799","Nodes","","21.000000","36.920302","Default Known Flow Node","Known Flow","445990.874320","103032.641906","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600000012","Nodes","Group Profile 1, Calshot Road DG, Site ID 2660","21.000000","37.000000","Default Known Pressure Node","Known Pressure","445989.012514","103030.930246","","1699.999960","","","","","","","","","","206.376268","230.789713","","","","","","","","","","",""
"82006600000058","Nodes","58","21.000000","35.461967","DDS demands","Known Flow","444976.762238","102941.430221","","0.000000","","","","","","-17.169999","","","","-15.353719","-17.169999","","","","","","","","D1 PROFILE","","",""
"82006600000780","Nodes","780","21.000000","35.077477","Default Known Flow Node","Known Flow","444892.646255","102898.525651","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600009605","Nodes","-4875","21.000000","34.692022","Default Known Flow Node","Known Flow","444801.262190","102873.680203","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600000081","Nodes","81","21.000000","33.341311","DDS demands","Known Flow","444726.541170","102673.655148","","0.000000","","","","","","-5.749999","","","","-5.141752","-5.749999","","","","","","","","D1 PROFILE","","",""
"82006600000080","Nodes","80","21.000000","32.891138","DDS demands","Known Flow","444747.928147","102657.963295","","0.000000","","","","","","-11.400000","","","","-10.194082","-11.400000","","","","","","","","D1 PROFILE","","",""
"82006600000078","Nodes","78","21.000000","32.571255","DDS demands","Known Flow","444788.717187","102654.355143","","0.000000","","","","","","-2.049999","","","","-1.833146","-2.049999","","","","","","","","D1 PROFILE","","",""
"82006600000076","Nodes","76","21.000000","32.609614","Default Known Flow Node","Known Flow","444770.516756","102506.288877","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600000283","Nodes","283","21.000000","30.211192","DDS demands","Known Flow","443956.700629","103448.327845","","0.000000","","","","","","-6.769999","","","","-6.053854","-6.769999","","","","","","","","D1 PROFILE","","",""
"82006600000282","Nodes","282","21.000000","28.386595","DDS demands","Known Flow","444010.274174","103271.665443","","0.000000","","","","","","-10.499999","","","","-9.389286","-10.499999","","","","","","","","D1 PROFILE","","",""
"82006600000281","Nodes","281","21.000000","26.659552","DDS demands","Known Flow","444071.261992","103064.680255","","0.000000","","","","","","-14.479999","","","","-12.948273","-14.479999","","","","","","","","D1 PROFILE","","",""
"82006600000631","Nodes","631","21.000000","31.720158","DDS demands","Known Flow","444593.278134","102048.226978","","0.000000","","","","","","-5.929999","","","","-5.302711","-5.929999","","","","","","","","D1 PROFILE","","",""
"82006600000630","Nodes","630","21.000000","30.384206","DDS demands","Known Flow","444660.159118","102225.280380","","0.000000","","","","","","-16.040000","","","","-14.343254","-16.040000","","","","","","","","D1 PROFILE","","",""
"82006600000629","Nodes","629","21.000000","31.753858","DDS demands","Known Flow","444532.282101","102133.029940","","0.000000","","","","","","-16.209998","","","","-14.495268","-16.209998","","","","","","","","D1 PROFILE","","",""
"82006600000678","Nodes","678","21.000000","27.421046","DDS demands","Known Flow","444809.012193","101409.054804","","0.000000","","","","","","-10.509999","","","","-9.398228","-10.509999","","","","","","","","D1 PROFILE","","",""
"82006600000632","Nodes","632","21.000000","26.598050","DDS demands","Known Flow","444830.760203","101414.966885","","0.000000","","","","","","-8.329999","","","","-7.448834","-8.329999","","","","","","","","D1 PROFILE","","",""
"82006600009594","Nodes","-4793","21.000000","23.128801","DDS demands","Known Flow","444940.262228","101465.304820","","0.000000","-15.489999","","","","","","","","","-13.851433","-15.489999","","","C1 PROFILE","","","","","","","",""
"82006600000556","Nodes","556","21.000000","23.067182","DDS demands","Known Flow","444931.389703","101500.669955","","0.000000","","","","","","-8.819999","","","","-7.887000","-8.819999","","","","","","","","D1 PROFILE","","",""
"82006600008003","Nodes","Logger 2440, Green Lane","21.000000","23.119573","Val Log Post","Known Flow","444871.830655","101726.201496","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"82006600000555","Nodes","555","21.000000","23.123827","DDS demands","Known Flow","444861.637207","101739.429894","","0.000000","-3.289999","","","","","-8.960000","","","","-10.954167","-12.249999","","","C1 PROFILE","","","","","D1 PROFILE","","",""
