"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82007600001018","Nodes","1018",21.000000,30.098945,"DDS demands","Known Flow",333683.491954,92226.577306,,0.000000,,,,,,-2.710000,,,,,-2.423330,-2.710000,,"",,,,,,"D1 PROFILE",,,,
"82007600001005","Nodes","1005",21.000000,30.098156,"Default Known Flow Node","Known Flow",333685.781886,92233.618447,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82007600001016","Nodes","1016",21.000000,23.930230,"Default Known Flow Node","Known Flow",336364.943008,93508.568637,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82007600000276","Nodes","276",21.000000,23.768442,"DDS demands","Known Flow",336367.654684,93438.999636,,0.000000,,,,,,-4.869999,,,,,-4.354840,-4.869999,,"",,,,,,"D1 PROFILE",,,,
"82007600001014","Nodes","1014",21.000000,34.380730,"Default Known Flow Node","Known Flow",333337.571653,92686.991556,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82007600001013","Nodes","1013",21.000000,35.056868,"Default Known Flow Node","Known Flow",333274.175843,92626.552415,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82007600001011","Nodes","1011",21.000000,34.628742,"Default Known Flow Node","Known Flow",333288.241584,92640.918486,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82007600001010","Nodes","1010",21.000000,34.494946,"DDS demands","Known Flow",333283.575845,92688.025431,,0.000000,,,,,,-0.990000,,,,,-0.885275,-0.990000,,"",,,,,,"D1 PROFILE",,,,
"82007600000387","Nodes","387",21.000000,33.295826,"DDS demands","Known Flow",333212.697088,92732.360086,,0.000000,,-15.999999,,,,,,-8.279999,,,-21.711609,-24.280000,,"",,"C2 PROFILE",,,,,,"I2 PROFILE",,
"82007600001009","Nodes","1009",21.000000,34.041816,"DDS demands","Known Flow",333487.911901,92531.943389,,0.000000,,,,,,-5.480000,,,,,-4.900314,-5.480000,,"",,,,,,"D1 PROFILE",,,,
"82007600000110","Nodes","110",21.000000,34.591555,"DDS demands","Known Flow",333428.969703,92516.806858,,0.000000,,,-3.469999,,,-2.650000,,,,,-5.472613,-6.120000,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,
"82007600000210","Nodes","210",21.000000,34.864448,"DDS demands","Known Flow",333555.594664,92418.798233,,0.000000,,,,,,-16.459998,,,,,-14.718825,-16.459998,,"",,,,,,"D1 PROFILE",,,,
"82007600001006","Nodes","1006",21.000000,37.122305,"Default Known Flow Node","Known Flow",333562.073519,92632.229132,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82007600000188","Nodes","188",21.000000,41.044285,"DDS demands","Known Flow",333548.575917,92676.778428,,0.000000,,,,,,-13.919999,,,,,-12.447512,-13.919999,,"",,,,,,"D1 PROFILE",,,,
"82007600000227","Nodes","227",21.000000,33.904699,"DDS demands","Known Flow",336762.763233,93573.295464,,0.000000,,,,,,-5.680000,,,,,-5.079157,-5.680000,,"",,,,,,"D1 PROFILE",,,,
"82007600000224","Nodes","224",21.000000,24.469391,"DDS demands","Known Flow",335968.095744,93505.021411,,0.000000,,,,,,-12.960000,,,,,-11.589064,-12.960000,,"",,,,,,"D1 PROFILE",,,,
"82007600000229","Nodes","229",21.000000,30.096183,"DDS demands","Known Flow",333693.430957,92250.491312,,0.000000,,-39.999997,,,,,,,,,-35.768714,-39.999997,,"",,"C2 PROFILE",,,,,,,,
"82007600001004","Nodes","P00064128, Haye Gardens, 31.29",24.000000,40.781748,"CSEP DDS Matched","Known Flow",333457.267479,92725.688850,,0.000000,,,,,,,-31.290000,,,,-27.980079,-31.290000,,"",,,,,,,"DC PROFILE",,,
