"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82010800000440","Nodes","440",21.000000,28.760951,"DDS demands","Known Flow",428825.194227,92193.526490,,0.000000,,,,,-15.619999,,,,,-13.967683,-15.619999,,"",,,,,"D1 PROFILE",,,,
"82010800000439","Nodes","439",21.000000,28.746569,"Default Known Flow Node","Known Flow",428797.151836,92133.836281,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82010800000344","Nodes","344",21.000000,34.027620,"DDS demands","Known Flow",429677.218514,91619.686362,,0.000000,,,,,-8.699999,,,,,-7.779695,-8.699999,,"",,,,,"D1 PROFILE",,,,
"82010800222958","Nodes","222958",21.000000,34.884104,"Default Known Flow Node","Known Flow",429685.812077,91765.732180,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82010800008010","Nodes","8010",21.000000,34.901751,"Default Known Flow Node","Known Flow",429686.366379,91765.469687,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82010800000003","Nodes","MANOR ROAD DG, Site ID 3061",21.000000,33.999999,"Default Known Pressure Node","Known Pressure",429084.205577,92589.092091,,2630.000090,,,,,,,,,,376.929832,421.518969,,"",,,,,,,,,
"82010804904553","Nodes","4904553",21.000000,22.665936,"DDS demands","Known Flow",429426.264987,91981.021122,,0.000000,,,,,-6.969999,,,,,-6.232698,-6.969999,,"",,,,,"D1 PROFILE",,,,
"82010800008001","Nodes","Logger 0344, Carrington Lane",21.000000,22.654618,"Val Log Cath","Known Flow",429407.758142,92034.042655,,0.000000,,,,,-7.250000,,,,,-6.483080,-7.250000,,"",,,,,"D1 PROFILE",,,,
"82010810000330","Nodes","10000330",21.000000,22.599952,"DDS demands","Known Flow",429383.970222,92073.326398,,0.000000,,,,,-8.090000,,,,,-7.234223,-8.090000,,"",,,,,"D1 PROFILE",,,,
"82010800000093","Nodes","93",21.000000,29.717874,"DDS demands","Known Flow",428585.886933,92266.231108,,0.000000,,,,,-13.390000,,,,,-11.973577,-13.390000,,"",,,,,"D1 PROFILE",,,,
"82010800008002","Nodes","Logger 0340, New Valley Road",21.000000,29.694182,"Val Log Cath","Known Flow",428587.466937,92269.973718,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82010800000094","Nodes","94",21.000000,29.470657,"DDS demands","Known Flow",428601.802782,92313.135329,,0.000000,-2.840000,,,,-2.710000,,,,,-4.962909,-5.550000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"82010800000026","Nodes","P09121760, Hurst Road, -12.28 SCMH",22.999998,23.999906,"CSEP Unmatched","Known Flow",429300.812541,91250.989165,,0.000000,,,,,,-5.099999,,,,-4.560511,-5.099999,,"",,,,,,"DC PROFILE",,,
"82010800008003","Nodes","Logger 0212, Sea Road",21.000000,24.319863,"Val Log Cath","Known Flow",429178.329521,91381.073570,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82010800000028","Nodes","28",21.000000,24.318386,"DDS demands","Known Flow",429187.669062,91349.632343,,0.000000,,,,,-18.879998,,,,,-16.882833,-18.879998,,"",,,,,"D1 PROFILE",,,,
"82010800000128","Nodes","128",21.000000,28.566027,"DDS demands","Known Flow",429027.808631,92062.509184,,0.000000,-14.699999,,,,-5.379999,,,,,-17.955894,-20.079999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"82010800000394","Nodes","394",21.000000,28.841219,"DDS demands","Known Flow",429149.673536,92125.750444,,0.000000,,,,,-19.180000,,,,,-17.151099,-19.180000,,"",,,,,"D1 PROFILE",,,,
"82010800000116","Nodes","116",21.000000,28.935465,"DDS demands","Known Flow",429171.855708,92136.428654,,0.000000,,,,,-1.640000,,,,,-1.466517,-1.640000,,"",,,,,"D1 PROFILE",,,,
"82010800000391","Nodes","391",21.000000,30.792168,"DDS demands","Known Flow",428482.046350,91702.471116,,0.000000,,,,,-7.780000,,,,,-6.957015,-7.780000,,"",,,,,"D1 PROFILE",,,,
"82010800000319","Nodes","319",21.000000,28.330802,"DDS demands","Known Flow",429119.926255,91987.770235,,0.000000,,,,,-8.630000,,,,,-7.717100,-8.630000,,"",,,,,"D1 PROFILE",,,,
"82010800000320","Nodes","320",21.000000,28.194451,"DDS demands","Known Flow",429104.082357,92046.659817,,0.000000,,,,,-6.630000,,,,,-5.928664,-6.630000,,"",,,,,"D1 PROFILE",,,,
"82010800000321","Nodes","321",21.000000,28.177988,"DDS demands","Known Flow",429136.408299,92007.511970,,0.000000,,,,,-2.750000,,,,,-2.459099,-2.750000,,"",,,,,"D1 PROFILE",,,,
"82010800000019","Nodes","19",21.000000,31.873185,"DDS demands","Known Flow",429081.107913,91845.948202,,0.000000,-26.120001,-6.130000,,-5.940000,-4.800000,,,,,-38.442427,-42.990004,,"","C1 PROFILE","C2 PROFILE",,"C4 PROFILE","D1 PROFILE",,,,
"82010800000212","Nodes","212",21.000000,28.818255,"DDS demands","Known Flow",428890.945861,92176.781292,,0.000000,,,,,-8.279999,,,,,-7.404124,-8.279999,,"",,,,,"D1 PROFILE",,,,
"82010800000211","Nodes","211",21.000000,28.816601,"DDS demands","Known Flow",428877.599774,92165.990906,,0.000000,,,,,-2.509999,,,,,-2.244486,-2.509999,,"",,,,,"D1 PROFILE",,,,
"82010800000210","Nodes","210",21.000000,28.766862,"DDS demands","Known Flow",428840.265920,92113.057463,,0.000000,,,,,-5.550000,,,,,-4.962909,-5.550000,,"",,,,,"D1 PROFILE",,,,
"82010800000363","Nodes","363",21.000000,24.303568,"DDS demands","Known Flow",427998.370036,92278.248128,,0.000000,,,,,-8.250000,,,,,-7.377297,-8.250000,,"",,,,,"D1 PROFILE",,,,
"82010800000368","Nodes","368",21.000000,30.001802,"DDS demands","Known Flow",428558.742771,92249.008312,,0.000000,,,,,-1.090000,,,,,-0.974697,-1.090000,,"",,,,,"D1 PROFILE",,,,
"82010800000367","Nodes","367",21.000000,29.900470,"DDS demands","Known Flow",428567.989883,92254.712438,,0.000000,,,,,-4.360000,,,,,-3.898790,-4.360000,,"",,,,,"D1 PROFILE",,,,
"82010810000201","Nodes","10000201",21.000000,29.240397,"Default Known Flow Node","Known Flow",428637.728213,92492.969336,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
