"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"820055-230998","Nodes","-230998",21.000000,41.032248,"Default Known Flow Node","Known Flow",399671.999910,93470.552644,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"820055-231000","Nodes","-231000",21.000000,41.116960,"Default Known Flow Node","Known Flow",399678.031865,93465.717506,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005500001636","Nodes","1636",21.000000,29.519097,"DDS demands","Known Flow",400041.625011,96613.178499,,0.000000,,,,,,-8.090000,,,,,-7.234223,-8.090000,,"",,,,,,"D1 PROFILE",,,,
"82005500001164","Nodes","1164",21.000000,29.524923,"Default Known Flow Node","Known Flow",400066.634979,96603.313458,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005500000919","Nodes","919",21.000000,43.928248,"Default Known Flow Node","Known Flow",398992.999725,97524.303747,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005500001157","Nodes","1157",21.000000,43.800164,"Default Known Flow Node","Known Flow",398961.874717,97500.803741,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005500001117","Nodes","1117",21.000000,34.669982,"Default Known Flow Node","Known Flow",398522.567480,96077.330393,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005500001130","Nodes","1130",21.000000,34.669982,"Default Known Flow Node","Known Flow",398558.124607,96069.803352,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"820055-2739","Nodes","-2739",21.000000,33.928387,"Default Known Flow Node","Known Flow",398531.491798,96096.182052,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005500000072","Nodes","72",21.000000,35.236178,"DDS demands","Known Flow",398515.749596,96062.928350,,0.000000,-9.790000,,,,,-16.479999,,,,,-23.491104,-26.269998,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82005500002086","Nodes","2086",21.000000,36.813358,"Default Known Flow Node","Known Flow",398171.650274,95889.172292,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005500001116","Nodes",,21.000000,42.365862,"Default Known Flow Node","Known Flow",398354.768689,95886.271507,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005500001690","Nodes","1690",21.000000,36.706768,"DDS demands","Known Flow",398187.385178,95950.496619,,0.000000,,,,,,-6.480000,,,,,-5.794532,-6.480000,,"",,,,,,"D1 PROFILE",,,,
