"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-16370.999975","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-495.170005","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-758.743001","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-1545.740001","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-2352.710009","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-2488.069995","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-254.909990","0.000000","1.000000","Volumetric","-1.000000"
"PL-BC","Flow Categories","-49.999998","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"CC","Flow Categories","-209.349994","0.000000","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-1048.749980","0.000000","1.000000","Volumetric","-1.000000"
"CM","Flow Categories","","","1.000000","Volumetric","-1.000000"
"DM","Flow Categories","","","1.000000","Volumetric","-1.000000"
"PL-DC","Flow Categories","-96.030003","0.000000","1.000000","Volumetric","-1.000000"
"PL-PL","Flow Categories","-15.999999","0.000000","1.000000","Volumetric","-1.000000"
