"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"82110200065351","Nodes","65351",21.000000,30.108925,"Default Known Flow Node","Known Flow",439202.750000,114993.382812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010507","Nodes","10507",21.000000,30.055745,"DDS demands","Known Flow",439204.906250,114989.000000,,0.000000,,,,,,,-11.939999,,,,,,,,,-10.676961,-11.939999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010549","Nodes","10549",21.000000,26.610463,"DDS demands","Known Flow",439216.406250,114604.601562,,0.000000,,,,,,,-1.309999,,,,,,,,,-1.171425,-1.309999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010550","Nodes","10550",21.000000,26.697632,"DDS demands","Known Flow",439235.312500,114579.796875,,0.000000,,,,,,,-6.390000,,,,,,,,,-5.714052,-6.390000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010551","Nodes","10551",21.000000,26.528758,"DDS demands","Known Flow",439269.406250,114553.101562,,0.000000,,,,,,,-23.580000,,,,,,,,,-21.085659,-23.580000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200015455","Nodes","15455",21.000000,26.615804,"Default Known Flow Node","Known Flow",439294.593750,114525.601562,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010543","Nodes","10543",21.000000,28.287994,"DDS demands","Known Flow",439281.312500,114729.000000,,0.000000,,,,-1.609999,,,-20.830000,,,,,,,,,-20.066249,-22.440000,,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"82110200010541","Nodes","10541",21.000000,28.305503,"Default Known Flow Node","Known Flow",439284.593750,114707.796875,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010532","Nodes","10532",21.000000,28.141339,"Default Known Flow Node","Known Flow",439318.312500,114887.601562,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010533","Nodes","10533",21.000000,28.134673,"Default Known Flow Node","Known Flow",439313.906250,114876.000000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010531","Nodes","10531",21.000000,28.341877,"DDS demands","Known Flow",439341.593750,114926.000000,,0.000000,,,,,,,-16.190000,,,,,,,,,-14.477388,-16.190000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065431","Nodes","65431",21.000000,27.469625,"Default Known Flow Node","Known Flow",439432.875000,114654.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065430","Nodes","65430",21.000000,27.469625,"Default Known Flow Node","Known Flow",439431.875000,114657.250000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066123","Nodes","66123",21.000000,34.667529,"Default Known Flow Node","Known Flow",439002.000000,114904.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066128","Nodes","66128",21.000000,37.040270,"Default Known Flow Node","Known Flow",439004.000000,114559.132812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066145","Nodes","66145",21.000000,33.920741,"Default Known Flow Node","Known Flow",439071.000000,114993.750000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200011740","Nodes","11740",21.000000,34.234194,"DDS demands","Known Flow",439081.000000,114917.296875,,0.000000,,,,,,,-4.960000,,,,,,,,,-4.435321,-4.960000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200066149","Nodes","66149",21.000000,34.320015,"Default Known Flow Node","Known Flow",439087.625000,114930.132812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066150","Nodes","66150",21.000000,33.699659,"Default Known Flow Node","Known Flow",439087.875000,114996.750000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066154","Nodes","66154",21.000000,33.699659,"Default Known Flow Node","Known Flow",439094.125000,114984.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066155","Nodes","66155",21.000000,33.699659,"Default Known Flow Node","Known Flow",439098.250000,114986.632812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200083897","Nodes","83897",21.000000,34.717448,"Default Known Flow Node","Known Flow",439021.875000,114933.250000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200109962","Nodes","109962",21.000000,28.545027,"Default Known Flow Node","Known Flow",439432.500000,114966.132812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200109963","Nodes","109963",21.000000,28.545027,"Default Known Flow Node","Known Flow",439452.250000,114973.750000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200295824","Nodes","295824",21.000000,28.838324,"Default Known Flow Node","Known Flow",439405.250000,114991.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200014474","Nodes","14474",21.000000,29.381420,"DDS demands","Known Flow",439183.593750,114856.796875,,0.000000,,,,,,,-11.969999,,,,,,,,,-10.703788,-11.969999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010548","Nodes","10548",21.000000,28.217882,"DDS demands","Known Flow",439152.593750,114645.101562,,0.000000,,,,,,,-2.990000,,,,,,,,,-2.673711,-2.990000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010547","Nodes","10547",21.000000,28.218455,"DDS demands","Known Flow",439147.812500,114654.898437,,0.000000,,,,,,,-2.079999,,,,,,,,,-1.859973,-2.079999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065367","Nodes","65367",21.000000,26.528758,"Default Known Flow Node","Known Flow",439273.750000,114557.000000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065363","Nodes","65363",21.000000,26.528758,"Default Known Flow Node","Known Flow",439262.375000,114566.632812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065369","Nodes","65369",21.000000,28.138329,"Default Known Flow Node","Known Flow",439280.000000,114782.382812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010539","Nodes","10539",21.000000,28.133800,"DDS demands","Known Flow",439291.000000,114781.398437,,0.000000,,,,,,,-5.509999,,,,,,,,,-4.927140,-5.509999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065359","Nodes","65359",21.000000,28.094888,"Default Known Flow Node","Known Flow",439233.375000,114800.382812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010542","Nodes","10542",21.000000,28.081088,"Default Known Flow Node","Known Flow",439287.312500,114698.601562,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010538","Nodes","10538",21.000000,28.155887,"Default Known Flow Node","Known Flow",439286.093750,114824.796875,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010537","Nodes","10537",21.000000,28.112997,"DDS demands","Known Flow",439232.312500,114834.296875,,0.000000,,,,,,,-0.669999,,,,,,,,,-0.599125,-0.669999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010561","Nodes","10561",21.000000,26.831218,"DDS demands","Known Flow",439313.906250,114627.796875,,0.000000,-10.379999,-15.310000,,,,,-19.940000,,,,,,,,,-40.803163,-45.629998,,,"","C1 PROFILE","C2 PROFILE",,,,,"D1 PROFILE",,,,,,,,,
"82110200010536","Nodes","10536",21.000000,28.159008,"Default Known Flow Node","Known Flow",439287.906250,114832.796875,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010540","Nodes","10540",21.000000,28.068377,"Default Known Flow Node","Known Flow",439296.593750,114701.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065380","Nodes","65380",21.000000,26.615804,"Default Known Flow Node","Known Flow",439300.000000,114529.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010558","Nodes","10558",21.000000,28.037136,"DDS demands","Known Flow",439308.406250,114699.898437,,0.000000,,,,,,,-6.900000,,,,,,,,,-6.170103,-6.900000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065387","Nodes","65387",21.000000,28.029307,"Default Known Flow Node","Known Flow",439314.375000,114690.382812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010535","Nodes","10535",21.000000,28.084848,"Default Known Flow Node","Known Flow",439351.312500,114861.296875,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010534","Nodes","10534",21.000000,28.084887,"Default Known Flow Node","Known Flow",439358.812500,114870.101562,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010552","Nodes","10552",21.000000,27.950874,"DDS demands","Known Flow",439364.312500,114825.796875,,0.000000,,,,,,,-4.409999,,,,,,,,,-3.943500,-4.409999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010553","Nodes","10553",21.000000,27.993246,"DDS demands","Known Flow",439375.906250,114830.000000,,0.000000,,,,,,,-1.669999,,,,,,,,,-1.493343,-1.669999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065405","Nodes","65405",21.000000,27.838151,"Default Known Flow Node","Known Flow",439385.500000,114776.382812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010554","Nodes","10554",21.000000,27.841371,"DDS demands","Known Flow",439382.812500,114783.101562,,0.000000,,,,,,,-3.000000,,,,,,,,,-2.682653,-3.000000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065414","Nodes","65414",21.000000,26.317326,"Default Known Flow Node","Known Flow",439397.000000,114500.632812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010559","Nodes","10559",21.000000,27.752279,"DDS demands","Known Flow",439404.906250,114727.398437,,0.000000,,,,,,,-7.849999,,,,,,,,,-7.019610,-7.849999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065433","Nodes","65433",21.000000,27.442373,"Default Known Flow Node","Known Flow",439441.250000,114663.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010560","Nodes","10560",21.000000,27.441243,"DDS demands","Known Flow",439442.312500,114660.601562,,0.000000,,,,,,,-20.869999,,,,,,,,,-18.662327,-20.869999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065435","Nodes","65435",21.000000,27.439079,"Default Known Flow Node","Known Flow",439447.625000,114645.882812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065429","Nodes","65429",21.000000,27.439079,"Default Known Flow Node","Known Flow",439430.375000,114638.132812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200295828","Nodes","295828",21.000000,28.488955,"Default Known Flow Node","Known Flow",439433.125000,114963.382812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200014014","Nodes","14014",21.000000,27.387623,"DDS demands","Known Flow",439469.093750,114592.296875,,0.000000,,-43.969999,,,,,-0.399999,,,,,,,,,-39.676446,-44.369997,,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,,,
"82110200065436","Nodes","65436",21.000000,27.387623,"Default Known Flow Node","Known Flow",439453.000000,114575.250000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065441","Nodes","65441",21.000000,28.081378,"Default Known Flow Node","Known Flow",439482.625000,114841.132812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066124","Nodes","66124",21.000000,36.961875,"Default Known Flow Node","Known Flow",439002.250000,114585.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066125","Nodes","66125",21.000000,34.539309,"Default Known Flow Node","Known Flow",439002.875000,114917.250000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066131","Nodes","66131",21.000000,37.040270,"Default Known Flow Node","Known Flow",439016.500000,114567.750000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066151","Nodes","66151",21.000000,33.699659,"Default Known Flow Node","Known Flow",439088.500000,114982.250000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065352","Nodes","65352",21.000000,29.748974,"Default Known Flow Node","Known Flow",439204.250000,114915.132812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200014475","Nodes","14475",21.000000,29.377768,"DDS demands","Known Flow",439180.000000,114842.601562,,0.000000,,,,,,,-1.789999,,,,,,,,,-1.600649,-1.789999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200109931","Nodes","109931",21.000000,34.578346,"Default Known Flow Node","Known Flow",439026.250000,114938.132812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200295826","Nodes","295826",21.000000,28.860561,"Default Known Flow Node","Known Flow",439422.375000,114990.000000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200011974","Nodes","11974",21.000000,28.938722,"DDS demands","Known Flow",439421.000000,114989.398437,,0.000000,,-0.300000,,,,,-13.210000,,,,,,,,,-12.080884,-13.510000,,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,,,
"82110200011190","Nodes","11190",21.000000,27.625983,"DDS demands","Known Flow",439625.000000,114503.398437,,0.000000,,,,,,,-4.630000,,,,,,,,,-4.140228,-4.630000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065491","Nodes","65491",21.000000,27.639103,"Default Known Flow Node","Known Flow",439626.125000,114500.382812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066194","Nodes","66194",21.000000,27.635813,"Default Known Flow Node","Known Flow",439659.875000,114505.132812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065449","Nodes","65449",21.000000,28.081378,"Default Known Flow Node","Known Flow",439509.750000,114852.382812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065458","Nodes","65458",21.000000,27.370338,"Default Known Flow Node","Known Flow",439525.375000,114958.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065460","Nodes","65460",21.000000,27.370338,"Default Known Flow Node","Known Flow",439534.500000,114970.132812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065462","Nodes","65462",21.000000,27.188971,"Default Known Flow Node","Known Flow",439539.000000,114950.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010567","Nodes","10567",21.000000,27.725828,"DDS demands","Known Flow",439564.500000,114640.398437,,0.000000,,,,,,,-6.740000,,,,,,,,,-6.027028,-6.740000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010566","Nodes","10566",21.000000,27.811560,"DDS demands","Known Flow",439548.406250,114679.000000,,0.000000,-6.579999,,,-4.480000,,,-35.830001,,,,,,,,,-41.929879,-46.889999,,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"82110200065478","Nodes","65478",21.000000,27.690448,"Default Known Flow Node","Known Flow",439593.250000,114571.250000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010572","Nodes","10572",21.000000,27.688073,"DDS demands","Known Flow",439591.906250,114574.500000,,0.000000,,,,,,,-12.689999,,,,,,,,,-11.347624,-12.689999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065488","Nodes","65488",21.000000,27.653994,"Default Known Flow Node","Known Flow",439616.500000,114515.250000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010575","Nodes","10575",21.000000,26.492902,"DDS demands","Known Flow",439728.812500,114631.296875,,0.000000,,,,,,,-16.649999,,,,,,,,,-14.888727,-16.649999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200014553","Nodes","14553",21.000000,25.997028,"DDS demands","Known Flow",439842.593750,114677.898437,,0.000000,,,,0.000000,,,-13.439999,,,,,,,,,-12.018288,-13.439999,,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"82110200014554","Nodes","14554",21.000000,25.605112,"DDS demands","Known Flow",439871.312500,114604.796875,,0.000000,,,,,,,-3.150000,,,,,,,,,-2.816786,-3.150000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200015655","Nodes","15655",21.000000,24.988806,"DDS demands","Known Flow",439931.312500,114782.601562,,0.000000,,-29.919999,,,,,,,,,,,,,,-26.754999,-29.919999,,,"",,"C2 PROFILE",,,,,,,,,,,,,,
"82110200066229","Nodes","66229",21.000000,24.988806,"Default Known Flow Node","Known Flow",439902.250000,114794.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200109966","Nodes","109966",21.000000,28.691739,"Default Known Flow Node","Known Flow",439666.750000,114988.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200109965","Nodes","109965",21.000000,28.691739,"Default Known Flow Node","Known Flow",439645.625000,114964.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010585","Nodes","10585",21.000000,30.364100,"DDS demands","Known Flow",439989.312500,114554.500000,,0.000000,,,,,,,-13.000000,,,,,,,,,-11.624833,-13.000000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200015656","Nodes","S13132435",21.000000,25.023128,"Point Loads","Known Flow",439945.000000,114799.296875,,0.000000,,,,,,,,,,,,,-27.690000,,,-24.760893,-27.690000,,,"",,,,,,,,,,,,,"PL-AF PROFILE",,,
"82110200295150","Nodes","295150",21.000000,25.023128,"Default Known Flow Node","Known Flow",439938.375000,114804.882812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010565","Nodes","10565",21.000000,27.837564,"DDS demands","Known Flow",439511.500000,114770.398437,,0.000000,,,,,,,-7.170000,,,,,,,,,-6.411542,-7.170000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010568","Nodes","10568",21.000000,26.764363,"DDS demands","Known Flow",439628.500000,114727.898437,,0.000000,-1.940000,,,,,,-24.700000,,,,,,,,,-23.821965,-26.640001,,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,
"82110200065467","Nodes","65467",21.000000,27.188971,"Default Known Flow Node","Known Flow",439548.125000,114959.382812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065466","Nodes","65466",21.000000,27.188971,"Default Known Flow Node","Known Flow",439545.125000,114946.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010562","Nodes","10562",21.000000,27.571381,"DDS demands","Known Flow",439540.593750,114556.101562,,0.000000,,,,,,,-4.510000,,,,,,,,,-4.032922,-4.510000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065465","Nodes","65465",21.000000,27.582658,"Default Known Flow Node","Known Flow",439544.000000,114546.132812,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065464","Nodes","65464",21.000000,27.582658,"Default Known Flow Node","Known Flow",439542.625000,114545.750000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200065469","Nodes","65469",21.000000,27.188971,"Default Known Flow Node","Known Flow",439553.250000,114955.250000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010569","Nodes","10569",21.000000,27.681711,"Default Known Flow Node","Known Flow",439509.093750,114640.000000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010570","Nodes","10570",21.000000,27.619881,"Default Known Flow Node","Known Flow",439574.000000,114568.101562,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010571","Nodes","10571",21.000000,27.663444,"DDS demands","Known Flow",439577.093750,114557.601562,,0.000000,,,,,,,-1.360000,,,,,,,,,-1.216136,-1.360000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200065489","Nodes","65489",21.000000,27.733934,"Default Known Flow Node","Known Flow",439622.375000,114592.000000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200011826","Nodes","11826, P83098/1, 58 Laundry Rd",24.000000,26.499652,"CSEP DDS Matched","Known Flow",439635.000000,114857.101562,,0.000000,,,,,,,-11.960000,-21.870000,,,,,,,,-30.251393,-33.829999,,,"",,,,,,,"D1 PROFILE","DC PROFILE",,,,,,,,
"82110200014138","Nodes","14138",21.000000,27.625823,"DDS demands","Known Flow",439637.406250,114504.398437,,0.000000,,,,,,,-1.549999,,,,,,,,,-1.386037,-1.549999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200066190","Nodes","66190",21.000000,27.635813,"Default Known Flow Node","Known Flow",439641.375000,114498.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066202","Nodes","66202",21.000000,26.492902,"Default Known Flow Node","Known Flow",439727.000000,114633.000000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010576","Nodes","10576",21.000000,25.837469,"DDS demands","Known Flow",439838.812500,114674.601562,,0.000000,,,,,,,-26.019999,,,,,,,,,-23.267549,-26.019999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200014555","Nodes","14555",21.000000,25.283280,"DDS demands","Known Flow",439830.406250,114566.101562,,0.000000,,,,,,,-1.259999,,,,,,,,,-1.126714,-1.259999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200014556","Nodes","14556",21.000000,25.310621,"DDS demands","Known Flow",439810.593750,114564.296875,,0.000000,,,,,,,-2.920000,,,,,,,,,-2.611116,-2.920000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200014557","Nodes","14557",21.000000,25.272338,"DDS demands","Known Flow",439842.312500,114547.398437,,0.000000,,,,,,,-2.369999,,,,,,,,,-2.119296,-2.369999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200014938","Nodes","14938",21.000000,25.595237,"DDS demands","Known Flow",439866.593750,114587.398437,,0.000000,,,,,,,-2.440000,,,,,,,,,-2.181891,-2.440000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200109964","Nodes","109964",21.000000,28.691739,"Default Known Flow Node","Known Flow",439631.875000,114948.750000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200109969","Nodes","109969",21.000000,28.996246,"Default Known Flow Node","Known Flow",439920.625000,114991.750000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200109968","Nodes","109968",21.000000,28.996246,"Default Known Flow Node","Known Flow",439917.750000,114987.250000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200066243","Nodes","66243",21.000000,26.390637,"Default Known Flow Node","Known Flow",439982.698881,114846.953344,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200010350","Nodes","10350",21.000000,26.817706,"DDS demands","Known Flow",437438.500000,115360.296875,,0.000000,,,,,,,-5.949999,,,,,,,,,-5.320596,-5.949999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010351","Nodes","10351",21.000000,26.773896,"DDS demands","Known Flow",437379.093750,115372.398437,,0.000000,,,,,,,-1.749999,,,,,,,,,-1.564881,-1.749999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010035","Nodes","10035",21.000000,33.639407,"Default Known Flow Node","Known Flow",437683.375000,115020.500000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
"82110200063293","Nodes","63293",21.000000,34.401114,"Default Known Flow Node","Known Flow",437997.875000,115017.000000,,0.000000,,,,,,,-1.980000,,,,,,,,,-1.770551,-1.980000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"82110200010356","Nodes","10356",21.000000,26.850184,"Default Known Flow Node","Known Flow",437494.625000,115320.000000,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,
