"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"82822900000085","Nodes","85",21.000000,35.340442,"Default Known Flow Node","Known Flow",416911.936333,141027.008734,,0.000000,,,0.000000,0.000000,,"",,
"82822900129129","Nodes","-129129",21.000000,35.370479,"Default Known Flow Node","Known Flow",416892.254596,141002.065578,,0.000000,,,0.000000,0.000000,,"",,
"82822900000092","Nodes","92",21.000000,35.362235,"Default Known Flow Node","Known Flow",416824.378578,140970.411569,,0.000000,,,0.000000,0.000000,,"",,
"82822900000093","Nodes","93",21.000000,35.362235,"Default Known Flow Node","Known Flow",416793.670569,140970.010569,,0.000000,,,0.000000,0.000000,,"",,
"82822900000058","Nodes","58",21.000000,35.046466,"DDS demands","Known Flow",417031.004634,140960.065567,,0.000000,-2.380000,,-2.128238,-2.380000,,"","D1 PROFILE",
"82822900000005","Nodes","5",21.000000,35.700426,"DDS demands","Known Flow",416954.373056,141037.343456,,0.000000,-3.910000,,-3.496392,-3.910000,,"","D1 PROFILE",
"82822900000006","Nodes","6",21.000000,34.215689,"DDS demands","Known Flow",416987.379622,141044.565590,,0.000000,-8.630000,,-7.717100,-8.630000,,"","D1 PROFILE",
"82822900000090","Nodes","90",21.000000,35.318550,"Default Known Flow Node","Known Flow",416835.192581,140998.181577,,0.000000,,,0.000000,0.000000,,"",,
"82822900000089","Nodes","89",21.000000,35.318550,"Default Known Flow Node","Known Flow",416847.004584,141036.690587,,0.000000,,,0.000000,0.000000,,"",,
"82822900000082","Nodes","82",21.000000,34.634636,"Default Known Flow Node","Known Flow",416757.004559,141048.065590,,0.000000,,,0.000000,0.000000,,"",,
"82822900000084","Nodes","84",21.000000,34.634636,"Default Known Flow Node","Known Flow",416736.129554,141053.940592,,0.000000,,,0.000000,0.000000,,"",,
"82822900000083","Nodes","83",21.000000,34.547142,"Default Known Flow Node","Known Flow",416765.129561,141075.690598,,0.000000,,,0.000000,0.000000,,"",,
"82822900000081","Nodes","81",21.000000,34.547142,"DDS demands","Known Flow",416810.629574,141063.565595,,0.000000,-19.580000,,-17.508786,-19.580000,,"","D1 PROFILE",
"82822900000078","Nodes","78",21.000000,33.760640,"DDS demands","Known Flow",416801.004571,141110.815608,,0.000000,-15.350000,,-13.726245,-15.350000,,"","D1 PROFILE",
"82822900000077","Nodes","77",21.000000,34.542967,"Default Known Flow Node","Known Flow",416836.629581,141177.315626,,0.000000,,,0.000000,0.000000,,"",,
"82822900000075","Nodes","75",21.000000,34.712118,"DDS demands","Known Flow",416872.652757,141105.208043,,0.000000,-23.099999,,-20.656432,-23.099999,,"","D1 PROFILE",
"82822900000079","Nodes","79",21.000000,34.567234,"DDS demands","Known Flow",416833.007373,141083.580011,,0.000000,-4.389999,,-3.925616,-4.389999,,"","D1 PROFILE",
"82822900000074","Nodes","74",21.000000,35.362938,"Default Known Flow Node","Known Flow",416889.879595,141070.315597,,0.000000,,,0.000000,0.000000,,"",,
"82822900000028","Nodes","28",21.000000,22.907305,"DDS demands","Known Flow",417013.504629,141280.690654,,0.000000,-7.380000,,-6.599328,-7.380000,,"","D1 PROFILE",
"82822900000069","Nodes","69",21.000000,23.113840,"Default Known Flow Node","Known Flow",417070.645130,141304.401235,,0.000000,,,0.000000,0.000000,,"",,
"82822900000026","Nodes","26",21.000000,23.178606,"DDS demands","Known Flow",417086.379649,141307.065661,,0.000000,-3.099999,,-2.772075,-3.099999,,"","D1 PROFILE",
"82822904904540","Nodes","-4904540",21.000000,34.824293,"Default Known Flow Node","Known Flow",417156.326763,140961.619828,,0.000000,,,0.000000,0.000000,,"",,
"82822910000007","Nodes","-7",21.000000,35.224506,"Default Known Flow Node","Known Flow",417042.129637,140669.690488,,0.000000,,,0.000000,0.000000,,"",,
"82822900000038","Nodes","38",21.000000,35.213846,"Default Known Flow Node","Known Flow",417023.372130,140707.082313,,0.000000,,,0.000000,0.000000,,"",,
"82822900000066","Nodes","66",21.000000,35.166824,"DDS demands","Known Flow",417018.470167,140780.433953,,0.000000,-9.260000,,-8.280457,-9.260000,,"","D1 PROFILE",
"82822900000061","Nodes","61",21.000000,31.690893,"DDS demands","Known Flow",416783.715567,140816.591527,,0.000000,-6.979999,,-6.241640,-6.979999,,"","D1 PROFILE",
"82822900000062","Nodes","62",21.000000,31.483915,"DDS demands","Known Flow",416731.174416,140782.637241,,0.000000,-3.520000,,-3.147647,-3.520000,,"","D1 PROFILE",
"82822900000063","Nodes","63",21.000000,31.390905,"DDS demands","Known Flow",416663.754534,140740.065507,,0.000000,-4.079999,,-3.648408,-4.079999,,"","D1 PROFILE",
"82822900000046","Nodes","46",21.000000,31.583170,"DDS demands","Known Flow",416765.879562,140582.815464,,0.000000,-15.140000,,-13.538459,-15.140000,,"","D1 PROFILE",
"82822900000047","Nodes","47",21.000000,31.546480,"DDS demands","Known Flow",416738.129554,140595.065467,,0.000000,-4.169999,,-3.728888,-4.169999,,"","D1 PROFILE",
"82822900000048","Nodes","48",21.000000,31.130659,"DDS demands","Known Flow",416839.254582,140550.815455,,0.000000,-9.960000,,-8.906410,-9.960000,,"","D1 PROFILE",
"82822900000065","Nodes","65",21.000000,31.125137,"DDS demands","Known Flow",416727.629551,140702.815497,,0.000000,-8.600000,,-7.690274,-8.600000,,"","D1 PROFILE",
"82822901462495","Nodes","-1462495",21.000000,31.121579,"Default Known Flow Node","Known Flow",416851.379585,140545.815454,,0.000000,,,0.000000,0.000000,,"",,
"82822900000049","Nodes","49",21.000000,30.522889,"DDS demands","Known Flow",416920.379604,140611.565472,,0.000000,-11.379999,,-10.176199,-11.379999,,"","D1 PROFILE",
"82822900000050","Nodes","50",21.000000,30.829506,"DDS demands","Known Flow",416949.879612,140524.940448,,0.000000,-8.149999,,-7.287875,-8.149999,,"","D1 PROFILE",
"82822900000045","Nodes","45",21.000000,32.247456,"DDS demands","Known Flow",416882.298593,140679.564490,,0.000000,-10.869999,,-9.720147,-10.869999,,"","D1 PROFILE",
"82822900000072","Nodes","72",21.000000,35.145750,"Default Known Flow Node","Known Flow",417022.629632,140637.690479,,0.000000,,,0.000000,0.000000,,"",,
"82822900000071","Nodes","71",21.000000,35.189546,"Default Known Flow Node","Known Flow",417053.754640,140643.815480,,0.000000,,,0.000000,0.000000,,"",,
"82822900000059","Nodes","59",21.000000,34.877870,"Default Known Flow Node","Known Flow",417154.879668,140970.940569,,0.000000,,,0.000000,0.000000,,"",,
"82822901462474","Nodes","-1462474",21.000000,34.965014,"Default Known Flow Node","Known Flow",417026.754633,140513.315445,,0.000000,,,0.000000,0.000000,,"",,
"82822910000002","Nodes","-2",21.000000,34.965014,"Default Known Flow Node","Known Flow",417027.531104,140516.433855,,0.000000,,,0.000000,0.000000,,"",,
"82822910000005","Nodes","-5",21.000000,35.172224,"Default Known Flow Node","Known Flow",417053.754640,140629.315477,,0.000000,,,0.000000,0.000000,,"",,
"82822900000039","Nodes","39",21.000000,34.892303,"Default Known Flow Node","Known Flow",417012.254629,140509.940444,,0.000000,,,0.000000,0.000000,,"",,
"82822900000040","Nodes","40",21.000000,34.979936,"Default Known Flow Node","Known Flow",417125.754660,140423.690421,,0.000000,,,0.000000,0.000000,,"",,
"82822900000023","Nodes","-23",21.000000,34.889233,"Default Known Flow Node","Known Flow",417137.379663,140971.190570,,0.000000,,,0.000000,0.000000,,"",,
"82822900000068","Nodes","68",21.000000,34.643862,"DDS demands","Known Flow",416907.654600,140888.748547,,0.000000,-21.219998,,-18.975303,-21.219998,,"","D1 PROFILE",
"82822900000057","Nodes","57",21.000000,21.787575,"DDS demands","Known Flow",416889.879595,141319.940664,,0.000000,-7.369999,,-6.590385,-7.369999,,"","D1 PROFILE",
"82822901462493","Nodes","-1462493",21.000000,22.178983,"Default Known Flow Node","Known Flow",416945.754611,141288.065656,,0.000000,,,0.000000,0.000000,,"",,
"82822900000033","Nodes","33",21.000000,22.579476,"Default Known Flow Node","Known Flow",416913.379602,141210.315635,,0.000000,,,0.000000,0.000000,,"",,
"82822900000032","Nodes","32",21.000000,22.356613,"DDS demands","Known Flow",416963.629615,141259.940648,,0.000000,-5.349999,,-4.784065,-5.349999,,"","D1 PROFILE",
"82822900000055","Nodes","55",21.000000,22.184441,"DDS demands","Known Flow",416954.004613,141288.690656,,0.000000,-15.540000,,-13.896146,-15.540000,,"","D1 PROFILE",
"82822904904544","Nodes","-4904544",21.000000,22.347078,"Default Known Flow Node","Known Flow",416965.871685,141262.457534,,0.000000,,,0.000000,0.000000,,"",,
"82822900000056","Nodes","56",21.000000,21.888020,"DDS demands","Known Flow",416933.129607,141314.065663,,0.000000,-9.090000,,-8.128440,-9.090000,,"","D1 PROFILE",
"82822900000054","Nodes","54",21.000000,22.357702,"DDS demands","Known Flow",416966.629616,141261.190648,,0.000000,-1.190000,,-1.064119,-1.190000,,"","D1 PROFILE",
"82822900000001","Nodes","1, RALEIGH CRESCENT DG, Site ID 3543",21.000000,35.999999,"Default Known Pressure Node","Known Pressure",416960.129615,141041.940589,,4239.999973,,,435.394642,486.899996,,"",,
"82822900000030","Nodes","30",21.000000,22.463306,"DDS demands","Known Flow",416980.754620,141266.565650,,0.000000,-2.890000,,-2.584289,-2.890000,,"","D1 PROFILE",
"82822900000031","Nodes","31",21.000000,22.447239,"DDS demands","Known Flow",416995.681624,141244.248644,,0.000000,-2.369999,,-2.119296,-2.369999,,"","D1 PROFILE",
"82822900000007","Nodes","7",21.000000,34.288741,"DDS demands","Known Flow",417013.399629,140998.901577,,0.000000,-8.600000,,-7.690274,-8.600000,,"","D1 PROFILE",
"82822910000039","Nodes","-39",21.000000,33.540010,"Default Known Flow Node","Known Flow",416990.379623,141100.815605,,0.000000,,,0.000000,0.000000,,"",,
"82822901462497","Nodes","-1462497",21.000000,33.540010,"Default Known Flow Node","Known Flow",416996.504624,141103.440606,,0.000000,,,0.000000,0.000000,,"",,
"82822900000008","Nodes","8",21.000000,33.636815,"DDS demands","Known Flow",416999.879625,141048.940591,,0.000000,-7.840000,,-7.010668,-7.840000,,"","D1 PROFILE",
"82822900000009","Nodes","9",21.000000,33.302155,"DDS demands","Known Flow",417027.379633,141177.815626,,0.000000,-8.640000,,-7.726043,-8.640000,,"","D1 PROFILE",
"82822900000029","Nodes","29",21.000000,22.782850,"DDS demands","Known Flow",417017.004630,141329.690667,,0.000000,-5.280000,,-4.721470,-5.280000,,"","D1 PROFILE",
"82822910000055","Nodes","-55",21.000000,23.173711,"Default Known Flow Node","Known Flow",417084.379648,141333.315668,,0.000000,,,0.000000,0.000000,,"",,
"82822901462522","Nodes","-1462522",21.000000,23.173711,"Default Known Flow Node","Known Flow",417083.379648,141348.565672,,0.000000,,,0.000000,0.000000,,"",,
"82822900000025","Nodes","25",21.000000,23.536426,"DDS demands","Known Flow",417126.004660,141314.815663,,0.000000,-9.390000,,-8.396706,-9.390000,,"","D1 PROFILE",
"82822900000022","Nodes","22",21.000000,24.489452,"DDS demands","Known Flow",417198.379679,141265.690650,,0.000000,-2.230000,,-1.994105,-2.230000,,"","D1 PROFILE",
"82822900000010","Nodes","10",21.000000,31.342837,"DDS demands","Known Flow",417049.754639,141054.690592,,0.000000,-10.939999,,-9.782743,-10.939999,,"","D1 PROFILE",
"82822900000011","Nodes","11",21.000000,31.318017,"DDS demands","Known Flow",417130.254661,141018.440582,,0.000000,-9.310000,,-8.325168,-9.310000,,"","D1 PROFILE",
"82822900000027","Nodes","27",21.000000,23.171999,"DDS demands","Known Flow",417076.879646,141333.065668,,0.000000,-9.279999,,-8.298341,-9.279999,,"","D1 PROFILE",
"82822901462510","Nodes","-1462510",21.000000,23.216484,"Default Known Flow Node","Known Flow",417069.004644,141344.690671,,0.000000,,,0.000000,0.000000,,"",,
"82822900000012","Nodes","12",21.000000,29.652100,"DDS demands","Known Flow",417084.155767,141089.788498,,0.000000,-5.059999,,-4.524742,-5.059999,,"","D1 PROFILE",
"82822900000013","Nodes","13",21.000000,29.690815,"DDS demands","Known Flow",417057.004641,141121.565610,,0.000000,-6.699999,,-5.991259,-6.699999,,"","D1 PROFILE",
"82822900000024","Nodes","24",21.000000,23.346263,"DDS demands","Known Flow",417115.754657,141308.065661,,0.000000,-1.490000,,-1.332384,-1.490000,,"","D1 PROFILE",
"82822901462507","Nodes","-1462507",21.000000,23.536426,"Default Known Flow Node","Known Flow",417137.629663,141348.440672,,0.000000,,,0.000000,0.000000,,"",,
"82822900000014","Nodes","14",21.000000,27.576590,"DDS demands","Known Flow",417134.754662,141138.690615,,0.000000,-6.959999,,-6.223756,-6.959999,,"","D1 PROFILE",
"82822900000015","Nodes","15",21.000000,27.742751,"DDS demands","Known Flow",417162.129670,141074.815598,,0.000000,-7.510000,,-6.715576,-7.510000,,"","D1 PROFILE",
"82822900000016","Nodes","16",21.000000,27.354269,"DDS demands","Known Flow",417141.235590,141145.209568,,0.000000,-1.659999,,-1.484401,-1.659999,,"","D1 PROFILE",
"82822900000017","Nodes","17",21.000000,27.347614,"DDS demands","Known Flow",417123.879659,141174.815625,,0.000000,-9.909999,,-8.861699,-9.909999,,"","D1 PROFILE",
"82822900000018","Nodes","18",21.000000,26.592934,"DDS demands","Known Flow",417167.504671,141169.815624,,0.000000,-2.980000,,-2.664769,-2.980000,,"","D1 PROFILE",
"82822900000019","Nodes","19",21.000000,26.624134,"DDS demands","Known Flow",417213.754684,141147.440618,,0.000000,-9.659999,,-8.638144,-9.659999,,"","D1 PROFILE",
"82822900000020","Nodes","20",21.000000,25.114157,"DDS demands","Known Flow",417209.004682,141221.315638,,0.000000,-5.369999,,-4.801949,-5.369999,,"","D1 PROFILE",
"82822900000073","Nodes","73",21.000000,24.480285,"DDS demands","Known Flow",417205.254681,141277.315653,,0.000000,-2.419999,,-2.164007,-2.419999,,"","D1 PROFILE",
"82822900000070","Nodes","Maximo 314419 (11026)",21.000000,24.007723,"DDS demands","Known Flow",417229.504688,141307.565661,,0.000000,-5.969999,-11.079999,-15.246414,-17.049999,,"","D1 PROFILE","PL-AF PROFILE"
"82822900000021","Nodes","21",21.000000,25.181668,"DDS demands","Known Flow",417276.379701,141258.690648,,0.000000,-10.949999,,-9.791686,-10.949999,,"","D1 PROFILE",
"82822900000051","Nodes","51",21.000000,23.336613,"Default Known Flow Node","Known Flow",417125.754660,141405.315688,,0.000000,,,0.000000,0.000000,,"",,
"82822900000052","Nodes","52",21.000000,23.126983,"DDS demands","Known Flow",417017.879630,141475.190707,,0.000000,-9.890000,,-8.843815,-9.890000,,"","D1 PROFILE",
"82822900000053","Nodes","53",21.000000,22.893083,"DDS demands","Known Flow",416866.504589,141556.565729,,0.000000,-5.209999,,-4.658875,-5.209999,,"","D1 PROFILE",
"82822900000042","Nodes","42",21.000000,31.584514,"DDS demands","Known Flow",416716.454548,140946.413563,,0.000000,-1.490000,,-1.332384,-1.490000,,"","D1 PROFILE",
"82822900000207","Nodes",,21.000000,35.649767,"Default Known Flow Node","Known Flow",416962.754615,141039.315588,,0.000000,,,0.000000,0.000000,,"",,
"82822900000209","Nodes",,21.000000,35.340508,"Default Known Flow Node","Known Flow",416910.754601,141026.565585,,0.000000,,,0.000000,0.000000,,"",,
"82822900000208","Nodes",,21.000000,35.340681,"Default Known Flow Node","Known Flow",416988.129622,140932.565559,,0.000000,,,0.000000,0.000000,,"",,
"82822900000256","Nodes",,21.000000,34.595101,"Default Known Flow Node","Known Flow",417165.398670,140914.932554,,0.000000,,,0.000000,0.000000,,"",,
"82822900000257","Nodes",,21.000000,34.771025,"Default Known Flow Node","Known Flow",417163.764670,140954.660565,,0.000000,,,0.000000,0.000000,,"",,
"82822900000286","Nodes",,21.000000,35.436512,"Default Known Flow Node","Known Flow",416917.254603,141080.065599,,0.000000,,,0.000000,0.000000,,"",,
"82822900000300","Nodes",,21.000000,35.649767,"Default Known Flow Node","Known Flow",416962.879615,141040.315588,,0.000000,,,0.000000,0.000000,,"",,
"82822900000064","Nodes","64",21.000000,31.999516,"DDS demands","Known Flow",416831.854580,140748.620509,,0.000000,-12.060000,,-10.784268,-12.060000,,"","D1 PROFILE",
"82822900000088","Nodes","88",21.000000,35.318550,"DDS demands","Known Flow",416860.478587,140999.255577,,0.000000,-5.709999,,-5.105984,-5.709999,,"","D1 PROFILE",
"82822900000100","Nodes","100",21.000000,31.482212,"DDS demands","Known Flow",416928.579606,140911.507553,,0.000000,-1.980000,,-1.770551,-1.980000,,"","D1 PROFILE",
"82822900000099","Nodes","99",21.000000,31.584584,"DDS demands","Known Flow",416717.812549,140932.356559,,0.000000,-0.750000,,-0.670663,-0.750000,,"","D1 PROFILE",
"82822900000091","Nodes","91",21.000000,35.318550,"Default Known Flow Node","Known Flow",416799.504571,141033.815587,,0.000000,,,0.000000,0.000000,,"",,
"82822900008000","Nodes","8000",21.000000,31.584566,"Default Known Flow Node","Known Flow",416717.480698,140935.791628,,0.000000,,,0.000000,0.000000,,"",,
"82822900000060","Nodes","60",21.000000,34.182124,"DDS demands","Known Flow",417089.290661,140893.472585,,0.000000,-22.370001,,-20.003655,-22.370001,,"","D1 PROFILE",
"82822900000076","Nodes","76",21.000000,34.586685,"Default Known Flow Node","Known Flow",416843.379583,141156.315620,,0.000000,,,0.000000,0.000000,,"",,
"82822900000087","Nodes","87",21.000000,35.370015,"DDS demands","Known Flow",416891.037473,141001.609157,,0.000000,-1.200000,,-1.073061,-1.200000,,"","D1 PROFILE",
"82822900000086","Nodes","86",21.000000,35.337800,"DDS demands","Known Flow",416939.629609,141004.440579,,0.000000,-0.880000,,-0.786911,-0.880000,,"","D1 PROFILE",
