"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82002200000484","Nodes","484",21.000000,28.334473,"DDS demands","Known Flow",393544.861365,86267.356248,,0.000000,,,,,,-17.399999,,,,,-15.559390,-17.399999,,"",,,,,,"D1 PROFILE",,,,
"82002200008007","Nodes","Logger 3169, Arne Road",21.000000,28.414619,"Val Log Cath","Known Flow",393542.347746,86277.423199,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82002200000495","Nodes","495",21.000000,28.664369,"Default Known Flow Node","Known Flow",393538.030586,86309.096170,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82002200001214","Nodes","1214",21.000000,24.075502,"DDS demands","Known Flow",391988.221863,88876.711055,,0.000000,,,,,,-7.889999,,,,,-7.055379,-7.889999,,"",,,,,,"D1 PROFILE",,,,
"82002200008006","Nodes","Logger 1317, Tarrant Drive",21.000000,24.075280,"Val Log Cath","Known Flow",391970.930593,88872.018126,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82002200001219","Nodes","1219",21.000000,24.064922,"DDS demands","Known Flow",391894.662794,88834.470383,,0.000000,,,,,,-12.119999,,,,,-10.837920,-12.119999,,"",,,,,,"D1 PROFILE",,,,
"82002200000144","Nodes","144",21.000000,25.081330,"DDS demands","Known Flow",392906.751069,90057.493716,,0.000000,,,,,,-6.740000,,,,,-6.027028,-6.740000,,"",,,,,,"D1 PROFILE",,,,
"82002200008005","Nodes","Logger 3170, Filleul Road",21.000000,25.040875,"Val Log Cath","Known Flow",392915.066438,90079.219929,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82002200000143","Nodes","143",21.000000,24.966995,"DDS demands","Known Flow",393007.138097,90045.506712,,0.000000,,,,,,-24.860000,,,,,-22.230256,-24.860000,,"",,,,,,"D1 PROFILE",,,,
"82002200000200","Nodes","200",21.000000,24.092008,"DDS demands","Known Flow",392035.850292,88834.761801,,0.000000,,,,,,-4.909999,,,,,-4.390609,-4.909999,,"",,,,,,"D1 PROFILE",,,,
"82002200000201","Nodes","201",21.000000,24.089138,"DDS demands","Known Flow",392028.131573,88843.478785,,0.000000,,,,,,-6.099999,,,,,-5.454729,-6.099999,,"",,,,,,"D1 PROFILE",,,,
"82002200011078","Nodes","-299574",21.000000,24.078751,"Default Known Flow Node","Known Flow",391994.783340,88872.781306,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82002200000198","Nodes","198",21.000000,24.078654,"DDS demands","Known Flow",392124.910857,88734.741356,,0.000000,,,,,,-8.770000,,,,,-7.842291,-8.770000,,"",,,,,,"D1 PROFILE",,,,
"82002200000199","Nodes","199",21.000000,24.062160,"DDS demands","Known Flow",392081.012427,88789.432436,,0.000000,,,,,,-3.540000,,,,,-3.165531,-3.540000,,"",,,,,,"D1 PROFILE",,,,
"82002200000329","Nodes","329",21.000000,22.348866,"DDS demands","Known Flow",392349.213072,88757.171962,,0.000000,-9.840000,,,,,-21.540001,,,,,-28.060559,-31.380001,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82002200000328","Nodes","328",21.000000,22.474911,"DDS demands","Known Flow",392470.190367,88951.134819,,0.000000,,,,,,-3.010000,,,,,-2.691595,-3.010000,,"",,,,,,"D1 PROFILE",,,,
"82002200011045","Nodes","-252776",21.000000,22.759982,"Default Known Flow Node","Known Flow",392498.692333,88993.347989,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82002200000605","Nodes","605",21.000000,36.619961,"Default Known Flow Node","Known Flow",392059.232671,88187.901767,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82002200000017","Nodes","17",21.000000,36.779023,"DDS demands","Known Flow",392020.676319,88166.908977,,0.000000,,,,-6.000000,,,,,,,-5.365307,-6.000000,,"",,,,"C4 PROFILE",,,,,,
"82002200000529","Nodes","529",21.000000,36.962746,"Default Known Flow Node","Known Flow",392022.347829,88146.599196,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82002200000167","Nodes","167",21.000000,25.024394,"DDS demands","Known Flow",393051.879869,89889.521443,,0.000000,,,,,,-18.839999,,,,,-16.847065,-18.839999,,"",,,,,,"D1 PROFILE",,,,
"82002200000333","Nodes","333",21.000000,25.088454,"DDS demands","Known Flow",393050.052108,89747.143631,,0.000000,,,,,,-8.779999,,,,,-7.851233,-8.779999,,"",,,,,,"D1 PROFILE",,,,
"82002200000028","Nodes","28",21.000000,37.137268,"DDS demands","Known Flow",392589.610983,87586.045043,,0.000000,,,,,,-3.170000,,,,,-2.834670,-3.170000,,"",,,,,,"D1 PROFILE",,,,
"82002200000027","Nodes","27",21.000000,37.140774,"Default Known Flow Node","Known Flow",392574.143445,87579.950767,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82002200000522","Nodes","522",21.000000,37.151570,"DDS demands","Known Flow",392526.480571,87561.189392,,0.000000,-5.209999,,,,,-4.309999,,,,,-8.512954,-9.519999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82002200000577","Nodes","577",21.000000,39.780630,"DDS demands","Known Flow",392664.459918,85719.017081,,0.000000,,,,,,-17.569999,,,,,-15.711408,-17.569999,,"",,,,,,"D1 PROFILE",,,,
"82002200000576","Nodes","576",21.000000,39.954100,"Default Known Flow Node","Known Flow",392653.997638,85710.969237,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82002200000015","Nodes","Corfe Road DG, Constant/Seasonal, Site ID 3022",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",392651.229000,85708.839532,,2099.999985,,,,,,,,,,,336.660101,376.485516,,"",,,,,,,,,,
