"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"82120900000978","Nodes","-978","21.000000","33.919582","Default Known Flow Node","Known Flow","372501.742517","86706.175804","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900310970","Nodes","-310970","21.000000","22.758804","DDS demands","Known Flow","372401.492490","86336.175703","","0.000000","","","","","-6.500000","","","-5.812416","-6.500000","","","","","","","D1 PROFILE","",""
"82120900000017","Nodes","17","21.000000","28.538969","DDS demands","Known Flow","372746.367583","86396.175719","","0.000000","","","","","-1.850000","","","-1.654303","-1.850000","","","","","","","D1 PROFILE","",""
"82120900000018","Nodes","18","21.000000","28.391441","DDS demands","Known Flow","372825.867605","86381.675715","","0.000000","","","","","-7.960000","","","-7.117974","-7.960000","","","","","","","D1 PROFILE","",""
"82120900000077","Nodes","77","21.000000","23.817074","DDS demands","Known Flow","372413.867493","86151.300653","","0.000000","","","","","-3.469999","","","-3.102936","-3.469999","","","","","","","D1 PROFILE","",""
"82120900000065","Nodes","65","21.000000","30.178295","DDS demands","Known Flow","372670.742563","86485.550744","","0.000000","","","","","-2.099999","","","-1.877857","-2.099999","","","","","","","D1 PROFILE","",""
"82120900000014","Nodes","14","21.000000","29.783289","DDS demands","Known Flow","372681.955609","86473.391770","","0.000000","","","","","-5.460000","","","-4.882429","-5.460000","","","","","","","D1 PROFILE","",""
"82120900000066","Nodes","66","21.000000","30.221569","DDS demands","Known Flow","372618.742549","86464.425738","","0.000000","","","","","-0.230000","","","-0.205670","-0.230000","","","","","","","D1 PROFILE","",""
"82120900000074","Nodes","74","21.000000","28.902707","DDS demands","Known Flow","372713.900497","86425.580615","","0.000000","","","","","-2.219999","","","-1.985163","-2.219999","","","","","","","D1 PROFILE","",""
"82120900000075","Nodes","75","21.000000","28.953261","DDS demands","Known Flow","372756.367586","86489.300745","","0.000000","","","","","-2.529999","","","-2.262371","-2.529999","","","","","","","D1 PROFILE","",""
"82120900000016","Nodes","16","21.000000","28.539485","Default Known Flow Node","Known Flow","372744.367583","86395.050719","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900006030","Nodes","-6030","21.000000","28.539485","Default Known Flow Node","Known Flow","372725.492578","86386.175717","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000028","Nodes","28","21.000000","33.882812","DDS demands","Known Flow","373052.867667","86404.425722","","0.000000","","","","","-4.449999","","","-3.979269","-4.449999","","","","","","","D1 PROFILE","",""
"82120900000029","Nodes","29","21.000000","33.916983","DDS demands","Known Flow","373209.742710","86352.925708","","0.000000","","","","","-4.999999","","","-4.471089","-4.999999","","","","","","","D1 PROFILE","",""
"82120900005196","Nodes","-5196","21.000000","33.999999","Default Known Flow Node","Known Flow","373046.702665","86395.978719","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000027","Nodes","27","21.000000","28.018259","DDS demands","Known Flow","373087.895221","86478.221751","","0.000000","-6.000000","","","","-4.889999","","","-9.738032","-10.889999","","","C1 PROFILE","","","","D1 PROFILE","",""
"82120900000030","Nodes","30","21.000000","26.659141","DDS demands","Known Flow","373130.242688","86461.425737","","0.000000","","","","-6.150000","-5.550000","","","-10.462349","-11.700000","","","","","","C4 PROFILE","D1 PROFILE","",""
"82120900000082","Nodes","82","21.000000","26.111032","DDS demands","Known Flow","373177.617701","86491.300745","","0.000000","","","","","-3.329999","","","-2.977745","-3.329999","","","","","","","D1 PROFILE","",""
"82120900000005","Nodes","5, HIGH TREES DG, Site ID 3529","21.000000","33.999999","Default Known Pressure Node","Known Pressure","373047.091960","86395.811745","","419.999989","","","","","","","","87.284303","97.609655","","","","","","","","",""
"82120900000015","Nodes","15","21.000000","29.057464","DDS demands","Known Flow","372750.617585","86555.925763","","0.000000","","","","","-12.000000","","","-10.730614","-12.000000","","","","","","","D1 PROFILE","",""
"82120900000991","Nodes","-991","21.000000","29.013800","Default Known Flow Node","Known Flow","372792.867596","86597.800774","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000040","Nodes","40","21.000000","28.174503","DDS demands","Known Flow","372848.492611","86597.175774","","0.000000","","","","","-1.070000","","","-0.956813","-1.070000","","","","","","","D1 PROFILE","",""
"82120900000062","Nodes","62","21.000000","27.358993","DDS demands","Known Flow","372951.992639","86607.425777","","0.000000","","","","","-2.900000","","","-2.593232","-2.900000","","","","","","","D1 PROFILE","",""
"82120900000049","Nodes","49","21.000000","27.303353","DDS demands","Known Flow","372999.492652","86557.175763","","0.000000","","","","","-2.720000","","","-2.432272","-2.720000","","","","","","","D1 PROFILE","",""
"82120900006031","Nodes","-6031","21.000000","28.251151","Default Known Flow Node","Known Flow","372892.242623","86511.050751","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000021","Nodes","21","21.000000","28.072454","DDS demands","Known Flow","372957.479386","86530.083420","","0.000000","","","","","-3.420000","","","-3.058225","-3.420000","","","","","","","D1 PROFILE","",""
"82120900310979","Nodes","-310979","21.000000","33.862558","Default Known Flow Node","Known Flow","372553.367531","86728.800810","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900310973","Nodes","-310973","21.000000","33.949264","Default Known Flow Node","Known Flow","372481.492511","86663.550792","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000033","Nodes","33","21.000000","33.590946","DDS demands","Known Flow","372596.992543","86707.175804","","0.000000","","","","","-7.620000","","","-6.813940","-7.620000","","","","","","","D1 PROFILE","",""
"82120900310985","Nodes","-310985","21.000000","33.584961","Default Known Flow Node","Known Flow","372597.483004","86706.930573","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000051","Nodes","51","21.000000","31.987949","DDS demands","Known Flow","372718.742576","86634.300784","","0.000000","","","","","-14.009999","","","-12.527992","-14.009999","","","","","","","D1 PROFILE","",""
"82120900310988","Nodes","-310988","21.000000","30.890305","Default Known Flow Node","Known Flow","372649.492557","86514.550751","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900310992","Nodes","-310992","21.000000","31.964103","Default Known Flow Node","Known Flow","372717.367576","86631.050783","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000013","Nodes","13","21.000000","30.914907","DDS demands","Known Flow","372650.117557","86515.675752","","0.000000","","","","","-9.729999","","","-8.700739","-9.729999","","","","","","","D1 PROFILE","",""
"82120900000041","Nodes","41","21.000000","28.134102","DDS demands","Known Flow","372825.617605","86547.550760","","0.000000","","","","","-5.010000","","","-4.480031","-5.010000","","","","","","","D1 PROFILE","",""
"82120900000024","Nodes","24","21.000000","28.061699","DDS demands","Known Flow","372966.492643","86534.050757","","0.000000","","","","","-3.589999","","","-3.210242","-3.589999","","","","","","","D1 PROFILE","",""
"82120900311019","Nodes","-311019","21.000000","28.072454","Default Known Flow Node","Known Flow","372990.242650","86504.425749","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000036","Nodes","36","21.000000","31.870111","DDS demands","Known Flow","372540.130418","86584.071429","","0.000000","","","","","-6.429999","","","-5.749820","-6.429999","","","","","","","D1 PROFILE","",""
"82120900000034","Nodes","34","21.000000","33.235158","DDS demands","Known Flow","372576.346983","86680.941972","","0.000000","","","","","-9.370000","","","-8.378822","-9.370000","","","","","","","D1 PROFILE","",""
"82120900000052","Nodes","52","21.000000","31.880068","DDS demands","Known Flow","372729.242579","86628.550783","","0.000000","","","","","-2.400000","","","-2.146123","-2.400000","","","","","","","D1 PROFILE","",""
"82120900000054","Nodes","54","21.000000","31.875223","DDS demands","Known Flow","372752.492585","86605.050776","","0.000000","","","","","-1.450000","","","-1.296616","-1.450000","","","","","","","D1 PROFILE","",""
"82120900000987","Nodes","-987","21.000000","31.820117","Default Known Flow Node","Known Flow","372741.617582","86648.675788","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000067","Nodes","67","21.000000","31.467884","DDS demands","Known Flow","372775.367591","86669.550794","","0.000000","","","","","-6.309999","","","-5.642515","-6.309999","","","","","","","D1 PROFILE","",""
"82120900000035","Nodes","35","21.000000","33.364372","DDS demands","Known Flow","372483.242512","86614.175779","","0.000000","","","","","-1.970000","","","-1.761609","-1.970000","","","","","","","D1 PROFILE","",""
"82120900000063","Nodes","63","21.000000","27.322968","Default Known Flow Node","Known Flow","372995.617651","86550.800761","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000050","Nodes","50","21.000000","27.193181","DDS demands","Known Flow","373028.117660","86545.550760","","0.000000","","","","","-2.900000","","","-2.593232","-2.900000","","","","","","","D1 PROFILE","",""
"82120900000026","Nodes","26","21.000000","27.357544","DDS demands","Known Flow","373040.617664","86516.925752","","0.000000","","","","","-12.939999","","","-11.571179","-12.939999","","","","","","","D1 PROFILE","",""
"82120900002057","Nodes","-2057","21.000000","31.443814","Default Known Flow Node","Known Flow","373193.117705","86994.925882","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900002058","Nodes","-2058","21.000000","31.443814","Default Known Flow Node","Known Flow","373200.992707","86993.800882","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000070","Nodes","70","21.000000","30.822807","DDS demands","Known Flow","373400.742762","87079.925905","","0.000000","","","","","-5.780000","","","-5.168579","-5.780000","","","","","","","D1 PROFILE","",""
"82120900000058","Nodes","58","21.000000","31.065717","DDS demands","Known Flow","373227.989801","87021.871993","","0.000000","","","","","-6.179999","","","-5.526266","-6.179999","","","","","","","D1 PROFILE","",""
"82120900008000","Nodes","8000","21.000000","30.292048","DDS demands","Known Flow","373300.992734","87094.925909","","0.000000","","","","","-10.029999","","","-8.969005","-10.029999","","","","","","","D1 PROFILE","",""
"82120900002068","Nodes","-2068","21.000000","46.282914","Default Known Flow Node","Known Flow","373302.935028","87323.966335","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000056","Nodes","56","21.000000","46.129022","DDS demands","Known Flow","373304.117735","87323.425972","","0.000000","","","","","-4.019999","","","-3.594755","-4.019999","","","","","","","D1 PROFILE","",""
"82120900000091","Nodes","91","21.000000","43.500796","DDS demands","Known Flow","373367.242752","87291.425963","","0.000000","","","","","-6.760000","","","-6.044912","-6.760000","","","","","","","D1 PROFILE","",""
"82120900000084","Nodes","84","21.000000","42.579121","DDS demands","Known Flow","373324.492741","87409.675995","","0.000000","","","","","-23.320000","","","-20.853161","-23.320000","","","","","","","D1 PROFILE","",""
"82120900002064","Nodes","-2064","21.000000","44.841515","Default Known Flow Node","Known Flow","373284.117730","87361.925982","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000059","Nodes","59","21.000000","30.854110","DDS demands","Known Flow","373227.742714","87094.050909","","0.000000","","","","","-6.900000","","","-6.170103","-6.900000","","","","","","","D1 PROFILE","",""
"82120900002063","Nodes","-2063","21.000000","47.097749","Default Known Flow Node","Known Flow","373238.867717","87185.050934","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000096","Nodes","96","21.000000","46.482378","DDS demands","Known Flow","373330.992743","87151.425925","","0.000000","","","","","-10.199999","","","-9.121022","-10.199999","","","","","","","D1 PROFILE","",""
"82120900002067","Nodes","-2067","21.000000","47.134127","Default Known Flow Node","Known Flow","373302.986871","87300.427006","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000055","Nodes","55","21.000000","47.796199","DDS demands","Known Flow","373302.742735","87299.050965","","0.000000","","","","","-0.970000","","","-0.867391","-0.970000","","","","","","","D1 PROFILE","",""
"82120900000092","Nodes","92","21.000000","43.499000","DDS demands","Known Flow","373370.992753","87275.425959","","0.000000","","","","","-1.259999","","","-1.126714","-1.259999","","","","","","","D1 PROFILE","",""
"82120900000094","Nodes","94","21.000000","42.768138","DDS demands","Known Flow","373424.867768","87296.925964","","0.000000","","","","","-1.779999","","","-1.591707","-1.779999","","","","","","","D1 PROFILE","",""
"82120900002659","Nodes","-2659","21.000000","49.503378","Default Known Flow Node","Known Flow","373305.867736","87299.050965","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000006","Nodes","6, KNIGHTON LANE/Oakwood DG, no Site ID","21.000000","49.999998","Default Known Pressure Node","Known Pressure","373306.117736","87298.175965","","359.999986","","","","","","","","128.990931","144.249998","","","","","","","","",""
"82120900000085","Nodes","85","21.000000","41.398035","DDS demands","Known Flow","373184.867703","87553.301034","","0.000000","","","","","-8.859999","","","-7.922770","-8.859999","","","","","","","D1 PROFILE","",""
"82120900000101","Nodes","101","21.000000","41.355230","Default Known Flow Node","Known Flow","373190.617704","87586.051043","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000090","Nodes","90","21.000000","29.730996","DDS demands","Known Flow","373212.242710","87637.051057","","0.000000","","","","","-3.609999","","","-3.228126","-3.609999","","","","","","","D1 PROFILE","",""
"82120900000102","Nodes","102","21.000000","38.020646","DDS demands","Known Flow","373362.617751","87606.676049","","0.000000","","","","","-5.389999","","","-4.819834","-5.389999","","","","","","","D1 PROFILE","",""
"82120900000086","Nodes","86","21.000000","39.357046","DDS demands","Known Flow","373385.867757","87525.926027","","0.000000","","","","","-6.780000","","","-6.062797","-6.780000","","","","","","","D1 PROFILE","",""
"82120900000087","Nodes","87","21.000000","39.309395","DDS demands","Known Flow","373333.492743","87532.551028","","0.000000","","","","","-1.120000","","","-1.001524","-1.120000","","","","","","","D1 PROFILE","",""
"82120900008002","Nodes","8002","21.000000","22.691302","Default Known Flow Node","Known Flow","372383.493879","86350.553291","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008001","Nodes","8001","21.000000","25.855506","Default Known Flow Node","Known Flow","373136.867690","86525.550754","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900000600","Nodes","-600","21.000000","25.855506","Default Known Flow Node","Known Flow","373136.101953","86526.066154","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008007","Nodes","","21.000000","22.485183","Default Known Flow Node","Known Flow","372265.742453","86228.425674","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008028","Nodes","","21.000000","23.361509","Default Known Flow Node","Known Flow","372480.854511","86284.548689","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008029","Nodes","","21.000000","23.405618","Default Known Flow Node","Known Flow","372548.560530","86323.231699","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008040","Nodes","","21.000000","31.601627","Default Known Flow Node","Known Flow","372759.242587","86679.800796","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008083","Nodes","","21.000000","28.394704","Default Known Flow Node","Known Flow","372846.250611","86411.689723","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008087","Nodes","","21.000000","28.394704","Default Known Flow Node","Known Flow","372865.374837","86417.507466","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008086","Nodes","","21.000000","28.351008","Default Known Flow Node","Known Flow","372833.850778","86457.971552","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008084","Nodes","","21.000000","28.307319","Default Known Flow Node","Known Flow","372888.555622","86451.571734","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008107","Nodes","","21.000000","41.672297","Default Known Flow Node","Known Flow","373209.938440","87504.578659","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008108","Nodes","","21.000000","41.672297","Default Known Flow Node","Known Flow","373254.523722","87525.650027","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008119","Nodes","","21.000000","31.186409","Default Known Flow Node","Known Flow","373280.253729","86975.069877","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008120","Nodes","","21.000000","31.186409","Default Known Flow Node","Known Flow","373275.322727","86941.076868","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82120900008121","Nodes","","21.000000","31.186409","Default Known Flow Node","Known Flow","373281.545646","86983.977080","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"821209-2","Nodes","2,Plots 1 & 2 @ Apple Orchard Farmyard, 10799","21.000000","29.748935","Point Loads","Known Flow","373231.894864","87638.637877","","0.000000","","","","","","-20.260001","","-18.116855","-20.260001","","","","","","","","PL-AF PROFILE",""
"82120900000272","Nodes","","21.000000","22.745672","Point Loads","Known Flow","372362.223084","86273.768287","","0.000000","","","","","","","-11.079999","0.000000","0.000000","","","","","","","","","PL-PL PROFILE"
