"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"82019800001019","Nodes","1019","21.000000","45.786923","DDS demands","Known Flow","362234.387723","90201.824755","","0.000000","","","-2.319999","","","-2.074585","-2.319999","","","","","D1 PROFILE","",""
"82019800001020","Nodes","1020","21.000000","43.548891","DDS demands","Known Flow","362374.571391","90156.811968","","0.000000","","","-4.439999","","","-3.970327","-4.439999","","","","","D1 PROFILE","",""
"82019800001021","Nodes","1021","21.000000","43.361407","DDS demands","Known Flow","362331.350749","90142.071739","","0.000000","","","-7.620000","","","-6.813940","-7.620000","","","","","D1 PROFILE","",""
"82019800000015","Nodes","15","21.000000","47.357598","DDS demands","Known Flow","364620.854372","89077.792449","","0.000000","","","-5.670000","","","-5.070216","-5.670000","","","","","D1 PROFILE","",""
"82019800000011","Nodes","11","21.000000","48.346396","DDS demands","Known Flow","364362.487302","88978.768422","","0.000000","","","-0.839999","","","-0.751143","-0.839999","","","","","D1 PROFILE","",""
"82019800001002","Nodes","1002","21.000000","48.322852","DDS demands","Known Flow","364339.435296","88931.392409","","0.000000","","","-1.869999","","","-1.672187","-1.869999","","","","","D1 PROFILE","",""
"82019800001004","Nodes","1004","21.000000","48.055165","DDS demands","Known Flow","361827.728612","90543.598848","","0.000000","","","-11.929999","","","-10.668019","-11.929999","","","","","D1 PROFILE","",""
"82019800001030","Nodes","1030","21.000000","44.141638","DDS demands","Known Flow","361665.855112","90482.755710","","0.000000","","","-10.249999","","","-9.165733","-10.249999","","","","","D1 PROFILE","",""
"82019800001028","Nodes","1028","21.000000","44.437011","DDS demands","Known Flow","361700.368578","90474.973829","","0.000000","","","-2.720000","","","-2.432272","-2.720000","","","","","D1 PROFILE","",""
"82019800001009","Nodes","1009","21.000000","48.505725","DDS demands","Known Flow","361964.591038","90471.681506","","0.000000","","","-6.309999","","-3.859999","-9.094196","-10.169999","","","","","D1 PROFILE","","I2 PROFILE"
"82019800001025","Nodes","1025","21.000000","47.000150","DDS demands","Known Flow","361937.394987","90477.385631","","0.000000","","","-4.610000","","","-4.122344","-4.610000","","","","","D1 PROFILE","",""
"82019800001005","Nodes","1005","21.000000","47.711270","Default Known Flow Node","Known Flow","361824.921924","90527.019058","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800001029","Nodes","1029","21.000000","44.400444","DDS demands","Known Flow","361717.252246","90466.061046","","0.000000","","","-5.310000","","","-4.748297","-5.310000","","","","","D1 PROFILE","",""
"82019800001012","Nodes","1012","21.000000","47.323316","DDS demands","Known Flow","362164.100015","90365.208913","","0.000000","","","-2.099999","","","-1.877857","-2.099999","","","","","D1 PROFILE","",""
"82019800001010","Nodes","1010","21.000000","47.361338","Default Known Flow Node","Known Flow","362187.572699","90356.436044","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800000038","Nodes","38","21.000000","44.034838","DDS demands","Known Flow","364864.540439","88785.203369","","0.000000","","","-4.630000","","","-4.140228","-4.630000","","","","","D1 PROFILE","",""
"82019800001013","Nodes","1013","21.000000","47.606964","DDS demands","Known Flow","362079.234471","90411.959025","","0.000000","","","-6.380000","","","-5.705110","-6.380000","","","","","D1 PROFILE","",""
"82019800000009","Nodes","9","21.000000","48.337733","DDS demands","Known Flow","364428.446320","88967.615419","","0.000000","","-4.039999","-2.689999","","","-6.018086","-6.729999","","","","C4 PROFILE","D1 PROFILE","",""
"82019800000010","Nodes","10","21.000000","48.304404","DDS demands","Known Flow","364465.052330","88927.095408","","0.000000","","","-2.689999","","","-2.405446","-2.689999","","","","","D1 PROFILE","",""
"82019800001016","Nodes","1016","21.000000","36.184471","DDS demands","Known Flow","362883.290804","89790.414841","","0.000000","-62.439998","","","","","-55.834966","-62.439998","","","C2 PROFILE","","","",""
"82019800001017","Nodes","1017","21.000000","36.327974","DDS demands","Known Flow","362856.668892","89841.892657","","0.000000","","","-4.880000","","","-4.363783","-4.880000","","","","","D1 PROFILE","",""
"82019800000013","Nodes","13","21.000000","48.898253","DDS demands","Known Flow","364518.168344","88926.049408","","0.000000","","","-1.609999","","","-1.439690","-1.609999","","","","","D1 PROFILE","",""
"82019800000014","Nodes","14","21.000000","48.868840","DDS demands","Known Flow","364608.517382","88975.315805","","0.000000","","","-0.129999","","","-0.116248","-0.129999","","","","","D1 PROFILE","",""
"82019800001027","Nodes","1027","21.000000","45.017171","DDS demands","Known Flow","361707.316120","90504.165225","","0.000000","","","-3.880000","","","-3.469565","-3.880000","","","","","D1 PROFILE","",""
"82019800001008","Nodes","1008","21.000000","46.857358","DDS demands","Known Flow","361719.162183","90543.561503","","0.000000","","","-3.589999","","","-3.210242","-3.589999","","","","","D1 PROFILE","",""
"82019800001011","Nodes","1011","21.000000","47.571051","DDS demands","Known Flow","362189.007584","90387.753565","","0.000000","","","-4.289999","","","-3.836194","-4.289999","","","","","D1 PROFILE","",""
"82019800000041","Nodes","41","21.000000","40.738638","DDS demands","Known Flow","365059.283492","88811.288376","","0.000000","","","-6.670000","","","-5.964433","-6.670000","","","","","D1 PROFILE","",""
"82019800000042","Nodes","42","21.000000","40.688271","DDS demands","Known Flow","365114.578507","88796.162372","","0.000000","","","-3.559999","","","-3.183415","-3.559999","","","","","D1 PROFILE","",""
"82019800001022","Nodes","1022","21.000000","41.573519","DDS demands","Known Flow","362467.939915","90046.171531","","0.000000","","","-4.639999","","","-4.149170","-4.639999","","","","","D1 PROFILE","",""
"82019800001023","Nodes","1023","21.000000","41.486864","DDS demands","Known Flow","362506.568797","90033.289709","","0.000000","","","-7.900000","","","-7.064321","-7.900000","","","","","D1 PROFILE","",""
"82019800001031","Nodes","1031","21.000000","43.771343","DDS demands","Known Flow","361605.734802","90474.761096","","0.000000","","","-10.189999","","","-9.112080","-10.189999","","","","","D1 PROFILE","",""
"82019800001000","Nodes","1000","21.000000","40.954733","DDS demands","Known Flow","365107.590750","88870.996779","","0.000000","","","-1.059999","","","-0.947870","-1.059999","","","","","D1 PROFILE","",""
"82019800001018","Nodes","1018","21.000000","38.862760","DDS demands","Known Flow","362775.238870","89836.426655","","0.000000","","","-7.050000","","","-6.304236","-7.050000","","","","","D1 PROFILE","",""
"82019800001015","Nodes","1015","21.000000","39.961654","DDS demands","Known Flow","362952.758513","89779.491600","","0.000000","","","-1.949999","","","-1.743724","-1.949999","","","","","D1 PROFILE","",""
"82019800000018","Nodes","18","21.000000","48.695296","DDS demands","Known Flow","364635.582376","88972.647420","","0.000000","","","-0.029999","","","-0.026826","-0.029999","","","","","D1 PROFILE","",""
"82019800000019","Nodes","19","21.000000","48.572074","DDS demands","Known Flow","364632.449882","88914.884423","","0.000000","","","-8.060000","","","-7.207396","-8.060000","","","","","D1 PROFILE","",""
"82019800000030","Nodes","30","21.000000","42.764912","DDS demands","Known Flow","364969.816467","88870.372393","","0.000000","","","-9.249999","","","-8.271515","-9.249999","","","","","D1 PROFILE","",""
"82019800001035","Nodes","1035","21.000000","46.720566","DDS demands","Known Flow","361563.532541","90592.557861","","0.000000","","","-5.810000","","","-5.195405","-5.810000","","","","","D1 PROFILE","",""
"82019800001007","Nodes","1007","21.000000","47.113768","DDS demands","Known Flow","361724.600415","90544.079361","","0.000000","","","-0.319999","","","-0.286149","-0.319999","","","","","D1 PROFILE","",""
"82019800000020","Nodes","20","21.000000","47.660866","DDS demands","Known Flow","364708.523349","88970.359758","","0.000000","","","-0.930000","","","-0.831622","-0.930000","","","","","D1 PROFILE","",""
"82019800000021","Nodes","21","21.000000","47.633697","DDS demands","Known Flow","364705.926396","88907.976403","","0.000000","","","-4.289999","","","-3.836194","-4.289999","","","","","D1 PROFILE","",""
"82019800001024","Nodes","1024","21.000000","46.884991","DDS demands","Known Flow","361911.442096","90426.162944","","0.000000","","","-3.650000","","","-3.263895","-3.650000","","","","","D1 PROFILE","",""
"82019800000031","Nodes","31","21.000000","41.813963","DDS demands","Known Flow","364958.185464","88993.938426","","0.000000","","","-12.989999","","","-11.615890","-12.989999","","","","","D1 PROFILE","",""
"82019800000008","Nodes","8","21.000000","49.292063","DDS demands","Known Flow","364491.135337","88981.121423","","0.000000","","","-9.390000","","","-8.396706","-9.390000","","","","","D1 PROFILE","",""
"82019800000012","Nodes","12","21.000000","49.080086","DDS demands","Known Flow","364525.064178","88978.077113","","0.000000","","","-8.630000","","","-7.717100","-8.630000","","","","","D1 PROFILE","",""
"82019800000016","Nodes","16","21.000000","47.040592","DDS demands","Known Flow","364513.246343","89092.925453","","0.000000","","","-6.540000","","","-5.848185","-6.540000","","","","","D1 PROFILE","",""
"82019800000017","Nodes","17","21.000000","47.306845","DDS demands","Known Flow","364656.935382","89081.597450","","0.000000","","","-8.260000","","","-7.386240","-8.260000","","","","","D1 PROFILE","",""
"82019800001006","Nodes","1006","21.000000","47.302587","DDS demands","Known Flow","361876.163984","90516.364447","","0.000000","","","-2.689999","","","-2.405446","-2.689999","","","","","D1 PROFILE","",""
"82019800000023","Nodes","23","21.000000","46.868721","Default Known Flow Node","Known Flow","364775.659388","88910.063946","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800001026","Nodes","1026","21.000000","45.010279","DDS demands","Known Flow","361694.492576","90511.869839","","0.000000","","","-2.319999","","","-2.074585","-2.319999","","","","","D1 PROFILE","",""
"82019800000002","Nodes","Copyhold Lane/Winterbourne Abbas,","21.000000","49.999998","Default Known Pressure Node","Known Pressure","361822.886611","90696.586889","","9998.999917","","","","","","168.380407","188.299090","","","","","","",""
"82019800001003","Nodes","1003","21.000000","48.824107","DDS demands","Known Flow","361833.375614","90529.790844","","0.000000","","","-1.029999","","-8.899999","-8.879583","-9.929999","","","","","D1 PROFILE","","I2 PROFILE"
"82019800000025","Nodes","25","21.000000","45.739564","DDS demands","Known Flow","364870.953440","88965.606418","","0.000000","","","-5.169999","","","-4.623106","-5.169999","","","","","D1 PROFILE","",""
"82019800000043","Nodes","43","21.000000","40.455282","DDS demands","Known Flow","365036.672486","88756.460362","","0.000000","","-0.389999","-7.289999","","","-6.867593","-7.679999","","","","C4 PROFILE","D1 PROFILE","",""
"82019800001032","Nodes","P00077272, Coach and Horses car park, 10.43scmh","22.999998","46.626016","CSEP DDS Matched","Known Flow","361560.541833","90554.780167","","0.000000","","","","-10.430000","","-9.326693","-10.430000","","","","","","DC PROFILE",""
"82019800003337","Nodes","Logger 3337","21.000000","43.861541","Log Low Point","Known Flow","364932.772457","88809.065376","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800000003","Nodes","Steepleton DG","21.000000","39.999992","Default Known Pressure Node","Known Pressure","363016.974936","89772.945638","","0.000000","","","","","","41.742906","46.680913","","","","","","",""
"82019800000224","Nodes","224","21.000000","40.804532","Default Known Flow Node","Known Flow","365085.344499","88817.765378","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800000133","Nodes","133","21.000000","47.920046","Default Known Flow Node","Known Flow","362036.541669","90437.788819","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006001","Nodes","6001","21.000000","47.905338","Default Known Flow Node","Known Flow","362039.137670","90435.876819","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006002","Nodes","6002","21.000000","48.503666","Default Known Flow Node","Known Flow","361966.929650","90470.682828","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800000034","Nodes","34","21.000000","47.950506","Default Known Flow Node","Known Flow","362033.247659","90439.587757","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800304825","Nodes","304825","21.000000","47.590493","Default Known Flow Node","Known Flow","362081.171681","90410.613812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006006","Nodes","6006","21.000000","47.098550","Default Known Flow Node","Known Flow","361914.503636","90424.797815","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006005","Nodes","6005","21.000000","47.590185","Default Known Flow Node","Known Flow","362083.713682","90409.202811","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800304826","Nodes","304826","21.000000","47.352572","Default Known Flow Node","Known Flow","362152.848732","90369.530976","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006009","Nodes","6009","21.000000","47.302587","Default Known Flow Node","Known Flow","361878.715626","90516.004840","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800000055","Nodes","55","21.000000","46.627311","Default Known Flow Node","Known Flow","361646.261563","90562.783853","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800304796","Nodes","304796","21.000000","46.622178","Default Known Flow Node","Known Flow","361644.165763","90564.107479","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006013","Nodes","6013","21.000000","48.345685","Default Known Flow Node","Known Flow","361801.835605","90495.734835","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006014","Nodes","6014","21.000000","48.430910","Default Known Flow Node","Known Flow","361813.797609","90525.168843","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006015","Nodes","6015","21.000000","44.186959","Default Known Flow Node","Known Flow","361668.402569","90482.556831","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006039","Nodes","6039","21.000000","44.452414","Default Known Flow Node","Known Flow","361703.392579","90487.936833","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006024","Nodes","6024","21.000000","46.630857","Default Known Flow Node","Known Flow","361647.950944","90562.490957","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006019","Nodes","6019","21.000000","46.668781","Default Known Flow Node","Known Flow","361552.952538","90493.740834","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006020","Nodes","6020","21.000000","46.626016","Default Known Flow Node","Known Flow","361560.410540","90553.664851","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006021","Nodes","6021","21.000000","49.199803","Default Known Flow Node","Known Flow","361825.312612","90588.743860","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006003","Nodes","6003","21.000000","49.199803","Default Known Flow Node","Known Flow","361836.627470","90616.377888","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019801462532","Nodes","1462532","21.000000","46.626016","Default Known Flow Node","Known Flow","361558.340904","90553.825232","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006025","Nodes","6025","21.000000","46.628983","DDS demands","Known Flow","361647.156563","90561.429853","","0.000000","","-12.560000","","","","-11.231377","-12.560000","","","","C4 PROFILE","","",""
"82019800006029","Nodes","6029","21.000000","48.720780","Default Known Flow Node","Known Flow","361825.295612","90494.972835","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006030","Nodes","6030","21.000000","48.720780","Default Known Flow Node","Known Flow","361844.196617","90518.403841","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800000054","Nodes","54","21.000000","46.626468","DDS demands","Known Flow","361644.689403","90561.926764","","0.000000","","","-0.750000","","","-0.670663","-0.750000","","","","","D1 PROFILE","",""
"82019800006032","Nodes","6032","21.000000","46.626016","Default Known Flow Node","Known Flow","361561.623540","90554.686851","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006033","Nodes","6033","21.000000","49.242411","Default Known Flow Node","Known Flow","361823.811611","90588.603860","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006034","Nodes","6034","21.000000","47.346880","Default Known Flow Node","Known Flow","361872.961614","90516.815761","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800304818","Nodes","304818","21.000000","47.362390","Default Known Flow Node","Known Flow","361870.422324","90517.173627","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800304821","Nodes","304821","21.000000","47.014829","Default Known Flow Node","Known Flow","361933.017176","90479.520411","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019804904540","Nodes","4904540","21.000000","49.986379","Default Known Flow Node","Known Flow","361821.239611","90698.339890","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006038","Nodes","6038","21.000000","43.771343","Default Known Flow Node","Known Flow","361607.569552","90474.597829","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006042","Nodes","6042","21.000000","45.022690","Default Known Flow Node","Known Flow","361709.573544","90504.937546","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006016","Nodes","6016","21.000000","46.865914","Default Known Flow Node","Known Flow","361721.560584","90542.700848","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006044","Nodes","6044","21.000000","48.732459","Default Known Flow Node","Known Flow","361834.380614","90523.423842","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800000046","Nodes","46","21.000000","48.723365","Default Known Flow Node","Known Flow","361841.773145","90519.265262","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006045","Nodes","6045","21.000000","47.725999","Default Known Flow Node","Known Flow","361827.424612","90526.818843","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006046","Nodes","6046","21.000000","49.966423","Default Known Flow Node","Known Flow","361819.815710","90697.168312","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006004","Nodes","6004","21.000000","45.695534","Default Known Flow Node","Known Flow","362300.990741","90226.291761","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006048","Nodes","6048","21.000000","43.529789","Default Known Flow Node","Known Flow","362377.244710","90158.800280","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006052","Nodes","6052","21.000000","41.815743","DDS demands","Known Flow","362455.589990","90062.947875","","0.000000","","","-4.519999","","","-4.041864","-4.519999","","","","","D1 PROFILE","",""
"82019800006050","Nodes","6050","21.000000","47.318652","Default Known Flow Node","Known Flow","362167.662705","90364.137799","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006053","Nodes","6053","21.000000","41.815743","Default Known Flow Node","Known Flow","362473.345788","90081.859722","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006054","Nodes","6054","21.000000","45.849175","Default Known Flow Node","Known Flow","362264.762652","90238.112802","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800304829","Nodes","304829","21.000000","45.708418","Default Known Flow Node","Known Flow","362298.767762","90227.469682","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006059","Nodes","6059","21.000000","36.334352","DDS demands","Known Flow","362885.897900","89789.789643","","0.000000","","","-0.469999","","","-0.420282","-0.469999","","","","","D1 PROFILE","",""
"82019800006135","Nodes","6135","21.000000","39.784238","Default Known Flow Node","Known Flow","362932.832946","89782.015623","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006062","Nodes","6062","21.000000","39.963963","Default Known Flow Node","Known Flow","362944.076951","89780.572563","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006061","Nodes","6061","21.000000","39.963963","Default Known Flow Node","Known Flow","362944.300916","89781.747641","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006064","Nodes","6064","21.000000","39.966265","Default Known Flow Node","Known Flow","362935.430109","89781.729772","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006136","Nodes","6136","21.000000","39.964662","Default Known Flow Node","Known Flow","362941.460779","89780.897490","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006058","Nodes","6058","21.000000","40.000707","Default Known Flow Node","Known Flow","362952.775030","89778.806139","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006137","Nodes","6137","21.000000","39.963963","Default Known Flow Node","Known Flow","362971.175601","89821.384179","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006072","Nodes","6072","21.000000","48.919327","DDS demands","Known Flow","364527.114347","88973.946421","","0.000000","","","-2.400000","","","-2.146123","-2.400000","","","","","D1 PROFILE","",""
"82019800006076","Nodes","6076","21.000000","48.862672","DDS demands","Known Flow","364537.906350","88948.154414","","0.000000","","","-1.059999","","","-0.947870","-1.059999","","","","","D1 PROFILE","",""
"82019800006077","Nodes","6077","21.000000","48.851888","DDS demands","Known Flow","364555.521355","88935.558410","","0.000000","","","-2.570000","","","-2.298140","-2.570000","","","","","D1 PROFILE","",""
"82019800006082","Nodes","6082","21.000000","46.868721","Default Known Flow Node","Known Flow","364768.714413","88959.816417","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006084","Nodes","6084","21.000000","42.220982","DDS demands","Known Flow","364998.645475","88857.010389","","0.000000","","","-2.679999","","","-2.396503","-2.679999","","","","","D1 PROFILE","",""
"82019800006085","Nodes","6085","21.000000","42.178086","Default Known Flow Node","Known Flow","364974.471469","88778.602368","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006107","Nodes","6107","21.000000","43.947094","Default Known Flow Node","Known Flow","364895.094447","88822.533380","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006088","Nodes","6088","21.000000","47.630792","Default Known Flow Node","Known Flow","364710.683397","88970.108420","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006094","Nodes","6094","21.000000","48.862454","Default Known Flow Node","Known Flow","364611.060370","88975.155421","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800305232","Nodes","305232","21.000000","48.740551","Default Known Flow Node","Known Flow","364630.847792","88972.952101","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006095","Nodes","6095","21.000000","48.280650","DDS demands","Known Flow","364612.935370","89001.990428","","0.000000","","","-2.529999","","","-2.262371","-2.529999","","","","","D1 PROFILE","",""
"82019800006096","Nodes","6096","21.000000","40.873889","DDS demands","Known Flow","365073.733679","88821.728494","","0.000000","","","-1.059999","","","-0.947870","-1.059999","","","","","D1 PROFILE","",""
"82019800006102","Nodes","6102","21.000000","40.890533","Default Known Flow Node","Known Flow","365101.245503","88837.845384","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800000004","Nodes","4","21.000000","40.890533","Default Known Flow Node","Known Flow","365096.780840","88836.028743","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006081","Nodes","6081","21.000000","48.736585","Default Known Flow Node","Known Flow","364632.964376","88972.716420","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006103","Nodes","6103","21.000000","40.804532","Default Known Flow Node","Known Flow","365086.534499","88820.544379","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006007","Nodes","6007","21.000000","47.002291","Default Known Flow Node","Known Flow","361936.026642","90478.052830","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006000","Nodes","6000","21.000000","48.347181","Default Known Flow Node","Known Flow","361808.856898","90526.113000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006075","Nodes","6075","21.000000","49.072598","Default Known Flow Node","Known Flow","364527.456347","88978.048422","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006035","Nodes","6035","21.000000","47.000150","Default Known Flow Node","Known Flow","361940.339643","90475.949829","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800000050","Nodes","50","21.000000","47.535922","Default Known Flow Node","Known Flow","361795.422952","90531.796648","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006023","Nodes","6023","21.000000","46.626016","Default Known Flow Node","Known Flow","361531.646532","90555.893851","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006018","Nodes","6018","21.000000","44.400444","Default Known Flow Node","Known Flow","361719.739583","90465.380827","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006010","Nodes","6010","21.000000","47.128887","Default Known Flow Node","Known Flow","361727.096585","90543.444848","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006134","Nodes","6134","21.000000","48.674062","Default Known Flow Node","Known Flow","361821.447016","90590.592603","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006022","Nodes","6022","21.000000","49.199803","Default Known Flow Node","Known Flow","361838.174615","90616.083868","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006008","Nodes","6008","21.000000","47.361338","Default Known Flow Node","Known Flow","362191.048711","90355.153797","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006051","Nodes","6051","21.000000","47.571051","Default Known Flow Node","Known Flow","362192.288712","90385.853805","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006065","Nodes","6065","21.000000","39.963963","Default Known Flow Node","Known Flow","362972.966924","89821.193651","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82019800006097","Nodes","6097","21.000000","40.954733","Default Known Flow Node","Known Flow","365110.395506","88870.946393","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
