"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(D1)"
"82122900000011","Nodes","11",21.000000,35.184290,"DDS demands","Known Flow",430146.500000,139981.625000,,0.000000,,-6.809999,-6.089623,-6.809999,,"",,"D1 PROFILE"
"82122900000012","Nodes","12",21.000000,34.987662,"DDS demands","Known Flow",430132.125000,139834.250000,,0.000000,-5.379999,-5.859999,-10.051008,-11.239999,,"","C1 PROFILE","D1 PROFILE"
"821229-224844","Nodes","-224844",21.000000,35.417875,"Default Known Flow Node","Known Flow",430211.375000,140166.125000,,0.000000,,,0.000000,0.000000,,"",,
"82122900000006","Nodes","6",21.000000,35.445171,"DDS demands","Known Flow",430259.875000,140082.875000,,0.000000,,-12.310000,-11.007822,-12.310000,,"",,"D1 PROFILE"
"82122900000010","Nodes","10",21.000000,35.200034,"DDS demands","Known Flow",430150.625000,139990.250000,,0.000000,,-15.640000,-13.985568,-15.640000,,"",,"D1 PROFILE"
"821229-218250","Nodes","-218250",21.000000,35.156431,"Default Known Flow Node","Known Flow",430095.750000,140019.500000,,0.000000,,,0.000000,0.000000,,"",,
"821229-221126","Nodes","-221126",21.000000,36.882983,"Default Known Flow Node","Known Flow",430263.500000,139933.375000,,0.000000,,,0.000000,0.000000,,"",,
"82122900000008","Nodes","8",21.000000,35.622989,"DDS demands","Known Flow",430218.000000,140025.750000,,0.000000,,-7.269999,-6.500963,-7.269999,,"",,"D1 PROFILE"
"821229-221125","Nodes","-221125",21.000000,35.345550,"Default Known Flow Node","Known Flow",430190.375000,139972.375000,,0.000000,,,0.000000,0.000000,,"",,
"82122900000022","Nodes","22",21.000000,37.378851,"Default Known Flow Node","Known Flow",430317.125000,139902.593750,,0.000000,,,0.000000,0.000000,,"",,
"82122900000023","Nodes","23",21.000000,37.335429,"Default Known Flow Node","Known Flow",430441.593750,139889.578125,,0.000000,,,0.000000,0.000000,,"",,
"82122900000015","Nodes","15",21.000000,37.378851,"Default Known Flow Node","Known Flow",430310.750000,139906.000000,,0.000000,,,0.000000,0.000000,,"",,
"82122900000016","Nodes","16",21.000000,37.378851,"Default Known Flow Node","Known Flow",430324.250000,139898.750000,,0.000000,,,0.000000,0.000000,,"",,
"821229-6001","Nodes","-6001",21.000000,37.418233,"Default Known Flow Node","Known Flow",430317.468750,139847.093750,,0.000000,,,0.000000,0.000000,,"",,
"821229-6000","Nodes","-6000",21.000000,37.418233,"Default Known Flow Node","Known Flow",430316.187500,139845.000000,,0.000000,,,0.000000,0.000000,,"",,
"82122900000020","Nodes","20",21.000000,37.461647,"Default Known Flow Node","Known Flow",430306.500000,139898.375000,,0.000000,,,0.000000,0.000000,,"",,
"82122900000021","Nodes","21",21.000000,37.331418,"Default Known Flow Node","Known Flow",430352.750000,139800.968750,,0.000000,,,0.000000,0.000000,,"",,
"82122900000013","Nodes","13",21.000000,35.044486,"DDS demands","Known Flow",430248.625000,139923.000000,,0.000000,,-12.749999,-11.401277,-12.749999,,"",,"D1 PROFILE"
"82122900000019","Nodes","19",21.000000,34.893700,"DDS demands","Known Flow",430227.125000,139836.125000,,0.000000,,-2.970000,-2.655827,-2.970000,,"",,"D1 PROFILE"
"82122900000002","Nodes","2, ""FALAISE ROAD SF07D""",21.000000,37.499998,"Default Known Pressure Node","Known Pressure",430304.500000,139894.875000,,2099.999985,,,83.153315,92.990003,,"",,
"821229-239307","Nodes","-239307",21.000000,37.378851,"Default Known Flow Node","Known Flow",430335.500000,139893.000000,,0.000000,,,0.000000,0.000000,,"",,
"82122900000014","Nodes","14",21.000000,37.422277,"Default Known Flow Node","Known Flow",430364.750000,139966.375000,,0.000000,,,0.000000,0.000000,,"",,
"821229-218255","Nodes","-218255",21.000000,35.412163,"Default Known Flow Node","Known Flow",430199.500000,140183.125000,,0.000000,,-1.999999,-1.788435,-1.999999,,"",,"D1 PROFILE"
"82122900000007","Nodes","7",21.000000,35.399657,"Default Known Flow Node","Known Flow",430205.375000,140191.250000,,0.000000,,-1.999999,-1.788435,-1.999999,,"",,"D1 PROFILE"
"82122900000017","Nodes","17",21.000000,35.604077,"Default Known Flow Node","Known Flow",430222.750000,140034.750000,,0.000000,,-3.999999,-3.576871,-3.999999,,"",,"D1 PROFILE"
"821229-218258","Nodes","-218258",21.000000,35.396308,"Default Known Flow Node","Known Flow",430213.125000,140191.125000,,0.000000,,-1.999999,-1.788435,-1.999999,,"",,"D1 PROFILE"
"82122900000018","Nodes","18",21.000000,35.427261,"Default Known Flow Node","Known Flow",430170.875000,140061.875000,,0.000000,,-9.999999,-8.942178,-9.999999,,"",,"D1 PROFILE"
"821229-218263","Nodes","-218263",21.000000,35.425457,"Default Known Flow Node","Known Flow",430274.500000,140092.750000,,0.000000,,,0.000000,0.000000,,"",,
"82122900000005","Nodes","5",21.000000,35.369411,"Default Known Flow Node","Known Flow",430319.875000,140074.875000,,0.000000,,-3.999999,-3.576871,-3.999999,,"",,"D1 PROFILE"
