"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)"
"82006700001084","Nodes","1084",21.000000,42.371447,"Default Known Flow Node","Known Flow",469664.131428,110547.676310,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700002993","Nodes","2993",21.000000,42.926834,"DDS demands","Known Flow",469710.893969,110511.807281,,0.000000,,,,,,,-0.920000,,,,,,,,,-0.822680,-0.920000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700003212","Nodes","3212",21.000000,28.945172,"DDS demands","Known Flow",469682.268961,112503.057823,,0.000000,,,,,,,-2.450000,,,,,,,,,-2.190834,-2.450000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700001061","Nodes","1061",21.000000,29.461699,"Default Known Flow Node","Known Flow",469699.840616,112544.441094,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003210","Nodes","3210",21.000000,29.380437,"DDS demands","Known Flow",469703.154611,112553.196756,,0.000000,,,,,,,,,,,-39.999997,,,,,-35.768714,-39.999997,,"",,,,,,,,,,,"I2 PROFILE",,,,
"82006700000690","Nodes","690",21.000000,40.211595,"DDS demands","Known Flow",469386.351353,111009.308372,,0.000000,,,,,,,-19.069999,,,,,,,,,-17.052735,-19.069999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700015425","Nodes","-35059",21.000000,24.091376,"Default Known Flow Node","Known Flow",469653.674794,117050.108622,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700002845","Nodes","2845",21.000000,24.022544,"DDS demands","Known Flow",469581.579796,117238.236971,,0.000000,,,,,,,-15.599999,,,,,,,,,-13.949799,-15.599999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700001614","Nodes","1614",21.000000,24.052906,"DDS demands","Known Flow",469666.609335,116994.470631,,0.000000,,-39.909999,,,,,-11.979999,,,,-6.000000,,,,,-51.766272,-57.889996,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,"I2 PROFILE",,,,
"82006700000150","Nodes","150",21.000000,48.662880,"DDS demands","Known Flow",468532.687730,112849.093791,,0.000000,,,,,,,-23.669999,,,,,,,,,-21.166137,-23.669999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700001018","Nodes","1018",21.000000,47.387607,"Default Known Flow Node","Known Flow",468622.018672,112932.682940,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000151","Nodes","151",21.000000,47.280441,"DDS demands","Known Flow",468628.700524,112943.593811,,0.000000,,,,,,,-26.479999,,,,,,,,,-23.678888,-26.479999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700000526","Nodes","526",21.000000,49.866157,"Default Known Flow Node","Known Flow",467115.768262,110647.682318,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700002159","Nodes","2159",21.000000,49.710769,"Default Known Flow Node","Known Flow",468854.893736,109236.431934,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000020","Nodes","Group Profile 1, Hulbert Road DG, Site ID 1111",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",468850.893735,109238.306935,,99999.988879,,,,,,,,,,,,,,,,3079.002689,3443.235919,,"",,,,,,,,,,,,,,,
"82006700001446","Nodes","1446",21.000000,49.172396,"Default Known Flow Node","Known Flow",469279.011250,111394.894629,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700002685","Nodes","2685",21.000000,49.713527,"Default Known Flow Node","Known Flow",469644.143950,109939.807126,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700002666","Nodes","P00088064, Hambledon Road, 9.69",22.999998,49.655692,"CSEP DDS Matched","Known Flow",467661.768411,110119.682175,,0.000000,,,,,,,-10.260000,-9.689999,,,,,,,,-17.839646,-19.950001,,"",,,,,,,"D1 PROFILE","DC PROFILE",,,,,,,
"82006700000023","Nodes","Group Profile 1, Hambledon Road DG, Site ID 1115",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",467657.018410,110116.182174,,99999.988879,,,,,,,,,,,,,,,,1623.214216,1815.233687,,"",,,,,,,,,,,,,,,
"82006700000086","Nodes","86",21.000000,49.916052,"Default Known Flow Node","Known Flow",469426.443901,113551.642553,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000006","Nodes","Group Profile 1, LEAD, Catherington Lane DG, Site ID 1118",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",469420.536890,113549.125108,,99999.988879,,,,,,,,,,,,,,,,1263.353444,1412.802921,,"",,,,,,,,,,,,,,,
"82006700002363","Nodes","2363",21.000000,49.796664,"DDS demands","Known Flow",468849.777606,107278.430116,,0.000000,,,,,,,-3.599999,,,,,,,,,-3.219184,-3.599999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700000410","Nodes","410",21.000000,49.534558,"Default Known Flow Node","Known Flow",470391.591297,113064.867125,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000024","Nodes","Group Profile 1, White Dirt Lane DG, Site ID 1119",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",470269.402121,115382.805607,,99999.988879,,,,,,,,,,,,,,,,2908.093920,3252.109401,,"",,,,,,,,,,,,,,,
"82006700002316","Nodes","2316",21.000000,48.038550,"Default Known Flow Node","Known Flow",466866.136981,106648.298423,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000362","Nodes","362",21.000000,39.119836,"DDS demands","Known Flow",469417.643889,112785.057900,,0.000000,,,,,,,-12.130000,,,,,,,,,-10.846863,-12.130000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008020","Nodes","Logger 1219, Victory Avenue",21.000000,39.757148,"Val Log Post","Known Flow",469498.926856,112813.532461,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700001604","Nodes","1604",21.000000,32.634204,"DDS demands","Known Flow",467932.192410,107108.652829,,0.000000,,,,,,,-23.630000,,,,,,,,,-21.130369,-23.630000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008023","Nodes","Group Point 1, Reference Point, The Thicket, Site ID 1130",21.000000,32.630949,"Referencing Low Point","Known Flow",467933.100309,107112.300856,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700001249","Nodes","1249",21.000000,32.385719,"DDS demands","Known Flow",467965.518494,107241.181391,,0.000000,,,,,,,-11.790000,,,,,,,,,-10.542829,-11.790000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008022","Nodes","Group Profile 1, Reference Point, Courts Hambledon Road, Site ID 1129",21.000000,46.248258,"Referencing Low Point","Known Flow",467991.669694,109602.457481,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700002416","Nodes","2416",21.000000,46.269760,"Default Known Flow Node","Known Flow",467977.518497,109627.182041,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700001164","Nodes","1164",21.000000,43.198938,"DDS demands","Known Flow",468023.143509,108832.181824,,0.000000,,,,,,,-6.840000,,,,,,,,,-6.116450,-6.840000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008019","Nodes","Group Profile 1, Reference Point, Laburnum Road, Site iD 1026",21.000000,43.185196,"Referencing Low Point","Known Flow",468015.156363,108838.708954,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003360","Nodes","3360",21.000000,43.175908,"DDS demands","Known Flow",467988.143500,108816.681820,,0.000000,,,,,,,-4.469999,,,,,,,,,-3.997153,-4.469999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700001055","Nodes","1055",21.000000,28.279688,"Default Known Flow Node","Known Flow",467854.741174,108283.385250,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000708","Nodes","708",21.000000,34.568878,"DDS demands","Known Flow",469869.736012,110906.172389,,0.000000,,,,,,,-6.269999,,,,,,,,,-5.606746,-6.269999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008017","Nodes","Group Profile 1, Reference Point, Hurst Green Close, Site ID 1048",21.000000,34.493512,"Referencing Low Point","Known Flow",469852.384156,110911.643657,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700015427","Nodes","-35064",21.000000,34.416712,"Default Known Flow Node","Known Flow",469840.548757,110917.510993,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700001978","Nodes","1978",21.000000,33.682477,"DDS demands","Known Flow",467850.268462,111778.057626,,0.000000,,,,,,,-3.650000,,,,,,,,,-3.263895,-3.650000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008015","Nodes","Group Profile 1, Reference Point, Patridge Gardens, Site ID 1053",21.000000,33.682477,"Referencing Low Point","Known Flow",467866.515453,111779.249072,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700014867","Nodes","-32054",21.000000,33.682477,"Default Known Flow Node","Known Flow",467869.018467,111779.432626,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000109","Nodes","109",21.000000,33.685282,"DDS demands","Known Flow",470010.505279,114749.649794,,0.000000,,,,,,,-14.800000,,,,,,,,,-13.234425,-14.800000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700001473","Nodes","1473",21.000000,33.329899,"DDS demands","Known Flow",470005.340780,114510.434502,,0.000000,,,,,,,-33.029998,,,,,,,,,-29.536015,-33.029998,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700003823","Nodes","3823",21.000000,46.898454,"DDS demands","Known Flow",468689.748222,112636.973798,,0.000000,,,,,,,-5.229999,,,,,,,,,-4.676759,-5.229999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700003983","Nodes","3983",21.000000,40.618914,"Default Known Flow Node","Known Flow",468763.268711,111973.557679,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003984","Nodes","3984",21.000000,40.533241,"Default Known Flow Node","Known Flow",468799.393721,112059.182702,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700001729","Nodes","1729",21.000000,40.543568,"DDS demands","Known Flow",468735.768703,111977.057680,,0.000000,,,,,,,-1.510000,,,,,,,,,-1.350269,-1.510000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700001727","Nodes","1727",21.000000,40.640193,"DDS demands","Known Flow",468802.143721,111969.557678,,0.000000,,,,,,,-0.829999,,,,,,,,,-0.742200,-0.829999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700003535","Nodes","3535",21.000000,39.409562,"Default Known Flow Node","Known Flow",467908.885483,110360.971945,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003536","Nodes","3536",21.000000,39.409562,"Default Known Flow Node","Known Flow",467932.768485,110385.307247,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000468","Nodes","468",21.000000,39.409562,"DDS demands","Known Flow",467913.268479,110355.807239,,0.000000,,,,,,,-5.140000,,,,,,,,,-4.596280,-5.140000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700000467","Nodes","467",21.000000,39.487608,"DDS demands","Known Flow",467948.393489,110325.682231,,0.000000,,,,,,,-12.369999,,,,,,,,,-11.061474,-12.369999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700002070","Nodes","2070",21.000000,42.004509,"DDS demands","Known Flow",468819.538435,111298.744075,,0.000000,,,,,,,-11.260000,,,,,,,,,-10.068893,-11.260000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700003833","Nodes","3833",21.000000,42.130078,"Default Known Flow Node","Known Flow",468885.643744,111302.057496,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003478","Nodes","3478",21.000000,37.429313,"DDS demands","Known Flow",468623.018673,107722.306522,,0.000000,,,,,,,-7.489999,,,,,,,,,-6.697691,-7.489999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700003982","Nodes","3982",21.000000,37.343278,"Default Known Flow Node","Known Flow",468633.643675,107753.431531,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003978","Nodes","3978",21.000000,31.941268,"Default Known Flow Node","Known Flow",467899.953736,107625.809427,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700014721","Nodes","-31580",21.000000,32.002822,"Default Known Flow Node","Known Flow",467873.768469,107544.181474,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700014720","Nodes","-31574",21.000000,31.773373,"Default Known Flow Node","Known Flow",467813.160890,107768.334111,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003976","Nodes","3976",21.000000,37.382858,"Default Known Flow Node","Known Flow",470218.957531,112605.682235,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003603","Nodes","3603",21.000000,38.002285,"DDS demands","Known Flow",470259.269118,112675.182870,,0.000000,,,,,,,,,,,-25.749998,,,,,-23.026111,-25.749998,,"",,,,,,,,,,,"",,,,
"82006700003905","Nodes","3905",21.000000,33.947213,"Default Known Flow Node","Known Flow",467263.632758,107948.910495,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003906","Nodes","3906",21.000000,33.947213,"Default Known Flow Node","Known Flow",467234.268295,107953.681585,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003904","Nodes","3904",21.000000,33.867423,"DDS demands","Known Flow",467273.187347,107889.853879,,0.000000,,,-3.680000,-3.130000,,,-14.439999,,,,,,,,,-19.002130,-21.249999,,"",,,"C3  PROFILE","C4 PROFILE",,,"D1 PROFILE",,,,,,,,
"82006700000859","Nodes","859",21.000000,40.375917,"DDS demands","Known Flow",468638.148656,110152.050856,,0.000000,,,,,,,-2.400000,,,,,,,,,-2.146123,-2.400000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008013","Nodes","Logger 1225, 5 Highfield Avenue",21.000000,40.368179,"Val Log Cath","Known Flow",468644.886485,110166.685784,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000857","Nodes","857",21.000000,40.460550,"DDS demands","Known Flow",468667.268685,110235.932206,,0.000000,,,,,,,-2.269999,,,,,,,,,-2.029874,-2.269999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700000389","Nodes","389",21.000000,39.194581,"DDS demands","Known Flow",469983.676766,112717.041666,,0.000000,,,,,,,-9.689999,,,,,,,,,-8.664970,-9.689999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008012","Nodes","Logger 1224, Portsmouth Road",21.000000,38.850559,"Val Log Post","Known Flow",469903.301778,112653.216012,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000440","Nodes","440",21.000000,38.742230,"Default Known Flow Node","Known Flow",469889.019017,112641.557861,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000168","Nodes","168",21.000000,41.645310,"DDS demands","Known Flow",468862.518738,112195.182739,,0.000000,,,,,,,-8.039999,,,,,,,,,-7.189511,-8.039999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008011","Nodes","Logger 1223, Lovedean Lane",21.000000,41.688777,"Val Log Post","Known Flow",468861.554615,112202.319709,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000167","Nodes","167",21.000000,41.887685,"DDS demands","Known Flow",468850.018734,112228.432748,,0.000000,,,,,,,-9.279999,,,,,,,,,-8.298341,-9.279999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700000614","Nodes","614",21.000000,39.937596,"DDS demands","Known Flow",468355.266531,111242.928966,,0.000000,,,,,,,-3.680000,,,,,,,,,-3.290721,-3.680000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008010","Nodes","Logger 1222, Milton Road",21.000000,39.937995,"Val Log Post","Known Flow",468357.475873,111246.322221,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000615","Nodes","615",21.000000,39.946304,"DDS demands","Known Flow",468368.268603,111263.682486,,0.000000,,,,,,,-1.490000,,,,,,,,,-1.332384,-1.490000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700000221","Nodes","221",21.000000,37.063809,"DDS demands","Known Flow",469564.018929,112098.182713,,0.000000,,,,,,,-28.270000,,,,,,,,,-25.279541,-28.270000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008009","Nodes","Logger 1221, 10 Keydell Avenue",21.000000,35.482889,"Val Log Cath","Known Flow",469464.793750,112131.026329,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000534","Nodes","534",21.000000,40.662804,"DDS demands","Known Flow",467550.761044,111014.181830,,0.000000,,,,,,,-19.409999,,,,,,,,,-17.356768,-19.409999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008008","Nodes","Logger 1220, Lynwood Avenue",21.000000,40.619888,"Val Log Post","Known Flow",467554.648039,111018.315261,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000561","Nodes","561",21.000000,39.895843,"DDS demands","Known Flow",467601.643395,111102.557442,,0.000000,,,,,,,-7.139999,,,,,,,,,-6.384715,-7.139999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700001201","Nodes","1201",21.000000,32.568789,"DDS demands","Known Flow",467660.381411,107793.974542,,0.000000,-0.869999,,,,,,-12.830000,,,,,,,,,-12.250785,-13.699999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"82006700008007","Nodes","Logger 1218, 204 Park Avenue",21.000000,32.895981,"Val Log Cath","Known Flow",467627.458792,107719.625407,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700001202","Nodes","1202",21.000000,33.067587,"DDS demands","Known Flow",467572.006387,107669.099508,,0.000000,,,,,,,-15.070000,,,,,,,,,-13.475863,-15.070000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700001175","Nodes","1175",21.000000,45.889289,"DDS demands","Known Flow",468139.268541,108587.431758,,0.000000,,,,,,,-4.079999,,,,,,,,,-3.648408,-4.079999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700008006","Nodes","Logger 1217, Mill Road",21.000000,45.723364,"Val Log Post","Known Flow",468067.661202,108642.083498,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700001172","Nodes","1172",21.000000,45.688655,"Default Known Flow Node","Known Flow",468061.143520,108647.181774,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003263","Nodes","3263",21.000000,48.238433,"Default Known Flow Node","Known Flow",467877.314921,108985.172543,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700008005","Nodes","Group Profile 1, Reference Point, Windrush Gardens, Site ID 1024",21.000000,45.103970,"Referencing Low Point","Known Flow",467827.388550,109084.149320,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700003264","Nodes","3264",21.000000,45.141836,"DDS demands","Known Flow",467814.018452,109045.306882,,0.000000,,,,,,,-6.000000,,,,,,,,,-5.365307,-6.000000,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700007040","Nodes","1131",21.000000,43.445876,"DDS demands","Known Flow",468113.813534,109325.654959,,0.000000,-37.339999,,,,,,,,,,,,,,,-33.390097,-37.339999,,"","C1 PROFILE",,,,,,,,,,,,,,
"82006700007039","Nodes","7039",21.000000,43.445876,"Default Known Flow Node","Known Flow",468094.509733,109347.491967,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700007038","Nodes","7038",21.000000,32.543139,"DDS demands","Known Flow",467541.518378,107956.181586,,0.000000,,,,,,,-0.469999,,,,,,,,,-0.420282,-0.469999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700007037","Nodes","7037",21.000000,32.499873,"Default Known Flow Node","Known Flow",467498.018366,107907.306573,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700002798","Nodes","2798",21.000000,33.301760,"DDS demands","Known Flow",467415.518344,107990.931595,,0.000000,,,,,,,-17.889999,,,,,,,,,-15.997558,-17.889999,,"",,,,,,,"D1 PROFILE",,,,,,,,
"82006700001196","Nodes","1196",21.000000,32.484978,"DDS demands","Known Flow",467554.268382,107950.306584,,0.000000,-1.770000,,,,,,-35.699999,,,,,,,,,-33.506345,-37.469999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,
"82006700015752","Nodes","-753",21.000000,40.065581,"Default Known Flow Node","Known Flow",468301.520428,111169.840031,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700009001","Nodes","9001",21.000000,40.075863,"Default Known Flow Node","Known Flow",468319.232655,111208.579083,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700015041","Nodes","-32944",21.000000,40.150481,"Default Known Flow Node","Known Flow",468417.413302,111343.415440,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
"82006700000616","Nodes","616",21.000000,40.095758,"Default Known Flow Node","Known Flow",468376.334454,111273.923397,,0.000000,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,
