"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82011500000413","Nodes","P00081270, Christchurch Road, -8.86",22.999998,31.803498,"CSEP DDS Matched","Known Flow",408270.784247,97966.992762,,0.000000,,,,,,,-12.919999,-8.859999,,,,,-19.476065,-21.779999,,"",,,,,,,"D1 PROFILE","DC PROFILE",,,,
"82011500001670","Nodes","1670",21.000000,26.747919,"Default Known Flow Node","Known Flow",406151.088673,101243.389759,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001671","Nodes","1671",21.000000,26.388802,"DDS demands","Known Flow",406198.358686,101259.423764,,0.000000,,,,,,,,,,-21.090000,,,-18.859055,-21.090000,,"",,,,,,,,,,"I2 PROFILE",,
"82011500000078","Nodes","78",21.000000,26.849627,"DDS demands","Known Flow",406141.137671,101254.809762,,0.000000,-1.590000,,,,,,,,,,,,-1.421806,-1.590000,,"","C1 PROFILE",,,,,,,,,,,
"82011500000083","Nodes","83",21.000000,26.396764,"DDS demands","Known Flow",406188.987684,101202.300748,,0.000000,,,,,,,,,,-16.649999,,,-14.888727,-16.649999,,"",,,,,,,,,,"I2 PROFILE",,
"82011500001655","Nodes","1655",21.000000,34.668873,"Default Known Flow Node","Known Flow",408581.002334,98534.679022,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001656","Nodes","1656",21.000000,34.668873,"Default Known Flow Node","Known Flow",408643.377351,98525.054020,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500000423","Nodes","423",21.000000,34.647581,"Default Known Flow Node","Known Flow",408640.627351,98437.178996,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001657","Nodes","1657",21.000000,34.690501,"Default Known Flow Node","Known Flow",408649.627353,98486.929009,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001420","Nodes","1420",21.000000,34.647581,"DDS demands","Known Flow",408569.377331,98417.303990,,0.000000,,,,,,,-7.289999,,,,,,-6.518848,-7.289999,,"",,,,,,,"D1 PROFILE",,,,,
"82011500000394","Nodes","394",21.000000,34.664549,"DDS demands","Known Flow",408583.002335,98558.179029,,0.000000,,,,,,,-9.319999,,,,,,-8.334110,-9.319999,,"",,,,,,,"D1 PROFILE",,,,,
"82011500006930","Nodes","-10175",21.000000,31.294930,"Default Known Flow Node","Known Flow",408362.996012,99006.250465,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001608","Nodes","1608",21.000000,31.278851,"Default Known Flow Node","Known Flow",408291.252256,99120.429182,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500000363","Nodes","363",21.000000,31.231408,"DDS demands","Known Flow",408290.127255,99157.304192,,0.000000,,,,,,,-7.230000,,,,,,-6.465195,-7.230000,,"",,,,,,,"D1 PROFILE",,,,,
"82011500001607","Nodes","1607",21.000000,32.030167,"Default Known Flow Node","Known Flow",407369.643781,100246.140998,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001717","Nodes","1717",21.000000,32.030167,"Default Known Flow Node","Known Flow",407373.452689,100237.402051,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001601","Nodes","1601",21.000000,28.608320,"DDS demands","Known Flow",408267.116718,101050.243667,,0.000000,,,,,,,-17.729999,,,,,,-15.854482,-17.729999,,"",,,,,,,"D1 PROFILE",,,,,
"82011500001521","Nodes","1521",21.000000,28.721608,"Default Known Flow Node","Known Flow",408264.783484,101064.809714,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001796","Nodes","1796",21.000000,28.949894,"Default Known Flow Node","Known Flow",408256.869193,101093.310069,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001430","Nodes","1430",21.000000,31.306839,"Default Known Flow Node","Known Flow",407930.877158,102799.555183,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001472","Nodes","1472",21.000000,31.306839,"Default Known Flow Node","Known Flow",407939.005023,102803.173753,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001754","Nodes","1754",21.000000,31.841173,"DDS demands","Known Flow",407942.136956,102776.935052,,0.000000,,,,,,,-19.429999,,,,,,-17.374652,-19.429999,,"",,,,,,,"D1 PROFILE",,,,,
"82011500001002","Nodes","1002",21.000000,25.579536,"Default Known Flow Node","Known Flow",406280.834709,101507.532831,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001217","Nodes","1217",21.000000,25.567458,"Default Known Flow Node","Known Flow",406248.789915,101495.247528,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001014","Nodes","1014",21.000000,25.562206,"DDS demands","Known Flow",406239.399697,101478.050823,,0.000000,,,,,,,,,,-1.960000,,,-1.752667,-1.960000,,"",,,,,,,,,,"I2 PROFILE",,
"82011500001001","Nodes","1001",21.000000,28.821726,"Default Known Flow Node","Known Flow",406306.941716,101596.670855,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001216","Nodes","1216",21.000000,26.629133,"DDS demands","Known Flow",406295.907091,101538.343394,,0.000000,-11.750000,,,,,,,,,,,,-10.507060,-11.750000,,"","C1 PROFILE",,,,,,,,,,,
"82011500001189","Nodes","1189",21.000000,26.269580,"Default Known Flow Node","Known Flow",406292.454712,101526.569836,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001162","Nodes","1162",21.000000,26.609167,"Default Known Flow Node","Known Flow",406282.532709,101547.896842,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001000","Nodes","Fernside Park, Wimborne RRI",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",406257.486702,101636.262866,,2550.000085,,,,,,,,,,,,,155.844292,174.280002,,"",,,,,,,,,,,,
"82011500001116","Nodes","1116",21.000000,29.959202,"Default Known Flow Node","Known Flow",407262.626976,100977.179687,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001111","Nodes","1111",21.000000,29.952197,"DDS demands","Known Flow",407198.751958,100925.179673,,0.000000,,,,,,,-3.229999,,,,,,-2.888323,-3.229999,,"",,,,,,,"D1 PROFILE",,,,,
"82011500001048","Nodes","1048",21.000000,23.036940,"Default Known Flow Node","Known Flow",406292.709460,101224.156468,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001106","Nodes","1106",21.000000,23.036940,"Default Known Flow Node","Known Flow",406282.047709,101223.532754,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001046","Nodes","1046",21.000000,23.060712,"DDS demands","Known Flow",406293.369493,101261.409638,,0.000000,-11.560000,,,,,,,,,,,,-10.337159,-11.560000,,"","C1 PROFILE",,,,,,,,,,,
"82011500001041","Nodes","1041",21.000000,23.180806,"Default Known Flow Node","Known Flow",406297.075713,101329.083783,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001044","Nodes","1044",21.000000,23.180806,"Default Known Flow Node","Known Flow",406288.578793,101329.879419,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001022","Nodes","1022",21.000000,23.374270,"DDS demands","Known Flow",406277.459398,101407.038708,,0.000000,-7.349999,,,,,,,,,-37.819998,,,-40.391820,-45.169999,,"","C1 PROFILE",,,,,,,,,"I2 PROFILE",,
"82011500001040","Nodes","1040",21.000000,24.465513,"DDS demands","Known Flow",406278.692708,101469.916821,,0.000000,,,,,,,,,,-21.660000,,,-19.368760,-21.660000,,"",,,,,,,,,,"I2 PROFILE",,
"82011500001039","Nodes","1039",21.000000,24.465513,"Default Known Flow Node","Known Flow",406272.842706,101472.355822,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500001083","Nodes","1083",21.000000,30.105220,"Default Known Flow Node","Known Flow",407891.502147,102955.305225,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82011500002093","Nodes","2093",21.000000,30.105220,"Default Known Flow Node","Known Flow",407878.655691,102955.136193,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
