"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"82060600000086","Nodes","86",21.000000,21.828525,"Default Known Flow Node","Known Flow",449284.406250,116954.296875,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82060600000087","Nodes","87",21.000000,21.178969,"DDS demands","Known Flow",449250.093750,116958.398437,,0.000000,,,-19.810000,,,-17.714457,-19.810000,,"",,,"D1 PROFILE",,
"82060600000042","Nodes","42",21.000000,27.825734,"DDS demands","Known Flow",449373.000000,117009.796875,,0.000000,,,-7.369999,,,-6.590385,-7.369999,,"",,,"D1 PROFILE",,
"82060600000058","Nodes","58",21.000000,27.431651,"DDS demands","Known Flow",449367.312500,116980.398437,,0.000000,,,-6.429999,,,-5.749820,-6.429999,,"",,,"D1 PROFILE",,
"82060600000102","Nodes","102",21.000000,33.909017,"DDS demands","Known Flow",449736.843750,117093.156250,,0.000000,,,-0.899999,,,-0.804796,-0.899999,,"",,,"D1 PROFILE",,
"82060600000104","Nodes","P00101490, PLOTS 1-5 DUMPERS DROVE, -4.15",22.999998,33.685481,"CSEP DDS Matched","Known Flow",449683.656250,117087.171875,,0.000000,,,-3.390000,-4.150000,,-6.742403,-7.539999,,"",,,"D1 PROFILE","",
"82060600000103","Nodes","103",21.000000,33.909017,"Default Known Flow Node","Known Flow",449724.875000,117115.320312,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82060600000096","Nodes","96",21.000000,33.945210,"DDS demands","Known Flow",449743.093750,117100.000000,,0.000000,,,-4.730000,,,-4.229650,-4.730000,,"",,,"D1 PROFILE",,
"82060600000093","Nodes","93",21.000000,34.065831,"DDS demands","Known Flow",449786.500000,117168.296875,,0.000000,,,-1.659999,,,-1.484401,-1.659999,,"",,,"D1 PROFILE",,
"82060600000097","Nodes","97",21.000000,33.891549,"DDS demands","Known Flow",449797.781250,117084.296875,,0.000000,,,-1.249999,,,-1.117772,-1.249999,,"",,,"D1 PROFILE",,
"82060600015017","Nodes","-602",21.000000,33.889334,"Default Known Flow Node","Known Flow",449823.250000,117065.226562,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82060600000098","Nodes","98",21.000000,33.878922,"DDS demands","Known Flow",449802.218750,117112.210937,,0.000000,,,-2.490000,,,-2.226602,-2.490000,,"",,,"D1 PROFILE",,
"82060600000089","Nodes","89",21.000000,35.127450,"DDS demands","Known Flow",449796.000000,117212.398437,,0.000000,,,-11.090000,,,-9.916877,-11.090000,,"",,,"D1 PROFILE",,
"82060600015003","Nodes","-1009",21.000000,33.417519,"Default Known Flow Node","Known Flow",449829.500000,117160.539062,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82060600000094","Nodes","813321, DUMPERS DROVE, 58.0",22.999998,32.303157,"CSEP DDS Matched","Known Flow",449839.468750,117158.976562,,0.000000,,,,-58.000001,,-51.864641,-58.000001,,"",,,,"DC PROFILE",
"82060600001008","Nodes","1008",21.000000,32.303157,"Default Known Flow Node","Known Flow",449841.906250,117149.679687,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82060600000095","Nodes","95",21.000000,32.346349,"Default Known Flow Node","Known Flow",449865.593750,117197.546875,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82060600015002","Nodes","-1008",21.000000,37.184812,"Default Known Flow Node","Known Flow",449768.000000,117461.328125,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82060600001007","Nodes","1007",21.000000,37.270621,"Default Known Flow Node","Known Flow",449759.250000,117479.726562,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82060600000080","Nodes","80",21.000000,37.229315,"DDS demands","Known Flow",449745.812500,117475.601562,,0.000000,,,-2.430000,,,-2.172949,-2.430000,,"",,,"D1 PROFILE",,
"82060600000081","Nodes","81",21.000000,36.988867,"DDS demands","Known Flow",449869.093750,117534.796875,,0.000000,,,-7.219999,,,-6.456253,-7.219999,,"",,,"D1 PROFILE",,
