"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"82019000000011","Nodes","11",21.000000,49.330007,"DDS demands","Known Flow",426171.375000,150697.875000,,0.000000,-21.329999,-4.600000,-10.920000,,-32.951925,-36.850000,,"","C1 PROFILE","C4 PROFILE","D1 PROFILE",
"82019000001000","Nodes","1000",21.000000,48.929884,"DDS demands","Known Flow",426271.000000,150736.125000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000000065","Nodes","65",21.000000,47.178646,"Default Known Flow Node","Known Flow",426707.468750,150424.109375,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000000067","Nodes","67",21.000000,47.178646,"Default Known Flow Node","Known Flow",426691.562500,150399.421875,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000000066","Nodes","66",21.000000,47.178646,"Default Known Flow Node","Known Flow",426701.250000,150439.265625,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000000063","Nodes","63",21.000000,47.221653,"DDS demands","Known Flow",426776.781250,150427.093750,,0.000000,,,-6.740000,,-6.027028,-6.740000,,"",,,"D1 PROFILE",
"82019000000064","Nodes","64",21.000000,47.178646,"Default Known Flow Node","Known Flow",426805.187500,150408.062500,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000000061","Nodes","61",21.000000,47.252643,"Default Known Flow Node","Known Flow",426812.156250,150488.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000000022","Nodes","22",21.000000,46.775540,"DDS demands","Known Flow",426224.875000,150433.875000,,0.000000,,,-45.949999,,-41.089308,-45.949999,,"",,,"D1 PROFILE",
"82019000001013","Nodes","1013",21.000000,46.818621,"Default Known Flow Node","Known Flow",426253.812500,150415.375000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000000034","Nodes","34",21.000000,38.437507,"DDS demands","Known Flow",426255.843750,150308.953125,,0.000000,,,-24.899999,,-22.266022,-24.899999,,"",,,"D1 PROFILE",
"82019000000028","Nodes","28",21.000000,38.397484,"DDS demands","Known Flow",426143.593750,150268.718750,,0.000000,,,-4.099999,,-3.666292,-4.099999,,"",,,"D1 PROFILE",
"82019000001007","Nodes","1007",21.000000,41.066194,"DDS demands","Known Flow",426278.281250,150387.375000,,0.000000,,,-17.969998,,-16.069093,-17.969998,,"",,,"D1 PROFILE",
"82019000001012","Nodes","1012",21.000000,47.465089,"DDS demands","Known Flow",426196.812500,150508.500000,,0.000000,,,-6.220000,,-5.562034,-6.220000,,"",,,"D1 PROFILE",
"82019000001011","Nodes","1011",21.000000,47.465089,"Default Known Flow Node","Known Flow",426211.812500,150481.671875,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000001009","Nodes","1009, ""A980, PG5579,Custom House, Simonds Road, Ludgershall, Andover",21.000000,47.520342,"DDS demands","Known Flow",426175.372952,150498.436418,,0.000000,,,-4.249999,,-3.800425,-4.249999,,"",,,"D1 PROFILE",
"82019000001010","Nodes","1010",21.000000,47.465089,"Default Known Flow Node","Known Flow",426211.937500,150516.828125,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000001014","Nodes","-114367",21.000000,47.772425,"Default Known Flow Node","Known Flow",426168.375000,150511.125000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000001017","Nodes","-114371",21.000000,47.021968,"Default Known Flow Node","Known Flow",426207.000000,150440.500000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000001018","Nodes","-114379",21.000000,48.886627,"Default Known Flow Node","Known Flow",426279.125000,150727.375000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82019000000059","Nodes","59",21.000000,47.298683,"DDS demands","Known Flow",426778.437500,150555.515625,,0.000000,,,-4.099999,,-3.666292,-4.099999,,"",,,"D1 PROFILE",
"82019000000107","Nodes","107",21.000000,47.065114,"Default Known Flow Node","Known Flow",426784.906250,150601.750000,,0.000000,,,,,0.000000,0.000000,,"",,,,
