"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"82126800000010","Nodes",,21.000000,24.790656,"DDS demands","Known Flow",392257.580893,108571.193753,,0.000000,,,,-4.999999,-4.471089,-4.999999,,"",,,,"D1 PROFILE"
"82126800000009","Nodes",,21.000000,24.660848,"DDS demands","Known Flow",392244.027000,108504.551138,,0.000000,,,,-8.499999,-7.600851,-8.499999,,"",,,,"D1 PROFILE"
"82126800000170","Nodes",,21.000000,26.011570,"Default Known Flow Node","Known Flow",392348.232104,109116.371177,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000186","Nodes",,21.000000,26.178469,"Default Known Flow Node","Known Flow",391595.389713,108036.487608,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000188","Nodes",,21.000000,26.222828,"Default Known Flow Node","Known Flow",391572.113706,108092.284623,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000187","Nodes",,21.000000,26.033057,"DDS demands","Known Flow",391595.764713,108033.477607,,0.000000,-35.819998,,,,-32.030885,-35.819998,,"","C1 PROFILE",,,
"82126800000184","Nodes",,21.000000,26.303674,"DDS demands","Known Flow",391556.082237,107986.507075,,0.000000,-17.589999,,,,-15.729293,-17.589999,,"","C1 PROFILE",,,
"82126800000185","Nodes",,21.000000,26.304089,"Default Known Flow Node","Known Flow",391527.117124,108056.181728,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000189","Nodes",,21.000000,26.442781,"DDS demands","Known Flow",391448.964212,107958.365147,,0.000000,-8.720000,,,,-7.797580,-8.720000,,"","C1 PROFILE",,,
"82126800009001","Nodes",,21.000000,25.789750,"Default Known Flow Node","Known Flow",392231.150447,109004.843521,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000163","Nodes",,21.000000,25.967194,"Default Known Flow Node","Known Flow",392197.603326,109080.136754,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000165","Nodes",,21.000000,26.100337,"Default Known Flow Node","Known Flow",392269.199165,109131.620406,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000041","Nodes",,21.000000,27.064680,"DDS demands","Known Flow",391582.517777,107351.206466,,0.000000,,,,-7.479999,-6.688749,-7.479999,,"",,,,"D1 PROFILE"
"82126800000045","Nodes",,21.000000,26.854238,"DDS demands","Known Flow",391671.080915,107305.300342,,0.000000,,,,-14.670000,-13.118176,-14.670000,,"",,,,"D1 PROFILE"
"82126800000011","Nodes",,21.000000,24.669996,"DDS demands","Known Flow",392263.138894,108475.324727,,0.000000,,,,-3.289999,-2.941976,-3.289999,,"",,,,"D1 PROFILE"
"82126800009000","Nodes",,21.000000,24.669996,"Default Known Flow Node","Known Flow",392263.110894,108477.380728,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000049","Nodes",,21.000000,21.462564,"Default Known Flow Node","Known Flow",391967.063814,108352.551694,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000050","Nodes",,21.000000,21.632565,"Default Known Flow Node","Known Flow",391930.130571,108445.540279,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000051","Nodes",,21.000000,21.446495,"DDS demands","Known Flow",391939.173806,108344.922692,,0.000000,,,,-1.190000,-1.064119,-1.190000,,"",,,,"D1 PROFILE"
"82126800260574","Nodes",,21.000000,27.764725,"Default Known Flow Node","Known Flow",391378.348530,107424.877942,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000056","Nodes",,21.000000,27.494063,"DDS demands","Known Flow",391361.916560,107324.305384,,0.000000,,,,-11.989999,-10.721671,-11.989999,,"",,,,"D1 PROFILE"
"82126800260570","Nodes",,21.000000,27.493985,"Default Known Flow Node","Known Flow",391360.175398,107322.837173,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000035","Nodes",,21.000000,27.228861,"DDS demands","Known Flow",391525.310262,107385.358216,,0.000000,,,,-5.260000,-4.703586,-5.260000,,"",,,,"D1 PROFILE"
"82126800000038","Nodes",,21.000000,27.117185,"DDS demands","Known Flow",391503.475100,107331.029702,,0.000000,-121.589991,,,-3.119999,-111.517910,-124.709991,,"","C1 PROFILE",,,"D1 PROFILE"
"82126800000039","Nodes",,21.000000,27.028717,"DDS demands","Known Flow",391496.893411,107322.994317,,0.000000,,,,-0.739999,-0.661721,-0.739999,,"",,,,"D1 PROFILE"
"82126800000040","Nodes",,21.000000,26.980586,"DDS demands","Known Flow",391538.450610,107302.264883,,0.000000,-5.509999,,,-1.120000,-5.928664,-6.630000,,"","C1 PROFILE",,,"D1 PROFILE"
"82126800000037","Nodes",,21.000000,27.171300,"DDS demands","Known Flow",391537.289106,107373.808657,,0.000000,-19.810000,,,-4.139999,-21.416519,-23.950000,,"","C1 PROFILE",,,"D1 PROFILE"
"82126800260590","Nodes",,21.000000,26.980584,"Default Known Flow Node","Known Flow",391535.993365,107298.010716,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800260605","Nodes",,21.000000,27.092652,"Default Known Flow Node","Known Flow",391611.886424,107406.600591,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000044","Nodes",,21.000000,26.999601,"DDS demands","Known Flow",391679.934440,107422.465968,,0.000000,,,,-5.330000,-4.766181,-5.330000,,"",,,,"D1 PROFILE"
"82126800000043","Nodes",,21.000000,27.092422,"DDS demands","Known Flow",391624.054203,107448.564554,,0.000000,,,,-1.890000,-1.690071,-1.890000,,"",,,,"D1 PROFILE"
"82126800000030","Nodes",,21.000000,26.455059,"DDS demands","Known Flow",391449.983330,107950.631141,,0.000000,-66.089994,,,,-59.098856,-66.089994,,"","C1 PROFILE",,,
"82126800017058","Nodes",,21.000000,24.069995,"Default Known Flow Node","Known Flow",391353.825058,107903.136330,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000183","Nodes",,21.000000,26.440875,"DDS demands","Known Flow",391448.712459,107960.275683,,0.000000,,-23.639998,,,-21.139310,-23.639998,,"",,"C2 PROFILE",,
"82126800000104","Nodes",,21.000000,29.815736,"DDS demands","Known Flow",391311.620367,107685.994310,,0.000000,-22.429999,,,,-20.057307,-22.429999,,"","C1 PROFILE",,,
"82126800017057","Nodes",,21.000000,29.939638,"Default Known Flow Node","Known Flow",391301.367594,107684.317722,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000105","Nodes",,21.000000,28.772158,"DDS demands","Known Flow",391336.876344,107637.920168,,0.000000,-9.720000,,,,-8.691797,-9.720000,,"","C1 PROFILE",,,
"82126800260565","Nodes",,21.000000,28.813237,"Default Known Flow Node","Known Flow",391336.804679,107639.569942,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82126800000033","Nodes",,21.000000,28.581450,"DDS demands","Known Flow",391338.839681,107628.549194,,0.000000,-39.990001,,,,-35.759775,-39.990001,,"","C1 PROFILE",,,
"82126800000073","Nodes",,21.000000,26.524903,"DDS demands","Known Flow",391457.479943,107904.246598,,0.000000,-25.540000,,,,-22.838325,-25.540000,,"","C1 PROFILE",,,
"82126800000108","Nodes",,21.000000,27.121927,"DDS demands","Known Flow",391493.941685,107754.283531,,0.000000,-54.910000,,,,-49.101506,-54.910000,,"","C1 PROFILE",,,
"82126800000001","Nodes","Blandford Army Camp DG, Site ID 3523",21.000000,30.000031,"Default Known Pressure Node","Known Pressure",391295.675631,107683.516512,,0.000000,,,,,1779.055467,1989.509927,,"",,,,
"82126800000029","Nodes",,21.000000,27.295128,"DDS demands","Known Flow",391508.591060,107731.196909,,0.000000,-37.490001,,,,-33.524230,-37.490001,,"","C1 PROFILE",,,
"82126800260602","Nodes",,21.000000,26.812883,"Default Known Flow Node","Known Flow",391597.341801,107861.224883,,0.000000,,,,,0.000000,0.000000,,"",,,,
