"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"82920900000056","Nodes","56",21.000000,63.249133,"DDS demands","Known Flow",383471.388157,100002.027938,,0.000000,,,,-7.710000,,-6.894420,-7.710000,,"",,,,"D1 PROFILE",
"82920900000055","Nodes","55",21.000000,64.028387,"DDS demands","Known Flow",383493.620508,100128.429456,,0.000000,,,,-4.880000,,-4.363783,-4.880000,,"",,,,"D1 PROFILE",
"82920900001000","Nodes","1000",21.000000,53.285406,"Default Known Flow Node","Known Flow",383689.235403,100407.516551,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82920900001003","Nodes","1003",21.000000,53.156706,"DDS demands","Known Flow",383700.120564,100458.554546,,0.000000,,,,-6.480000,,-5.794532,-6.480000,,"",,,,"D1 PROFILE",
"82920900001001","Nodes","1001",21.000000,53.446741,"DDS demands","Known Flow",383663.245554,100410.304533,,0.000000,,,,-1.970000,,-1.761609,-1.970000,,"",,,,"D1 PROFILE",
"82920900000072","Nodes","72",21.000000,53.381965,"DDS demands","Known Flow",383713.995568,100405.804531,,0.000000,,,,-5.150000,,-4.605222,-5.150000,,"",,,,"D1 PROFILE",
"82920900000054","Nodes","54",21.000000,66.753402,"DDS demands","Known Flow",383666.120555,100150.804462,,0.000000,,,,-10.419999,,-9.317750,-10.419999,,"",,,,"D1 PROFILE",
"82920900000057","Nodes","57",21.000000,63.018996,"DDS demands","Known Flow",383531.120518,100000.929421,,0.000000,,,,-4.060000,,-3.630524,-4.060000,,"",,,,"D1 PROFILE",
"82920900000058","Nodes","58",21.000000,63.005118,"DDS demands","Known Flow",383559.370526,100003.929422,,0.000000,,,,-2.920000,,-2.611116,-2.920000,,"",,,,"D1 PROFILE",
"82920900000052","Nodes","52",21.000000,68.866486,"DDS demands","Known Flow",383618.322999,100001.743733,,0.000000,,,,-7.989999,,-7.144800,-7.989999,,"",,,,"D1 PROFILE",
"829209-1462472","Nodes","-1462472",21.000000,68.496437,"Default Known Flow Node","Known Flow",383693.245562,100089.054445,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82920900000051","Nodes","51",21.000000,68.497444,"DDS demands","Known Flow",383695.495563,100091.554446,,0.000000,,,-1.820000,-6.710000,,-7.627679,-8.530000,,"",,,"C4 PROFILE","D1 PROFILE",
"82920900000070","Nodes","70",21.000000,53.910139,"DDS demands","Known Flow",383768.370583,100440.179541,,0.000000,,,,-2.030000,,-1.815262,-2.030000,,"",,,,"D1 PROFILE",
"82920900000071","Nodes","71",21.000000,53.890014,"DDS demands","Known Flow",383768.620583,100458.304546,,0.000000,,,,-4.030000,,-3.603698,-4.030000,,"",,,,"D1 PROFILE",
"829209-1462477","Nodes","-1462477",21.000000,62.275397,"Default Known Flow Node","Known Flow",383811.120594,100347.179515,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82920900000065","Nodes","65",21.000000,62.095685,"Default Known Flow Node","Known Flow",383812.871738,100347.285645,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
