"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"82121300000074","Nodes","74",21.000000,37.618510,"DDS demands","Known Flow",453519.312500,81313.296875,,0.000000,,,,,-1.129999,,-1.010466,-1.129999,,"",,,,,"D1 PROFILE",
"82121300000085","Nodes","85",21.000000,37.575433,"Default Known Flow Node","Known Flow",453546.906250,81251.601562,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82121300000016","Nodes","16",21.000000,31.558790,"Default Known Flow Node","Known Flow",452916.968750,81686.593750,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82121300000018","Nodes","18",21.000000,31.704523,"DDS demands","Known Flow",452917.906250,81707.898437,,0.000000,-7.380000,,,-14.239999,-9.630000,,-27.944309,-31.249999,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",
"82121300000019","Nodes","19",21.000000,31.379897,"DDS demands","Known Flow",452915.093750,81675.898437,,0.000000,,,,,-8.439999,,-7.547198,-8.439999,,"",,,,,"D1 PROFILE",
"82121300000015","Nodes","15",21.000000,31.179405,"Default Known Flow Node","Known Flow",452923.406250,81631.617187,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82121300000007","Nodes","7",21.000000,35.247426,"DDS demands","Known Flow",453082.312500,81667.296875,,0.000000,,,,,-10.369999,,-9.273039,-10.369999,,"",,,,,"D1 PROFILE",
"82121300000009","Nodes","9",21.000000,26.482416,"DDS demands","Known Flow",452524.812500,81987.101562,,0.000000,,,,-0.410000,-20.510000,,-18.707037,-20.919999,,"",,,,"C4 PROFILE","D1 PROFILE",
"82121300000029","Nodes","29",21.000000,26.893023,"DDS demands","Known Flow",452684.593750,81940.601562,,0.000000,,-15.859999,,,-3.160000,,-17.008024,-19.019999,,"",,"C2 PROFILE",,,"D1 PROFILE",
"82121300000089","Nodes","89",21.000000,26.962674,"Default Known Flow Node","Known Flow",452694.656250,81939.382812,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82121300000008","Nodes","8",21.000000,26.962577,"DDS demands","Known Flow",452695.812500,81944.601562,,0.000000,,,-1.999999,,-4.659999,,-5.955491,-6.659999,,"",,,"C3  PROFILE",,"D1 PROFILE",
