"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82520900000125","Nodes","125",21.000000,23.145402,"DDS demands","Known Flow",383006.490000,88895.346875,,0.000000,-13.699999,,,,-2.789999,,,,,-14.745652,-16.489999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"82520900000071","Nodes","71",21.000000,25.688755,"Default Known Flow Node","Known Flow",383228.083750,88970.948437,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000063","Nodes","63",21.000000,24.026331,"DDS demands","Known Flow",383136.896250,88745.346875,,0.000000,,,,,-3.599999,,,,,-3.219184,-3.599999,,"",,,,,"D1 PROFILE",,,,
"82520900000062","Nodes","62",21.000000,24.036338,"DDS demands","Known Flow",383079.490000,88763.448437,,0.000000,,,,,-2.509999,,,,,-2.244486,-2.509999,,"",,,,,"D1 PROFILE",,,,
"82520900000061","Nodes","61",21.000000,24.162868,"DDS demands","Known Flow",383094.083750,88792.050000,,0.000000,,,,,-11.839999,,,,,-10.587540,-11.839999,,"",,,,,"D1 PROFILE",,,,
"82520900000056","Nodes","56",21.000000,24.618043,"DDS demands","Known Flow",383115.302500,88898.448437,,0.000000,,,,,-5.239999,,,,,-4.685701,-5.239999,,"",,,,,"D1 PROFILE",,,,
"82520900000084","Nodes","84",21.000000,24.183334,"DDS demands","Known Flow",383107.990000,88799.448437,,0.000000,,,,,-1.840000,,,,,-1.645360,-1.840000,,"",,,,,"D1 PROFILE",,,,
"82520900000060","Nodes","60",21.000000,24.301627,"DDS demands","Known Flow",383136.583750,88835.448437,,0.000000,,,,,-3.190000,,,,,-2.852555,-3.190000,,"",,,,,"D1 PROFILE",,,,
"82520900000183","Nodes","183",21.000000,24.183334,"Default Known Flow Node","Known Flow",383128.083750,88787.651562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000082","Nodes","82",21.000000,24.531612,"DDS demands","Known Flow",383125.990000,88896.346875,,0.000000,,,,,-1.200000,,,,,-1.073061,-1.200000,,"",,,,,"D1 PROFILE",,,,
"82520900307897","Nodes","-307897",21.000000,24.916219,"Default Known Flow Node","Known Flow",383064.740000,88906.800000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000057","Nodes","57",21.000000,24.500132,"DDS demands","Known Flow",383137.583750,88963.948437,,0.000000,,,,,-3.849999,,,,,-3.442738,-3.849999,,"",,,,,"D1 PROFILE",,,,
"82520900000181","Nodes","181",21.000000,24.254929,"Default Known Flow Node","Known Flow",383167.490000,88821.651562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000058","Nodes","58",21.000000,24.482200,"DDS demands","Known Flow",383165.302500,88959.651562,,0.000000,,,,,-4.719999,,,,,-4.220708,-4.719999,,"",,,,,"D1 PROFILE",,,,
"82520900000149","Nodes","149",21.000000,24.456205,"Default Known Flow Node","Known Flow",383110.896250,88967.948437,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308242","Nodes","-308242",21.000000,25.687142,"Default Known Flow Node","Known Flow",383229.990000,88970.300000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000152","Nodes","152",21.000000,23.255034,"DDS demands","Known Flow",383271.302500,88759.448437,,0.000000,-6.000000,,,-7.940000,,,,,,-12.465397,-13.940000,,"","C1 PROFILE",,,"C4 PROFILE",,,,,
"82520900000175","Nodes","S13133208",21.000000,25.618012,"Point Loads","Known Flow",383325.990000,88949.651562,,0.000000,,-27.290001,,,,,,-27.690000,,-49.164102,-54.980001,,"",,"C2 PROFILE",,,,,,"PL-AF PROFILE",
"82520900000072","Nodes","72",21.000000,25.537618,"Default Known Flow Node","Known Flow",383421.802500,88947.448437,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308246","Nodes","-308246",21.000000,25.571383,"Default Known Flow Node","Known Flow",383327.740000,88893.432812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308248","Nodes","-308248",21.000000,25.304541,"Default Known Flow Node","Known Flow",383422.740000,88773.182812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308249","Nodes","-308249",21.000000,25.304541,"Default Known Flow Node","Known Flow",383424.240000,88771.050000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000073","Nodes","73",21.000000,25.257942,"Default Known Flow Node","Known Flow",383442.896250,88687.846875,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308251","Nodes","-308251",21.000000,25.257942,"Default Known Flow Node","Known Flow",383443.240000,88683.932812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308252","Nodes","-308252",21.000000,25.257942,"Default Known Flow Node","Known Flow",383445.740000,88688.300000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000186","Nodes","186",21.000000,25.093203,"Default Known Flow Node","Known Flow",383608.302500,88882.050000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000078","Nodes","78",21.000000,24.993072,"DDS demands","Known Flow",383604.802500,88802.448437,,0.000000,,,,,-2.779999,,,,,-2.485925,-2.779999,,"",,,,,"D1 PROFILE",,,,
"82520900000077","Nodes","77",21.000000,24.993325,"DDS demands","Known Flow",383624.990000,88792.846875,,0.000000,,,,,-4.110000,,,,,-3.675235,-4.110000,,"",,,,,"D1 PROFILE",,,,
"82520900000135","Nodes","135",21.000000,25.089070,"Default Known Flow Node","Known Flow",383609.302500,88880.151562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000187","Nodes","187",21.000000,25.083169,"Default Known Flow Node","Known Flow",383610.802500,88877.346875,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000136","Nodes","136",21.000000,25.071861,"DDS demands","Known Flow",383587.896250,88848.846875,,0.000000,,,,,-2.390000,,,,,-2.137181,-2.390000,,"",,,,,"D1 PROFILE",,,,
"82520900000074","Nodes","74",21.000000,25.066215,"DDS demands","Known Flow",383617.396250,88872.346875,,0.000000,,,,,-2.130000,,,,,-1.904684,-2.130000,,"",,,,,"D1 PROFILE",,,,
"82520900000076","Nodes","76",21.000000,24.998104,"DDS demands","Known Flow",383653.802500,88855.050000,,0.000000,,,,,-5.960000,,,,,-5.329538,-5.960000,,"",,,,,"D1 PROFILE",,,,
"82520900000075","Nodes","75",21.000000,25.111373,"DDS demands","Known Flow",383629.802500,88899.050000,,0.000000,,,,,-4.619999,,,,,-4.131286,-4.619999,,"",,,,,"D1 PROFILE",,,,
"82520900000137","Nodes","137",21.000000,24.949513,"Default Known Flow Node","Known Flow",383636.490000,88787.151562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308263","Nodes","-308263",21.000000,25.111373,"Default Known Flow Node","Known Flow",383639.865000,88919.932812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000138","Nodes","138",21.000000,24.861904,"Default Known Flow Node","Known Flow",383677.802500,88764.651562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000079","Nodes","79",21.000000,24.905082,"DDS demands","Known Flow",383686.990000,88839.651562,,0.000000,,,,,-6.110000,,,,,-5.463671,-6.110000,,"",,,,,"D1 PROFILE",,,,
"82520900308272","Nodes","-308272",21.000000,24.941692,"Default Known Flow Node","Known Flow",383711.990000,88891.182812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000080","Nodes","80",21.000000,24.403491,"DDS demands","Known Flow",383708.896250,88820.346875,,0.000000,,,,,-9.720000,,,,,-8.691797,-9.720000,,"",,,,,"D1 PROFILE",,,,
"82520900000140","Nodes","140",21.000000,24.170658,"DDS demands","Known Flow",383729.990000,88810.651562,,0.000000,,,,,-10.209999,,,,,-9.129964,-10.209999,,"",,,,,"D1 PROFILE",,,,
"82520900000139","Nodes","139",21.000000,24.130591,"DDS demands","Known Flow",383708.583750,88770.346875,,0.000000,,,,,-7.780000,,,,,-6.957015,-7.780000,,"",,,,,"D1 PROFILE",,,,
"82520900000081","Nodes","81",21.000000,24.933167,"DDS demands","Known Flow",383709.990000,88892.151562,,0.000000,,,,,-7.560000,,,,,-6.760287,-7.560000,,"",,,,,"D1 PROFILE",,,,
"82520900308265","Nodes","-308265",21.000000,24.976989,"Default Known Flow Node","Known Flow",383661.865000,88914.182812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308273","Nodes","-308273",21.000000,24.933167,"Default Known Flow Node","Known Flow",383715.740000,88904.800000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308274","Nodes","-308274",21.000000,24.889348,"Default Known Flow Node","Known Flow",383729.740000,88898.300000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308268","Nodes","-308268",21.000000,24.933167,"Default Known Flow Node","Known Flow",383703.240000,88910.800000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000153","Nodes","153",21.000000,23.417918,"DDS demands","Known Flow",383866.490000,88744.846875,,0.000000,,,,,-8.050000,,,,,-7.198454,-8.050000,,"",,,,,"D1 PROFILE",,,,
"82520900000141","Nodes","141",21.000000,23.421972,"DDS demands","Known Flow",383794.396250,88839.151562,,0.000000,,,,,-9.569999,,,,,-8.557664,-9.569999,,"",,,,,"D1 PROFILE",,,,
"82520900000096","Nodes","Logger 3536, Cologne Road",21.000000,23.347076,"Val Log Cath","Known Flow",383890.583750,88733.151562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000154","Nodes","154",21.000000,22.630289,"DDS demands","Known Flow",383889.896250,88812.846875,,0.000000,,,,,-11.010000,,,,,-9.845339,-11.010000,,"",,,,,"D1 PROFILE",,,,
"82520900000126","Nodes","126",21.000000,23.282640,"DDS demands","Known Flow",383880.396250,88715.448437,,0.000000,,,,,-6.239999,,,,,-5.579919,-6.239999,,"",,,,,"D1 PROFILE",,,,
"82520900000127","Nodes","127",21.000000,22.966865,"DDS demands","Known Flow",383941.802500,88613.151562,,0.000000,,,,,-4.349999,,,,,-3.889847,-4.349999,,"",,,,,"D1 PROFILE",,,,
"82520900000155","Nodes","155",21.000000,22.440115,"DDS demands","Known Flow",383938.396250,88884.651562,,0.000000,,,,,-3.769999,,,,,-3.371201,-3.769999,,"",,,,,"D1 PROFILE",,,,
"82520900000156","Nodes","156",21.000000,22.674221,"Default Known Flow Node","Known Flow",383846.896250,88849.651562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308282","Nodes","-308282",21.000000,23.347076,"Default Known Flow Node","Known Flow",383895.365000,88730.932812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900008000","Nodes","8000",21.000000,22.783180,"DDS demands","Known Flow",383971.083750,88593.346875,,0.000000,,,,,-7.469999,,,,,-6.679807,-7.469999,,"",,,,,"D1 PROFILE",,,,
"82520900000162","Nodes","162",21.000000,36.283479,"DDS demands","Known Flow",384033.896250,88648.151562,,0.000000,,,,,-13.770000,,,,,-12.313380,-13.770000,,"",,,,,"D1 PROFILE",,,,
"82520900000164","Nodes","164",21.000000,37.787336,"DDS demands","Known Flow",384097.490000,88618.050000,,0.000000,,,,,-10.960000,,,,,-9.800629,-10.960000,,"",,,,,"D1 PROFILE",,,,
"82520900000163","Nodes","163",21.000000,36.410675,"DDS demands","Known Flow",383955.802500,88700.651562,,0.000000,,,,,-18.249999,,,,,-16.319476,-18.249999,,"",,,,,"D1 PROFILE",,,,
"82520900000020","Nodes","20",21.000000,23.523744,"DDS demands","Known Flow",382384.083750,89316.050000,,0.000000,,,,,-12.709999,,,,,-11.365509,-12.709999,,"",,,,,"D1 PROFILE",,,,
"82520900000019","Nodes","19",21.000000,23.569428,"DDS demands","Known Flow",382455.083750,89210.346875,,0.000000,-9.020000,,,,-17.200001,,,,,-23.446394,-26.220001,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"82520900306601","Nodes","-306601",21.000000,23.569428,"Default Known Flow Node","Known Flow",382455.240000,89212.182812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306597","Nodes","-306597",21.000000,23.563124,"Default Known Flow Node","Known Flow",382325.990000,89046.550000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000018","Nodes","18",21.000000,23.501381,"DDS demands","Known Flow",382518.802500,89168.651562,,0.000000,,,,,-3.430000,,,,,-3.067167,-3.430000,,"",,,,,"D1 PROFILE",,,,
"82520900000021","Nodes","21",21.000000,23.599243,"Default Known Flow Node","Known Flow",382548.896250,89165.948437,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000025","Nodes","25",21.000000,23.677217,"DDS demands","Known Flow",382636.583750,89155.346875,,0.000000,,,,,-6.679999,,,,,-5.973375,-6.679999,,"",,,,,"D1 PROFILE",,,,
"82520900000028","Nodes","28",21.000000,23.686539,"DDS demands","Known Flow",382703.490000,89137.151562,,0.000000,,,,,-10.580000,,,,,-9.460826,-10.580000,,"",,,,,"D1 PROFILE",,,,
"82520900306607","Nodes","-306607",21.000000,23.427894,"Default Known Flow Node","Known Flow",382554.365000,89001.432812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000022","Nodes","22",21.000000,23.598849,"DDS demands","Known Flow",382549.302500,89173.448437,,0.000000,,,,,-3.769999,,,,,-3.371201,-3.769999,,"",,,,,"D1 PROFILE",,,,
"82520900000026","Nodes","26",21.000000,23.620556,"DDS demands","Known Flow",382655.802500,89288.550000,,0.000000,,,,,-3.619999,,,,,-3.237068,-3.619999,,"",,,,,"D1 PROFILE",,,,
"82520900306611","Nodes","-306611",21.000000,23.620556,"Default Known Flow Node","Known Flow",382655.990000,89290.300000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000129","Nodes","129",21.000000,23.538450,"Default Known Flow Node","Known Flow",382677.396250,89291.448437,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000132","Nodes","132",21.000000,23.498755,"DDS demands","Known Flow",382774.583750,89285.550000,,0.000000,,,,,-4.949999,,,,,-4.426378,-4.949999,,"",,,,,"D1 PROFILE",,,,
"82520900000027","Nodes","27",21.000000,23.531832,"DDS demands","Known Flow",382697.583750,89289.151562,,0.000000,,,,,-5.429999,,,,,-4.855602,-5.429999,,"",,,,,"D1 PROFILE",,,,
"82520900000029","Nodes","29",21.000000,23.766150,"DDS demands","Known Flow",382811.396250,89122.448437,,0.000000,,,,,-3.859999,,,,,-3.451680,-3.859999,,"",,,,,"D1 PROFILE",,,,
"82520900306620","Nodes","-306620",21.000000,23.963910,"Default Known Flow Node","Known Flow",382814.990000,89140.050000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306619","Nodes","-306619",21.000000,23.963910,"Default Known Flow Node","Known Flow",382814.740000,89142.182812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306634","Nodes","-306634",21.000000,25.582927,"Default Known Flow Node","Known Flow",382975.740000,89120.050000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306635","Nodes","-306635",21.000000,25.582927,"Default Known Flow Node","Known Flow",382976.990000,89124.932812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306636","Nodes","-306636",21.000000,25.881828,"Default Known Flow Node","Known Flow",382995.740000,89001.932812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900308243","Nodes","-308243",21.000000,25.733771,"Default Known Flow Node","Known Flow",383238.615000,89001.050000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000037","Nodes","37",21.000000,25.994554,"DDS demands","Known Flow",383025.896250,89111.346875,,0.000000,-15.999999,,,,-1.100000,,,,,-15.291125,-17.099999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"82520900306647","Nodes","-306647",21.000000,26.182806,"Default Known Flow Node","Known Flow",383043.990000,89180.300000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000039","Nodes","39",21.000000,26.182806,"DDS demands","Known Flow",383043.083750,89177.050000,,0.000000,-67.429998,,,,,,,,,-60.297112,-67.429998,,"","C1 PROFILE",,,,,,,,
"82520900000040","Nodes","40",21.000000,26.179083,"Default Known Flow Node","Known Flow",383033.583750,89251.151562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000042","Nodes","42",21.000000,26.171895,"DDS demands","Known Flow",383051.802500,89259.151562,,0.000000,-12.220000,,,,,,,,,-10.927343,-12.220000,,"","C1 PROFILE",,,,,,,,
"82520900000038","Nodes","38",21.000000,26.140406,"Daily Metered Site","Known Flow",383039.302500,89162.448437,,0.000000,-76.640002,,,,,,,,,-68.532862,-76.640002,,"","C1 PROFILE",,,,,,,,
"82520900000043","Nodes","43",21.000000,26.032015,"Default Known Flow Node","Known Flow",383057.302500,89337.346875,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306665","Nodes","-306665",21.000000,26.184345,"DDS demands","Known Flow",383092.740000,89160.932812,,0.000000,,,,-406.319995,,,,,,-363.338612,-406.319995,,"",,,,"C4 PROFILE",,,,,
"82520900000166","Nodes","166",21.000000,26.258867,"DDS demands","Known Flow",383131.802500,89159.948437,,0.000000,-26.899999,,,,,,,,,-24.054460,-26.899999,,"","C1 PROFILE",,,,,,,,
"82520900000167","Nodes","167",21.000000,26.305507,"Default Known Flow Node","Known Flow",383150.583750,89211.651562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000045","Nodes","45",21.000000,26.151456,"Default Known Flow Node","Known Flow",383232.302500,89155.151562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306689","Nodes","-306689",21.000000,26.305507,"Default Known Flow Node","Known Flow",383151.990000,89211.682812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306690","Nodes","-306690",21.000000,26.212231,"Default Known Flow Node","Known Flow",383152.490000,89271.800000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000168","Nodes","168",21.000000,26.212231,"Default Known Flow Node","Known Flow",383176.302500,89213.448437,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000169","Nodes","169",21.000000,26.165601,"Default Known Flow Node","Known Flow",383130.896250,89296.050000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306694","Nodes","-306694",21.000000,26.104831,"Default Known Flow Node","Known Flow",383215.990000,89096.800000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000170","Nodes","170",21.000000,26.100939,"DDS demands","Known Flow",383274.990000,89298.151562,,0.000000,0.000000,,,,-0.369999,,,,,-0.330860,-0.369999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"82520900306699","Nodes","-306699",21.000000,26.100939,"Default Known Flow Node","Known Flow",383274.115000,89305.800000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000172","Nodes","172",21.000000,26.007705,"Default Known Flow Node","Known Flow",383288.990000,89301.050000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000173","Nodes","173",21.000000,26.098964,"Default Known Flow Node","Known Flow",383327.083750,89169.948437,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000048","Nodes","48",21.000000,26.094308,"Default Known Flow Node","Known Flow",383394.990000,89171.651562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306704","Nodes","-306704",21.000000,26.098964,"Default Known Flow Node","Known Flow",383334.990000,89152.050000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306706","Nodes","-306706",21.000000,26.008755,"Default Known Flow Node","Known Flow",383459.490000,89102.682812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306711","Nodes","-306711",21.000000,25.994394,"Default Known Flow Node","Known Flow",383496.990000,89055.932812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000053","Nodes","53",21.000000,25.734119,"DDS demands","Known Flow",383567.396250,89090.346875,,0.000000,,,,-36.319999,-4.559999,,,,,-36.555627,-40.879997,,"",,,,"C4 PROFILE","D1 PROFILE",,,,
"82520900306713","Nodes","-306713",21.000000,25.994394,"Default Known Flow Node","Known Flow",383535.740000,89051.300000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900001012","Nodes","1012",21.000000,26.240423,"Default Known Flow Node","Known Flow",383083.833750,89161.190625,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000024","Nodes","ALLENBY BARRACKS, AMIENS ROAD, Clocked, Site ID n/a",21.000000,26.499999,"Default Known Pressure Node","Known Pressure",383100.990000,89161.956250,,7150.000080,,,,,,,,,,772.196027,863.543545,,"",,,,,,,,,
"82520900000090","Nodes","90",21.000000,22.813731,"DDS demands","Known Flow",382246.021250,88679.651562,,0.000000,,,,,-6.159999,,,,,-5.508382,-6.159999,,"",,,,,"D1 PROFILE",,,,
"82520900000095","Nodes","95",21.000000,22.692578,"DDS demands","Known Flow",382207.302500,88675.901562,,0.000000,,,,,-3.180000,,,,,-2.843613,-3.180000,,"",,,,,"D1 PROFILE",,,,
"82520900001011","Nodes","1011",21.000000,23.301717,"Default Known Flow Node","Known Flow",382632.271250,89395.206250,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000023","Nodes","23",21.000000,23.645854,"DDS demands","Known Flow",382561.708750,89300.956250,,0.000000,,,,,-5.249999,,,,,-4.694643,-5.249999,,"",,,,,"D1 PROFILE",,,,
"82520900001013","Nodes","1013",21.000000,23.639332,"Default Known Flow Node","Known Flow",382563.021250,89314.346875,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000131","Nodes","131",21.000000,23.632428,"DDS demands","Known Flow",382537.490000,89317.346875,,0.000000,,,,,-4.650000,,,,,-4.158113,-4.650000,,"",,,,,"D1 PROFILE",,,,
"82520900000030","Nodes","30",21.000000,25.048221,"DDS demands","Known Flow",382926.740000,89153.932812,,0.000000,,,,,-2.669999,,,,,-2.387561,-2.669999,,"",,,,,"D1 PROFILE",,,,
"82520900001009","Nodes","1009",21.000000,25.211479,"Default Known Flow Node","Known Flow",382924.958750,89129.229687,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900306627","Nodes","-306627",21.000000,25.211479,"Default Known Flow Node","Known Flow",382916.865000,89130.682812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000032","Nodes","32",21.000000,25.001384,"Default Known Flow Node","Known Flow",382940.771250,89239.018750,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900001010","Nodes","1010",21.000000,25.048096,"Default Known Flow Node","Known Flow",382931.083750,89178.323437,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000033","Nodes","33",21.000000,25.044921,"DDS demands","Known Flow",382865.521250,89189.206250,,0.000000,,,,,-0.540000,,,,,-0.482877,-0.540000,,"",,,,,"D1 PROFILE",,,,
"82520900000035","Nodes","35",21.000000,25.044740,"Default Known Flow Node","Known Flow",382867.083750,89223.112500,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000036","Nodes","36",21.000000,25.044590,"DDS demands","Known Flow",382895.958750,89218.440625,,0.000000,,,,,-0.270000,,,,,-0.241438,-0.270000,,"",,,,,"D1 PROFILE",,,,
"82520900000034","Nodes","34",21.000000,25.044921,"DDS demands","Known Flow",382831.271250,89195.089062,,0.000000,,,,,0.000000,,,,,0.000000,0.000000,,"",,,,,"D1 PROFILE",,,,
"82520900001005","Nodes","1005",21.000000,26.132451,"Default Known Flow Node","Known Flow",382998.552500,89302.667187,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900001007","Nodes","1007",21.000000,26.179083,"Default Known Flow Node","Known Flow",383028.490000,89261.276562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900001008","Nodes","1008",21.000000,26.179083,"Default Known Flow Node","Known Flow",383009.083750,89268.807812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900001006","Nodes","1006",21.000000,26.456142,"Default Known Flow Node","Known Flow",382812.333750,88400.026562,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000001","Nodes","STANLEY BARRACKS, Site ID 9223",21.000000,26.499999,"Default Known Pressure Node","Known Pressure",382810.865000,88401.026562,,7150.000080,,,,,,,,,,927.962385,1037.736394,,"",,,,,,,,,
"82520900001004","Nodes","1004",21.000000,25.218691,"Default Known Flow Node","Known Flow",383043.990000,88930.581250,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900001003","Nodes","1003",21.000000,25.218691,"Default Known Flow Node","Known Flow",383057.271250,88946.323437,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900001002","Nodes","P07115416, King George V Road, 13.11",22.999998,25.589255,"Default Known Flow Node","Known Flow",382977.570633,88938.028043,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900001001","Nodes","1001",21.000000,25.130964,"Default Known Flow Node","Known Flow",383034.115000,88914.690625,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900001000","Nodes","1000",21.000000,22.783180,"Default Known Flow Node","Known Flow",384041.021250,88545.237500,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520900000165","Nodes","165",21.000000,25.218691,"Default Known Flow Node","Known Flow",383037.552500,88936.909375,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520910000014","Nodes",,21.000000,26.249817,"Default Known Flow Node","Known Flow",382763.370309,88424.176271,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520910000170","Nodes",,21.000000,26.101062,"Default Known Flow Node","Known Flow",383292.870453,89164.551473,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82520910000072","Nodes",,21.000000,26.052228,"Default Known Flow Node","Known Flow",382715.745296,88850.301387,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
