"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82002400951078","Nodes","951078",21.000000,42.859071,"Default Known Flow Node","Known Flow",436522.705938,121141.503174,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400931078","Nodes","931078",21.000000,43.028620,"Default Known Flow Node","Known Flow",436530.009940,121155.560178,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400000200","Nodes","200",21.000000,42.859071,"DDS demands","Known Flow",436542.884943,121175.935183,,0.000000,,,,,,-8.350000,,,,,,-7.466719,-8.350000,,"",,,,,,"D1 PROFILE",,,,,
"82002400000199","Nodes","199",21.000000,43.076209,"Default Known Flow Node","Known Flow",436474.122925,121147.064175,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400000340","Nodes","340",21.000000,33.553214,"DDS demands","Known Flow",435410.884635,121202.185190,,0.000000,,,,,,-5.619999,,,,,,-5.025504,-5.619999,,"",,,,,,"D1 PROFILE",,,,,
"82002400000084","Nodes","84",21.000000,28.784717,"DDS demands","Known Flow",435231.009586,121024.185142,,0.000000,-3.069999,,,,,-11.490000,,,,,,-13.019812,-14.560000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"82002400961077","Nodes","961077",21.000000,28.840819,"Default Known Flow Node","Known Flow",435230.259586,121014.685139,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400000880","Nodes","880",21.000000,29.010375,"Default Known Flow Node","Known Flow",435242.111480,120996.787154,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400971077","Nodes","971077",21.000000,26.357427,"DDS demands","Known Flow",435025.318530,121128.520170,,0.000000,,-41.099998,,,,,,,,,,-36.752355,-41.099998,,"",,"C2 PROFILE",,,,,,,,,
"82002400001060","Nodes","1060",21.000000,26.134780,"DDS demands","Known Flow",435049.134537,121065.185153,,0.000000,-6.000000,,,,,,,,,,,-5.365307,-6.000000,,"","C1 PROFILE",,,,,,,,,,
"82002400981077","Nodes","981077",21.000000,46.428320,"Default Known Flow Node","Known Flow",436787.510010,122127.435442,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400001408","Nodes","1408",21.000000,46.447080,"DDS demands","Known Flow",436812.815041,122161.383667,,0.000000,,,,,,-2.049999,,,,,,-1.833146,-2.049999,,"",,,,,,"D1 PROFILE",,,,,
"82002400001402","Nodes","1402",21.000000,41.064570,"DDS demands","Known Flow",436863.161030,122318.012494,,0.000000,,,,,,-3.020000,,,,,,-2.700538,-3.020000,,"",,,,,,"D1 PROFILE",,,,,
"82002400001076","Nodes","1076",21.000000,41.049357,"DDS demands","Known Flow",436865.635031,122328.810497,,0.000000,,,,,,-4.550000,,,,,,-4.068691,-4.550000,,"",,,,,,"D1 PROFILE",,,,,
"82002400060842","Nodes","60842",21.000000,40.117720,"Default Known Flow Node","Known Flow",436773.281092,122417.971340,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400001074","Nodes","1074",21.000000,38.526090,"Default Known Flow Node","Known Flow",436775.884007,122425.123523,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400061843","Nodes","61843",21.000000,38.566590,"Default Known Flow Node","Known Flow",436780.385008,122438.810527,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400001073","Nodes","1073",21.000000,35.798629,"Default Known Flow Node","Known Flow",436765.495528,122418.713201,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400001072","Nodes","1072",21.000000,33.347942,"DDS demands","Known Flow",436688.373983,122250.431475,,0.000000,,-24.780000,,,,,,,,,,-22.158719,-24.780000,,"",,"C2 PROFILE",,,,,,,,,
"82002400001225","Nodes","1225",21.000000,34.536844,"DDS demands","Known Flow",436529.889185,122355.575468,,0.000000,,,,,,-5.169999,,,,,,-4.623106,-5.169999,,"",,,,,,"D1 PROFILE",,,,,
"82002400000157","Nodes","157",21.000000,34.446040,"DDS demands","Known Flow",436498.173931,122340.069500,,0.000000,,,,,,-11.270000,,,,,,-10.077835,-11.270000,,"",,,,,,"D1 PROFILE",,,,,
"82002400000154","Nodes","154",21.000000,34.740170,"DDS demands","Known Flow",436534.759941,122432.435525,,0.000000,,,,,,-4.190000,,,,,,-3.746773,-4.190000,,"",,,,,,"D1 PROFILE",,,,,
"82002400981072","Nodes","981072",21.000000,34.832048,"Default Known Flow Node","Known Flow",436555.512671,122452.044003,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400000146","Nodes","146",21.000000,35.058257,"DDS demands","Known Flow",436601.340959,122502.000544,,0.000000,,,,,,-17.490000,,,,,,-15.639871,-17.490000,,"",,,,,,"D1 PROFILE",,,,,
"82002400000009","Nodes","Oatlands Fishlake Meadows DG, Constant/Seasonal Settings, Site ID 9036",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",435852.634755,121877.435374,,4239.999973,,,,,,,,,,,,318.386298,356.050013,,"",,,,,,,,,,,
"82002400001412","Nodes","1412",21.000000,49.279348,"DDS demands","Known Flow",436855.363028,122031.219416,,0.000000,,,,,,-5.320000,,,,,,-4.757239,-5.320000,,"",,,,,,"D1 PROFILE",,,,,
"82002400001045","Nodes","1045",21.000000,49.560736,"Default Known Flow Node","Known Flow",436874.375140,122051.544535,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400000849","Nodes","849",21.000000,49.565696,"Default Known Flow Node","Known Flow",436875.271305,122052.494166,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82002400000002","Nodes","Site ID 2528, Winchester Hill DG, Tel, Profiled",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",436874.635034,122044.810420,,10099.999614,,,,,,,,,,,,1550.026017,1733.387402,,"",,,,,,,,,,,
"82002400008011","Nodes","8011",21.000000,49.809272,"Default Known Flow Node","Known Flow",436877.760034,122048.185420,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
