"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82006000000443","Nodes","P10122990, Tinneys Lane, -6.74","22.999998","35.371367","CSEP DDS Matched","Known Flow","364516.455344","116903.427021","","0.000000","","","","","","","-6.740000","","","","","-6.027028","-6.740000","","","","","","","","","DC PROFILE","","","",""
"82006000000442","Nodes","442","21.000000","28.396021","DDS demands","Known Flow","362613.640826","115966.078765","","0.000000","","","","","","-2.030000","","","","","","-1.815262","-2.030000","","","","","","","","D1 PROFILE","","","","",""
"82006000000075","Nodes","75","21.000000","24.252589","DDS demands","Known Flow","363671.597876","117231.486116","","0.000000","","","-1.269999","","","-19.340000","","","","","","-18.429831","-20.609999","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"82006000000079","Nodes","79","21.000000","22.446393","DDS demands","Known Flow","363586.904971","117179.311279","","0.000000","","","","","","-9.649999","","","","","","-8.629202","-9.649999","","","","","","","","D1 PROFILE","","","","",""
"82006000000074","Nodes","MAXIMO 396983","21.000000","22.127396","DDS demands","Known Flow","363548.222915","117123.303210","","0.000000","","","","","","-15.729999","","","","","","-14.066047","-15.729999","","","","","","","","D1 PROFILE","","","","",""
"82006000000076","Nodes","76","21.000000","22.636692","DDS demands","Known Flow","363624.889413","117134.044138","","0.000000","","","","","","-14.959999","","","","","","-13.377499","-14.959999","","","","","","","","D1 PROFILE","","","","",""
"82006000000073","Nodes","73","21.000000","24.349337","DDS demands","Known Flow","363689.764119","117173.214094","","0.000000","","","","","","-25.939999","","","","","","-23.196012","-25.939999","","","","","","","","D1 PROFILE","","","","",""
"82006000001012","Nodes","P10122988, Tinneys Lane, -8.03","22.999998","35.203527","CSEP DDS Matched","Known Flow","364470.598332","116921.736026","","0.000000","","","","","","","-8.029999","","","","","-7.180569","-8.029999","","","","","","","","","DC PROFILE","","","",""
"82006000001013","Nodes","1013","21.000000","24.086306","DDS demands","Known Flow","364029.855212","117889.059289","","0.000000","","-82.089996","","","","","","","","","","-73.406347","-82.089996","","","","C2 PROFILE","","","","","","","","",""
"82006000001004","Nodes","1004","21.000000","36.244874","Default Known Flow Node","Known Flow","364024.673082","116568.182685","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000001011","Nodes","1011","21.000000","36.201723","Default Known Flow Node","Known Flow","364027.278211","116513.427914","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000570","Nodes","570","21.000000","36.460352","Default Known Flow Node","Known Flow","363988.754200","116580.555933","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000572","Nodes","572","21.000000","36.460352","Default Known Flow Node","Known Flow","363982.987513","116615.467400","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000571","Nodes","571","21.000000","36.460352","Default Known Flow Node","Known Flow","363968.068406","116610.288571","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000569","Nodes","569","21.000000","36.365457","Default Known Flow Node","Known Flow","363999.126198","116559.141198","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000438","Nodes","438","21.000000","36.052413","DDS demands","Known Flow","364060.861641","116585.812888","","0.000000","","","","","","-30.149999","","","","","","-26.960668","-30.149999","","","","","","","","D1 PROFILE","","","","",""
"82006000000510","Nodes","510","21.000000","36.800565","DDS demands","Known Flow","363917.384181","116526.684918","","0.000000","-7.040000","","","-5.199999","","-2.829999","","","","","","-13.475863","-15.069999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","",""
"82006000001010","Nodes","1010","21.000000","38.719837","Default Known Flow Node","Known Flow","363934.975625","116115.262849","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000011074","Nodes","-209310","21.000000","38.724945","Default Known Flow Node","Known Flow","363993.752516","116163.591320","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000067","Nodes","67","21.000000","24.994702","DDS demands","Known Flow","363676.156115","117364.346146","","0.000000","","","-3.880000","","","-15.120000","","","","","","-16.990140","-19.000000","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"82006000001009","Nodes","P00046735, Bristol Road, -7.93","22.999998","24.331232","CSEP DDS Matched","Known Flow","363666.290354","117273.440598","","0.000000","","","","","-4.070000","","-7.929999","","","","","-10.730614","-12.000000","","","","","","","CT PROFILE","","DC PROFILE","","","",""
"82006000000382","Nodes","382","21.000000","24.781165","DDS demands","Known Flow","364410.918315","116937.839030","","0.000000","","","","-0.009999","","-27.999999","","","","","","-25.047043","-28.010000","","","","","","C4 PROFILE","","D1 PROFILE","","","","",""
"82006000000413","Nodes","P00046210, Tinneys Lane, -111.32","26.000000","27.990529","CSEP DDS Matched","Known Flow","364377.091054","116917.625948","","0.000000","","","","","","","-111.320003","","","","","-99.544338","-111.320003","","","","","","","","","DC PROFILE","","","",""
"82006000000412","Nodes","412","21.000000","31.139365","Default Known Flow Node","Known Flow","364373.184571","116915.075022","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000130","Nodes","130","21.000000","42.592255","DDS demands","Known Flow","363303.508210","116140.808013","","0.000000","","-16.500000","","","","-9.310000","","","","","","-23.079764","-25.810001","","","","C2 PROFILE","","","","D1 PROFILE","","","","",""
"82006000000162","Nodes","162","21.000000","37.332326","DDS demands","Known Flow","363241.887997","116215.867833","","0.000000","","","","","","-2.499999","","","","","","-2.235544","-2.499999","","","","","","","","D1 PROFILE","","","","",""
"82006000000168","Nodes","168","21.000000","28.605949","DDS demands","Known Flow","362969.673332","116466.792999","","0.000000","","","","","","-9.699999","","","","","","-8.673912","-9.699999","","","","","","","","D1 PROFILE","","","","",""
"82006000000177","Nodes","177","21.000000","26.938888","DDS demands","Known Flow","362874.024897","116604.265939","","0.000000","","","","","","-2.200000","","","","","","-1.967279","-2.200000","","","","","","","","D1 PROFILE","","","","",""
"82006000001002","Nodes","1002","21.000000","41.082694","Default Known Flow Node","Known Flow","363373.182938","116055.106705","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000455","Nodes","455","21.000000","37.273189","Default Known Flow Node","Known Flow","363455.344278","115979.340444","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000044","Nodes","44","21.000000","29.077538","DDS demands","Known Flow","364044.793216","117140.008085","","0.000000","","-15.959999","","","","-19.139998","","","","","","-31.387046","-35.099999","","","","C2 PROFILE","","","","D1 PROFILE","","","","",""
"82006000000035","Nodes","35","21.000000","28.996494","DDS demands","Known Flow","364099.484231","117158.722090","","0.000000","","","","","","-1.659999","","","","","","-1.484401","-1.659999","","","","","","","","D1 PROFILE","","","","",""
"82006000000532","Nodes","532","21.000000","26.296163","Default Known Flow Node","Known Flow","363756.316322","117701.143076","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000001001","Nodes","1001","21.000000","25.720658","Default Known Flow Node","Known Flow","363739.827690","117623.027542","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000065","Nodes","65","21.000000","25.149453","DDS demands","Known Flow","363724.182123","117561.286199","","0.000000","","","","","","-2.630000","","","","","","-2.351793","-2.630000","","","","","","","","D1 PROFILE","","","","",""
"82006000000180","Nodes","180","21.000000","30.175204","DDS demands","Known Flow","363230.287535","116799.683814","","0.000000","","","","","","-6.710000","","","-27.560000","","","-30.644848","-34.269999","","","","","","","","D1 PROFILE","","","I2 PROFILE","",""
"82006000001000","Nodes","1000","21.000000","29.762788","Default Known Flow Node","Known Flow","363188.422640","116821.578395","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000011126","Nodes","-302693","21.000000","29.252584","Default Known Flow Node","Known Flow","363116.064992","116828.720496","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"82006000000106","Nodes","106","21.000000","38.586677","DDS demands","Known Flow","364029.748212","116302.707857","","0.000000","-52.959998","","","","","-11.570000","","","","","","-57.703880","-64.529999","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"82006000000607","Nodes","P00024482, Ludbourne Road, -11.53","36.900001","38.540621","CSEP DDS Matched","Known Flow","364048.138666","116325.260100","","0.000000","","","","","","","-11.530000","","","","","-10.310332","-11.530000","","","","","","","","","DC PROFILE","","","",""
"82006000000356","Nodes","356","21.000000","38.427053","DDS demands","Known Flow","364094.205229","116395.146882","","0.000000","","-11.449999","","","","-11.329999","","","","","","-20.370283","-22.780000","","","","C2 PROFILE","","","","D1 PROFILE","","","","",""
"82006000000085","Nodes","85","21.000000","30.390029","DDS demands","Known Flow","363554.995162","116888.809542","","0.000000","","","","-8.029999","","-6.030000","","","","","","-12.572703","-14.060000","","","","","","C4 PROFILE","","D1 PROFILE","","","","",""
"82006000000602","Nodes","602","21.000000","31.207305","DDS demands","Known Flow","363591.483379","116843.942307","","0.000000","","","","","","-0.610000","","","","","","-0.545472","-0.610000","","","","","","","","D1 PROFILE","","","","",""
"82006000000092","Nodes","92","21.000000","32.280254","DDS demands","Known Flow","363657.107110","116850.553006","","0.000000","","","","","","-4.199999","","","","","","-3.755715","-4.199999","","","","","","","","D1 PROFILE","","","","",""
"82006000000535","Nodes","535","21.000000","33.282607","DDS demands","Known Flow","363993.583202","116743.659977","","0.000000","","","","","","-5.290000","","","","","","-4.730413","-5.290000","","","","","","","","D1 PROFILE","","","","",""
"82006000000495","Nodes","495","21.000000","33.289267","DDS demands","Known Flow","363991.485770","116739.440428","","0.000000","-4.019999","","","","","-10.090000","","","","","","-12.617415","-14.110000","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"82006000000349","Nodes","349","21.000000","32.002752","DDS demands","Known Flow","364002.964748","116940.930068","","0.000000","","","","","","-1.739999","","","","","","-1.555939","-1.739999","","","","","","","","D1 PROFILE","","","","",""
"82006000000350","Nodes","350","21.000000","31.860605","DDS demands","Known Flow","364016.804208","116910.895023","","0.000000","","","","","","-1.019999","","","","","","-0.912102","-1.019999","","","","","","","","D1 PROFILE","","","","",""
