"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82820900000063","Nodes","63",21.000000,36.846391,"DDS demands","Known Flow",384194.870699,86450.675734,,0.000000,,,,-4.960000,,,,,-4.435321,-4.960000,,"",,,,"D1 PROFILE",,,,
"82820900000060","Nodes","60",21.000000,36.842298,"DDS demands","Known Flow",384241.620711,86510.050750,,0.000000,,,,-6.670000,,,,,-5.964433,-6.670000,,"",,,,"D1 PROFILE",,,,
"82820900000061","Nodes","61",21.000000,36.622722,"DDS demands","Known Flow",384204.370701,86502.425748,,0.000000,,,,-2.539999,,,,,-2.271313,-2.539999,,"",,,,"D1 PROFILE",,,,
"82820900000064","Nodes","64",21.000000,37.281758,"Default Known Flow Node","Known Flow",384398.745754,86549.050761,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000066","Nodes","66",21.000000,37.201226,"DDS demands","Known Flow",384447.370767,86543.300759,,0.000000,,,,-0.759999,,,,,-0.679605,-0.759999,,"",,,,"D1 PROFILE",,,,
"82820900000068","Nodes","68",21.000000,34.420094,"DDS demands","Known Flow",384483.745777,86699.925802,,0.000000,,,,-3.599999,,,,,-3.219184,-3.599999,,"",,,,"D1 PROFILE",,,,
"82820900000067","Nodes","67",21.000000,34.533342,"DDS demands","Known Flow",384493.120780,86680.425797,,0.000000,,,,-7.159999,,,,,-6.402599,-7.159999,,"",,,,"D1 PROFILE",,,,
"82820900259742","Nodes","-259742",21.000000,38.559180,"Default Known Flow Node","Known Flow",384488.775147,86860.905490,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000142","Nodes","142",21.000000,35.907632,"DDS demands","Known Flow",384031.432654,86766.343820,,0.000000,,,,-3.810000,,,,,-3.406970,-3.810000,,"",,,,"D1 PROFILE",,,,
"82820900000023","Nodes","23",21.000000,35.791898,"DDS demands","Known Flow",384054.745661,86547.425760,,0.000000,,,,-4.600000,,,,,-4.113402,-4.600000,,"",,,,"D1 PROFILE",,,,
"82820900000130","Nodes","130",21.000000,35.969938,"DDS demands","Known Flow",384065.408022,86745.750712,,0.000000,,,,-1.990000,,,,,-1.779493,-1.990000,,"",,,,"D1 PROFILE",,,,
"82820900259681","Nodes","-259681",21.000000,35.969938,"Default Known Flow Node","Known Flow",384064.285663,86748.228815,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000017","Nodes","17",21.000000,36.066838,"DDS demands","Known Flow",384076.870667,86722.800808,,0.000000,,,,-1.779999,,,,,-1.591707,-1.779999,,"",,,,"D1 PROFILE",,,,
"82820900000018","Nodes","18",21.000000,36.238570,"DDS demands","Known Flow",384109.503131,86758.302340,,0.000000,-12.930000,,,-1.960000,,,,,-13.314905,-14.890000,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"82820900259697","Nodes","-259697",21.000000,36.238570,"Default Known Flow Node","Known Flow",384109.120675,86760.175818,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900259691","Nodes","-259691",21.000000,36.195789,"Default Known Flow Node","Known Flow",384100.047673,86789.030826,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000016","Nodes","16",21.000000,36.283019,"DDS demands","Known Flow",384117.745678,86717.925807,,0.000000,,,,-2.980000,,,,,-2.664769,-2.980000,,"",,,,"D1 PROFILE",,,,
"82820900000021","Nodes","21",21.000000,36.083757,"DDS demands","Known Flow",384121.575448,86626.789251,,0.000000,,,,-7.300000,,,,,-6.527790,-7.300000,,"",,,,"D1 PROFILE",,,,
"82820900000022","Nodes","22",21.000000,35.905528,"DDS demands","Known Flow",384065.120663,86633.925784,,0.000000,,,,-5.579999,,,,,-4.989735,-5.579999,,"",,,,"D1 PROFILE",,,,
"82820900000015","Nodes","15",21.000000,36.286200,"DDS demands","Known Flow",384123.620679,86686.425798,,0.000000,,0.000000,,-5.070000,,,,,-4.533684,-5.070000,,"",,"",,"D1 PROFILE",,,,
"82820900000019","Nodes","19",21.000000,36.234513,"DDS demands","Known Flow",384124.620680,86666.925793,,0.000000,,,,-3.880000,,,,,-3.469565,-3.880000,,"",,,,"D1 PROFILE",,,,
"82820900000020","Nodes","20",21.000000,36.263823,"DDS demands","Known Flow",384054.245660,86539.300758,,0.000000,,,,-7.020000,,,,,-6.277409,-7.020000,,"",,,,"D1 PROFILE",,,,
"82820900000014","Nodes","14",21.000000,36.697866,"DDS demands","Known Flow",384193.370698,86529.800756,,0.000000,,,,-8.270000,,,,,-7.395182,-8.270000,,"",,,,"D1 PROFILE",,,,
"82820900259712","Nodes","-259712",21.000000,36.721270,"Default Known Flow Node","Known Flow",384195.370699,86530.800756,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000062","Nodes","62",21.000000,36.535911,"DDS demands","Known Flow",384175.620694,86475.550741,,0.000000,,,,-4.280000,,,,,-3.827252,-4.280000,,"",,,,"D1 PROFILE",,,,
"82820900000059","Nodes","59",21.000000,36.841439,"DDS demands","Known Flow",384236.120710,86547.425760,,0.000000,-8.020000,,,-1.590000,,,,,-8.593434,-9.610000,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"82820900000008","Nodes","8",21.000000,39.288983,"Default Known Flow Node","Known Flow",384437.995765,86826.550836,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000013","Nodes","13",21.000000,37.281766,"DDS demands","Known Flow",384387.745751,86550.550761,,0.000000,,,,-0.519999,,,,,-0.464993,-0.519999,,"",,,,"D1 PROFILE",,,,
"82820900000094","Nodes","94",21.000000,37.293071,"DDS demands","Known Flow",384388.245751,86554.050762,,0.000000,,,,-9.359999,,,,,-8.369879,-9.359999,,"",,,,"D1 PROFILE",,,,
"82820900259729","Nodes","-259729",21.000000,37.286549,"Default Known Flow Node","Known Flow",384393.745753,86540.675759,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000011","Nodes","11",21.000000,37.796558,"DDS demands","Known Flow",384422.002181,86680.548550,,0.000000,,,,-13.350000,,,,,-11.937809,-13.350000,,"",,,,"D1 PROFILE",,,,
"82820900000012","Nodes","012, P12130368, Breachfield, SCH 8.22",22.999998,37.749565,"CSEP Unmatched","Known Flow",384418.082923,86669.347488,,0.000000,,,,,,,,-8.220000,-7.350471,-8.220000,,"",,,,,,,,"DC PROFILE"
"82820900259738","Nodes","-259738",21.000000,38.559653,"Default Known Flow Node","Known Flow",384463.120772,86863.800847,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000113","Nodes","113",21.000000,34.311071,"DDS demands","Known Flow",384489.245779,86765.800820,,0.000000,,,,-3.790000,,,,,-3.389085,-3.790000,,"",,,,"D1 PROFILE",,,,
"82820910000100","Nodes","-100",21.000000,31.599833,"Default Known Flow Node","Known Flow",384582.620804,86517.175752,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900259776","Nodes","-259776",21.000000,30.491487,"Default Known Flow Node","Known Flow",384651.870823,86496.800747,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000108","Nodes","108",21.000000,37.164470,"DDS demands","Known Flow",384505.870783,86534.800757,,0.000000,,,,-3.000000,,,,,-2.682653,-3.000000,,"",,,,"D1 PROFILE",,,,
"82820900259752","Nodes","-259752",21.000000,32.225334,"Default Known Flow Node","Known Flow",384571.120801,86710.925805,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900259751","Nodes","-259751",21.000000,31.558196,"Default Known Flow Node","Known Flow",384570.370801,86737.675812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900259754","Nodes","-259754",21.000000,31.558196,"Default Known Flow Node","Known Flow",384577.995803,86737.925812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000076","Nodes","76",21.000000,30.291779,"DDS demands","Known Flow",384638.745820,86719.800807,,0.000000,,,,-5.800000,,,,,-5.186464,-5.800000,,"",,,,"D1 PROFILE",,,,
"82820900000134","Nodes","134",21.000000,30.309412,"DDS demands","Known Flow",384639.620820,86736.925812,,0.000000,,,,-9.819999,,,,,-8.781219,-9.819999,,"",,,,"D1 PROFILE",,,,
"82820900000072","Nodes","72",21.000000,30.566781,"DDS demands","Known Flow",384620.362857,86605.637978,,0.000000,,,,-6.679999,,,,,-5.973375,-6.679999,,"",,,,"D1 PROFILE",,,,
"82820900259759","Nodes","-259759",21.000000,32.225334,"Default Known Flow Node","Known Flow",384593.995807,86706.800804,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000109","Nodes","109",21.000000,34.433695,"DDS demands","Known Flow",384558.511798,86840.181840,,0.000000,,,,-7.840000,,,,,-7.010668,-7.840000,,"",,,,"D1 PROFILE",,,,
"82820900000100","Nodes","100",21.000000,31.807145,"DDS demands","Known Flow",384580.620804,86517.050752,,0.000000,,,,-6.969999,,,,,-6.232698,-6.969999,,"",,,,"D1 PROFILE",,,,
"82820900000104","Nodes","104",21.000000,30.507728,"DDS demands","Known Flow",384614.370813,86534.675757,,0.000000,-0.710000,,,-1.159999,,,,,-1.672187,-1.869999,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"82820900000073","Nodes","73",21.000000,30.495272,"DDS demands","Known Flow",384629.370817,86530.425756,,0.000000,,,,-3.380000,,,,,-3.022456,-3.380000,,"",,,,"D1 PROFILE",,,,
"82820900000116","Nodes","116",21.000000,30.509015,"DDS demands","Known Flow",384615.303613,86540.791843,,0.000000,,,,-1.919999,,,,,-1.716898,-1.919999,,"",,,,"D1 PROFILE",,,,
"82820900000117","Nodes","117",21.000000,30.215035,"DDS demands","Known Flow",384677.995830,86593.175773,,0.000000,,,,-7.519999,,,,,-6.724518,-7.519999,,"",,,,"D1 PROFILE",,,,
"82820900259768","Nodes","-259768",21.000000,30.562620,"Default Known Flow Node","Known Flow",384621.370815,86605.425776,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000074","Nodes","74",21.000000,30.331182,"DDS demands","Known Flow",384633.094247,86654.427805,,0.000000,,,,-3.859999,,,,,-3.451680,-3.859999,,"",,,,"D1 PROFILE",,,,
"82820900259769","Nodes","-259769",21.000000,30.495272,"Default Known Flow Node","Known Flow",384626.370816,86526.925755,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900259771","Nodes","-259771",21.000000,30.495272,"Default Known Flow Node","Known Flow",384631.870818,86533.550757,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000075","Nodes","75",21.000000,29.731136,"DDS demands","Known Flow",384662.617498,86645.040322,,0.000000,-17.209999,,,-8.020000,,,,,-22.561117,-25.229998,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"82820900259779","Nodes","-259779",21.000000,30.095002,"Default Known Flow Node","Known Flow",384670.245828,86730.800810,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000250","Nodes","250",21.000000,29.708878,"DDS demands","Known Flow",384652.995823,86624.425781,,0.000000,,,,-3.199999,,,,,-2.861497,-3.199999,,"",,,,"D1 PROFILE",,,,
"82820900259784","Nodes","-259784",21.000000,29.825297,"Default Known Flow Node","Known Flow",384694.745835,86690.800799,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900259780","Nodes","-259780",21.000000,30.095002,"Default Known Flow Node","Known Flow",384670.370828,86727.925810,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000118","Nodes","118",21.000000,30.138052,"DDS demands","Known Flow",384776.620857,86525.550754,,0.000000,,,,-7.770000,,,,,-6.948073,-7.770000,,"",,,,"D1 PROFILE",,,,
"82820900000115","Nodes","115",21.000000,29.910440,"DDS demands","Known Flow",384687.120833,86732.300811,,0.000000,,,,-4.510000,,,,,-4.032922,-4.510000,,"",,,,"D1 PROFILE",,,,
"82820900259785","Nodes","-259785",21.000000,29.910440,"Default Known Flow Node","Known Flow",384696.120835,86731.050810,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000119","Nodes","119",21.000000,30.175184,"DDS demands","Known Flow",384825.745870,86413.550724,,0.000000,,,,-3.800000,,,,,-3.398028,-3.800000,,"",,,,"D1 PROFILE",,,,
"82820900000084","Nodes","84",21.000000,39.161774,"DDS demands","Known Flow",383253.745443,87080.300905,,0.000000,,,,-6.150000,,,,,-5.499440,-6.150000,,"",,,,"D1 PROFILE",,,,
"82820900000086","Nodes","86",21.000000,38.967045,"DDS demands","Known Flow",383224.870435,87222.050944,,0.000000,,,,-3.579999,,,,,-3.201299,-3.579999,,"",,,,"D1 PROFILE",,,,
"82820900000085","Nodes","85",21.000000,39.115122,"DDS demands","Known Flow",383290.745453,87082.550906,,0.000000,,,,-4.300000,,,,,-3.845137,-4.300000,,"",,,,"D1 PROFILE",,,,
"82820900008001","Nodes","8001",21.000000,30.415815,"DDS demands","Known Flow",384587.078055,86355.905764,,0.000000,,,,-6.699999,,,,,-5.991259,-6.699999,,"",,,,"D1 PROFILE",,,,
"82820900259653","Nodes","-259653",21.000000,35.495694,"Default Known Flow Node","Known Flow",383875.495612,86494.675746,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820910001001","Nodes","-1001",21.000000,35.486846,"Default Known Flow Node","Known Flow",383862.370608,86498.050747,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000077","Nodes","77",21.000000,34.824133,"DDS demands","Known Flow",383843.370603,86513.925751,,0.000000,,,-3.819999,-6.409999,,,,,-9.147848,-10.229999,,"",,,"C4 PROFILE","D1 PROFILE",,,,
"82821910000077","Nodes","-77",21.000000,34.824133,"Default Known Flow Node","Known Flow",383852.377140,86520.586836,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000033","Nodes","33",21.000000,35.455790,"DDS demands","Known Flow",383873.754092,86493.621197,,0.000000,,,,-23.200001,,,,,-20.745856,-23.200001,,"",,,,"D1 PROFILE",,,,
"82820900259649","Nodes","-259649",21.000000,34.824133,"Default Known Flow Node","Known Flow",383855.370606,86522.800754,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008042","Nodes",,21.000000,32.179988,"Default Known Flow Node","Known Flow",383872.245611,86243.175678,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008055","Nodes",,21.000000,32.093623,"Default Known Flow Node","Known Flow",383803.620592,86289.050690,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008059","Nodes",,21.000000,26.952215,"DDS demands","Known Flow",383952.495633,86605.425776,,0.000000,,,,-6.010000,,,,,-5.374249,-6.010000,,"",,,,"D1 PROFILE",,,,
"82820900008076","Nodes",,21.000000,33.228225,"Default Known Flow Node","Known Flow",383799.917591,86456.691736,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008077","Nodes",,21.000000,33.105225,"DDS demands","Known Flow",383827.749599,86457.123736,,0.000000,,,,-8.949999,,,,,-8.003250,-8.949999,,"",,,,"D1 PROFILE",,,,
"82820900008081","Nodes",,21.000000,36.423214,"Default Known Flow Node","Known Flow",384191.475618,86646.593200,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008113","Nodes",,21.000000,36.348431,"Default Known Flow Node","Known Flow",384172.473668,86694.049610,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008082","Nodes",,21.000000,36.423214,"Default Known Flow Node","Known Flow",384200.805700,86649.973788,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008089","Nodes",,21.000000,36.423214,"Default Known Flow Node","Known Flow",384203.339701,86654.741790,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008091","Nodes",,21.000000,33.314270,"Default Known Flow Node","Known Flow",383790.461589,86485.104743,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008099","Nodes",,21.000000,36.380441,"Default Known Flow Node","Known Flow",384206.650702,86681.705797,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008109","Nodes",,21.000000,39.969265,"Default Known Flow Node","Known Flow",384322.745734,86837.550839,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008112","Nodes",,21.000000,36.348431,"Default Known Flow Node","Known Flow",384173.166693,86712.585805,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008114","Nodes",,21.000000,36.348431,"Default Known Flow Node","Known Flow",384164.780874,86722.876394,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008155","Nodes",,21.000000,37.220336,"Default Known Flow Node","Known Flow",384436.241696,86542.970338,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008153","Nodes",,21.000000,37.220336,"Default Known Flow Node","Known Flow",384438.042765,86554.138762,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008154","Nodes",,21.000000,37.220336,"Default Known Flow Node","Known Flow",384441.207766,86554.233762,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008172","Nodes",,21.000000,38.292447,"Default Known Flow Node","Known Flow",384489.136039,86861.836520,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008170","Nodes","1000,",21.000000,38.561416,"Default Known Flow Node","Known Flow",384477.985430,86832.818460,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008183","Nodes",,21.000000,31.588392,"Default Known Flow Node","Known Flow",384632.620818,86809.425832,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008188","Nodes","8188, 80305, Breach Field, 5.63scm/h",22.999998,38.538316,"CSEP DDS Matched","Known Flow",384438.017438,86793.012504,,0.000000,,,,,-5.630000,,,,-5.034446,-5.630000,,"",,,,,"DC PROFILE",,,
"82820900008092","Nodes",,21.000000,33.228225,"Default Known Flow Node","Known Flow",383801.367592,86452.334735,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008230","Nodes",,21.000000,35.495694,"Default Known Flow Node","Known Flow",383875.495722,86494.800677,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008225","Nodes",,21.000000,38.559180,"Default Known Flow Node","Known Flow",384484.610338,86861.222520,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900008227","Nodes",,21.000000,36.193997,"Default Known Flow Node","Known Flow",384125.410001,86435.454499,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900001220","Nodes","1220",21.000000,39.969265,"Default Known Flow Node","Known Flow",384282.120722,86840.675840,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000065","Nodes","65",21.000000,35.147303,"Default Known Flow Node","Known Flow",384493.257907,86671.174217,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82820900000003","Nodes","4 Houses @ Site Adj 3 Lampton Close, Wool, Wareham, NA:18587",0.000000,23.173224,"Point Loads","Known Flow",383911.321280,86653.265061,,0.000000,,,,,,,-8.579999,,-7.672389,-8.579999,,"",,,,,,,"PL-AF PROFILE",
