"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"82018400000058","Nodes","58",21.000000,34.044366,"DDS demands","Known Flow",367635.204154,92485.477941,,0.000000,,,,,,-2.959999,,,,-2.646885,-2.959999,,"",,,,,,"D1 PROFILE",,,
"82018400000057","Nodes","57",21.000000,34.048359,"DDS demands","Known Flow",367641.417594,92487.000234,,0.000000,,,,-4.380000,,-1.999999,,,,-5.705110,-6.379999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,
"82018400000143","Nodes","P00021989, Herrison Hospital Phase 4, 267.42",35.000000,65.041784,"CSEP DDS Matched","Known Flow",367924.361261,94873.032459,,0.000000,,,,,-180.929992,-13.800000,-86.489999,,,-251.471960,-281.219996,,"",,,,,"CT PROFILE","D1 PROFILE","DC PROFILE",,
"82018400000114","Nodes","114",21.000000,67.749539,"DDS demands","Known Flow",367954.750046,94928.180428,,0.000000,,,,,,-4.300000,,,,-3.845137,-4.300000,,"",,,,,,"D1 PROFILE",,,
"82018400000049","Nodes","49",21.000000,33.482874,"DDS demands","Known Flow",367474.750000,92747.132812,,0.000000,,,,,,-10.930000,,,,-9.773801,-10.930000,,"",,,,,,"D1 PROFILE",,,
"82018400000048","Nodes","48",21.000000,34.720575,"DDS demands","Known Flow",367631.181175,92702.556173,,0.000000,,,,,,-20.820000,,,,-18.617616,-20.820000,,"",,,,,,"D1 PROFILE",,,
"82018400000045","Nodes","45",21.000000,38.816268,"Default Known Flow Node","Known Flow",365502.822129,93633.914860,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82018400000067","Nodes","67",21.000000,37.106323,"DDS demands","Known Flow",367779.482406,92666.994869,,0.000000,,,,,,-9.509999,,,,-8.504012,-9.509999,,"",,,,,,"D1 PROFILE",,,
"82018400000046","Nodes","46",21.000000,36.198189,"DDS demands","Known Flow",367718.493456,92674.733299,,0.000000,,,,,,-1.840000,,,,-1.645360,-1.840000,,"",,,,,,"D1 PROFILE",,,
"82018400000071","Nodes","71",21.000000,34.031010,"DDS demands","Known Flow",367979.784473,92426.348631,,0.000000,,,,,,-4.739999,,,,-4.238592,-4.739999,,"",,,,,,"D1 PROFILE",,,
"82018400000070","Nodes","70",21.000000,34.600078,"Default Known Flow Node","Known Flow",368104.750000,92555.250000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82018400000069","Nodes","69",21.000000,34.751262,"Default Known Flow Node","Known Flow",368124.589324,92615.257029,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82018400000073","Nodes","73",21.000000,34.748126,"DDS demands","Known Flow",368128.740533,92614.955122,,0.000000,,,,,,-4.719999,,,,-4.220708,-4.719999,,"",,,,,,"D1 PROFILE",,,
"82018400000093","Nodes","93",21.000000,32.268158,"DDS demands","Known Flow",368316.625000,92528.882812,,0.000000,,,,,,-1.249999,,,,-1.117772,-1.249999,,"",,,,,,"D1 PROFILE",,,
"82018400000095","Nodes","95",21.000000,32.176703,"Default Known Flow Node","Known Flow",368398.375000,92569.132812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82018400000035","Nodes","35",21.000000,38.345962,"DDS demands","Known Flow",367685.198108,93593.274811,,0.000000,,,,,,-8.149999,,,,-7.287875,-8.149999,,"",,,,,,"D1 PROFILE",,,
"82018400008001","Nodes","-1001",21.000000,39.562509,"Default Known Flow Node","Known Flow",367729.312529,93485.082051,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82018400000039","Nodes","39",21.000000,39.648642,"Default Known Flow Node","Known Flow",367830.613235,92833.438607,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
