"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"82061200000047","Nodes","47",21.000000,32.332397,"DDS demands","Known Flow",384585.588871,94025.273469,,0.000000,,,,-2.209999,,,,-1.976221,-2.209999,,"",,,,"D1 PROFILE",,,
"82061200000123","Nodes","123",21.000000,50.158288,"DDS demands","Known Flow",386261.793827,97602.613761,,0.000000,,,,-4.920000,,,,-4.399552,-4.920000,,"",,,,"D1 PROFILE",,,
"82061200000126","Nodes","126",21.000000,48.800366,"DDS demands","Known Flow",386366.371290,97479.804735,,0.000000,,,,-5.409999,,,,-4.837718,-5.409999,,"",,,,"D1 PROFILE",,,
"82061200000125","Nodes","125",21.000000,49.149596,"DDS demands","Known Flow",386327.259981,97629.526587,,0.000000,,,,-6.159999,,,,-5.508382,-6.159999,,"",,,,"D1 PROFILE",,,
"82061200000119","Nodes","119",21.000000,46.160522,"DDS demands","Known Flow",386297.273361,97836.355486,,0.000000,,,,-24.459999,,,,-21.872570,-24.459999,,"",,,,"D1 PROFILE",,,
"82061200000106","Nodes","106",21.000000,48.026838,"DDS demands","Known Flow",385988.045734,97623.803293,,0.000000,,,,-4.719999,,,,-4.220708,-4.719999,,"",,,,"D1 PROFILE",,,
"82061200000108","Nodes","108",21.000000,48.723496,"DDS demands","Known Flow",386022.827718,97631.657290,,0.000000,,,,-5.830000,,,,-5.213290,-5.830000,,"",,,,"D1 PROFILE",,,
"82061200000102","Nodes","102",21.000000,49.395341,"DDS demands","Known Flow",386047.862502,97639.776555,,0.000000,,,,-7.340000,,,,-6.563559,-7.340000,,"",,,,"D1 PROFILE",,,
"82061200001034","Nodes","1034",21.000000,42.639873,"DDS demands","Known Flow",380145.253534,97959.389646,,0.000000,,,,-5.610000,,,,-5.016562,-5.610000,,"",,,,"D1 PROFILE",,,
"82061200000065","Nodes","65",21.000000,46.670433,"DDS demands","Known Flow",384273.920032,95034.390650,,0.000000,,,,-3.660000,,,,-3.272837,-3.660000,,"",,,,"D1 PROFILE",,,
"82061200000014","Nodes","14",21.000000,60.499427,"DDS demands","Known Flow",384860.434300,94847.554856,,0.000000,-4.909999,,-1.220000,-23.129999,,,,-26.164814,-29.259998,,"","C1 PROFILE",,"C4 PROFILE","D1 PROFILE",,,
"82061200000012","Nodes","12",21.000000,67.416148,"DDS demands","Known Flow",385085.804213,95141.228160,,0.000000,,,,-3.540000,,,,-3.165531,-3.540000,,"",,,,"D1 PROFILE",,,
"82061200000050","Nodes","50",21.000000,51.587058,"DDS demands","Known Flow",384363.972492,94854.690065,,0.000000,,,,-9.590000,,,,-8.575549,-9.590000,,"",,,,"D1 PROFILE",,,
"82061200000053","Nodes","53",21.000000,51.345501,"DDS demands","Known Flow",384365.567736,94923.219383,,0.000000,,,,-13.069999,,,,-11.687427,-13.069999,,"",,,,"D1 PROFILE",,,
"82061200000056","Nodes","56",21.000000,51.442138,"DDS demands","Known Flow",384364.596888,94979.715605,,0.000000,,,,-2.650000,,,,-2.369677,-2.650000,,"",,,,"D1 PROFILE",,,
"82061200000063","Nodes","63",21.000000,48.871684,"DDS demands","Known Flow",384505.271368,94990.598548,,0.000000,,,,-25.520001,,,,-22.820441,-25.520001,,"",,,,"D1 PROFILE",,,
"82061200000021","Nodes","21",21.000000,54.508323,"DDS demands","Known Flow",384492.472777,94818.362055,,0.000000,,,,-5.079999,,,,-4.542626,-5.079999,,"",,,,"D1 PROFILE",,,
"82061200000022","Nodes","22",21.000000,54.631241,"DDS demands","Known Flow",384511.938209,94909.817281,,0.000000,,,,-5.949999,,,,-5.320596,-5.949999,,"",,,,"D1 PROFILE",,,
"82061200000023","Nodes","23",21.000000,54.122420,"DDS demands","Known Flow",384569.743963,94783.440819,,0.000000,,,,-3.010000,,,,-2.691595,-3.010000,,"",,,,"D1 PROFILE",,,
"82061200000057","Nodes","57",21.000000,50.638293,"DDS demands","Known Flow",384562.373147,94964.367187,,0.000000,,,,-7.940000,,,,-7.100090,-7.940000,,"",,,,"D1 PROFILE",,,
"82061200000016","Nodes","16",21.000000,56.996379,"DDS demands","Known Flow",384637.379363,94920.051809,,0.000000,,,,-19.950001,,,,-17.839648,-19.950001,,"",,,,"D1 PROFILE",,,
"82061200000018","Nodes","18",21.000000,54.239938,"DDS demands","Known Flow",384703.714097,94830.668975,,0.000000,,,,-20.900000,,,,-18.689154,-20.900000,,"",,,,"D1 PROFILE",,,
"82061200000032","Nodes","32",21.000000,42.404377,"DDS demands","Known Flow",384614.556648,94571.537706,,0.000000,,,,-6.489999,,,,-5.803474,-6.489999,,"",,,,"D1 PROFILE",,,
"82061200000033","Nodes","33",21.000000,41.724728,"DDS demands","Known Flow",384502.137568,94593.930171,,0.000000,,,,-13.359999,,,,-11.946751,-13.359999,,"",,,,"D1 PROFILE",,,
"82061200000073","Nodes","73",21.000000,49.058687,"DDS demands","Known Flow",384686.614088,94710.421473,,0.000000,,,,-9.359999,,,,-8.369879,-9.359999,,"",,,,"D1 PROFILE",,,
"82061200000059","Nodes","59",21.000000,44.737332,"DDS demands","Known Flow",384768.226956,95012.839681,,0.000000,,,,-17.379999,,,,-15.541506,-17.379999,,"",,,,"D1 PROFILE",,,
"82061200001046","Nodes","1046",21.000000,40.815882,"Default Known Flow Node","Known Flow",380260.891021,98195.873499,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82061200001044","Nodes","1044",21.000000,40.940411,"DDS demands","Known Flow",380275.950529,98164.797847,,0.000000,,,,-2.069999,,,,-1.851031,-2.069999,,"",,,,"D1 PROFILE",,,
"82061200001042","Nodes","1042",21.000000,42.639540,"DDS demands","Known Flow",380347.709725,98150.365354,,0.000000,,,,-7.440000,,,,-6.652981,-7.440000,,"",,,,"D1 PROFILE",,,
"82061200001035","Nodes","1035",21.000000,43.045219,"DDS demands","Known Flow",380313.653765,98039.066228,,0.000000,,,,-4.780000,,,,-4.274362,-4.780000,,"",,,,"D1 PROFILE",,,
"82061200001039","Nodes","1039",21.000000,41.755562,"DDS demands","Known Flow",380240.240162,98046.381555,,0.000000,,,,-0.699999,,,,-0.625952,-0.699999,,"",,,,"D1 PROFILE",,,
"82061200001038","Nodes","1038",21.000000,41.817046,"DDS demands","Known Flow",380254.642318,98063.460916,,0.000000,,,,-5.320000,,,,-4.757239,-5.320000,,"",,,,"D1 PROFILE",,,
"82061200001036","Nodes","1036",21.000000,41.940913,"DDS demands","Known Flow",380272.878892,98058.408610,,0.000000,,,,-3.339999,,,,-2.986687,-3.339999,,"",,,,"D1 PROFILE",,,
"82061200001031","Nodes","1031",21.000000,42.654372,"DDS demands","Known Flow",380187.259225,97965.806853,,0.000000,,,,-3.640000,,,,-3.254953,-3.640000,,"",,,,"D1 PROFILE",,,
"82061200001032","Nodes","1032",21.000000,42.539159,"DDS demands","Known Flow",380245.471624,97975.869870,,0.000000,,,,-5.599999,,,,-5.007620,-5.599999,,"",,,,"D1 PROFILE",,,
