"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82013300000406","Nodes","406","21.000000","39.903363","Default Known Flow Node","Known Flow","422091.316188","147823.255586","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000303","Nodes","303","21.000000","39.903363","Default Known Flow Node","Known Flow","422106.918564","147820.750436","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300003788","Nodes","3788","21.000000","37.952176","Default Known Flow Node","Known Flow","422412.318827","147903.094111","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000317","Nodes","317","21.000000","39.238731","Default Known Flow Node","Known Flow","422451.373259","147840.513361","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000312","Nodes","312","21.000000","36.353408","Default Known Flow Node","Known Flow","422400.306715","147968.000253","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000429","Nodes","429","21.000000","22.760565","DDS demands","Known Flow","423748.847462","147886.725451","","0.000000","","","","","","-7.400000","","","","","","","","-6.617212","-7.400000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000430","Nodes","430","21.000000","22.714279","DDS demands","Known Flow","423751.185462","147869.039447","","0.000000","","","","","","-5.330000","","","","","","","","-4.766181","-5.330000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000427","Nodes","427","21.000000","22.931148","DDS demands","Known Flow","423753.019463","147952.460469","","0.000000","","","","","","-5.189999","","","","","","","","-4.640990","-5.189999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000428","Nodes","428","21.000000","22.988136","DDS demands","Known Flow","423834.103485","147963.334472","","0.000000","","","","","","-6.000000","","","","","","","","-5.365307","-6.000000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000431","Nodes","431","21.000000","22.964909","DDS demands","Known Flow","423871.747495","147942.050466","","0.000000","","","","","","-8.859999","","","","","","","","-7.922770","-8.859999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000286","Nodes","286","21.000000","38.451061","Default Known Flow Node","Known Flow","422053.660731","148403.621924","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000283","Nodes","283","21.000000","38.363970","Default Known Flow Node","Known Flow","422007.755988","148363.817581","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000281","Nodes","281","21.000000","38.363970","Default Known Flow Node","Known Flow","422024.437204","148337.950019","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000279","Nodes","279","21.000000","38.320437","Default Known Flow Node","Known Flow","422042.824263","148308.442414","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000280","Nodes","280","21.000000","38.363970","Default Known Flow Node","Known Flow","422061.409242","148325.119667","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000314","Nodes","314","21.000000","36.353408","DDS demands","Known Flow","422389.922092","147964.130472","","0.000000","-219.509998","","0.000000","","","","","","","","","","","-196.289775","-219.509998","","","C1 PROFILE","","C4 PROFILE","","","","","","","","","",""
"82013300000396","Nodes","396","21.000000","32.514914","DDS demands","Known Flow","423365.638358","148303.720565","","0.000000","","","","","","-8.439999","","","","","","","","-7.547198","-8.439999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000442","Nodes","442","21.000000","57.389072","DDS demands","Known Flow","423724.641455","148140.506520","","0.000000","","","","","","-5.369999","","","","","","","","-4.801949","-5.369999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000443","Nodes","443","21.000000","56.189966","DDS demands","Known Flow","423787.713472","148140.179520","","0.000000","","","","","","-6.059999","","","","","","","","-5.418960","-6.059999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000405","Nodes","405","21.000000","55.177115","DDS demands","Known Flow","423932.114692","148035.600285","","0.000000","","","","","","-9.209999","","","","","","","","-8.235746","-9.209999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300003799","Nodes","3799","21.000000","55.080790","Default Known Flow Node","Known Flow","423916.563591","148037.680681","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000444","Nodes","444","21.000000","56.442217","DDS demands","Known Flow","423946.443516","148143.570521","","0.000000","","","","","","-2.170000","","","","","","","","-1.940452","-2.170000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000404","Nodes","404","21.000000","55.381580","DDS demands","Known Flow","423791.245109","148028.809552","","0.000000","","","","","","-16.049999","","","","","","","","-14.352197","-16.049999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300003798","Nodes","3798","21.000000","55.315645","Default Known Flow Node","Known Flow","423837.248988","148029.325759","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300003790","Nodes","3790","21.000000","55.480009","Default Known Flow Node","Known Flow","423791.574593","148000.699569","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000004","Nodes","Lowa Road DG, Constant","21.000000","45.000001","Default Known Pressure Node","Known Pressure","423332.594349","148570.294637","","359.999986","","","","","","","","","","","","","","185.273007","207.189994","","","","","","","","","","","","","","",""
"82013300000340","Nodes","340","21.000000","43.899649","DDS demands","Known Flow","423337.211880","148489.408013","","0.000000","-4.110000","","","","","-1.249999","","","","","","","","-4.793007","-5.359999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"82013300000341","Nodes","341","21.000000","44.722213","DDS demands","Known Flow","423327.686372","148564.273235","","0.000000","-68.250001","","0.000000","","","-2.390000","","","","","","","","-63.167553","-70.640001","","","C1 PROFILE","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"82013300000003","Nodes","St George's Road DG, Constant","21.000000","40.000000","Default Known Pressure Node","Known Pressure","423310.744343","148751.307687","","2099.999985","","","","","","","","","","","","","","235.306385","263.142105","","","","","","","","","","","","","","",""
"82013300000344","Nodes","344","21.000000","44.275484","DDS demands","Known Flow","423273.793258","148567.554485","","0.000000","","","","","","-0.460000","","","","","","","","-0.411340","-0.460000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000105","Nodes","105","21.000000","31.167740","DDS demands","Known Flow","423658.317862","148622.999999","","0.000000","-4.230000","","-6.849999","","","-14.290000","","","","","","","","-22.686307","-25.369999","","","C1 PROFILE","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"82013300003794","Nodes","3794","21.000000","31.437087","Default Known Flow Node","Known Flow","423766.415467","148959.361743","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300003793","Nodes","3793","21.000000","31.393095","Default Known Flow Node","Known Flow","423700.970309","148959.566002","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300003795","Nodes","3795","21.000000","31.216999","Default Known Flow Node","Known Flow","423818.092785","148520.346820","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000110","Nodes","110","21.000000","31.844438","DDS demands","Known Flow","423609.276546","148816.339801","","0.000000","","","","","","-2.419999","","","","","","","","-2.164007","-2.419999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300003789","Nodes","3789","21.000000","31.844378","Default Known Flow Node","Known Flow","423593.604138","148801.312000","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300003800","Nodes","3800","21.000000","31.844438","Default Known Flow Node","Known Flow","423609.364903","148806.528069","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000002","Nodes","Ordnance Road DG, Constant","21.000000","32.000001","Default Known Pressure Node","Known Pressure","423646.158434","148817.794705","","2099.999985","","","","","","","","","","","","","","382.398491","427.634565","","","","","","","","","","","","","","",""
"82013300003801","Nodes","3801","21.000000","31.369792","Default Known Flow Node","Known Flow","423650.216432","148691.325418","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000106","Nodes","106","21.000000","31.832216","DDS demands","Known Flow","423651.837435","148751.997687","","0.000000","","","","","","-1.729999","","","","","","","","-1.546996","-1.729999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000107","Nodes","107","21.000000","31.868582","DDS demands","Known Flow","423653.344436","148783.943695","","0.000000","","","","","","-3.110000","","","","","","","","-2.781017","-3.110000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300003802","Nodes","3802","21.000000","31.832216","Default Known Flow Node","Known Flow","423662.722438","148747.934686","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000108","Nodes","108","21.000000","31.916535","Default Known Flow Node","Known Flow","423656.587378","148822.435303","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000437","Nodes","437","21.000000","31.762957","DDS demands","Known Flow","423889.737500","148834.709709","","0.000000","","","","","","-0.860000","","","","","","","","-0.769027","-0.860000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000111","Nodes","111","21.000000","31.844282","DDS demands","Known Flow","423581.516416","148764.146690","","0.000000","","","","","","-0.939999","","","","","","","","-0.840564","-0.939999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000001","Nodes","Kennett Road DG, Constant","21.000000","32.000001","Default Known Pressure Node","Known Pressure","424145.232570","148720.508678","","1930.000046","","","","","","","","","","","","","","407.186995","455.355450","","","","","","","","","","","","","","",""
"82013300000024","Nodes","24","21.000000","31.987670","Default Known Flow Node","Known Flow","424144.230569","148723.506679","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000352","Nodes","352","21.000000","31.720571","Default Known Flow Node","Known Flow","424159.937574","148729.460681","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000359","Nodes","359","21.000000","31.352363","DDS demands","Known Flow","424138.176199","148920.600214","","0.000000","","","","","","-1.129999","","","","","","","","-1.010466","-1.129999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000039","Nodes","39","21.000000","31.264021","DDS demands","Known Flow","424155.154540","148978.503869","","0.000000","","","","","","-0.920000","","","","","","","","-0.822680","-0.920000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000183","Nodes","P00055444, Kennet Road, 240.92","31.000000","31.696137","CSEP DDS Matched","Known Flow","424157.135573","148732.117681","","0.000000","","","","","","-5.349999","-240.920004","","","","","","","-220.219049","-246.270007","","","","","","","","D1 PROFILE","DC PROFILE","","","","","",""
"82013300000207","Nodes","207","21.000000","29.799452","DDS demands","Known Flow","424343.110624","149010.214757","","0.000000","","","","","","-2.809999","","","","","","","","-2.512752","-2.809999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000206","Nodes","206","21.000000","29.775405","DDS demands","Known Flow","424339.682680","149056.766300","","0.000000","","","","","","-1.909999","","","","","","","","-1.707956","-1.909999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000200","Nodes","200","21.000000","27.569234","DDS demands","Known Flow","424252.919599","149022.223760","","0.000000","","","","","","-5.879999","","","","","","","","-5.258001","-5.879999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000198","Nodes","198","21.000000","28.059562","DDS demands","Known Flow","424294.883610","149037.067764","","0.000000","","","","","","-0.959999","","","","","","","","-0.858449","-0.959999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300003785","Nodes","3785","21.000000","31.259554","Default Known Flow Node","Known Flow","424138.387568","149006.283756","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300003784","Nodes","3784","21.000000","31.259554","Default Known Flow Node","Known Flow","424138.306568","149004.927756","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300003783","Nodes","3783","21.000000","31.259554","Default Known Flow Node","Known Flow","424125.629564","148992.118752","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000040","Nodes","40","21.000000","31.259554","DDS demands","Known Flow","424139.108336","149012.489295","","0.000000","","","","","","-7.409999","","","","","","","","-6.626154","-7.409999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300003786","Nodes","3786","21.000000","30.060709","Default Known Flow Node","Known Flow","424326.329413","149108.523839","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000195","Nodes","195","21.000000","29.889672","DDS demands","Known Flow","424324.674619","149109.223784","","0.000000","","","","","","-4.750000","","","","","","","","-4.247535","-4.750000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000208","Nodes","208","21.000000","29.749978","DDS demands","Known Flow","424326.602639","149017.072074","","0.000000","","","","","","-1.510000","","","","","","","","-1.350269","-1.510000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000210","Nodes","210","21.000000","29.556326","DDS demands","Known Flow","424310.556825","148981.446734","","0.000000","","","","","","-1.700000","","","","","","","","-1.520170","-1.700000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000209","Nodes","209","21.000000","29.517488","DDS demands","Known Flow","424313.039824","149026.665853","","0.000000","","","","","","-1.909999","","","","","","","","-1.707956","-1.909999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000205","Nodes","205","21.000000","29.784328","DDS demands","Known Flow","424359.204628","149049.723768","","0.000000","","","","","","-0.920000","","","","","","","","-0.822680","-0.920000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000202","Nodes","202","21.000000","29.559365","DDS demands","Known Flow","424363.278456","149190.012614","","0.000000","","","","","","-2.390000","","","","","","","","-2.137181","-2.390000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000204","Nodes","204","21.000000","29.741554","DDS demands","Known Flow","424388.391636","149170.401801","","0.000000","","","","","","-2.910000","","","","","","","","-2.602174","-2.910000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000201","Nodes","201","21.000000","29.847300","DDS demands","Known Flow","424365.057300","149124.518366","","0.000000","","","","","","-4.929999","","","","","","","","-4.408494","-4.929999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000188","Nodes","188","21.000000","30.466334","DDS demands","Known Flow","424284.768150","149241.705823","","0.000000","","","","","","-0.999999","","","","","","","","-0.894217","-0.999999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000190","Nodes","190","21.000000","30.335861","DDS demands","Known Flow","424267.549774","149239.670066","","0.000000","","","","","","-1.179999","","","","","","","","-1.055177","-1.179999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000189","Nodes","189","21.000000","30.361470","DDS demands","Known Flow","424306.916614","149212.827812","","0.000000","","","","","","-3.450000","","","","","","","","-3.085051","-3.450000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000187","Nodes","187","21.000000","30.555465","DDS demands","Known Flow","424287.406403","149199.161199","","0.000000","-4.340000","","","","","-2.640000","","","","","","","","-6.241641","-6.979999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"82013300000193","Nodes","193","21.000000","29.998619","DDS demands","Known Flow","424292.716654","149137.950837","","0.000000","","","","","","-0.869999","","","","","","","","-0.777969","-0.869999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000191","Nodes","191","21.000000","30.111954","DDS demands","Known Flow","424305.016202","149154.348254","","0.000000","","","","","","-4.079999","","","","","","","","-3.648408","-4.079999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000194","Nodes","194","21.000000","29.765963","DDS demands","Known Flow","424271.120460","149144.159419","","0.000000","","","","","","-6.780000","","","","","","","","-6.062797","-6.780000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000199","Nodes","199","21.000000","27.967770","DDS demands","Known Flow","424276.415153","149044.464423","","0.000000","","","","","","-6.929999","","","","","","","","-6.196929","-6.929999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000192","Nodes","192","21.000000","30.108339","DDS demands","Known Flow","424321.816618","149149.058795","","0.000000","","","","","","-1.320000","","","","","","","","-1.180367","-1.320000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000243","Nodes","243","21.000000","38.180567","DDS demands","Known Flow","422929.290239","148459.546607","","0.000000","-20.709999","","","","","","","","","","","","","-18.519252","-20.709999","","","C1 PROFILE","","","","","","","","","","","",""
"82013300000391","Nodes","391","21.000000","28.613846","DDS demands","Known Flow","423590.718419","149401.294863","","0.000000","","","","","","-7.999999","","","","","","","","-7.153743","-7.999999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000393","Nodes","393","21.000000","28.605828","DDS demands","Known Flow","423569.675413","149412.079866","","0.000000","","","","","","-5.969999","","","","","","","","-5.338480","-5.969999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000389","Nodes","389","21.000000","28.653596","DDS demands","Known Flow","423632.832302","149378.610750","","0.000000","","","","","","-5.420000","","","","","","","","-4.846660","-5.420000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000390","Nodes","390","21.000000","28.556687","DDS demands","Known Flow","423679.714443","149389.247860","","0.000000","","","","","","-5.509999","","","","","","","","-4.927140","-5.509999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000387","Nodes","387","21.000000","28.903683","DDS demands","Known Flow","423654.017436","149318.378841","","0.000000","","","","","","-4.360000","","","","","","","","-3.898790","-4.360000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000388","Nodes","388","21.000000","28.926181","DDS demands","Known Flow","423617.662426","149308.959838","","0.000000","","","","","","-2.840000","","","","","","","","-2.539578","-2.840000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000435","Nodes","435","21.000000","28.808337","DDS demands","Known Flow","423717.575453","149306.476838","","0.000000","","","","","","-1.799999","","","","","","","","-1.609592","-1.799999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300000386","Nodes","386","21.000000","28.860750","DDS demands","Known Flow","423694.586447","149327.147843","","0.000000","","","","","","-5.219999","","","","","","","","-4.667817","-5.219999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300001019","Nodes","1019","21.000000","31.127075","Default Known Flow Node","Known Flow","424118.287468","149020.449050","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300001016","Nodes","1016","21.000000","31.987670","Default Known Flow Node","Known Flow","424148.235679","148723.076847","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300001015","Nodes","1015","21.000000","31.987670","Default Known Flow Node","Known Flow","424146.586816","148723.253805","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000434","Nodes","434","21.000000","30.997241","DDS demands","Known Flow","424063.298831","148945.801729","","0.000000","","","","","","-15.819999","","","","","","","","-14.146526","-15.819999","","","","","","","","D1 PROFILE","","","","","","",""
"82013300001005","Nodes","1005","21.000000","39.451423","Default Known Flow Node","Known Flow","422128.286021","147899.391455","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000299","Nodes","299","21.000000","39.449064","DDS demands","Known Flow","422129.410021","147896.344454","","0.000000","-2.460000","","","","","","","","","","","","","-2.199776","-2.460000","","","C1 PROFILE","","","","","","","","","","","",""
"82013300000009","Nodes","Adampur Road DG, Constant, Site ID 3500","21.000000","39.999984","Default Known Pressure Node","Known Pressure","422159.553029","147862.538445","","0.000000","","","","","","","","","","","","","","396.138625","443.000106","","","","","","","","","","","","","","",""
"82013300000302","Nodes","302","21.000000","39.946407","Default Known Flow Node","Known Flow","422112.984017","147853.868442","","0.000000","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","C1 PROFILE","","","","","","","","","","","",""
"82013300002536","Nodes","2536","21.000000","38.352985","Default Known Flow Node","Known Flow","422159.478029","148158.927525","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002553","Nodes","2553","21.000000","38.356491","Default Known Flow Node","Known Flow","422164.922744","148148.587822","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002556","Nodes","2556","21.000000","37.454463","Default Known Flow Node","Known Flow","422383.144850","148133.830118","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002569","Nodes","2569","21.000000","37.520718","Default Known Flow Node","Known Flow","422338.329765","148112.071435","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002600","Nodes","2600","21.000000","38.356881","Default Known Flow Node","Known Flow","422151.628227","148168.418997","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002618","Nodes","2618","21.000000","39.449080","Default Known Flow Node","Known Flow","422129.659167","147897.779859","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002610","Nodes","2610","21.000000","39.440610","Default Known Flow Node","Known Flow","422125.099020","147897.115454","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002614","Nodes","2614","21.000000","38.407511","Default Known Flow Node","Known Flow","421987.481216","148399.732551","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002616","Nodes","2616","21.000000","38.407511","Default Known Flow Node","Known Flow","421984.079890","148397.220854","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002692","Nodes","2692","21.000000","36.959380","Default Known Flow Node","Known Flow","422964.457248","148570.325637","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002726","Nodes","2726","21.000000","33.482375","Default Known Flow Node","Known Flow","423301.015954","148232.160213","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002727","Nodes","Logger 1141, Hamilton Road","21.000000","28.931616","Val Log Cath","Known Flow","423227.694320","148231.552545","","0.000000","-104.999997","","0.000000","","","","","","","","","","","-93.892876","-104.999997","","","C1 PROFILE","","C4 PROFILE","","","","","","","","","",""
"82013300002749","Nodes","2749","21.000000","29.161885","DDS demands","Known Flow","423667.497440","148526.333625","","0.000000","-12.060000","","","","","-2.030000","","","","","","","","-12.599531","-14.090000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"82013300002752","Nodes","2752","21.000000","30.983924","Default Known Flow Node","Known Flow","423599.783872","148563.178810","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002764","Nodes","2764","21.000000","44.456018","Default Known Flow Node","Known Flow","423296.451429","148566.116216","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002900","Nodes","2900","21.000000","31.229334","Default Known Flow Node","Known Flow","423780.585660","148574.652618","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002793","Nodes","2793","21.000000","61.106637","Default Known Flow Node","Known Flow","423608.765787","148457.083242","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002794","Nodes","2794","21.000000","68.369418","DDS demands","Known Flow","423653.778160","148445.951057","","0.000000","-39.999997","","","","","","","","","","","","","-35.768714","-39.999997","","","C1 PROFILE","","","","","","","","","","","",""
"82013300002798","Nodes","2798","21.000000","61.565572","Default Known Flow Node","Known Flow","423681.207471","148443.138300","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002905","Nodes","2905","21.000000","69.847664","Default Known Flow Node","Known Flow","423931.807787","148397.888136","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002802","Nodes","2802","21.000000","61.106637","Default Known Flow Node","Known Flow","423612.546536","148456.297611","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002805","Nodes","2805","21.000000","31.386362","Default Known Flow Node","Known Flow","423661.617307","148863.868628","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002811","Nodes","2811","21.000000","30.600069","Default Known Flow Node","Known Flow","423653.775436","149152.913796","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002816","Nodes","2816","21.000000","30.629791","DDS demands","Known Flow","423659.388437","149145.597794","","0.000000","","","","","","-6.350000","","","","","","","","-5.678283","-6.350000","","","","","","","","D1 PROFILE","","","","","","",""
"82013300002828","Nodes","2828","21.000000","28.388278","Default Known Flow Node","Known Flow","423575.691072","149342.997920","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002817","Nodes","2817","21.000000","28.388278","Default Known Flow Node","Known Flow","423576.166158","149339.791089","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002904","Nodes","2904","21.000000","67.376733","Default Known Flow Node","Known Flow","423917.679248","148416.150276","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002866","Nodes","2866","21.000000","30.851443","Default Known Flow Node","Known Flow","424029.392538","148979.197749","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002898","Nodes","2898","21.000000","30.744842","Default Known Flow Node","Known Flow","424037.070638","148985.122406","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002871","Nodes","2871","21.000000","31.852552","Default Known Flow Node","Known Flow","424191.446902","148761.550574","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002877","Nodes","2877","21.000000","27.646326","Default Known Flow Node","Known Flow","424245.488597","149001.465755","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002935","Nodes","2935","21.000000","30.704508","Default Known Flow Node","Known Flow","424020.135536","149016.166759","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300002888","Nodes","2888","21.000000","30.996807","Default Known Flow Node","Known Flow","424061.215547","148942.604739","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
