"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82013300000423","Nodes","423","21.000000","39.613998","Default Known Flow Node","Known Flow","422620.401427","148224.668191","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000014","Nodes","Tidworth Army Camp DG, Constant","21.000000","40.000000","Default Known Pressure Node","Known Pressure","422627.734157","148230.767545","","7150.000080","","","","","","","","","","","","","","549.939890","614.995393","","","","","","","","","","","","","","",""
"82013300000256","Nodes","256","21.000000","36.254745","Default Known Flow Node","Known Flow","422469.327812","148122.435937","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000257","Nodes","257","21.000000","36.865299","DDS demands","Known Flow","422412.794852","148102.714035","","0.000000","-15.999999","","","","","","","","","","","","","-14.307486","-15.999999","","","C1 PROFILE","","","","","","","","","","","",""
"82013300000310","Nodes","310","21.000000","33.962600","DDS demands","Known Flow","422329.448076","148045.719495","","0.000000","-31.999999","","","","","","","","","","","","","-28.614972","-31.999999","","","C1 PROFILE","","","","","","","","","","","",""
"82013300000311","Nodes","311","21.000000","36.444945","DDS demands","Known Flow","422490.101119","147989.217479","","0.000000","-9.039999","","","","","","","","","","","","","-8.083729","-9.039999","","","C1 PROFILE","","","","","","","","","","","",""
"82013300003792","Nodes","3792","21.000000","37.364940","Default Known Flow Node","Known Flow","422379.784285","148101.720302","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000267","Nodes","267","21.000000","38.006033","Default Known Flow Node","Known Flow","422246.646088","148131.655909","","0.000000","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","C1 PROFILE","","","","","","","","","","","",""
"82013300000268","Nodes","268","21.000000","38.355899","DDS demands","Known Flow","422188.654510","148143.560455","","0.000000","-15.999999","","0.000000","","","-0.199999","","","","","","","","-14.486329","-16.200000","","","C1 PROFILE","","C4 PROFILE","","","D1 PROFILE","","","","","","",""
"82013300000296","Nodes","296","21.000000","38.654572","Default Known Flow Node","Known Flow","422161.560030","148051.355496","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000297","Nodes","297","21.000000","38.764093","Default Known Flow Node","Known Flow","422234.157050","148034.962492","","0.000000","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","C1 PROFILE","","","","","","","","","","","",""
"82013300000269","Nodes","269","21.000000","38.357752","Default Known Flow Node","Known Flow","422182.553969","148144.752515","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000298","Nodes","P12129482, Dev @ Plots 1 - 600 CSEP 2, Pennings Road, Tidworth, -221.17SCMH","26.000000","23.224756","CSEP DDS Matched","Known Flow","423937.981074","149345.019804","","0.000000","","","","","","","-102.279996","","","","","","","-91.460601","-102.279996","","","","","","","","","DC PROFILE","","","","","",""
"82013300000295","Nodes","295","21.000000","38.764541","Default Known Flow Node","Known Flow","422153.315001","148027.785074","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000413","Nodes","413","21.000000","38.356881","Default Known Flow Node","Known Flow","422153.694387","148167.656888","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000275","Nodes","275","21.000000","38.332088","DDS demands","Known Flow","422114.423284","148159.005467","","0.000000","-15.999999","","","","","","","","","","","","","-14.307486","-15.999999","","","C1 PROFILE","","","","","","","","","","","",""
"82013300000305","Nodes","305","21.000000","39.332532","DDS demands","Known Flow","422172.214033","147798.050427","","0.000000","-43.849997","","","","","","","","","","","","","-39.211455","-43.849997","","","C1 PROFILE","","","","","","","","","","","",""
"82013300000008","Nodes","Baroda Road DG, Constant","21.000000","40.000000","Default Known Pressure Node","Known Pressure","422438.079105","147822.724434","","4239.999973","","","","","","","","","","","","","","142.383055","159.226351","","","","","","","","","","","","","","",""
"82013300000320","Nodes","320","21.000000","39.998644","Default Known Flow Node","Known Flow","422438.541342","147822.792291","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000410","Nodes","410","21.000000","39.816544","Default Known Flow Node","Known Flow","422018.211711","147846.331074","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300000409","Nodes","409","21.000000","39.859953","Default Known Flow Node","Known Flow","422047.138449","147839.549714","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82013300003787","Nodes","3787","21.000000","39.903363","Default Known Flow Node","Known Flow","422049.412111","147818.407563","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
