"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82720900000125","Nodes","125",21.000000,35.903362,"DDS demands","Known Flow",376568.497843,88738.805358,,0.000000,,,,-3.029999,,,,,-2.709480,-3.029999,,"",,,,"D1 PROFILE",,,,
"82720900000127","Nodes","127",21.000000,35.742459,"DDS demands","Known Flow",376535.743615,88782.051368,,0.000000,,,,-3.729999,,,,,-3.335432,-3.729999,,"",,,,"D1 PROFILE",,,,
"82720900000611","Nodes",,21.000000,47.371456,"Default Known Flow Node","Known Flow",377002.243742,87983.051151,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000613","Nodes","613",21.000000,47.346387,"DDS demands","Known Flow",377004.368742,87976.176149,,0.000000,,,,-2.710000,,-24.120001,,,-23.991868,-26.830002,,"",,,,"D1 PROFILE",,"I2 PROFILE",,
"82720900000609","Nodes",,21.000000,47.414574,"Default Known Flow Node","Known Flow",376997.993740,87994.676154,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000607","Nodes",,21.000000,47.453414,"Default Known Flow Node","Known Flow",376994.243739,88005.176157,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000605","Nodes",,21.000000,47.482925,"Default Known Flow Node","Known Flow",376991.118739,88013.051159,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000602","Nodes",,21.000000,47.551653,"Default Known Flow Node","Known Flow",376983.099523,88031.603052,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000603","Nodes",,21.000000,47.555570,"Default Known Flow Node","Known Flow",376980.746198,88036.427367,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000604","Nodes",,21.000000,47.555570,"Default Known Flow Node","Known Flow",376971.993733,88032.676165,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000600","Nodes",,21.000000,47.570319,"Default Known Flow Node","Known Flow",376980.528370,88054.262556,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000601","Nodes",,21.000000,47.569485,"Default Known Flow Node","Known Flow",376973.868734,88062.051173,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000115","Nodes","115",21.000000,47.592864,"DDS demands","Known Flow",376997.360914,88078.139001,,0.000000,-5.260000,,,-1.809999,,-6.000000,,,-11.687428,-13.070000,,"","C1 PROFILE",,,"D1 PROFILE",,"I2 PROFILE",,
"82720900000108","Nodes","108",21.000000,41.122725,"DDS demands","Known Flow",376460.732144,88045.150361,,0.000000,,,,-4.369999,,,,,-3.907732,-4.369999,,"",,,,"D1 PROFILE",,,,
"82720900000109","Nodes","109",21.000000,41.049936,"DDS demands","Known Flow",376463.647050,88056.059177,,0.000000,,,,-3.510000,,,,,-3.138704,-3.510000,,"",,,,"D1 PROFILE",,,,
"82720900000056","Nodes","56",21.000000,37.224170,"DDS demands","Known Flow",376661.993649,88626.301326,,0.000000,,,,-15.580000,,,,,-13.931915,-15.580000,,"",,,,"D1 PROFILE",,,,
"82720900000081","Nodes","81",21.000000,37.196956,"DDS demands","Known Flow",376676.388143,88617.033150,,0.000000,,,,-1.590000,,,,,-1.421806,-1.590000,,"",,,,"D1 PROFILE",,,,
"82720900000057","Nodes","57, P96712/01, REAR OF 33 COMBE WAY, 1.71 scmh",22.999998,37.178327,"CSEP DDS Matched","Known Flow",376679.618654,88593.301317,,0.000000,,,,-1.640000,-1.710000,,,,-2.995629,-3.350000,,"",,,,"D1 PROFILE","DC PROFILE",,,
"82720900000031","Nodes","31",21.000000,40.445250,"DDS demands","Known Flow",376865.118704,88291.801235,,0.000000,,,,-2.259999,,,,,-2.020932,-2.259999,,"",,,,"D1 PROFILE",,,,
"82720900000032","Nodes","32",21.000000,40.445222,"DDS demands","Known Flow",376876.993707,88292.301235,,0.000000,,,,-0.839999,,,,,-0.751143,-0.839999,,"",,,,"D1 PROFILE",,,,
"82720900000052","Nodes","52",21.000000,38.537716,"DDS demands","Known Flow",376758.118675,88447.051277,,0.000000,,,-2.030000,-3.569999,,,,,-5.007620,-5.599999,,"",,,"C4 PROFILE","D1 PROFILE",,,,
"82720900000028","Nodes","28",21.000000,38.391172,"DDS demands","Known Flow",376746.456927,88491.674509,,0.000000,,,,-7.430000,,,,,-6.644039,-7.430000,,"",,,,"D1 PROFILE",,,,
"82720910000056","Nodes",,21.000000,38.554886,"Default Known Flow Node","Known Flow",376791.868684,88450.551278,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000070","Nodes","70",21.000000,37.400821,"DDS demands","Known Flow",376844.493699,88504.426293,,0.000000,,,,-4.289999,,,,,-3.836194,-4.289999,,"",,,,"D1 PROFILE",,,,
"82720900000050","Nodes","50",21.000000,37.796415,"DDS demands","Known Flow",376792.993764,88510.294120,,0.000000,,,,-12.930000,,,,,-11.562238,-12.930000,,"",,,,"D1 PROFILE",,,,
"82720910000061","Nodes",,21.000000,39.144021,"Default Known Flow Node","Known Flow",376688.493656,88493.426290,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000122","Nodes","122",21.000000,40.879659,"DDS demands","Known Flow",376424.743584,88089.051180,,0.000000,,,,-6.459999,,,,,-5.776647,-6.459999,,"",,,,"D1 PROFILE",,,,
"82720900000110","Nodes","110",21.000000,41.411733,"DDS demands","Known Flow",376445.493590,88026.176163,,0.000000,,,,-1.469999,,,,,-1.314500,-1.469999,,"",,,,"D1 PROFILE",,,,
"82720900000098","Nodes","98",21.000000,41.907851,"DDS demands","Known Flow",376431.868586,88001.551156,,0.000000,,,,-4.050000,,,,,-3.621582,-4.050000,,"",,,,"D1 PROFILE",,,,
"82720900000097","Nodes","97",21.000000,44.488706,"DDS demands","Known Flow",376454.803109,87991.429818,,0.000000,,,,-7.080000,,,,,-6.331062,-7.080000,,"",,,,"D1 PROFILE",,,,
"82720900000002","Nodes","2, OAKLAND PARK DG",21.000000,45.000001,"Default Known Pressure Node","Known Pressure",376458.493594,87989.801153,,317.000012,,,,,,,,,56.487747,63.169998,,"",,,,,,,,
"82720900000051","Nodes","51",21.000000,38.064237,"DDS demands","Known Flow",376853.493701,88438.926275,,0.000000,-1.860000,-4.039999,,-6.840000,,,,,-11.392336,-12.740000,,"","C1 PROFILE","C2 PROFILE",,"D1 PROFILE",,,,
"82720900000024","Nodes","24",21.000000,38.054846,"Default Known Flow Node","Known Flow",376875.166071,88443.683625,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000025","Nodes","25",21.000000,38.043582,"DDS demands","Known Flow",376900.618714,88444.926277,,0.000000,,,,-3.410000,,,,,-3.049283,-3.410000,,"",,,,"D1 PROFILE",,,,
"82720900000019","Nodes","19",21.000000,40.854484,"DDS demands","Known Flow",376759.243675,88362.551254,,0.000000,,,,-4.280000,,,,,-3.827252,-4.280000,,"",,,,"D1 PROFILE",,,,
"82720900000029","Nodes","29",21.000000,40.774815,"DDS demands","Known Flow",376781.588151,88367.144766,,0.000000,,,,-2.869999,,,,,-2.566405,-2.869999,,"",,,,"D1 PROFILE",,,,
"82720900000030","Nodes","30",21.000000,40.525330,"DDS demands","Known Flow",376848.118700,88333.676246,,0.000000,,,,-0.810000,,,,,-0.724316,-0.810000,,"",,,,"D1 PROFILE",,,,
"82720900000069","Nodes","69",21.000000,40.519893,"DDS demands","Known Flow",376848.811998,88331.134152,,0.000000,,,,-2.769999,,,,,-2.476983,-2.769999,,"",,,,"D1 PROFILE",,,,
"82720900000001","Nodes","1, WARMWELL ROAD DG, Site ID 3965",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",376736.118669,88178.801204,,909.999984,,,,,,,,,695.719407,778.019966,,"",,,,,,,,
"82720900000006","Nodes","6",21.000000,49.911280,"Default Known Flow Node","Known Flow",376737.286509,88179.360277,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000112","Nodes","112",21.000000,49.298663,"Default Known Flow Node","Known Flow",376745.347955,88183.219480,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000101","Nodes","101",21.000000,41.431652,"DDS demands","Known Flow",376395.868577,87967.676147,,0.000000,,,,-1.469999,,,,,-1.314500,-1.469999,,"",,,,"D1 PROFILE",,,,
"82720900000102","Nodes","102",21.000000,41.420761,"DDS demands","Known Flow",376381.243573,87932.301137,,0.000000,,,,-2.030000,,,,,-1.815262,-2.030000,,"",,,,"D1 PROFILE",,,,
"82720900000099","Nodes","99",21.000000,41.451337,"DDS demands","Known Flow",376398.618577,87968.426147,,0.000000,,,,-1.179999,,,,,-1.055177,-1.179999,,"",,,,"D1 PROFILE",,,,
"82720900000100","Nodes","100",21.000000,41.450864,"DDS demands","Known Flow",376408.368580,87958.926145,,0.000000,,,,-0.660000,,,,,-0.590183,-0.660000,,"",,,,"D1 PROFILE",,,,
"82720900000107","Nodes","107",21.000000,40.229172,"DDS demands","Known Flow",376314.243554,87963.676146,,0.000000,,,,-9.960000,,,,,-8.906410,-9.960000,,"",,,,"D1 PROFILE",,,,
"82720900000106","Nodes","106",21.000000,40.879581,"DDS demands","Known Flow",376367.618569,88049.426169,,0.000000,,,,-6.049999,,,,,-5.410018,-6.049999,,"",,,,"D1 PROFILE",,,,
"82720900000105","Nodes","105",21.000000,41.147703,"DDS demands","Known Flow",376389.993575,88028.176163,,0.000000,,,,-5.160000,,,,,-4.614164,-5.160000,,"",,,,"D1 PROFILE",,,,
"82720910000012","Nodes",,21.000000,41.822503,"Default Known Flow Node","Known Flow",376429.743586,88002.301156,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000123","Nodes","123",21.000000,40.787921,"DDS demands","Known Flow",376397.618577,88047.926169,,0.000000,,,,-1.259999,,,,,-1.126714,-1.259999,,"",,,,"D1 PROFILE",,,,
"82720900000111","Nodes","111",21.000000,41.395360,"DDS demands","Known Flow",376428.743585,88042.801167,,0.000000,,,,-3.170000,,,,,-2.834670,-3.170000,,"",,,,"D1 PROFILE",,,,
"82720901462503","Nodes",,21.000000,44.207347,"Default Known Flow Node","Known Flow",376638.368643,88261.176227,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720910000037","Nodes",,21.000000,44.207347,"Default Known Flow Node","Known Flow",376635.868642,88259.801226,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000055","Nodes","55",21.000000,38.525243,"DDS demands","Known Flow",376735.118669,88463.551282,,0.000000,,,,-0.620000,,,,,-0.554415,-0.620000,,"",,,,"D1 PROFILE",,,,
"82720900000053","Nodes","53",21.000000,38.525773,"DDS demands","Known Flow",376754.757298,88466.588183,,0.000000,,,,-1.220000,,,,,-1.090945,-1.220000,,"",,,,"D1 PROFILE",,,,
"82720910000057","Nodes",,21.000000,38.572191,"Default Known Flow Node","Known Flow",376783.118682,88450.926278,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000027","Nodes","27",21.000000,38.609424,"DDS demands","Known Flow",376764.493677,88448.051278,,0.000000,,,,-2.170000,,,,,-1.940452,-2.170000,,"",,,,"D1 PROFILE",,,,
"82720900000039","Nodes","39",21.000000,39.926126,"DDS demands","Known Flow",376827.993694,88250.176224,,0.000000,,,,-2.630000,,,,,-2.351793,-2.630000,,"",,,,"D1 PROFILE",,,,
"82720900000037","Nodes","37",21.000000,39.943884,"Default Known Flow Node","Known Flow",376849.871217,88254.036963,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000040","Nodes","40",21.000000,43.570014,"DDS demands","Known Flow",376584.868628,88405.301266,,0.000000,,,,-7.210000,,,,,-6.447311,-7.210000,,"",,,,"D1 PROFILE",,,,
"82720900000068","Nodes","68",21.000000,43.610827,"DDS demands","Known Flow",376570.868624,88403.301265,,0.000000,,,,-1.059999,,,,,-0.947870,-1.059999,,"",,,,"D1 PROFILE",,,,
"82720900000011","Nodes","11",21.000000,43.900076,"DDS demands","Known Flow",376587.118629,88351.926251,,0.000000,,,,-11.539999,,,,,-10.319274,-11.539999,,"",,,,"D1 PROFILE",,,,
"82720901462481","Nodes",,21.000000,43.900076,"Default Known Flow Node","Known Flow",376588.993629,88336.426247,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720901462485","Nodes",,21.000000,43.830789,"Default Known Flow Node","Known Flow",376597.118631,88376.926258,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000012","Nodes","12",21.000000,44.237511,"DDS demands","Known Flow",376606.118634,88231.301219,,0.000000,,,,-4.699999,,,,,-4.202823,-4.699999,,"",,,,"D1 PROFILE",,,,
"82720900000013","Nodes","13",21.000000,44.013616,"DDS demands","Known Flow",376656.118647,88163.676200,,0.000000,,,,-2.929999,,,,,-2.620058,-2.929999,,"",,,,"D1 PROFILE",,,,
"82720900000010","Nodes","10",21.000000,44.237782,"DDS demands","Known Flow",376642.868644,88248.801223,,0.000000,,,,-9.479999,,,,,-8.477185,-9.479999,,"",,,,"D1 PROFILE",,,,
"82720900000014","Nodes","14",21.000000,43.612273,"DDS demands","Known Flow",376680.368654,88177.301204,,0.000000,,,,-1.760000,,,,,-1.573823,-1.760000,,"",,,,"D1 PROFILE",,,,
"82720900000016","Nodes","16",21.000000,43.514752,"DDS demands","Known Flow",376692.368657,88177.676204,,0.000000,,,,-1.399999,,,,,-1.251905,-1.399999,,"",,,,"D1 PROFILE",,,,
"82720900000015","Nodes","15",21.000000,43.619839,"DDS demands","Known Flow",376660.618649,88210.426213,,0.000000,,,,-2.809999,,,,,-2.512752,-2.809999,,"",,,,"D1 PROFILE",,,,
"82720900000049","Nodes","49",21.000000,39.147633,"DDS demands","Known Flow",376689.368656,88486.051288,,0.000000,,,,-4.269999,,,,,-3.818310,-4.269999,,"",,,,"D1 PROFILE",,,,
"82720900000134","Nodes","134",21.000000,40.924269,"DDS demands","Known Flow",376708.368662,88357.301253,,0.000000,,,,-3.380000,,,,,-3.022456,-3.380000,,"",,,,"D1 PROFILE",,,,
"82720900000017","Nodes","17",21.000000,43.465651,"DDS demands","Known Flow",376700.118659,88164.551200,,0.000000,,,,-3.790000,,,,,-3.389085,-3.790000,,"",,,,"D1 PROFILE",,,,
"82720900000018","Nodes","18",21.000000,43.425628,"DDS demands","Known Flow",376730.618668,88178.676204,,0.000000,,,,-3.089999,,,,,-2.763133,-3.089999,,"",,,,"D1 PROFILE",,,,
"82720900000008","Nodes","8",21.000000,44.766897,"DDS demands","Known Flow",376705.993661,88246.051223,,0.000000,,,,-8.770000,,,,,-7.842291,-8.770000,,"",,,,"D1 PROFILE",,,,
"82720900000009","Nodes","9",21.000000,44.721391,"DDS demands","Known Flow",376721.868665,88219.176215,,0.000000,,,,-3.559999,,,,,-3.183415,-3.559999,,"",,,,"D1 PROFILE",,,,
"82720900000048","Nodes","48",21.000000,41.234408,"DDS demands","Known Flow",376715.993664,88340.926248,,0.000000,,,,-1.440000,,,,,-1.287673,-1.440000,,"",,,,"D1 PROFILE",,,,
"82720900000080","Nodes","80",21.000000,40.259069,"DDS demands","Known Flow",376667.243650,88384.426260,,0.000000,,,,-9.450000,,,,,-8.450359,-9.450000,,"",,,,"D1 PROFILE",,,,
"82720900000007","Nodes","7",21.000000,45.046900,"DDS demands","Known Flow",376727.618667,88256.926226,,0.000000,,,,-12.329999,,,,,-11.025706,-12.329999,,"",,,,"D1 PROFILE",,,,
"82720900000054","Nodes","54",21.000000,38.524327,"DDS demands","Known Flow",376771.493679,88469.176283,,0.000000,,,,-1.109999,,,,,-0.992581,-1.109999,,"",,,,"D1 PROFILE",,,,
"82720910000050","Nodes",,21.000000,39.628875,"Default Known Flow Node","Known Flow",376756.118675,88410.676267,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000020","Nodes","20",21.000000,40.390219,"DDS demands","Known Flow",376760.368676,88378.801259,,0.000000,,,,-3.859999,,,,,-3.451680,-3.859999,,"",,,,"D1 PROFILE",,,,
"82720901462474","Nodes",,21.000000,39.628875,"Default Known Flow Node","Known Flow",376754.368674,88410.551267,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000021","Nodes","21",21.000000,40.360453,"DDS demands","Known Flow",376736.743669,88374.051257,,0.000000,,,,-3.270000,,,,,-2.924092,-3.270000,,"",,,,"D1 PROFILE",,,,
"82720901462468","Nodes",,21.000000,38.761043,"Default Known Flow Node","Known Flow",376765.493677,88441.676276,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000022","Nodes","22",21.000000,38.781115,"DDS demands","Known Flow",376766.493677,88434.426274,,0.000000,,,,-8.279999,,,,,-7.404124,-8.279999,,"",,,,"D1 PROFILE",,,,
"82720900000023","Nodes","23",21.000000,38.750046,"DDS demands","Known Flow",376728.868667,88430.551273,,0.000000,,,,-2.660000,,,,,-2.378619,-2.660000,,"",,,,"D1 PROFILE",,,,
"82720901462476","Nodes",,21.000000,38.472135,"Default Known Flow Node","Known Flow",376802.993687,88433.426274,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000034","Nodes","34",21.000000,40.112040,"Default Known Flow Node","Known Flow",376810.349347,88302.796698,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000036","Nodes","36",21.000000,40.037040,"DDS demands","Known Flow",376823.993693,88315.176241,,0.000000,,,,-5.320000,,,,,-4.757239,-5.320000,,"",,,,"D1 PROFILE",,,,
"82720900000035","Nodes","35",21.000000,40.070262,"DDS demands","Known Flow",376796.368686,88285.926233,,0.000000,,,,-3.410000,,,,,-3.049283,-3.410000,,"",,,,"D1 PROFILE",,,,
"82720901462521","Nodes",,21.000000,40.304994,"Default Known Flow Node","Known Flow",376822.993693,88276.926231,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000033","Nodes","33",21.000000,40.319797,"DDS demands","Known Flow",376841.482977,88279.730430,,0.000000,,,,-2.689999,,,,,-2.405446,-2.689999,,"",,,,"D1 PROFILE",,,,
"82720900000042","Nodes","P12129930, OLD FARM WAY CSEP, 18 SCMH",24.000000,40.509500,"CSEP Unmatched","Known Flow",376857.368702,88338.426248,,0.000000,,,,,,,,-18.000000,-16.095922,-18.000000,,"",,,,,,,,"DC PROFILE"
"82720900000038","Nodes","38, P965389/01, Springhill Road, 8.41 scmh",22.999998,39.769814,"CSEP DDS Matched","Known Flow",376864.368704,88264.676228,,0.000000,,,,-2.269999,-8.409999,,,,-9.550247,-10.679999,,"",,,,"D1 PROFILE","DC PROFILE",,,
"82720900000043","Nodes","43",21.000000,40.390617,"Default Known Flow Node","Known Flow",376921.243720,88370.301256,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000113","Nodes","113",21.000000,48.563066,"Default Known Flow Node","Known Flow",376874.618707,88248.426223,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720901462532","Nodes",,21.000000,48.563066,"Default Known Flow Node","Known Flow",376877.743708,88250.426224,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000114","Nodes","114",21.000000,47.857884,"DDS demands","Known Flow",376909.993716,88118.801188,,0.000000,-0.239999,,,,,-1.970000,,,-1.976221,-2.209999,,"","C1 PROFILE",,,,,"I2 PROFILE",,
"82720900000026","Nodes","26",21.000000,38.009127,"DDS demands","Known Flow",376916.993718,88407.926267,,0.000000,-2.589999,,,,,,,,-2.316024,-2.589999,,"","C1 PROFILE",,,,,,,
"82720900000116","Nodes","116",21.000000,47.857884,"Default Known Flow Node","Known Flow",376903.868715,88099.926183,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720901462478","Nodes",,21.000000,40.390617,"Default Known Flow Node","Known Flow",376922.743720,88395.551263,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000044","Nodes","44",21.000000,40.390617,"Default Known Flow Node","Known Flow",376922.743720,88397.676264,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000045","Nodes","45",21.000000,39.503084,"DDS demands","Known Flow",376940.624204,88365.603310,,0.000000,,,,-14.600000,,,,,-13.055581,-14.600000,,"",,,,"D1 PROFILE",,,,
"82720900000046","Nodes","46",21.000000,39.370184,"DDS demands","Known Flow",376946.868726,88351.176251,,0.000000,,,,-5.929999,,,,,-5.302711,-5.929999,,"",,,,"D1 PROFILE",,,,
"82720900000084","Nodes","84",21.000000,35.371860,"DDS demands","Known Flow",377021.868747,88483.551287,,0.000000,,,,-14.519999,,,,,-12.984044,-14.519999,,"",,,,"D1 PROFILE",,,,
"82720901462501","Nodes",,21.000000,35.622673,"Default Known Flow Node","Known Flow",377050.868755,88426.551272,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"82720900000047","Nodes","47",21.000000,35.654169,"DDS demands","Known Flow",377058.493757,88422.926271,,0.000000,,,,-18.010000,,,,,-16.104864,-18.010000,,"",,,,"D1 PROFILE",,,,
"82720900000086","Nodes","86",21.000000,32.227267,"DDS demands","Known Flow",377133.243777,88423.676271,,0.000000,,,,-26.059998,,,,,-23.303317,-26.059998,,"",,,,"D1 PROFILE",,,,
"82720900000041","Nodes","41",21.000000,43.344023,"DDS demands","Known Flow",376546.618618,88528.676300,,0.000000,,,,-13.120000,,,,,-11.732139,-13.120000,,"",,,,"D1 PROFILE",,,,
"82720900000064","Nodes","64",21.000000,36.615276,"DDS demands","Known Flow",376547.618618,88582.551314,,0.000000,,,,-0.990000,,,,,-0.885275,-0.990000,,"",,,,"D1 PROFILE",,,,
"82720900000063","Nodes","63",21.000000,36.616952,"DDS demands","Known Flow",376548.743618,88604.426320,,0.000000,,,,-1.960000,,,,,-1.752667,-1.960000,,"",,,,"D1 PROFILE",,,,
"82720900000066","Nodes","66",21.000000,36.606013,"DDS demands","Known Flow",376555.993620,88622.051325,,0.000000,,,,-0.739999,,,,,-0.661721,-0.739999,,"",,,,"D1 PROFILE",,,,
"82720900000065","Nodes","65",21.000000,36.606691,"DDS demands","Known Flow",376555.368620,88605.676320,,0.000000,,,,-0.620000,,,,,-0.554415,-0.620000,,"",,,,"D1 PROFILE",,,,
"82720900000062","Nodes","62",21.000000,36.527897,"DDS demands","Known Flow",376575.868626,88634.426328,,0.000000,,,,-1.120000,,,,,-1.001524,-1.120000,,"",,,,"D1 PROFILE",,,,
"82720900000060","Nodes","60",21.000000,36.534687,"DDS demands","Known Flow",376558.618621,88657.426335,,0.000000,,,,-4.679999,,,,,-4.184939,-4.679999,,"",,,,"D1 PROFILE",,,,
"82720900000096","Nodes","96",21.000000,32.758780,"DDS demands","Known Flow",376732.868668,88851.176387,,0.000000,,,,-19.520000,,,,,-17.455132,-19.520000,,"",,,,"D1 PROFILE",,,,
"82720900000094","Nodes","94",21.000000,35.390629,"DDS demands","Known Flow",376660.368649,88793.051371,,0.000000,,,,-11.149999,,,,,-9.970529,-11.149999,,"",,,,"D1 PROFILE",,,,
"82720900000058","Nodes","58",21.000000,36.919961,"Default Known Flow Node","Known Flow",376518.118610,88697.801346,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
