"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"82006500001624","Nodes","1624",21.000000,38.196936,"Default Known Flow Node","Known Flow",440624.261580,106997.309758,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000988","Nodes","988",21.000000,37.880530,"DDS demands","Known Flow",440673.423665,106876.349808,,0.000000,,,,,,,-1.469999,,,,,-1.314500,-1.469999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000989","Nodes","989",21.000000,37.629783,"DDS demands","Known Flow",440710.511077,106926.931306,,0.000000,,,,,,,-4.940000,,,,,-4.417436,-4.940000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001086","Nodes","1086",21.000000,37.309954,"Default Known Flow Node","Known Flow",440695.136073,106749.681258,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001118","Nodes","1118",21.000000,37.189637,"DDS demands","Known Flow",440606.136049,106631.056225,,0.000000,,,,,,,-3.549999,,,,,-3.174473,-3.549999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000991","Nodes","991",21.000000,37.619575,"DDS demands","Known Flow",440702.636075,106937.931309,,0.000000,,,,,,,-1.330000,,,,,-1.189309,-1.330000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000992","Nodes","992",21.000000,37.583196,"DDS demands","Known Flow",440690.886072,106945.056311,,0.000000,,,,,,,-2.689999,,,,,-2.405446,-2.689999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001084","Nodes","1084",21.000000,37.319771,"DDS demands","Known Flow",440708.011077,106751.806258,,0.000000,,,,,,,-2.990000,,,,,-2.673711,-2.990000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001085","Nodes","1085",21.000000,37.298936,"DDS demands","Known Flow",440703.511075,106763.431261,,0.000000,,,,,,,-5.110000,,,,,-4.569453,-5.110000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000990","Nodes","990",21.000000,37.429798,"DDS demands","Known Flow",440757.386090,106928.931306,,0.000000,,,,,,,-7.539999,,,,,-6.742402,-7.539999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001077","Nodes","1077",21.000000,37.255337,"DDS demands","Known Flow",440715.233635,106813.117859,,0.000000,,,,,,,-5.189999,,,,,-4.640990,-5.189999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001079","Nodes","1079",21.000000,37.253726,"DDS demands","Known Flow",440701.511075,106819.056276,,0.000000,,,,,,,-1.249999,,,,,-1.117772,-1.249999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001626","Nodes","1626",21.000000,37.255337,"Default Known Flow Node","Known Flow",440708.511077,106803.431272,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001080","Nodes","1080",21.000000,37.386754,"Default Known Flow Node","Known Flow",440733.011083,106760.806261,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001081","Nodes","1081",21.000000,37.319874,"DDS demands","Known Flow",440735.011084,106730.556252,,0.000000,,,,,,,-1.700000,,,,,-1.520170,-1.700000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001083","Nodes","1083",21.000000,37.317737,"DDS demands","Known Flow",440731.511083,106706.806246,,0.000000,,,,,,,-1.109999,,,,,-0.992581,-1.109999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001082","Nodes","1082",21.000000,37.315543,"DDS demands","Known Flow",440727.761082,106730.306252,,0.000000,,,,,,,-2.939999,,,,,-2.629000,-2.939999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001076","Nodes","1076",21.000000,37.422141,"DDS demands","Known Flow",440755.636090,106784.306267,,0.000000,,,,,,,-0.810000,,,,,-0.724316,-0.810000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000911","Nodes","911",21.000000,36.161132,"DDS demands","Known Flow",440881.722118,106545.624501,,0.000000,,,,,,,-19.830000,,,,,-17.732341,-19.830000,,"",,,,,,,"D1 PROFILE",,,,
"82006500008001","Nodes","8001",21.000000,37.350721,"DDS demands","Known Flow",440822.636108,106901.306299,,0.000000,,,,,,,-1.309999,,,,,-1.171425,-1.309999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001021","Nodes","1021",21.000000,37.340599,"DDS demands","Known Flow",440804.011103,106896.806298,,0.000000,,,,,,,-1.450000,,,,,-1.296616,-1.450000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001040","Nodes","1040",21.000000,37.516198,"DDS demands","Known Flow",440775.261095,106820.306277,,0.000000,,,,,,,-0.899999,,,,,-0.804796,-0.899999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000899","Nodes","899",21.000000,37.355517,"DDS demands","Known Flow",440859.511118,106940.431310,,0.000000,,,,,,,-0.469999,,,,,-0.420282,-0.469999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001020","Nodes","1020",21.000000,37.360333,"DDS demands","Known Flow",440873.386122,106907.931301,,0.000000,,,,,,,-3.629999,,,,,-3.246011,-3.629999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001628","Nodes","1628",21.000000,37.028335,"Default Known Flow Node","Known Flow",440872.886121,106817.181276,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000909","Nodes","909",21.000000,36.985460,"Default Known Flow Node","Known Flow",440827.011109,106825.556278,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001629","Nodes","1629",21.000000,37.028335,"Default Known Flow Node","Known Flow",440874.761122,106818.306276,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000908","Nodes","908",21.000000,37.071211,"DDS demands","Known Flow",440877.261123,106809.681274,,0.000000,,,,,,,-4.900000,,,,,-4.381668,-4.900000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001414","Nodes","1414",21.000000,36.236120,"Default Known Flow Node","Known Flow",440883.386124,106709.431247,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001639","Nodes","1639",21.000000,35.296359,"Default Known Flow Node","Known Flow",440996.505183,106611.177809,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000893","Nodes","893",21.000000,37.376106,"DDS demands","Known Flow",440885.063324,106967.892325,,0.000000,,,,,,,-2.380000,,,,,-2.128238,-2.380000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000897","Nodes","897",21.000000,37.372502,"Default Known Flow Node","Known Flow",440886.261125,106958.431314,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001072","Nodes","1072",21.000000,37.319364,"DDS demands","Known Flow",440865.761120,106977.806320,,0.000000,,,,,,,-2.660000,,,,,-2.378619,-2.660000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000898","Nodes","898",21.000000,37.341186,"DDS demands","Known Flow",440926.261136,106952.931313,,0.000000,,,,,,,-4.469999,,,,,-3.997153,-4.469999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001630","Nodes","1630",21.000000,37.470265,"Default Known Flow Node","Known Flow",440897.386128,106877.056292,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000907","Nodes","907",21.000000,37.097808,"DDS demands","Known Flow",440920.386134,106770.681263,,0.000000,,,,,,,-5.989999,,,,,-5.356365,-5.989999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001631","Nodes","1631",21.000000,37.355003,"Default Known Flow Node","Known Flow",440908.886131,106996.556325,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001634","Nodes","1634",21.000000,37.403180,"Default Known Flow Node","Known Flow",440936.140184,106979.936485,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000887","Nodes","887",21.000000,37.355097,"DDS demands","Known Flow",440908.636131,106998.181325,,0.000000,,,,,,,-2.939999,,,,,-2.629000,-2.939999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001635","Nodes","1635",21.000000,37.403180,"Default Known Flow Node","Known Flow",440938.636139,106981.556321,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000885","Nodes","885",21.000000,37.450814,"DDS demands","Known Flow",440957.753582,106955.799183,,0.000000,,,,,,,-0.550000,,,,,-0.491819,-0.550000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001636","Nodes","1636",21.000000,37.450814,"Default Known Flow Node","Known Flow",440960.386145,106958.056314,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001128","Nodes","1128",21.000000,37.131942,"Default Known Flow Node","Known Flow",440540.511031,106722.181250,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001130","Nodes","1130",21.000000,37.131942,"Default Known Flow Node","Known Flow",440551.886034,106760.556261,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001126","Nodes","1126",21.000000,37.131942,"DDS demands","Known Flow",440565.011038,106692.556242,,0.000000,,,,,,,-8.250000,,,,,-7.377297,-8.250000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001127","Nodes","1127",21.000000,37.131942,"Default Known Flow Node","Known Flow",440593.011045,106718.931249,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001121","Nodes","1121",21.000000,37.151377,"DDS demands","Known Flow",440574.539873,106649.197527,,0.000000,,,,,,,-9.840000,,,,,-8.799104,-9.840000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001125","Nodes","1125",21.000000,37.148800,"DDS demands","Known Flow",440570.136039,106664.181234,,0.000000,,,,,,,-0.829999,,,,,-0.742200,-0.829999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000994","Nodes","994",21.000000,37.578442,"DDS demands","Known Flow",440687.886071,106958.556314,,0.000000,,,,,,,-2.119999,,,,,-1.895741,-2.119999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000993","Nodes","993",21.000000,37.580147,"DDS demands","Known Flow",440680.011069,106939.431309,,0.000000,,,,,,,-1.890000,,,,,-1.690071,-1.890000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000975","Nodes","975",21.000000,37.511176,"DDS demands","Known Flow",440743.011086,106991.306323,,0.000000,,,,,,,-10.249999,,,,,-9.165733,-10.249999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000910","Nodes","910",21.000000,36.141485,"DDS demands","Known Flow",440895.511128,106695.556243,,0.000000,,,,,,,-9.930000,,,,,-8.879584,-9.930000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001413","Nodes","1413",21.000000,36.236120,"Default Known Flow Node","Known Flow",440878.136123,106714.806248,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001377","Nodes","1377",21.000000,35.195665,"Default Known Flow Node","Known Flow",441009.394883,106618.151105,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000996","Nodes","996",21.000000,35.177180,"DDS demands","Known Flow",441011.761159,106619.431222,,0.000000,,,,,,,-13.250000,,,,,-11.848388,-13.250000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000997","Nodes","997",21.000000,35.020169,"DDS demands","Known Flow",441048.262879,106570.307600,,0.000000,,,,,,,-10.169999,,,,,-9.094195,-10.169999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001348","Nodes","1348",21.000000,34.905758,"Default Known Flow Node","Known Flow",441063.011173,106552.181204,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001349","Nodes","1349",21.000000,34.681719,"Default Known Flow Node","Known Flow",441084.514330,106502.920672,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000998","Nodes","998",21.000000,35.226052,"DDS demands","Known Flow",441126.761191,106624.556224,,0.000000,,,,,,,-12.570000,,,,,-11.240319,-12.570000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000999","Nodes","999",21.000000,35.203260,"DDS demands","Known Flow",441185.886207,106538.181200,,0.000000,,,,,,,-10.320000,,,,,-9.228329,-10.320000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000033","Nodes","33",21.000000,37.535344,"DDS demands","Known Flow",441381.305260,106896.623298,,0.000000,,,,,,,-6.540000,,,,,-5.848185,-6.540000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000034","Nodes","34",21.000000,37.663934,"Default Known Flow Node","Known Flow",441362.189255,106920.258304,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000545","Nodes","545",21.000000,37.344219,"DDS demands","Known Flow",441453.542279,106935.879308,,0.000000,,,,,,,-13.430000,,,,,-12.009346,-13.430000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000544","Nodes","544",21.000000,37.550648,"DDS demands","Known Flow",441450.629429,106984.955126,,0.000000,,,,,,,-3.599999,,,,,-3.219184,-3.599999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001379","Nodes","1379",21.000000,37.071786,"DDS demands","Known Flow",441378.037023,106993.601934,,0.000000,,,,,,,-0.739999,,,,,-0.661721,-0.739999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001347","Nodes","1347",21.000000,34.819687,"Default Known Flow Node","Known Flow",441009.511159,106503.931191,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000505","Nodes","505",21.000000,35.653417,"DDS demands","Known Flow",441254.636225,106717.181249,,0.000000,,,,,,,-24.870001,,,,,-22.239199,-24.870001,,"",,,,,,,"D1 PROFILE",,,,
"82006500001350","Nodes","1350",21.000000,35.889772,"DDS demands","Known Flow",441289.511235,106750.681258,,0.000000,,,,,,,-3.319999,,,,,-2.968803,-3.319999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001351","Nodes","1351",21.000000,37.133171,"Default Known Flow Node","Known Flow",441438.357275,106604.702218,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000496","Nodes","496",21.000000,35.864781,"DDS demands","Known Flow",441321.016030,106513.934793,,0.000000,,,,,,,-19.899999,,,,,-17.794935,-19.899999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000032","Nodes","32",21.000000,37.590018,"DDS demands","Known Flow",441431.294273,106832.143280,,0.000000,,,,,,,-16.930000,,,,,-15.139109,-16.930000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000035","Nodes","35",21.000000,37.492477,"DDS demands","Known Flow",441405.452193,106952.510551,,0.000000,,0.000000,,,,,-0.959999,,,,,-0.858449,-0.959999,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,
"82006500000415","Nodes","415",21.000000,39.232747,"DDS demands","Known Flow",441779.525368,106543.383201,,0.000000,,,,,,,-6.579999,,,,,-5.883953,-6.579999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000217","Nodes","217",21.000000,38.050342,"DDS demands","Known Flow",441583.510624,106928.347079,,0.000000,,,,,,,-17.899999,,,,,-16.006500,-17.899999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000592","Nodes","592",21.000000,37.552461,"DDS demands","Known Flow",441506.129239,106650.621223,,0.000000,,,,-1.120000,,,-2.300000,,,,,-3.058225,-3.420000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,
"82006500001352","Nodes","1352",21.000000,36.516966,"Default Known Flow Node","Known Flow",441552.511306,106617.556222,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001353","Nodes","1353",21.000000,36.516966,"Default Known Flow Node","Known Flow",441559.011308,106621.306223,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001354","Nodes","1354",21.000000,37.914323,"Default Known Flow Node","Known Flow",441566.761310,106826.056278,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000602","Nodes","602",21.000000,37.871517,"DDS demands","Known Flow",441574.702795,106814.266857,,0.000000,,,,,,,-10.439999,,,,,-9.335634,-10.439999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000031","Nodes","31",21.000000,38.161470,"DDS demands","Known Flow",441615.594324,106672.615237,,0.000000,,,,,,,-5.130000,,,,,-4.587338,-5.130000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000210","Nodes","210",21.000000,38.893849,"Default Known Flow Node","Known Flow",441653.761334,106794.681270,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001360","Nodes","1360",21.000000,38.893849,"Default Known Flow Node","Known Flow",441661.011336,106774.306264,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000218","Nodes","218",21.000000,37.559114,"DDS demands","Known Flow",441653.530022,106931.848708,,0.000000,,,,,,,-3.400000,,,,,-3.040340,-3.400000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000344","Nodes","344",21.000000,37.283003,"DDS demands","Known Flow",441701.761347,106898.931298,,0.000000,,,,,,,-7.780000,,,,,-6.957015,-7.780000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000743","Nodes","743",21.000000,38.061820,"DDS demands","Known Flow",441777.636368,106945.431311,,0.000000,,,,,,,-5.960000,,,,,-5.329538,-5.960000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000742","Nodes","742",21.000000,38.142722,"DDS demands","Known Flow",441782.761369,106923.056305,,0.000000,,,,,,,-11.190000,,,,,-10.006298,-11.190000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000551","Nodes","551",21.000000,27.712406,"Default Known Flow Node","Known Flow",441930.226557,106755.957720,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001368","Nodes","1368",21.000000,27.850326,"Default Known Flow Node","Known Flow",441967.261419,106687.431241,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000552","Nodes","552",21.000000,27.850326,"DDS demands","Known Flow",441925.758408,106723.928251,,0.000000,,,,,,,-17.010000,,,,,-15.210646,-17.010000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000403","Nodes","403",21.000000,39.522297,"DDS demands","Known Flow",441586.261316,106541.306201,,0.000000,,,,,,,-3.749999,,,,,-3.353317,-3.749999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000404","Nodes","404",21.000000,39.523805,"DDS demands","Known Flow",441632.136328,106522.556196,,0.000000,,,,,,,-3.670000,,,,,-3.281779,-3.670000,,"",,,,,,,"D1 PROFILE",,,,
"82006500001371","Nodes","1371",21.000000,39.791130,"Default Known Flow Node","Known Flow",441624.636326,106573.556210,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001455","Nodes","1455",21.000000,39.791130,"Default Known Flow Node","Known Flow",441624.253870,106571.807840,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000405","Nodes","405",21.000000,39.471782,"DDS demands","Known Flow",441638.261330,106513.806193,,0.000000,,,,,,,-4.579999,,,,,-4.095518,-4.579999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000607","Nodes","607",21.000000,39.429773,"DDS demands","Known Flow",441693.136345,106634.806226,,0.000000,,,,,,,-7.459999,,,,,-6.670865,-7.459999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000414","Nodes","414",21.000000,39.840963,"DDS demands","Known Flow",441618.261324,106573.931210,,0.000000,,,,,,,-5.389999,,,,,-4.819834,-5.389999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000558","Nodes","558",21.000000,33.854881,"DDS demands","Known Flow",441871.386393,106619.306222,,0.000000,,,,,,,-13.760000,,,,,-12.304439,-13.760000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000557","Nodes","557",21.000000,33.468472,"DDS demands","Known Flow",441960.761417,106539.431200,,0.000000,,,,,,,-18.209999,,,,,-16.283707,-18.209999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000018","Nodes","Whitewater Rise/Beaulieu Road DG, Tel, Constant/Seasonal Settings, Site ID 2018",21.000000,40.000000,"Default Known Pressure Node","Known Pressure",441607.261321,106577.806211,,9999.998887,,,,,,,,,,,,1715.353112,1918.271940,,"",,,,,,,,,,,
"82006500000745","Nodes","745",21.000000,39.883288,"Default Known Flow Node","Known Flow",441613.261323,106575.681210,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000027","Nodes","27",21.000000,38.223730,"Default Known Flow Node","Known Flow",441563.574328,106726.003048,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000604","Nodes","604",21.000000,36.524519,"DDS demands","Known Flow",441555.886307,106626.431224,,0.000000,,,,,,,-9.489999,,,,,-8.486127,-9.489999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000605","Nodes","605",21.000000,36.479084,"DDS demands","Known Flow",441575.261313,106634.806226,,0.000000,,,,,,,-0.980000,,,,,-0.876333,-0.980000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000606","Nodes","606",21.000000,36.491034,"DDS demands","Known Flow",441577.636313,106615.306221,,0.000000,,,,,,,-3.299999,,,,,-2.950918,-3.299999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001357","Nodes","1357",21.000000,38.108579,"Default Known Flow Node","Known Flow",441597.456319,106740.202255,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001356","Nodes","1356",21.000000,37.824023,"Default Known Flow Node","Known Flow",441578.886314,106808.056274,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001355","Nodes","1355",21.000000,37.824023,"Default Known Flow Node","Known Flow",441576.886313,106797.681271,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000603","Nodes","603",21.000000,37.803890,"DDS demands","Known Flow",441603.886320,106807.931273,,0.000000,,,,,,,-2.329999,,,,,-2.083527,-2.329999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000213","Nodes","213",21.000000,38.283755,"Default Known Flow Node","Known Flow",441605.511321,106891.931296,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000028","Nodes","28",21.000000,37.897178,"DDS demands","Known Flow",441586.235316,106767.048262,,0.000000,,,,,,,-12.180000,,,,,-10.891574,-12.180000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000212","Nodes","212",21.000000,38.712554,"Default Known Flow Node","Known Flow",441622.386325,106861.056288,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001380","Nodes","1380",21.000000,38.712554,"Default Known Flow Node","Known Flow",441624.511326,106856.306287,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000601","Nodes","601",21.000000,38.700435,"DDS demands","Known Flow",441631.629142,106851.052171,,0.000000,,,,,,,-1.909999,,,,,-1.707956,-1.909999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001358","Nodes","1358",21.000000,38.765190,"Default Known Flow Node","Known Flow",441644.511331,106826.431279,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001364","Nodes","1364",21.000000,38.765190,"Default Known Flow Node","Known Flow",441673.886339,106837.931282,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001359","Nodes","1359",21.000000,39.086359,"Default Known Flow Node","Known Flow",441655.202334,106762.071261,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000747","Nodes","747",21.000000,39.052603,"DDS demands","Known Flow",441640.011330,106791.556269,,0.000000,,,,,,,-2.759999,,,,,-2.468041,-2.759999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000211","Nodes","211",21.000000,39.152606,"Default Known Flow Node","Known Flow",441658.636335,106757.806260,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001362","Nodes","1362",21.000000,38.917155,"Default Known Flow Node","Known Flow",441663.636337,106767.181262,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001361","Nodes","1361",21.000000,38.893557,"Default Known Flow Node","Known Flow",441663.136337,106775.181265,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000466","Nodes","466",21.000000,38.916748,"Default Known Flow Node","Known Flow",441665.636337,106767.931263,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001363","Nodes","1363",21.000000,39.001496,"Default Known Flow Node","Known Flow",441665.886337,106761.056261,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000207","Nodes","207",21.000000,38.905122,"DDS demands","Known Flow",441664.636337,106770.806263,,0.000000,,,,,,,-9.279999,,,,,-8.298341,-9.279999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000214","Nodes","214",21.000000,37.930379,"DDS demands","Known Flow",441630.137503,106910.557461,,0.000000,,,,,,,-1.389999,,,,,-1.242962,-1.389999,,"",,,,,,,"D1 PROFILE",,,,
"82006500000216","Nodes","216",21.000000,37.628073,"DDS demands","Known Flow",441647.733392,106927.212740,,0.000000,,,,,,,-20.700001,,,,,-18.510311,-20.700001,,"",,,,,,,"D1 PROFILE",,,,
"82006500000205","Nodes","205",21.000000,38.777067,"DDS demands","Known Flow",441751.761361,106813.306275,,0.000000,,,,,,,-8.890000,,,,,-7.949597,-8.890000,,"",,,,,,,"D1 PROFILE",,,,
"82006500000206","Nodes","206",21.000000,38.768593,"DDS demands","Known Flow",441742.261358,106854.306286,,0.000000,,,,,,,-1.869999,,,,,-1.672187,-1.869999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001365","Nodes","1365",21.000000,38.405753,"Default Known Flow Node","Known Flow",441758.636362,106899.431298,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500001366","Nodes","1366",21.000000,37.629639,"Default Known Flow Node","Known Flow",441842.511385,106905.931300,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82006500000744","Nodes","744",21.000000,37.254219,"DDS demands","Known Flow",441887.636398,106900.431299,,0.000000,,,,,,,-9.479999,,,,,-8.477185,-9.479999,,"",,,,,,,"D1 PROFILE",,,,
"82006500001367","Nodes","1367",21.000000,27.788953,"Default Known Flow Node","Known Flow",441924.662925,106728.034099,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
