"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-1165.459998","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-22.479999","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-30.980000","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-21.280000","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-52.849999","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","","","1.000000","Volumetric","-1.000000"
"DH","Flow Categories","","","1.000000","Volumetric","0.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"PL-DC","Flow Categories","","","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-78.940003","0.000000","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-7.060000","0.000000","1.000000","Volumetric","-1.000000"
