"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"96114206808003","Nodes","SHERNFOLD PARK DG","21.000000","32.000001","Default Known Pressure Node","Known Pressure","558904.775019","134963.367539","","529.999996","","","","","","36.332074","40.629998","","","","","","",""
"96114200335955","Nodes","","21.000000","31.039101","Default Known Flow Node","Known Flow","559013.613269","134951.994932","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200335960","Nodes","","21.000000","30.425339","Default Known Flow Node","Known Flow","559050.387424","134963.718312","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114206808013","Nodes","","21.000000","30.495790","DDS demands","Known Flow","559052.045219","134938.702697","","0.000000","","","-5.369999","","-24.689999","-26.880190","-30.060000","","","","","C3 PROFILE","","D1 PROFILE"
"96114200335956","Nodes","","21.000000","31.039101","Default Known Flow Node","Known Flow","559018.143270","134966.796936","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200335958","Nodes","","21.000000","30.333050","DDS demands","Known Flow","559044.218575","134992.490806","","0.000000","","","","","-3.299999","-2.950918","-3.299999","","","","","","","D1 PROFILE"
"96114206808002","Nodes","THE GREEN DG","21.000000","32.000001","Default Known Pressure Node","Known Pressure","558927.839245","135376.139047","","419.999989","","","","","","59.492103","66.529762","","","","","","",""
"96114206808006","Nodes","","21.000000","31.706518","DDS demands","Known Flow","558942.926249","135420.271059","","0.000000","","","-4.539999","","-10.039999","-13.037696","-14.579999","","","","","C3 PROFILE","","D1 PROFILE"
"96114200335658","Nodes","","21.000000","31.706487","Default Known Flow Node","Known Flow","558936.399248","135419.122059","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200336575","Nodes","","21.000000","30.184069","DDS demands","Known Flow","559020.423795","135058.932880","","0.000000","","","","","-3.459999","-3.093993","-3.459999","","","","","","","D1 PROFILE"
"96114206808007","Nodes","","21.000000","31.565528","DDS demands","Known Flow","559149.898299","135473.133606","","0.000000","","","","","-5.469999","-4.891371","-5.469999","","","","","","","D1 PROFILE"
"96114200335662","Nodes","","21.000000","31.711918","DDS demands","Known Flow","559022.539776","135422.533836","","0.000000","","","-6.489999","","","-5.803474","-6.489999","","","","","C3 PROFILE","",""
"96114200335669","Nodes","","21.000000","31.551266","DDS demands","Known Flow","559085.114606","135423.499584","","0.000000","","","","","-14.609999","-13.064523","-14.609999","","","","","","","D1 PROFILE"
"96114206808008","Nodes","","21.000000","31.426817","DDS demands","Known Flow","559079.849528","135332.264898","","0.000000","","","","","-12.220000","-10.927343","-12.220000","","","","","","","D1 PROFILE"
"96114200335673","Nodes","","21.000000","31.574392","Default Known Flow Node","Known Flow","559147.035855","135473.790872","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114206808009","Nodes","","21.000000","31.332292","DDS demands","Known Flow","559192.249722","135487.929227","","0.000000","","","-0.660000","","-10.209999","-9.720148","-10.869999","","","","","C3 PROFILE","","D1 PROFILE"
"96114200335657","Nodes","","21.000000","31.863338","DDS demands","Known Flow","558934.274420","135500.886312","","0.000000","","","","","-1.779999","-1.591707","-1.779999","","","","","","","D1 PROFILE"
"96114206808001","Nodes","CHURCH LANE DG","21.000000","32.000001","Default Known Pressure Node","Known Pressure","558813.819214","135600.150108","","529.999996","","","","","","129.447197","144.760240","","","","","","",""
"96114206808010","Nodes","","21.000000","31.305530","Default Known Flow Node","Known Flow","559218.113058","135509.988901","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114206808004","Nodes","","21.000000","31.775380","DDS demands","Known Flow","559023.171271","135625.805115","","0.000000","-8.029999","-15.999999","-3.559999","-11.289999","-28.870000","-60.583261","-67.749998","","","C1 PROFILE","C2 PROFILE","C3 PROFILE","C4 PROFILE","D1 PROFILE"
"96114200335671","Nodes","","21.000000","31.319739","DDS demands","Known Flow","559136.940302","135526.786088","","0.000000","","","","","-3.089999","-2.763133","-3.089999","","","","","","","D1 PROFILE"
"96114200335675","Nodes","","21.000000","31.358717","Default Known Flow Node","Known Flow","559150.661720","135574.541771","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114206808005","Nodes","","21.000000","31.847458","DDS demands","Known Flow","559058.744281","135504.311082","","0.000000","","","-2.980000","","-13.979999","-15.165934","-16.959999","","","","","C3 PROFILE","","D1 PROFILE"
"96114200335676","Nodes","","21.000000","31.358717","Default Known Flow Node","Known Flow","559155.242307","135592.396106","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200335679","Nodes","","21.000000","31.174116","Default Known Flow Node","Known Flow","559274.742623","135562.851332","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200493257","Nodes","","21.000000","31.166821","DDS demands","Known Flow","559272.359339","135565.422099","","0.000000","","","","","-7.610000","-6.804998","-7.610000","","","","","","","D1 PROFILE"
"96114200339366","Nodes","","21.000000","30.589361","Default Known Flow Node","Known Flow","559363.326364","135774.228155","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200495334","Nodes","","21.000000","30.582285","Default Known Flow Node","Known Flow","559365.334364","135779.099157","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200493256","Nodes","","21.000000","31.335438","Default Known Flow Node","Known Flow","559214.340323","135636.604118","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200493255","Nodes","","21.000000","31.302808","DDS demands","Known Flow","559201.453793","135656.542579","","0.000000","","","","","-3.229999","-2.888323","-3.229999","","","","","","","D1 PROFILE"
"96114206808011","Nodes","","21.000000","30.136420","Default Known Flow Node","Known Flow","559449.745387","135987.526213","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200335682","Nodes","","21.000000","29.947258","Default Known Flow Node","Known Flow","559517.249389","135999.040293","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200339367","Nodes","","21.000000","29.912891","DDS demands","Known Flow","559494.592887","136108.232278","","0.000000","","","","","-1.429999","-1.278731","-1.429999","","","","","","","D1 PROFILE"
"96114206808012","Nodes","","21.000000","29.273362","Default Known Flow Node","Known Flow","559677.978449","136014.005221","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200335684","Nodes","","21.000000","29.672558","DDS demands","Known Flow","559623.491435","136030.940225","","0.000000","","","","","-2.970000","-2.655827","-2.970000","","","","","","","D1 PROFILE"
"96114200495335","Nodes","","21.000000","29.434900","DDS demands","Known Flow","559653.047443","136003.049218","","0.000000","","","","-19.110000","","-17.088505","-19.110000","","","","","","C4 PROFILE",""
"96114200008016","Nodes","FERN CLOSE RRI","21.000000","30.000023","Default Known Pressure Node","Known Pressure","558850.593224","135430.022062","","0.000000","","","","","","3.728888","4.169999","","","","","","",""
"96114200008017","Nodes","","21.000000","29.797124","DDS demands","Known Flow","558852.771535","135380.816335","","0.000000","","","","","-4.169999","-3.728888","-4.169999","","","","","","","D1 PROFILE"
"96114200008020","Nodes","","21.000000","31.116452","Default Known Flow Node","Known Flow","559240.052330","135519.802086","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200008021","Nodes","","21.000000","31.116452","Default Known Flow Node","Known Flow","559258.540335","135502.408081","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200008030","Nodes","","21.000000","32.000001","Default Known Flow Node","Known Flow","558903.631239","134963.464935","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200008034","Nodes","","21.000000","30.425339","Default Known Flow Node","Known Flow","559049.654029","134963.475789","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200008031","Nodes","","21.000000","30.545510","Default Known Flow Node","Known Flow","559051.260279","134939.539928","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200008043","Nodes","","21.000000","30.184069","Default Known Flow Node","Known Flow","559020.123270","135059.675961","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200008052","Nodes","","21.000000","31.116452","Default Known Flow Node","Known Flow","559234.880211","135524.372286","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200008040","Nodes","","21.000000","30.953934","Default Known Flow Node","Known Flow","559275.537340","135561.994098","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200008063","Nodes","","21.000000","31.306175","DDS demands","Known Flow","559218.614743","135509.334608","","0.000000","","","","","-9.000000","-8.047961","-9.000000","","","","","","","D1 PROFILE"
"96114200008059","Nodes","","21.000000","29.912891","Default Known Flow Node","Known Flow","559495.722400","136109.229247","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200008066","Nodes","","21.000000","29.818286","DDS demands","Known Flow","559508.464403","136162.695261","","0.000000","","","","","-1.029999","-0.921044","-1.029999","","","","","","","D1 PROFILE"
"96114200008072","Nodes","","21.000000","29.947334","DDS demands","Known Flow","559516.127153","135998.923954","","0.000000","","","","","-11.329999","-10.131488","-11.329999","","","","","","","D1 PROFILE"
"96114200008049","Nodes","","21.000000","31.302808","Default Known Flow Node","Known Flow","559200.658320","135655.578123","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114206808014","Nodes","","21.000000","30.425339","DDS demands","Known Flow","559049.582278","134960.842934","","0.000000","","","-2.759999","","0.000000","-2.468041","-2.759999","","","","","C3 PROFILE","","D1 PROFILE"
"96114200339364","Nodes","","21.000000","31.101563","Default Known Flow Node","Known Flow","559282.013342","135577.456102","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200335651","Nodes","","21.000000","32.151355","Default Known Flow Node","Known Flow","558833.379220","135599.247108","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200335650","Nodes","","21.000000","31.929231","Default Known Flow Node","Known Flow","558818.031215","135597.541107","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200335965","Nodes","","21.000000","30.380750","Default Known Flow Node","Known Flow","559088.396289","134926.232925","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200335964","Nodes","","21.000000","30.494417","Default Known Flow Node","Known Flow","559062.413282","134927.643925","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200335963","Nodes","","21.000000","30.491349","DDS demands","Known Flow","559051.625279","134895.512916","","0.000000","","","","","-1.049999","-0.938928","-1.049999","","","","","","","D1 PROFILE"
"96114200335957","Nodes","","21.000000","31.039101","Default Known Flow Node","Known Flow","559032.873274","134961.644934","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200339365","Nodes","","21.000000","31.024004","Default Known Flow Node","Known Flow","559315.543351","135661.939125","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200350405","Nodes","","21.000000","29.317113","Default Known Flow Node","Known Flow","559678.553450","135981.936212","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114201223669","Nodes","","21.000000","29.978677","DDS demands","Known Flow","559514.407405","135938.831200","","0.000000","","","","","-1.760000","-1.573823","-1.760000","","","","","","","D1 PROFILE"
"96114201223668","Nodes","","21.000000","29.978677","Default Known Flow Node","Known Flow","559507.364403","135896.231189","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114201223671","Nodes","","21.000000","29.978677","Default Known Flow Node","Known Flow","559518.771406","135894.502188","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"9611420335961","Nodes","","21.000000","30.425339","Default Known Flow Node","Known Flow","559049.726278","134966.126936","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200000025","Nodes","","21.000000","32.017548","Default Known Flow Node","Known Flow","558902.898803","135602.154264","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114200000026","Nodes","","21.000000","32.017548","Default Known Flow Node","Known Flow","558924.168900","135581.613170","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96114209100003","Nodes","","21.000000","31.710225","Default Known Flow Node","Known Flow","558943.199102","135413.808455","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
