"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"96109205510004","Nodes","Bekesbourne Lane DG, Site ID 2251","21.000000","43.000001","Default Known Pressure Node","Known Pressure","620705.625000","157224.750000","","7395.000131","","","","","","","524.619705","586.680001","","","","","","","",""
"96109205510029","Nodes","","21.000000","42.885088","DDS demands","Known Flow","620713.000000","157235.000000","","0.000000","","","","","-10.320000","","-9.228329","-10.320000","","","","","","","D1 PROFILE",""
"96109205510042","Nodes","","21.000000","30.269107","DDS demands","Known Flow","620948.875000","157877.375000","","0.000000","","","","","-14.430000","","-12.903564","-14.430000","","","","","","","D1 PROFILE",""
"96109205510028","Nodes","","22.999998","28.810570","Default Known Flow Node","Known Flow","620912.500000","157930.125000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96109200002254","Nodes","","21.000000","32.433881","DDS demands","Known Flow","621942.312500","158552.000000","","0.000000","","","","","-1.620000","","-1.448633","-1.620000","","","","","","","D1 PROFILE",""
"96109205510079","Nodes","","21.000000","32.181059","DDS demands","Known Flow","621943.000000","158566.375000","","0.000000","","","","","-1.789999","","-1.600649","-1.789999","","","","","","","D1 PROFILE",""
"96109200002256","Nodes","","21.000000","26.892209","Default Known Flow Node","Known Flow","620376.750000","157713.156250","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96109205510085","Nodes","","21.000000","26.970928","Default Known Flow Node","Known Flow","620371.875000","157715.500000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96109205510045","Nodes","","21.000000","40.659294","DDS demands","Known Flow","620967.187500","157477.984375","","0.000000","","","","","-12.170000","","-10.882632","-12.170000","","","","","","","D1 PROFILE",""
"96109200002252","Nodes","","21.000000","40.843676","Default Known Flow Node","Known Flow","620954.687500","157396.000000","","0.000000","","","","","-14.500000","","-12.966160","-14.500000","","","","","","","D1 PROFILE",""
