"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)"
"96111700176601","Nodes","-176601","21.000000","29.277095","Default Known Flow Node","Known Flow","567382.102242","148701.755118","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104074","Nodes","6104074","21.000000","29.231730","DDS demands","Known Flow","567391.325897","148712.243678","","0.000000","","","","","-5.760000","","","-5.150695","-5.760000","","","","","","","D1 PROFILE","",""
"96111706104075","Nodes","6104075","21.000000","29.154773","DDS demands","Known Flow","567417.363499","148732.674020","","0.000000","","","","","-18.270000","","","-16.337361","-18.270000","","","","","","","D1 PROFILE","",""
"96111706104076","Nodes","6104076","21.000000","29.723556","Default Known Flow Node","Known Flow","567408.295553","148529.942626","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700420089","Nodes","-420089","21.000000","31.119859","Default Known Flow Node","Known Flow","566452.420293","149002.317755","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700383520","Nodes","-383520","21.000000","30.984850","Default Known Flow Node","Known Flow","567274.420516","149096.817781","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700383519","Nodes","-383519","21.000000","30.984850","Default Known Flow Node","Known Flow","567274.311521","149099.818363","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700383543","Nodes","-383543","21.000000","28.511782","Default Known Flow Node","Known Flow","567334.420533","149412.567867","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104054","Nodes","6104054","21.000000","28.511782","DDS demands","Known Flow","567332.805710","149406.315699","","0.000000","","","","","-8.680000","","","-7.761811","-8.680000","","","","","","","D1 PROFILE","",""
"96111700412099","Nodes","-412099","21.000000","28.713234","Default Known Flow Node","Known Flow","567291.545521","149426.817870","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104013","Nodes","6104013","21.000000","28.713234","DDS demands","Known Flow","567287.437902","149393.565714","","0.000000","","","","","-14.330000","","","-12.814142","-14.330000","","","","","","","D1 PROFILE","",""
"96111706104061","Nodes","6104061","21.000000","30.118515","DDS demands","Known Flow","567272.518379","149223.446846","","0.000000","-6.380000","","","","-22.399999","","","-25.735590","-28.779999","","","C1 PROFILE","","","","D1 PROFILE","",""
"96111700383521","Nodes","-383521","21.000000","27.785259","Default Known Flow Node","Known Flow","567278.295517","149065.817772","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104067","Nodes","6104067","21.000000","27.785259","Default Known Flow Node","Known Flow","567277.670517","149069.567773","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104064","Nodes","6104064","21.000000","29.796686","DDS demands","Known Flow","567282.519719","149344.815674","","0.000000","","","","","-6.650000","","","-5.946549","-6.650000","","","","","","","D1 PROFILE","",""
"96111706104062","Nodes","6104062","21.000000","29.715996","Default Known Flow Node","Known Flow","567282.545519","149374.067856","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700383516","Nodes","-383516","21.000000","29.839937","Default Known Flow Node","Known Flow","567253.670511","149336.442846","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700439212","Nodes","-439212","21.000000","28.785670","Default Known Flow Node","Known Flow","567293.661272","149393.318161","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104065","Nodes","6104065","21.000000","29.992276","Default Known Flow Node","Known Flow","567284.005813","149267.434003","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700383530","Nodes","-383530","21.000000","29.992276","Default Known Flow Node","Known Flow","567308.670526","149277.192830","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104026","Nodes","6104026","21.000000","29.693301","DDS demands","Known Flow","567297.170345","149492.694482","","0.000000","","","","","-2.809999","","","-2.512752","-2.809999","","","","","","","D1 PROFILE","",""
"96111700383529","Nodes","-383529","21.000000","28.708919","Default Known Flow Node","Known Flow","567300.545524","149403.817864","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104055","Nodes","6104055","21.000000","28.240988","Default Known Flow Node","Known Flow","567331.642903","149386.692569","","0.000000","","","","","-17.559999","","","-15.702466","-17.559999","","","","","","","D1 PROFILE","",""
"96111700383541","Nodes","-383541","21.000000","28.197618","Default Known Flow Node","Known Flow","567333.295532","149374.442856","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700383547","Nodes","-383547","21.000000","28.240988","Default Known Flow Node","Known Flow","567340.045534","149385.692859","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700412094","Nodes","-412094","21.000000","27.785259","Default Known Flow Node","Known Flow","567275.420517","149069.317773","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104052","Nodes","6104052","21.000000","29.680915","DDS demands","Known Flow","567274.024362","149597.937148","","0.000000","","","","-2.910000","-1.570000","","","-4.006096","-4.480000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96111700412091","Nodes","-412091","21.000000","29.680915","Default Known Flow Node","Known Flow","567258.170512","149622.442924","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700412090","Nodes","-412090","21.000000","29.680915","Default Known Flow Node","Known Flow","567255.795511","149679.192939","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700412092","Nodes","-412092","21.000000","29.680915","Default Known Flow Node","Known Flow","567269.420515","149621.817923","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104063","Nodes","6104063","21.000000","29.646244","DDS demands","Known Flow","567283.295519","149679.692939","","0.000000","0.000000","-24.659999","","","-18.219999","","","-38.344063","-42.879999","","","C1 PROFILE","C2 PROFILE","","","D1 PROFILE","",""
"96111706104053","Nodes","6104053","21.000000","29.689524","Default Known Flow Node","Known Flow","567476.420571","149976.318020","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700412104","Nodes","-412104","21.000000","29.689524","Default Known Flow Node","Known Flow","567510.420581","149982.443022","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176537","Nodes","-176537","21.000000","28.468267","Default Known Flow Node","Known Flow","566653.295347","148611.942649","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111701493298","Nodes","-1493298","21.000000","30.105380","Default Known Flow Node","Known Flow","567272.795516","149228.192816","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111701394551","Nodes","-1394551","21.000000","29.906445","Default Known Flow Node","Known Flow","567429.559055","148438.890545","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111701394550","Nodes","-1394550","21.000000","29.906445","Default Known Flow Node","Known Flow","567425.420558","148437.817601","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104003","Nodes","BRANBRIDGES ROAD DG, Site ID 4753","21.000000","30.000000","Default Known Pressure Node","Known Pressure","567421.552556","148439.327602","","1770.000037","","","","","","","","252.542631","282.417327","","","","","","","","",""
"96111700000052","Nodes","-52","21.000000","25.068444","Default Known Flow Node","Known Flow","566821.670393","148652.692660","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000164","Nodes","-64","21.000000","25.068444","Default Known Flow Node","Known Flow","566798.795387","148700.442673","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000117","Nodes","-17","21.000000","25.339039","Default Known Flow Node","Known Flow","567058.578884","148399.820346","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000015","Nodes","-15","21.000000","25.334978","DDS demands","Known Flow","567067.045460","148351.067578","","0.000000","","","","","-1.059999","","","-0.947870","-1.059999","","","","","","","D1 PROFILE","",""
"96111700000184","Nodes","-184","21.000000","29.646244","Default Known Flow Node","Known Flow","567381.795546","149878.817993","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111701462504","Nodes","-1462504","21.000000","29.646244","Default Known Flow Node","Known Flow","567338.670534","149862.692989","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000185","Nodes","-185","21.000000","29.689524","Default Known Flow Node","Known Flow","567371.545543","149885.067995","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000027","Nodes","-7","21.000000","25.334978","Default Known Flow Node","Known Flow","567077.170463","148297.442563","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700326839","Nodes","-326839","21.000000","25.776532","Default Known Flow Node","Known Flow","566779.295382","148597.692645","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000040","Nodes","-40","21.000000","25.776532","Default Known Flow Node","Known Flow","566782.545383","148600.692646","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104037","Nodes","6104037","21.000000","25.776532","DDS demands","Known Flow","566777.295381","148595.942644","","0.000000","","","","-6.520000","-14.800000","","","-19.064726","-21.320000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96111700176572","Nodes","-176572","21.000000","25.339039","Default Known Flow Node","Known Flow","567058.795458","148397.192590","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700001121","Nodes","-121","21.000000","30.190872","Default Known Flow Node","Known Flow","566296.808250","148828.404708","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000120","Nodes","-120","21.000000","30.190872","Default Known Flow Node","Known Flow","566292.722249","148826.835707","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700001190","Nodes","-119","21.000000","30.190872","Default Known Flow Node","Known Flow","566285.457247","148824.046706","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700001270","Nodes","-127","21.000000","30.190872","Default Known Flow Node","Known Flow","566269.918502","148848.328403","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176474","Nodes","-176474","21.000000","30.190872","Default Known Flow Node","Known Flow","566232.420233","148816.942704","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111701462565","Nodes","-1462565","21.000000","30.471630","Default Known Flow Node","Known Flow","566399.330278","148974.202747","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700961000","Nodes","-961000","21.000000","29.154773","Default Known Flow Node","Known Flow","567411.092554","148753.569687","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176602","Nodes","-176602","21.000000","29.154773","Default Known Flow Node","Known Flow","567381.970546","148753.910687","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700001000","Nodes","-1000","21.000000","25.405764","Default Known Flow Node","Known Flow","566953.827178","148550.447303","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000245","Nodes","","21.000000","30.900665","Default Known Flow Node","Known Flow","567159.700795","148707.426246","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000246","Nodes","","21.000000","30.007960","Default Known Flow Node","Known Flow","567235.039419","148730.024480","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000016","Nodes","","21.000000","29.701424","Default Known Flow Node","Known Flow","566438.935289","148707.457675","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104034","Nodes","6104034","21.000000","28.468329","DDS demands","Known Flow","566653.679793","148611.939379","","0.000000","","","","","-13.090000","","","-11.705312","-13.090000","","","","","","","D1 PROFILE","",""
"96111700000048","Nodes","","21.000000","30.478877","Default Known Flow Node","Known Flow","566333.420260","148930.009735","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000091","Nodes","","21.000000","30.437633","Default Known Flow Node","Known Flow","566337.823166","148924.775653","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000064","Nodes","","21.000000","31.051609","Default Known Flow Node","Known Flow","566506.158307","148795.568699","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000065","Nodes","","21.000000","31.361497","Default Known Flow Node","Known Flow","566496.496305","148794.346698","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000079","Nodes","THE OLD DAIRY RRI","21.000000","29.999984","Default Known Pressure Node","Known Pressure","566468.785297","148923.334733","","0.000000","","","","","","","","0.867391","0.970000","","","","","","","","",""
"96111700000080","Nodes","","21.000000","29.995927","DDS demands","Known Flow","566422.696285","148921.679733","","0.000000","","","","","-0.970000","","","-0.867391","-0.970000","","","","","","","D1 PROFILE","",""
"96111700000092","Nodes","","21.000000","30.471630","Default Known Flow Node","Known Flow","566343.253263","148929.457735","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000097","Nodes","","21.000000","30.930106","Default Known Flow Node","Known Flow","567159.342485","148709.197675","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000099","Nodes","","21.000000","25.407502","Default Known Flow Node","Known Flow","567021.150295","148560.710145","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000100","Nodes","","21.000000","25.407404","Default Known Flow Node","Known Flow","567019.357447","148558.528634","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000101","Nodes","","21.000000","29.251069","Default Known Flow Node","Known Flow","567385.383547","148709.496675","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176603","Nodes","-176603","21.000000","29.251069","Default Known Flow Node","Known Flow","567381.320546","148716.340677","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000106","Nodes","","21.000000","29.317554","Default Known Flow Node","Known Flow","567377.433544","148692.309671","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000107","Nodes","","21.000000","29.295578","Default Known Flow Node","Known Flow","567384.138546","148695.751671","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000103","Nodes","","21.000000","25.482831","Default Known Flow Node","Known Flow","567054.316457","148570.525637","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000114","Nodes","","21.000000","30.900110","Default Known Flow Node","Known Flow","567152.957483","148704.504674","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104047","Nodes","6104047","21.000000","29.562324","DDS demands","Known Flow","567258.114512","148674.010666","","0.000000","","","-2.929999","","-19.960000","","","-20.468647","-22.889999","","","","","C3 PROFILE","","D1 PROFILE","",""
"96111700000119","Nodes","","21.000000","29.451404","Default Known Flow Node","Known Flow","567349.725537","148685.110669","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104051","Nodes","6104051","21.000000","29.451404","Default Known Flow Node","Known Flow","567350.496537","148685.618669","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000121","Nodes","","21.000000","25.355520","Default Known Flow Node","Known Flow","566914.433418","148545.754631","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000123","Nodes","","21.000000","30.900110","Default Known Flow Node","Known Flow","567160.104485","148698.584672","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000111","Nodes","","21.000000","29.154773","Default Known Flow Node","Known Flow","567415.740555","148737.431683","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000127","Nodes","","21.000000","29.154773","Default Known Flow Node","Known Flow","567408.710553","148734.986682","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000128","Nodes","","21.000000","25.405637","Default Known Flow Node","Known Flow","566947.509391","148549.737931","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000122","Nodes","","21.000000","25.405639","Default Known Flow Node","Known Flow","566948.799428","148549.895632","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104040","Nodes","6104040","21.000000","25.416605","DDS demands","Known Flow","566944.633427","148555.007633","","0.000000","","","","","-7.239999","","","-6.474137","-7.239999","","","","","","","D1 PROFILE","",""
"96111701394547","Nodes","-1394547","21.000000","29.001631","Default Known Flow Node","Known Flow","567186.795493","148621.192651","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104048","Nodes","6104048","21.000000","29.442507","DDS demands","Known Flow","567277.856615","148665.125206","","0.000000","","","","","-8.250000","","","-7.377297","-8.250000","","","","","","","D1 PROFILE","",""
"96111700176599","Nodes","-176599","21.000000","29.251069","Default Known Flow Node","Known Flow","567372.458543","148710.617676","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104039","Nodes","6104039","21.000000","25.502633","DDS demands","Known Flow","566864.758405","148548.105631","","0.000000","","","-2.710000","","-8.350000","","","-9.890050","-11.060000","","","","","C3 PROFILE","","D1 PROFILE","",""
"96111700000137","Nodes","","21.000000","25.317102","Default Known Flow Node","Known Flow","566909.270417","148540.764629","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000138","Nodes","","21.000000","30.900110","Default Known Flow Node","Known Flow","567105.833471","148682.796668","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104050","Nodes","6104050","21.000000","29.448883","Default Known Flow Node","Known Flow","567344.709536","148699.274672","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000136","Nodes","","21.000000","30.900110","Default Known Flow Node","Known Flow","567056.921457","148674.484666","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000152","Nodes","","21.000000","25.395975","Default Known Flow Node","Known Flow","567039.657010","148565.519379","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700004754","Nodes","Logger 4754, os 116 Old Road","21.000000","29.442975","Val Log Post","Known Flow","567286.703453","148670.364225","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104043","Nodes","6104043","21.000000","25.406154","DDS demands","Known Flow","567020.704447","148563.954636","","0.000000","","","","","-28.840000","","","-25.789245","-28.840000","","","","","","","D1 PROFILE","",""
"96111700000153","Nodes","","21.000000","29.154773","Default Known Flow Node","Known Flow","567403.454552","148751.111687","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700176569","Nodes","","21.000000","25.416153","Default Known Flow Node","Known Flow","567040.765385","148563.416632","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000155","Nodes","75,","21.000000","30.007960","Default Known Flow Node","Known Flow","567302.441524","148731.703681","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000157","Nodes","","21.000000","24.796253","DDS demands","Known Flow","566919.792420","148687.425669","","0.000000","","","","","-12.099999","","","-10.820037","-12.099999","","","","","","","D1 PROFILE","",""
"96111700000158","Nodes","","21.000000","24.796253","Default Known Flow Node","Known Flow","566928.554422","148639.700656","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000159","Nodes","","21.000000","29.317554","Default Known Flow Node","Known Flow","567408.761553","148642.093657","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000160","Nodes","","21.000000","29.317554","Default Known Flow Node","Known Flow","567422.069557","148643.352657","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000186","Nodes","","21.000000","24.910215","DDS demands","Known Flow","567414.420555","149382.567858","","0.000000","","","","","-6.659999","","","-5.955491","-6.659999","","","","","","","D1 PROFILE","",""
"96111700000187","Nodes","","21.000000","24.710168","DDS demands","Known Flow","567381.295546","149369.692855","","0.000000","","","","","-6.579999","","","-5.883953","-6.579999","","","","","","","D1 PROFILE","",""
"96111700000163","Nodes","","21.000000","29.317554","Default Known Flow Node","Known Flow","567409.993553","148640.041656","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000017","Nodes","","21.000000","29.658152","Default Known Flow Node","Known Flow","566477.073299","148680.017667","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104004","Nodes","SMITHERS LANE DG","21.000000","31.500000","Default Known Pressure Node","Known Pressure","567344.918732","149283.077465","","419.999989","","","","","","","","121.352698","135.708197","","","","","","","","",""
"96111700383554","Nodes","-383554","21.000000","28.564169","DDS demands","Known Flow","567376.054262","149284.000000","","0.000000","","","","","-10.939999","","","-9.782743","-10.939999","","","","","","","D1 PROFILE","",""
"96111700383553","Nodes","383553","21.000000","26.990905","DDS demands","Known Flow","567368.695512","149319.066411","","0.000000","","","","","-5.270000","","","-4.712528","-5.270000","","","","","","","D1 PROFILE","",""
"96111700383552","Nodes","-383552","21.000000","26.990905","Default Known Flow Node","Known Flow","567368.212721","149342.119655","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000009","Nodes","","21.000000","25.589522","Default Known Flow Node","Known Flow","567407.120798","149328.065413","","0.000000","","","","","-4.999999","","","-4.471089","-4.999999","","","","","","","D1 PROFILE","",""
"96111700383555","Nodes","-383555","21.000000","25.586446","DDS demands","Known Flow","567409.034861","149330.126710","","0.000000","","","","","-3.960000","","","-3.541102","-3.960000","","","","","","","D1 PROFILE","",""
"96111700412100","Nodes","-412100","21.000000","25.586446","Default Known Flow Node","Known Flow","567406.997475","149309.042174","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111706104049","Nodes","6104049","21.000000","29.444545","DDS demands","Known Flow","567316.521804","148687.667837","","0.000000","","","","","-3.849999","","","-3.442738","-3.849999","","","","","","","D1 PROFILE","",""
"96111700000013","Nodes","","21.000000","25.395854","Default Known Flow Node","Known Flow","567040.586788","148564.848120","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700383545","Nodes","","21.000000","29.448883","Default Known Flow Node","Known Flow","567344.204535","148700.889673","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700009999","Nodes","Logger 9999, o/s Hale Street","21.000000","29.753463","Val Log Post","Known Flow","567288.170520","149383.067858","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111700000188","Nodes","","21.000000","24.881285","DDS demands","Known Flow","567442.015459","149379.021024","","0.000000","","","","","-3.859999","","","-3.451680","-3.859999","","","","","","","D1 PROFILE","",""
"96111700000001","Nodes","","0.000000","32.105313","Default Known Flow Node","Known Flow","567283.020221","149064.048611","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"961117-2","Nodes","","0.000000","29.986597","Default Known Flow Node","Known Flow","567285.699010","149281.981414","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"961117-6","Nodes","","0.000000","30.389510","Default Known Flow Node","Known Flow","567347.158441","149283.143827","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
