"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"96108505311021","Nodes","5311021","21.000000","63.238350","DDS demands","Known Flow","615929.608385","140933.047967","","0.000000","","","","-20.349999","","-18.197333","-20.349999","","","","","","D1 PROFILE",""
"96108505311022","Nodes","5311022","21.000000","64.355810","DDS demands","Known Flow","616139.256965","140940.364109","","0.000000","","","","-31.490000","","-28.158921","-31.490000","","","","","","D1 PROFILE",""
"96108505311055","Nodes","5311055","21.000000","62.062668","DDS demands","Known Flow","616172.175131","141055.252257","","0.000000","-4.999999","","-6.900000","-4.929999","","-15.049686","-16.830000","","","C1 PROFILE","","C4 PROFILE","D1 PROFILE",""
"96108505311036","Nodes","5311036","21.000000","61.925490","DDS demands","Known Flow","616203.834829","141139.003615","","0.000000","","","","-9.189999","","-8.217862","-9.189999","","","","","","D1 PROFILE",""
"96108505311061","Nodes","-305993","21.000000","61.895293","Default Known Flow Node","Known Flow","615632.996539","141125.860815","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108505311051","Nodes","5311051","21.000000","62.303297","Default Known Flow Node","Known Flow","615720.347323","141112.476675","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108505311064","Nodes","-306004","21.000000","62.615319","Default Known Flow Node","Known Flow","615800.016541","141102.356527","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108505311043","Nodes","5311043","21.000000","59.946058","DDS demands","Known Flow","616151.903827","141537.153671","","0.000000","","","","-2.750000","","-2.459099","-2.750000","","","","","","D1 PROFILE",""
"96108505311045","Nodes","5311045","21.000000","59.596874","DDS demands","Known Flow","616034.243832","141639.829431","","0.000000","","-43.299999","","-0.759999","","-39.399240","-44.059997","","","","C3 PROFILE","","D1 PROFILE",""
"96108505311044","Nodes","5311044","21.000000","55.132579","DDS demands","Known Flow","616277.759200","141706.459101","","0.000000","","","","-23.899998","","-21.371806","-23.899998","","","","","","D1 PROFILE",""
"96108505311039","Nodes","5311039","21.000000","57.915622","DDS demands","Known Flow","616033.805782","141275.654652","","0.000000","","","","-15.580000","","-13.931915","-15.580000","","","","","","D1 PROFILE",""
"96108505311014","Nodes","5311014","21.000000","62.059426","DDS demands","Known Flow","616239.421838","141234.250641","","0.000000","","","","-10.779999","","-9.639668","-10.779999","","","","","","D1 PROFILE",""
"96108505311035","Nodes","5311035","21.000000","62.608546","DDS demands","Known Flow","616306.160401","141187.322491","","0.000000","","","","-8.839999","","-7.904886","-8.839999","","","","","","D1 PROFILE",""
"96108505311033","Nodes","5311033","21.000000","63.322091","DDS demands","Known Flow","616366.713873","141120.905610","","0.000000","","","","-7.360000","","-6.581443","-7.360000","","","","","","D1 PROFILE",""
"96108505311031","Nodes","5311031","21.000000","65.745667","DDS demands","Known Flow","616359.407735","140946.320276","","0.000000","-7.170000","","","-40.959999","","-43.038709","-48.129998","","","C1 PROFILE","","","D1 PROFILE",""
"96108505311013","Nodes","5311013","21.000000","64.406638","DDS demands","Known Flow","616420.038888","141038.447588","","0.000000","","","","-22.250000","","-19.896348","-22.250000","","","","","","D1 PROFILE",""
"96108505311078","Nodes","-306060","21.000000","67.642702","Default Known Flow Node","Known Flow","616383.079208","140697.156684","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108505311029","Nodes","5311029","21.000000","55.979287","DDS demands","Known Flow","616424.626585","140832.543989","","0.000000","","","","-23.409999","","-20.933639","-23.409999","","","","","","D1 PROFILE",""
"96108505311080","Nodes","-306065","21.000000","55.589069","Default Known Flow Node","Known Flow","616448.010419","140951.688485","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108505311048","Nodes","5311048","21.000000","58.720651","DDS demands","Known Flow","615618.769741","141317.150461","","0.000000","","","","-5.270000","","-4.712528","-5.270000","","","","","","D1 PROFILE",""
"96108505311018","Nodes","5311018","21.000000","58.774823","DDS demands","Known Flow","615588.436214","141293.863150","","0.000000","","","","-19.370000","","-17.321001","-19.370000","","","","","","D1 PROFILE",""
"96108505311049","Nodes","5311049","21.000000","59.682489","DDS demands","Known Flow","615488.644661","141180.308530","","0.000000","","","","-21.439999","","-19.172031","-21.439999","","","","","","D1 PROFILE",""
