"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"96113000009686","Nodes","9686, P11126697, LAND BEHIND FARMLANE, -11.54SCMH","22.999998","35.602277","CSEP Unmatched","Known Flow","558124.969270","147761.691237","","0.000000","","","","","","","","","","","","","","-11.539999","","-10.319274","-11.539999","","","","","","","","","","","","","","","","DC PROFILE",""
"96113006701301","Nodes","P08118123, Grove Orchard, 9.32","22.999998","39.139792","CSEP DDS Matched","Known Flow","559519.418406","146810.192158","","0.000000","","","","","","","-9.319999","","","","","","","","","-8.334110","-9.319999","","","","","","","","","DC PROFILE","","","","","","","",""
"96113000008543","Nodes","8543, P11126401, Tonbridge Grammar School/Deakin Lea, FY1(-48.46)&FY5(-83.82)SCMH","25.000000","28.776995","CSEP Unmatched","Known Flow","559016.822712","145453.091307","","0.000000","","","","","","","-48.460000","","","","","","","","","-43.333801","-48.460000","","","","","","","","","DC PROFILE","","","","","","","",""
"96113000009096","Nodes","9096, P11126378, FLATS (1-8) 123 SHIPBOURNE ROAD, -9.32SCMH","22.999998","27.451071","CSEP Unmatched","Known Flow","559209.098261","147734.373454","","0.000000","","","","","","","","","","","","","","-9.319999","","-8.334110","-9.319999","","","","","","","","","","","","","","","","DC PROFILE",""
"96113000009095","Nodes","9095,","21.000000","19.815239","Default Known Flow Node","Known Flow","559753.429470","150355.357123","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006702497","Nodes","6702497,","21.000000","24.162576","DDS demands","Known Flow","559016.667400","147463.148112","","0.000000","-17.920000","-66.719999","-7.829999","","","-38.740001","","","","","","","","","","-117.330329","-131.210004","","","C1 PROFILE","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","","","","","","","",""
"96113000008831","Nodes","8831,","21.000000","24.763761","Default Known Flow Node","Known Flow","559058.918281","147462.317336","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000009426","Nodes","9426,","21.000000","27.182278","Default Known Flow Node","Known Flow","555671.417359","151943.943555","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006504012","Nodes","6504012,","21.000000","30.510447","DDS demands","Known Flow","555754.976661","151644.632313","","0.000000","","","","","","-6.139999","","","","","","","","","","-5.490497","-6.139999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009401","Nodes","9401,","21.000000","32.245504","Default Known Flow Node","Known Flow","555786.417391","151517.943439","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000008675","Nodes","8675,","21.000000","41.663992","Default Known Flow Node","Known Flow","559145.157183","146424.156466","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006702036","Nodes","6702036,","21.000000","42.598773","DDS demands","Known Flow","559267.227837","146428.289697","","0.000000","-34.740002","","","","","","","","","","","","","","","-31.065131","-34.740002","","","C1 PROFILE","","","","","","","","","","","","","",""
"96113000008671","Nodes","8671,","21.000000","43.222922","Default Known Flow Node","Known Flow","559337.895097","146394.759693","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006702037","Nodes","6702037,","21.000000","41.008532","DDS demands","Known Flow","559062.793282","146452.192061","","0.000000","","","","","","-1.360000","","","","","","","","","","-1.216136","-1.360000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000003577","Nodes","Logger 3577, Maylams Quay","21.000000","41.103710","Val Log Post","Known Flow","559074.298320","146446.916270","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006703177","Nodes","6703177,","21.000000","22.055511","DDS demands","Known Flow","561868.169045","149651.442932","","0.000000","","","","","","-9.580000","","","","","","","","","","-8.566607","-9.580000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006703139","Nodes","6703139,","21.000000","22.319359","DDS demands","Known Flow","562245.470971","149561.034750","","0.000000","","","","","","-15.789999","","","","","","","","","","-14.119700","-15.789999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009550","Nodes","9550,","21.000000","30.574240","Default Known Flow Node","Known Flow","556883.167689","149008.442757","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006701081","Nodes","6701081,","21.000000","30.543632","DDS demands","Known Flow","556904.282130","149002.097464","","0.000000","","","","","","-19.589999","","","","","","","","","","-17.517729","-19.589999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009548","Nodes","9548,","21.000000","30.535228","Default Known Flow Node","Known Flow","556926.385413","148997.132830","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000009358","Nodes","9358,","21.000000","36.690502","Default Known Flow Node","Known Flow","556369.326458","150886.952011","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006504014","Nodes","6504014,","21.000000","36.046343","DDS demands","Known Flow","556336.055634","151019.619523","","0.000000","","","","","","-7.320000","","","","","","","","","","-6.545675","-7.320000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009375","Nodes","9375,","21.000000","35.854047","Default Known Flow Node","Known Flow","556313.167534","151075.068319","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006504016","Nodes","6504016,","21.000000","32.786945","DDS demands","Known Flow","555786.792501","151511.319891","","0.000000","","","","","","-15.339999","","","","","","","","","","-13.717302","-15.339999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006504011","Nodes","6504011,","21.000000","33.170002","DDS demands","Known Flow","555887.288747","151475.225443","","0.000000","","","","","","-9.819999","","","","","","","","","","-8.781219","-9.819999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009890","Nodes","9890,","21.000000","30.498808","Default Known Flow Node","Known Flow","558895.019236","146207.475994","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006702022","Nodes","6702022,","21.000000","31.960261","DDS demands","Known Flow","558955.457262","146310.345788","","0.000000","-8.270000","","","","","-3.319999","","","","","","","","","","-10.363986","-11.590000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","","","",""
"96113006702227","Nodes","6702227,","21.000000","32.372244","DDS demands","Known Flow","558967.793256","146335.067029","","0.000000","-24.849999","-10.399999","","-2.089999","","-6.390000","","","","","","","","","","-39.104147","-43.730000","","","C1 PROFILE","C2 PROFILE","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"96113000009094","Nodes","9094,","21.000000","21.556852","Default Known Flow Node","Known Flow","559758.668471","150330.568116","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006703174","Nodes","6703174,","21.000000","21.978349","DDS demands","Known Flow","559943.228338","150334.258223","","0.000000","","","","","","-16.200001","","","","","","","","","","-14.486330","-16.200001","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009587","Nodes","9587,","21.000000","22.108021","Default Known Flow Node","Known Flow","559992.916062","150277.070929","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006703210","Nodes","P09121636, Pembury Road, 7.11","22.999998","28.816595","CSEP DDS Matched","Known Flow","559124.107442","145450.375844","","0.000000","","","","","","","-7.109999","","","","","","","","","-6.357889","-7.109999","","","","","","","","","DC PROFILE","","","","","","","",""
"96113006703074","Nodes","6703074,","21.000000","31.691423","DDS demands","Known Flow","560306.725904","148229.424180","","0.000000","","","","","","-25.909999","","","","","","","","","","-23.169185","-25.909999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006703168","Nodes","6703168,","21.000000","31.625715","DDS demands","Known Flow","560324.554158","148258.310923","","0.000000","","","","","","-20.590000","","","","","","","","","","-18.411947","-20.590000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006703038","Nodes","6703038,","21.000000","29.549973","DDS demands","Known Flow","560604.944702","147967.343473","","0.000000","","","","","","-31.100000","","","","","","","","","","-27.810176","-31.100000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006703067","Nodes","6703067,","21.000000","29.290269","DDS demands","Known Flow","560661.121792","148086.966958","","0.000000","","","","","","-23.979998","","","","","","","","","","-21.443343","-23.979998","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006703220","Nodes","6703220,","21.000000","29.377146","DDS demands","Known Flow","560600.918701","148173.317529","","0.000000","","","","","","-8.830000","","","","","","","","","","-7.895944","-8.830000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000008492","Nodes","8492,","21.000000","37.397788","Default Known Flow Node","Known Flow","559369.190365","146970.383202","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006702255","Nodes","6702255,","21.000000","37.397788","DDS demands","Known Flow","559357.354932","146937.694361","","0.000000","","","","","","-6.360000","","","","","","","","","","-5.687226","-6.360000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000008773","Nodes","8773,","21.000000","37.489588","Default Known Flow Node","Known Flow","559382.458369","146903.248184","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000008864","Nodes","8864,","21.000000","32.114023","Default Known Flow Node","Known Flow","559715.055460","147688.768397","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006702208","Nodes","6702208,","21.000000","31.499924","DDS demands","Known Flow","559949.476374","147801.459656","","0.000000","","","","","","-38.700002","","","","","","","","","","-34.606234","-38.700002","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000008846","Nodes","8846,","21.000000","32.158208","Default Known Flow Node","Known Flow","559822.945489","147573.461366","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000008092","Nodes","8092,","21.000000","29.870638","Default Known Flow Node","Known Flow","556734.488649","147377.829313","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000003570","Nodes","Logger 3570, Leigh Road","21.000000","30.060773","Val Log Post","Known Flow","556753.526559","147499.761364","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006701042","Nodes","6701042,","21.000000","30.076607","DDS demands","Known Flow","556757.855321","147509.100625","","0.000000","","","","","","-4.610000","","","","-13.859999","","","","","","-16.516204","-18.469999","","","","","","","","D1 PROFILE","","","","I2 PROFILE","","","","",""
"96113006701043","Nodes","6701043,","21.000000","31.222880","DDS demands","Known Flow","556809.116193","147798.537033","","0.000000","","","-2.900000","","","-16.569999","","","","","","","","","","-17.410422","-19.470000","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","","",""
"96113000009591","Nodes","9591,","21.000000","32.751691","Default Known Flow Node","Known Flow","556940.042704","147985.192478","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000009626","Nodes","9626,","21.000000","27.484539","Default Known Flow Node","Known Flow","559824.846702","145385.030502","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000009814","Nodes","9814,","21.000000","23.626009","Default Known Flow Node","Known Flow","558248.115348","145826.328835","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006701366","Nodes","P00025166, Sussex Road, 13.85","23.100000","23.600476","CSEP DDS Matched","Known Flow","558242.918059","145827.691891","","0.000000","","","","","","","-25.309999","","","","","","","","","-22.632654","-25.309999","","","","","","","","","DC PROFILE","","","","","","","",""
"96113006702245","Nodes","6702245,","21.000000","35.589245","DDS demands","Known Flow","559339.901508","146565.822023","","0.000000","-18.260000","","","","","-13.009999","","","","","","","","","","-27.962193","-31.270001","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","","","",""
"96113006702030","Nodes","P00014104, Lyons Crescent, 45.88","23.299999","35.686602","CSEP DDS Matched","Known Flow","559323.887235","146545.762309","","0.000000","","","","","","-12.740000","-39.730001","","","","","","","","","-46.919613","-52.470000","","","","","","","","D1 PROFILE","DC PROFILE","","","","","","","",""
"96113000008956","Nodes","8956,","21.000000","35.737836","DDS demands","Known Flow","559236.319847","146527.365915","","0.000000","","","","","","","","-1.339999","","","","","","","","-1.198251","-1.339999","","","","","","","","","","DH PROFILE","","","","","","",""
"96113006701163","Nodes","6701163,","21.000000","29.120734","DDS demands","Known Flow","558641.168167","145344.316760","","0.000000","","","","","","-34.999999","","","","","","","","","","-31.297627","-34.999999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006701176","Nodes","6701176,","21.000000","31.226077","DDS demands","Known Flow","558591.236718","145238.312886","","0.000000","","","","","","-35.459999","","","","","","","","","","-31.708965","-35.459999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009730","Nodes","9730,","21.000000","33.877406","Default Known Flow Node","Known Flow","558547.043142","145180.316715","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006701172","Nodes","P09121289, Lavender Hill, 12.37","22.999998","27.481989","CSEP DDS Matched","Known Flow","559097.889463","145774.073866","","0.000000","","","","","","-37.800001","-12.369999","","","","","","","","","-44.862913","-50.169999","","","","","","","","D1 PROFILE","DC PROFILE","","","","","","","",""
"96113006701137","Nodes","6701137,","21.000000","27.587335","DDS demands","Known Flow","559095.256986","145666.576404","","0.000000","","","","-1.420000","","-34.820000","","","","","","","","","","-32.406457","-36.239999","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"96113006701128","Nodes","6701128,","21.000000","27.409932","DDS demands","Known Flow","559700.793456","145853.441898","","0.000000","","","","","","-17.389999","","","","","","","","","","-15.550448","-17.389999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006701175","Nodes","6701175,","21.000000","27.820996","DDS demands","Known Flow","559543.543295","145850.822327","","0.000000","","","","","","-36.340001","","","","","","","","","","-32.495878","-36.340001","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006701224","Nodes","6701224,","21.000000","29.993474","DDS demands","Known Flow","559360.793363","145777.191877","","0.000000","","","","","","-8.270000","","","","","","","","","","-7.395182","-8.270000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009748","Nodes","9748,","21.000000","27.936623","DDS demands","Known Flow","558539.043140","145486.566798","","0.000000","","","","","","-12.069999","","","","","","","","","","-10.793209","-12.069999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006701166","Nodes","6701166,","21.000000","28.066815","DDS demands","Known Flow","558565.096227","145347.822029","","0.000000","","","","","","-33.430001","","","","","","","","","","-29.893706","-33.430001","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006701165","Nodes","6701165,","21.000000","28.699556","DDS demands","Known Flow","558467.293120","145277.816741","","0.000000","","","","","","-27.670000","","","","","","","","","","-24.743009","-27.670000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009354","Nodes","9354,","21.000000","25.878643","Default Known Flow Node","Known Flow","560427.168653","148835.317709","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006703123","Nodes","6703123,","21.000000","25.806433","DDS demands","Known Flow","560398.926355","148776.564406","","0.000000","","","","","","-19.219999","","","","","","","","","","-17.186867","-19.219999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009335","Nodes","9335,","21.000000","25.878980","Default Known Flow Node","Known Flow","560377.418640","148735.192682","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006703182","Nodes","6703182,","21.000000","22.024239","Default Known Flow Node","Known Flow","559993.330705","149717.802967","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006703175","Nodes","6703175,","21.000000","28.116774","Default Known Flow Node","Known Flow","558966.780041","145656.786857","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006703016","Nodes","6703016,","21.000000","21.358081","DDS demands","Known Flow","559797.668482","149308.942838","","0.000000","-44.119998","","","","","-14.310000","","","","","","","","","","-52.249150","-58.429998","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","","","",""
"96113006703176","Nodes","6703176,","21.000000","22.200916","DDS demands","Known Flow","560030.875708","149813.915728","","0.000000","-11.609999","","","","","-5.820000","","","","","","","","","","-15.586217","-17.429999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","","","",""
"96113006805035","Nodes","6805035,","21.000000","31.892422","Default Known Flow Node","Known Flow","556054.542463","149129.942790","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006701194","Nodes","6701194,","21.000000","34.554231","DDS demands","Known Flow","556867.042685","148898.442727","","0.000000","","","","","","-31.349999","","","","","","","","","","-28.033731","-31.349999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006701235","Nodes","6701235,","21.000000","34.124292","DDS demands","Known Flow","556913.167697","148766.942691","","0.000000","","","","","","-13.179999","","","","","","","","","","-11.785791","-13.179999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006504013","Nodes","6504013,","21.000000","26.938037","DDS demands","Known Flow","555669.575430","151964.573163","","0.000000","","","","-12.080000","","-15.829999","","","","","","","","","","-24.957622","-27.910001","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"96113000009435","Nodes","9435,","21.000000","26.682790","Default Known Flow Node","Known Flow","555666.292358","152075.943591","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000008682","Nodes","8682,","21.000000","40.858359","Default Known Flow Node","Known Flow","559060.418281","146453.192061","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000009167","Nodes","9167,","21.000000","31.657509","Default Known Flow Node","Known Flow","555920.901993","149619.580560","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006701024","Nodes","6701024,","21.000000","31.659790","DDS demands","Known Flow","555925.292428","149624.942924","","0.000000","","","","","","-13.430000","","","","","","","","","","-12.009346","-13.430000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000008829","Nodes","8829,","21.000000","29.346675","Default Known Flow Node","Known Flow","559225.668326","147444.692331","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000003571","Nodes","Logger 3571, Yardley Park Road","21.000000","29.237941","Val Log Post","Known Flow","559247.039780","147443.317665","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006702219","Nodes","6702219,","21.000000","29.226367","DDS demands","Known Flow","559247.418332","147445.567331","","0.000000","","","-3.049999","","","-16.280000","","","","","","","","","","-17.285231","-19.329999","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","","",""
"96113006701118","Nodes","6701118,","21.000000","28.170996","DDS demands","Known Flow","559759.043471","145419.066780","","0.000000","","","","","","-13.090000","","","","","","","","","","-11.705312","-13.090000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000003581","Nodes","Logger 3581, Tudeley Lane","21.000000","28.528496","Val Log Post","Known Flow","559722.350916","145346.063369","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006701117","Nodes","6701117,","21.000000","28.584472","DDS demands","Known Flow","559720.543461","145331.191756","","0.000000","","","","","","-5.909999","","","","","","","","","","-5.284827","-5.909999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009612","Nodes","9612,","21.000000","28.113435","Default Known Flow Node","Known Flow","558967.289777","145630.442105","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000003580","Nodes","Logger 3580, Pembury Road","21.000000","28.240421","Val Log Post","Known Flow","558967.791765","145603.570683","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006701143","Nodes","P00106371, Pembury Road, 6.65","22.999998","28.239425","CSEP DDS Matched","Known Flow","558961.938049","145598.336999","","0.000000","","","","","","-16.430000","-3.489999","","","","","","","","","-17.812821","-19.920001","","","","","","","","D1 PROFILE","DC PROFILE","","","","","","","",""
"96113006702045","Nodes","6702045,","21.000000","30.211404","Default Known Flow Node","Known Flow","559595.543427","146145.566978","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000003579","Nodes","Logger 3579, Morley Road","21.000000","30.185076","Val Log Post","Known Flow","559595.514282","146136.565461","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006702044","Nodes","6702044,","21.000000","30.063719","DDS demands","Known Flow","559610.168431","146065.191956","","0.000000","-47.689996","","","","","-3.150000","","","","-70.750001","","","","","","-108.727951","-121.590000","","","C1 PROFILE","","","","","D1 PROFILE","","","","I2 PROFILE","","","","",""
"96113006702210","Nodes","6702210,","21.000000","28.552383","DDS demands","Known Flow","559188.105075","148844.076848","","0.000000","","","","","","-10.470000","","","","","","","","","","-9.362461","-10.470000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000003573","Nodes","Logger 3573, Bishops Oak Ride","21.000000","28.739404","Val Log Post","Known Flow","559256.418590","148839.694483","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006702143","Nodes","6702143,","21.000000","28.760137","DDS demands","Known Flow","559257.229335","148845.330712","","0.000000","","","","","","-16.500000","","","","","","","","","","-14.754595","-16.500000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006702119","Nodes","6702119,","21.000000","29.020369","DDS demands","Known Flow","559302.543347","148188.317533","","0.000000","","","","-9.560000","","-10.930000","","","","","","","","","","-18.322526","-20.490000","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"96113006702117","Nodes","P12130062, SHIPBOURNE ROAD CSEP, 16.98 SCMH","24.000000","28.574042","CSEP Unmatched","Known Flow","559273.619473","148095.737539","","0.000000","","","","-1.840000","","","","","","","","","","-16.979999","","-16.829181","-18.820000","","","","","","C4 PROFILE","","","","","","","","","","DC PROFILE",""
"96113006702118","Nodes","6702118,","21.000000","28.345871","DDS demands","Known Flow","559249.748555","148018.155990","","0.000000","","","","","","-34.830000","","","","","","","","","","-31.145609","-34.830000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009621","Nodes","9621,","21.000000","32.133470","Default Known Flow Node","Known Flow","555998.917448","149781.067967","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006701087","Nodes","6701087,","21.000000","32.490530","DDS demands","Known Flow","556072.808622","149907.595642","","0.000000","","","-4.070000","","","-3.150000","","","","","","","","","","-6.456253","-7.220000","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","","",""
"96113000009667","Nodes","9667,","21.000000","32.900594","Default Known Flow Node","Known Flow","556116.292480","149998.568026","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006703138","Nodes","6703138,","21.000000","24.702343","DDS demands","Known Flow","562476.680298","149360.053459","","0.000000","","","","","","-1.749999","","","","","","","","","","-1.564881","-1.749999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006703137","Nodes","6703137,","21.000000","25.460970","DDS demands","Known Flow","562320.334762","149264.713538","","0.000000","","","","","","-12.579999","","","","","","","","","","-11.249261","-12.579999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006703136","Nodes","6703136,","21.000000","26.727691","Default Known Flow Node","Known Flow","562044.851533","149202.051628","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000009434","Nodes","9434,","21.000000","27.208884","Default Known Flow Node","Known Flow","561943.419066","149189.942806","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113000009423","Nodes","9423,","21.000000","23.140919","Default Known Flow Node","Known Flow","562047.402799","145404.317766","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006805018","Nodes","6805018,","21.000000","23.157745","DDS demands","Known Flow","562049.842464","145429.571023","","0.000000","","","","","","-13.139999","","","","","","","","","","-11.750022","-13.139999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006805031","Nodes","6805031,","21.000000","23.402201","DDS demands","Known Flow","562053.980506","145500.692855","","0.000000","","","","","","-6.070000","","","","","","","","","","-5.427902","-6.070000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006703097","Nodes","6703097,","21.000000","23.321856","DDS demands","Known Flow","560023.543543","148928.817735","","0.000000","","","","","","-15.590000","","","","","","","","","","-13.940857","-15.590000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006703098","Nodes","6703098,","21.000000","22.393971","DDS demands","Known Flow","560008.151666","148796.995911","","0.000000","","","","","","-14.250000","","","","","","","","","","-12.742605","-14.250000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009371","Nodes","9371","21.000000","21.718392","Default Known Flow Node","Known Flow","559918.871532","148946.256209","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006703113","Nodes","6703113,","21.000000","26.610334","DDS demands","Known Flow","560659.293716","148659.067661","","0.000000","","","","","","-16.879999","","","","","","","","","","-15.094397","-16.879999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113006703114","Nodes","6703114,","21.000000","26.471709","DDS demands","Known Flow","560677.824878","148792.942328","","0.000000","","","","","","-14.100000","","","","","","","","","","-12.608473","-14.100000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96113000009352","Nodes","9352,","21.000000","26.468166","Default Known Flow Node","Known Flow","560538.281418","148831.167403","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96113006703125","Nodes","6703125,","21.000000","29.455127","DDS demands","Known Flow","560917.077218","148504.354696","","0.000000","","","","","","-9.500000","","","","","","","","","","-8.495070","-9.500000","","","","","","","","D1 PROFILE","","","","","","","","",""
