"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"96123205902290","Nodes","5902290","21.000000","38.477218","DDS demands","Known Flow","574529.100000","144645.630000","","0.000000","","","","","-4.980000","","","-4.453205","-4.980000","","","","","","","D1 PROFILE","",""
"96123205902295","Nodes","5902295","21.000000","37.348830","Default Known Flow Node","Known Flow","574642.975000","144563.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902135","Nodes","5902135","21.000000","37.656105","Default Known Flow Node","Known Flow","574662.600000","144542.630000","","0.000000","","","","","0.000000","","","0.000000","0.000000","","","","","","","D1 PROFILE","",""
"96123205902297","Nodes","5902297","21.000000","37.463504","DDS demands","Known Flow","574654.100000","144523.005000","","0.000000","","","","","-6.469999","","","-5.785589","-6.469999","","","","","","","D1 PROFILE","",""
"96123205902298","Nodes","5902298","21.000000","34.488346","Default Known Flow Node","Known Flow","574660.225000","144711.755000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902293","Nodes","5902293","21.000000","34.258805","DDS demands","Known Flow","574622.100000","144716.505000","","0.000000","","","","","-7.210000","","","-6.447311","-7.210000","","","","","","","D1 PROFILE","",""
"96123205902136","Nodes","5902136","21.000000","38.519839","DDS demands","Known Flow","574695.975000","144508.880000","","0.000000","","","","-2.160000","-17.770000","","","-17.821764","-19.930001","","","","","","C4 PROFILE","D1 PROFILE","",""
"96123205902300","Nodes","5902300","21.000000","34.540555","Default Known Flow Node","Known Flow","574724.600000","144721.505000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902301","Nodes","5902301","21.000000","34.537842","Default Known Flow Node","Known Flow","574728.350000","144730.005000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902154","Nodes","5902154","21.000000","32.940159","DDS demands","Known Flow","574824.725000","144922.630000","","0.000000","","","-5.280000","","-3.910000","","","-8.217862","-9.190000","","","","","C3 PROFILE","","D1 PROFILE","",""
"96123205902337","Nodes","5902337","21.000000","25.801834","DDS demands","Known Flow","574489.350000","144533.630000","","0.000000","","","","","-3.549999","","","-3.174473","-3.549999","","","","","","","D1 PROFILE","",""
"96123205902331","Nodes","5902331","21.000000","32.139057","Default Known Flow Node","Known Flow","575046.975000","144557.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902314","Nodes","5902314","21.000000","32.139057","Default Known Flow Node","Known Flow","575046.100000","144559.755000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902247","Nodes","5902247","21.000000","43.245607","DDS demands","Known Flow","574100.475000","144460.255000","","0.000000","","","","","-2.769999","","","-2.476983","-2.769999","","","","","","","D1 PROFILE","",""
"96123205902221","Nodes","5902221","21.000000","43.290632","Default Known Flow Node","Known Flow","574129.350000","144452.630000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123200002457","Nodes","Logger 2457","21.000000","31.294979","Val Log Post","Known Flow","575122.475000","144442.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902013","Nodes","5902013","21.000000","39.530409","DDS demands","Known Flow","573904.475000","144701.130000","","0.000000","","","","","-6.890000","","","-6.161161","-6.890000","","","","","","","D1 PROFILE","",""
"96123205902222","Nodes","5902222","21.000000","39.149832","DDS demands","Known Flow","573851.850000","144744.130000","","0.000000","","","","","-9.489999","","","-8.486127","-9.489999","","","","","","","D1 PROFILE","",""
"96123205902225","Nodes","5902225","21.000000","39.635586","DDS demands","Known Flow","573932.975000","144761.005000","","0.000000","","","","","-1.209999","","","-1.082003","-1.209999","","","","","","","D1 PROFILE","",""
"96123205902226","Nodes","5902226","21.000000","39.644660","Default Known Flow Node","Known Flow","573951.475000","144713.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902227","Nodes","5902227","21.000000","39.717387","DDS demands","Known Flow","573954.225000","144735.755000","","0.000000","","","","","-2.150000","","","-1.922568","-2.150000","","","","","","","D1 PROFILE","",""
"96123205902228","Nodes","5902228","21.000000","39.728270","Default Known Flow Node","Known Flow","573957.975000","144715.630000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902012","Nodes","5902012","21.000000","39.943267","Default Known Flow Node","Known Flow","573985.475000","144703.630000","","0.000000","","","","","0.000000","","","0.000000","0.000000","","","","","","","D1 PROFILE","",""
"96123205902231","Nodes","5902231","21.000000","39.894963","Default Known Flow Node","Known Flow","573962.850000","144687.755000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902223","Nodes","5902223","21.000000","39.484382","DDS demands","Known Flow","573918.475000","144678.255000","","0.000000","","","","","-3.609999","","","-3.228126","-3.609999","","","","","","","D1 PROFILE","",""
"96123205902232","Nodes","5902232","21.000000","39.809738","Default Known Flow Node","Known Flow","573975.975000","144710.255000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902014","Nodes","5902014","21.000000","39.531309","DDS demands","Known Flow","573952.350000","144707.380000","","0.000000","","","","","-8.800000","","","-7.869117","-8.800000","","","","","","","D1 PROFILE","",""
"96123205902230","Nodes","5902230","21.000000","39.488808","DDS demands","Known Flow","573962.225000","144652.380000","","0.000000","","","","","-2.570000","","","-2.298140","-2.570000","","","","","","","D1 PROFILE","",""
"96123205902229","Nodes","5902229","21.000000","39.883793","DDS demands","Known Flow","573958.475000","144629.380000","","0.000000","","","","","-3.890000","","","-3.478507","-3.890000","","","","","","","D1 PROFILE","",""
"96123205902233","Nodes","5902233","21.000000","39.886937","Default Known Flow Node","Known Flow","573985.225000","144710.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902235","Nodes","5902235","21.000000","40.010056","DDS demands","Known Flow","574007.225000","144703.380000","","0.000000","","","","","-1.519999","","","-1.359211","-1.519999","","","","","","","D1 PROFILE","",""
"96123205902236","Nodes","5902236","21.000000","40.062536","Default Known Flow Node","Known Flow","574020.225000","144703.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902011","Nodes","5902011","21.000000","40.311175","DDS demands","Known Flow","574070.725000","144705.505000","","0.000000","","","","","-12.600000","","","-11.267146","-12.600000","","","","","","","D1 PROFILE","",""
"96123205902010","Nodes","5902010","21.000000","40.882602","DDS demands","Known Flow","574136.850000","144707.505000","","0.000000","0.000000","","","","-0.180000","","","-0.160959","-0.180000","","","C1 PROFILE","","","","D1 PROFILE","",""
"96123205902234","Nodes","5902234","21.000000","39.890447","DDS demands","Known Flow","573998.475000","144747.380000","","0.000000","","","","","-5.079999","","","-4.542626","-5.079999","","","","","","","D1 PROFILE","",""
"96123205902239","Nodes","5902239","21.000000","40.145406","DDS demands","Known Flow","574038.350000","144704.130000","","0.000000","","","","","-1.059999","","","-0.947870","-1.059999","","","","","","","D1 PROFILE","",""
"96123205902237","Nodes","5902237","21.000000","39.986463","DDS demands","Known Flow","574030.975000","144645.505000","","0.000000","","","","","-3.339999","","","-2.986687","-3.339999","","","","","","","D1 PROFILE","",""
"96123205902240","Nodes","5902240","21.000000","40.114157","DDS demands","Known Flow","574038.850000","144652.880000","","0.000000","","","","","-2.200000","","","-1.967279","-2.200000","","","","","","","D1 PROFILE","",""
"96123205902243","Nodes","5902243","21.000000","40.299647","Default Known Flow Node","Known Flow","574061.350000","144722.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902242","Nodes","5902242","21.000000","40.299647","Default Known Flow Node","Known Flow","574054.350000","144756.255000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902245","Nodes","5902245","21.000000","40.299647","Default Known Flow Node","Known Flow","574069.225000","144723.005000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902244","Nodes","5902244","21.000000","40.286969","DDS demands","Known Flow","574066.975000","144741.880000","","0.000000","","","","","-2.380000","","","-2.128238","-2.380000","","","","","","","D1 PROFILE","",""
"96123205902250","Nodes","5902250","21.000000","40.794669","Default Known Flow Node","Known Flow","574127.100000","144724.130000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902248","Nodes","5902248","21.000000","40.758270","DDS demands","Known Flow","574121.850000","144748.130000","","0.000000","","","","","-3.589999","","","-3.210242","-3.589999","","","","","","","D1 PROFILE","",""
"96123205902253","Nodes","5902253","21.000000","40.807022","Default Known Flow Node","Known Flow","574135.350000","144725.380000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902252","Nodes","5902252","21.000000","40.793756","DDS demands","Known Flow","574132.725000","144737.505000","","0.000000","","","","","-3.049999","","","-2.727364","-3.049999","","","","","","","D1 PROFILE","",""
"96123205902256","Nodes","5902256","21.000000","31.490382","DDS demands","Known Flow","574030.145435","144482.844266","","0.000000","-9.509999","-30.620001","","","-14.930000","","","-49.235638","-55.059999","","","C1 PROFILE","C2 PROFILE","","","D1 PROFILE","",""
"96123205902360","Nodes","PATTENDEN LANE DG, Site ID: 3253","21.000000","41.000000","Default Known Pressure Node","Known Pressure","574163.850000","144706.255000","","499.999994","","","","","","","","65.823373","73.610001","","","","","","","","",""
"96123200002459","Nodes","Logger 2459","21.000000","32.111640","Val Log Post","Known Flow","575067.912500","144576.536250","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902332","Nodes","5902332","21.000000","32.102648","DDS demands","Known Flow","575266.600000","144613.130000","","0.000000","","","","","-13.590000","","","-12.152421","-13.590000","","","","","","","D1 PROFILE","",""
"96123200002458","Nodes","Logger 2458","21.000000","28.864533","Val Log Post","Known Flow","574734.725000","144329.192500","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123200002456","Nodes","Logger 2456","21.000000","37.412529","Val Log Post","Known Flow","574619.350000","144574.411250","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123200002455","Nodes","Logger 2455","21.000000","43.133066","Val Log Post","Known Flow","574168.100000","144389.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123200002454","Nodes","Logger 2454","21.000000","47.680666","Val Log Post","Known Flow","574278.287500","144467.255000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123200002453","Nodes","Logger 2453","21.000000","37.686273","Val Log Post","Known Flow","574127.162500","144636.880000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902362","Nodes","5902362","21.000000","33.290833","Default Known Flow Node","Known Flow","574711.850000","144395.411250","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123205902363","Nodes","5902363","21.000000","38.319229","DDS demands","Known Flow","574537.412500","144689.005000","","0.000000","","","","","-6.489999","","","-5.803474","-6.489999","","","","","","","D1 PROFILE","",""
"96123205902292","Nodes","5902292","21.000000","38.181344","DDS demands","Known Flow","574589.100000","144676.380000","","0.000000","","","","","-6.880000","","","-6.152219","-6.880000","","","","","","","D1 PROFILE","",""
"96123205902365","Nodes","5902365","21.000000","43.179282","Default Known Flow Node","Known Flow","574127.600000","144378.255000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123200011722","Nodes","11722","21.000000","37.449519","DDS demands","Known Flow","574610.322359","144576.731617","","0.000000","","","-4.909999","","-5.859999","","","-9.630726","-10.769999","","","","","C3 PROFILE","","D1 PROFILE","",""
"96123200000010","Nodes","10","21.000000","32.464662","DDS demands","Known Flow","574942.825015","144506.275347","","0.000000","","","","","-15.420000","","","-13.788840","-15.420000","","","","","","","D1 PROFILE","",""
"96123200000008","Nodes","8","21.000000","35.034512","DDS demands","Known Flow","574697.513550","144665.342326","","0.000000","","","","","-10.320000","","","-9.228329","-10.320000","","","","","","","D1 PROFILE","",""
"96123200000001","Nodes","1","21.000000","24.346062","DDS demands","Known Flow","573930.454754","144106.383189","","0.000000","","","","","-9.060000","","","-8.101614","-9.060000","","","","","","","D1 PROFILE","",""
"96123200000012","Nodes","12","21.000000","47.947362","DDS demands","Known Flow","574739.301079","144476.025881","","0.000000","","","","","-2.549999","","","-2.280255","-2.549999","","","","","","","D1 PROFILE","",""
"96123200000002","Nodes","2","21.000000","23.656786","DDS demands","Known Flow","573989.314439","144047.859074","","0.000000","","","-5.290000","","-7.179999","","","-11.150897","-12.469999","","","","","C3 PROFILE","","D1 PROFILE","",""
"96123200000006","Nodes","6","21.000000","37.296137","DDS demands","Known Flow","574607.441189","144644.050873","","0.000000","","","","","-4.239999","","","-3.791483","-4.239999","","","","","","","D1 PROFILE","",""
"96123200000004","Nodes","4","21.000000","37.260256","DDS demands","Known Flow","574620.110987","144674.994382","","0.000000","","","","","-5.119999","","","-4.578395","-5.119999","","","","","","","D1 PROFILE","",""
"96123200000003","Nodes","3","21.000000","37.241973","DDS demands","Known Flow","574609.945873","144679.135725","","0.000000","","","","","-5.099999","","","-4.560511","-5.099999","","","","","","","D1 PROFILE","",""
"96123200000005","Nodes","5","21.000000","37.240304","DDS demands","Known Flow","574637.805814","144684.406524","","0.000000","","","","","-3.180000","","","-2.843613","-3.180000","","","","","","","D1 PROFILE","",""
"96123200000007","Nodes","7","21.000000","37.280701","DDS demands","Known Flow","574627.640701","144635.086899","","0.000000","","","","","-3.180000","","","-2.843613","-3.180000","","","","","","","D1 PROFILE","",""
"96123200000009","Nodes","9","21.000000","35.008481","DDS demands","Known Flow","574765.725308","144651.303943","","0.000000","","","","","-2.219999","","","-1.985163","-2.219999","","","","","","","D1 PROFILE","",""
"96123200000011","Nodes","11","21.000000","31.412822","DDS demands","Known Flow","574946.840931","144469.648269","","0.000000","","","","","-4.019999","","","-3.594755","-4.019999","","","","","","","D1 PROFILE","",""
"96123200000013","Nodes","13","21.000000","47.749822","DDS demands","Known Flow","574789.645980","144514.204089","","0.000000","","","","","-5.709999","","","-5.105984","-5.709999","","","","","","","D1 PROFILE","",""
"96123200000015","Nodes","15","21.000000","40.980562","Default Known Flow Node","Known Flow","574147.100000","144706.130000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96123200000016","Nodes","","24.000000","25.162977","Default Known Flow Node","Known Flow","573955.520194","144230.319763","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
