"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"96115107315077","Nodes","7315077","21.000000","50.372447","DDS demands","Known Flow","577547.250000","175191.170000","","0.000000","","","-0.910000","","-0.813738","-0.910000","","","","","D1 PROFILE",""
"96115107315027","Nodes","7315027","21.000000","50.500827","DDS demands","Known Flow","577580.000000","175223.920000","","0.000000","","","-19.229999","","-17.195810","-19.229999","","","","","D1 PROFILE",""
"96115107315103","Nodes","7315103","21.000000","56.144999","Default Known Flow Node","Known Flow","578194.500000","175508.670000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115100005654","Nodes","","21.000000","56.532155","Val Log Cath","Known Flow","578189.625000","175479.420000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115107315028","Nodes","7315028","21.000000","58.317668","DDS demands","Known Flow","578123.750000","175360.545000","","0.000000","","","-2.499999","","-2.235544","-2.499999","","","","","D1 PROFILE",""
"96115107315095","Nodes","7315095","21.000000","52.495875","Default Known Flow Node","Known Flow","578384.625000","175914.045000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115100005653","Nodes","","21.000000","52.201542","Val Log Cath","Known Flow","578424.125000","175938.685625","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115107315022","Nodes","7315022","21.000000","52.035469","DDS demands","Known Flow","578445.125000","175939.420000","","0.000000","","","-19.130000","","-17.106388","-19.130000","","","","","D1 PROFILE",""
"96115100005652","Nodes","5652","21.000000","57.238418","DDS demands","Known Flow","577933.687500","175243.029375","","0.000000","","","-16.799999","","-15.022860","-16.799999","","","","","D1 PROFILE",""
"96115107315026","Nodes","7315026","21.000000","59.308109","DDS demands","Known Flow","577976.750000","175247.795000","","0.000000","","","0.000000","","0.000000","0.000000","","","","","D1 PROFILE",""
"96115107315040","Nodes","7315040","21.000000","52.382475","DDS demands","Known Flow","578327.187500","175991.951250","","0.000000","","","-3.410000","","-3.049283","-3.410000","","","","","D1 PROFILE",""
"96115107315020","Nodes","7315020","21.000000","52.400882","DDS demands","Known Flow","578283.750000","175897.545000","","0.000000","","","-11.369999","","-10.167257","-11.369999","","","","","D1 PROFILE",""
"96115107315086","Nodes","7315086","21.000000","56.004631","Default Known Flow Node","Known Flow","578197.125000","175524.670000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115107315036","Nodes","7315036","21.000000","55.599105","DDS demands","Known Flow","578218.125000","175563.795000","","0.000000","","","-4.249999","","-3.800425","-4.249999","","","","","D1 PROFILE",""
"96115107315088","Nodes","7315088","21.000000","55.203326","Default Known Flow Node","Known Flow","578234.500000","175606.795000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115107315016","Nodes","7315016","21.000000","55.203305","DDS demands","Known Flow","578232.125000","175606.420000","","0.000000","","","-14.789999","","-13.225482","-14.789999","","","","","D1 PROFILE",""
"96115107315035","Nodes","7315035","21.000000","55.475854","DDS demands","Known Flow","578192.062500","175569.420000","","0.000000","","","-5.090000","","-4.551569","-5.090000","","","","","D1 PROFILE",""
"96115107315085","Nodes","7315085","21.000000","55.962857","Default Known Flow Node","Known Flow","578186.000000","175517.795000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115107315018","Nodes","7315018","21.000000","53.403442","DDS demands","Known Flow","578337.750000","175687.920000","","0.000000","","","-20.620000","","-18.438774","-20.620000","","","","","D1 PROFILE",""
"96115107315034","Nodes","7315034","21.000000","53.530536","DDS demands","Known Flow","578186.562500","175677.107500","","0.000000","","","-15.959999","","-14.271717","-15.959999","","","","","D1 PROFILE",""
"96115107315015","Nodes","7315015","21.000000","55.002445","DDS demands","Known Flow","578121.125000","175579.670000","","0.000000","","","-19.040001","","-17.025910","-19.040001","","","","","D1 PROFILE",""
"96115107315023","Nodes","7315023","21.000000","69.901558","DDS demands","Known Flow","578668.875000","175056.795000","","0.000000","","","-7.269999","","-6.500963","-7.269999","","","","","D1 PROFILE",""
"96115107315001","Nodes","CHRISTMAS LANE DG,","21.000000","69.999999","Default Known Pressure Node","Known Pressure","578671.750000","175046.466875","","3749.999871","","","","","521.829738","583.559983","","","","","",""
"96115107315024","Nodes","7315024","21.000000","60.930721","Default Known Flow Node","Known Flow","578096.125000","175243.795000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96115107315012","Nodes","7315012","21.000000","62.066198","DDS demands","Known Flow","578147.937500","175216.763750","","0.000000","","","-18.570000","","-16.605626","-18.570000","","","","","D1 PROFILE",""
"96115107315011","Nodes","7315011","21.000000","68.388162","DDS demands","Known Flow","578426.125000","175101.045000","","0.000000","","","-13.300000","","-11.893098","-13.300000","","","","","D1 PROFILE",""
"96115107315078","Nodes","7315078","21.000000","57.518368","DDS demands","Known Flow","577944.375000","175305.795000","","0.000000","","-5.079999","-10.930000","","-14.316428","-16.010000","","","","C4 PROFILE","D1 PROFILE",""
"96115107315025","Nodes","7315025","21.000000","59.288112","DDS demands","Known Flow","578078.375000","175303.920000","","0.000000","","","-3.400000","","-3.040340","-3.400000","","","","","D1 PROFILE",""
"96115107315079","Nodes","7315079","21.000000","59.866513","Default Known Flow Node","Known Flow","578048.625000","175275.295000","","0.000000","","","","","0.000000","0.000000","","","","","",""
