"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"96110500276556","Nodes","-276556","21.000000","24.214949","DDS demands","Known Flow","579795.915000","149419.195000","","0.000000","","","","","","-14.680000","","","","-13.127118","-14.680000","","","","","","","","D1 PROFILE","","",""
"96110500276558","Nodes","-276558","21.000000","24.194113","DDS demands","Known Flow","579861.790000","149402.695000","","0.000000","","","","","","-11.750000","","","","-10.507060","-11.750000","","","","","","","","D1 PROFILE","","",""
"96110505908022","Nodes","5908022","21.000000","34.290617","DDS demands","Known Flow","580998.040000","148745.320000","","0.000000","","","","","","-2.850000","","","","-2.548521","-2.850000","","","","","","","","D1 PROFILE","","",""
"96110500003609","Nodes","Logger 3609, Oak Leaves, Headcorn Road","21.000000","32.588838","Val Log Post","Known Flow","581000.227500","148604.023125","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96110501149505","Nodes","-1149505","21.000000","30.687866","Default Known Flow Node","Known Flow","581045.290000","148458.570000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96110505908041","Nodes","5908041","21.000000","41.876384","DDS demands","Known Flow","581826.915000","150138.195000","","0.000000","","","","","","-8.120000","","","","-7.261049","-8.120000","","","","","","","","D1 PROFILE","","",""
"96110505908071","Nodes","5908071","21.000000","36.644150","DDS demands","Known Flow","582086.102500","150043.773125","","0.000000","","","","","","-13.250000","","","","-11.848387","-13.250000","","","","","","","","D1 PROFILE","","",""
"96110505908072","Nodes","5908072","21.000000","34.704848","DDS demands","Known Flow","582215.790000","150064.695000","","0.000000","","","","","","-6.969999","","","","-6.232698","-6.969999","","","","","","","","D1 PROFILE","","",""
"96110500299986","Nodes","-299986","21.000000","34.566338","Default Known Flow Node","Known Flow","582436.665000","150155.945000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96110500003611","Nodes","Logger 3611, Workhouse Road / Chartway Street","21.000000","34.214012","Val Log Post","Known Flow","582453.665000","150141.913750","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96110505908105","Nodes","5908105","21.000000","33.943558","DDS demands","Known Flow","582458.415000","150122.820000","","0.000000","","","","-14.569999","","-4.349999","","","","-16.918601","-18.920000","","","","","","C4 PROFILE","","D1 PROFILE","","",""
"96110500000240","Nodes","-240","21.000000","45.805388","Default Known Flow Node","Known Flow","581220.227500","150122.085625","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96110505908042","Nodes","5908042","21.000000","44.525117","DDS demands","Known Flow","581591.352500","150149.273125","","0.000000","","","","","","-28.459999","","","","-25.449440","-28.459999","","","","","","","","D1 PROFILE","","",""
"96110500000243","Nodes","-243","21.000000","44.193173","DDS demands","Known Flow","581713.040000","150145.570000","","0.000000","","","","","","-7.469999","","","","-6.679807","-7.469999","","","","","","","","D1 PROFILE","","",""
"96110500001000","Nodes","","21.000000","26.783553","Default Known Flow Node","Known Flow","582820.415000","149457.070000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96110500010001","Nodes","-10001","21.000000","26.783553","Default Known Flow Node","Known Flow","582821.937966","149451.643843","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
