"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"96121500007103","Nodes","Low point 7103","21.000000","32.583925","Low Point","Known Flow","583521.924937","114352.058326","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704180","Nodes","9704180","21.000000","32.626989","DDS demands","Known Flow","583587.174955","114363.433329","","0.000000","","","","","-9.140000","","","-8.173152","-9.140000","","","","","","","D1 PROFILE","",""
"96121501508509","Nodes","1508509","21.000000","39.424419","Default Known Flow Node","Known Flow","584597.567425","115279.288065","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121501508510","Nodes","1508510","21.000000","39.424419","Default Known Flow Node","Known Flow","584592.300228","115286.183580","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704028","Nodes","9704028","21.000000","39.774507","Default Known Flow Node","Known Flow","584482.380835","115163.657165","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704030","Nodes","9704030","21.000000","39.379238","Default Known Flow Node","Known Flow","584646.544081","115321.688029","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500101003","Nodes","101003","21.000000","40.999865","Default Known Flow Node","Known Flow","585186.550390","114015.683235","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704006","Nodes","GUESTLING GREEN, Site ID 7520","21.000000","41.000000","Default Known Pressure Node","Known Pressure","585180.550389","114014.058234","","4245.000009","","","","","","","","124.719360","139.473122","","","","","","","","",""
"96121519704006","Nodes","19704006","21.000000","40.997190","Default Known Flow Node","Known Flow","585186.571886","114016.811773","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704005","Nodes","BUTCHERS LANE, Site ID 5990","21.000000","40.000000","Default Known Pressure Node","Known Pressure","584427.300184","115098.558529","","9998.999917","","","","","","","","202.985813","226.998152","","","","","","","","",""
"96121519704005","Nodes","19704005","21.000000","39.992993","Default Known Flow Node","Known Flow","584422.613784","115096.094046","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704031","Nodes","9704031","21.000000","39.121361","Default Known Flow Node","Known Flow","584746.139822","115392.253353","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121501182443","Nodes","1182443","21.000000","39.251783","Default Known Flow Node","Known Flow","584779.425279","115414.183615","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704188","Nodes","9704188","21.000000","39.244998","Default Known Flow Node","Known Flow","584906.925314","115496.058638","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704120","Nodes","9704120","21.000000","27.941008","DDS demands","Known Flow","591560.375433","116578.063233","","0.000000","","","","","-11.939999","","","-10.676961","-11.939999","","","","","","","D1 PROFILE","",""
"96121500007358","Nodes","Logger 7358, Sea Road","21.000000","27.081799","Val Log Post","Known Flow","591556.094102","116492.059798","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704282","Nodes","9704282","21.000000","26.914579","DDS demands","Known Flow","591556.496156","116475.307561","","0.000000","","","","","-1.840000","","","-1.645360","-1.840000","","","","","","","D1 PROFILE","",""
"96121509704026","Nodes","9704026","21.000000","33.175390","DDS demands","Known Flow","583747.449778","114471.838043","","0.000000","","","","","-35.819998","","","-32.030885","-35.819998","","","","","","","D1 PROFILE","",""
"96121500007357","Nodes","Logger 7357, Amberheath Butchers Lane,","21.000000","33.572893","Val Log Post","Known Flow","583778.651182","114518.814927","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500123413","Nodes","123413","21.000000","33.734127","Default Known Flow Node","Known Flow","583794.925012","114544.933379","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500007356","Nodes","Logger 7356,Butchers Lane","21.000000","39.260244","Val Log Post","Known Flow","584895.633720","115492.977359","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704032","Nodes","9704032","21.000000","39.243194","Default Known Flow Node","Known Flow","584906.675314","115498.933638","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132163","Nodes","132163","21.000000","32.922942","Default Known Flow Node","Known Flow","587761.676091","116449.808897","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500007355","Nodes","Logger 7355, Oust House Road","21.000000","32.574781","Val Log Cath","Known Flow","587750.743175","116468.756544","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704271","Nodes","9704271","21.000000","32.155012","DDS demands","Known Flow","587736.205784","116493.951046","","0.000000","","","-29.680001","","-2.430000","","","-28.713337","-32.110002","","","","","C3 PROFILE","","D1 PROFILE","",""
"96121509704122","Nodes","9704122","21.000000","38.855359","DDS demands","Known Flow","590114.916600","117123.710022","","0.000000","","","","","-1.479999","","","-1.323442","-1.479999","","","","","","","D1 PROFILE","",""
"96121500007354","Nodes","Logger 7354, Hogtrough Lane","21.000000","38.726523","Val Log Post","Known Flow","590095.100106","117014.051612","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704144","Nodes","9704144","21.000000","38.724357","DDS demands","Known Flow","590094.176725","117007.434049","","0.000000","","","-10.150000","","","","","-9.076311","-10.150000","","","","","C3 PROFILE","","","",""
"96121500137326","Nodes","137326","21.000000","40.239890","Default Known Flow Node","Known Flow","590634.926873","117397.309155","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500007353","Nodes","Logger 7353, High Street","21.000000","40.302471","Default Known Flow Node","Known Flow","590618.289487","117398.780766","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704128","Nodes","9704128","21.000000","40.236680","DDS demands","Known Flow","590538.675975","117404.795923","","0.000000","-6.000000","","","","-25.839999","","","-28.471898","-31.840001","","","C1 PROFILE","","","","D1 PROFILE","",""
"96121509704159","Nodes","9704159","21.000000","35.904780","Default Known Flow Node","Known Flow","584037.800078","114699.183421","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704025","Nodes","9704025","21.000000","35.246267","DDS demands","Known Flow","583942.854758","114636.751186","","0.000000","","","-0.839999","","","-6.020000","","-6.134335","-6.860000","","","","","C3 PROFILE","","","I2 PROFILE",""
"96121500123415","Nodes","123415","21.000000","34.656905","Default Known Flow Node","Known Flow","583832.925022","114575.058387","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704280","Nodes","9704280","21.000000","29.270167","DDS demands","Known Flow","591569.427127","116687.308962","","0.000000","","","","-1.190000","-8.909999","","","-9.031600","-10.100000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96121500138736","Nodes","138736","21.000000","30.673501","Default Known Flow Node","Known Flow","591604.552136","116959.809036","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704121","Nodes","9704121","21.000000","30.534217","DDS demands","Known Flow","591592.353515","116918.094211","","0.000000","","","","","-21.259999","","","-19.011073","-21.259999","","","","","","","D1 PROFILE","",""
"96121509704149","Nodes","9704149","21.000000","37.151903","DDS demands","Known Flow","591215.829788","117417.295469","","0.000000","","","","","-14.449999","","","-12.921448","-14.449999","","","","","","","D1 PROFILE","",""
"96121509704148","Nodes","9704148","21.000000","35.282550","DDS demands","Known Flow","591403.902849","117294.806127","","0.000000","","","","","-13.489999","","","-12.062999","-13.489999","","","","","","","D1 PROFILE","",""
"96121509704147","Nodes","9704147","21.000000","32.927906","DDS demands","Known Flow","591644.142077","117429.707387","","0.000000","","","","","-21.620001","","","-19.332992","-21.620001","","","","","","","D1 PROFILE","",""
"96121509704278","Nodes","9704278","21.000000","39.829058","DDS demands","Known Flow","590891.551942","117502.559184","","0.000000","","","","","-10.529999","","","-9.416113","-10.529999","","","","","","","D1 PROFILE","",""
"96121509704123","Nodes","9704123","21.000000","39.980804","DDS demands","Known Flow","590298.426781","117125.684081","","0.000000","","","","","-21.909999","","","-19.592315","-21.909999","","","","","","","D1 PROFILE","",""
"96121509704117","Nodes","9704117","21.000000","38.058915","Default Known Flow Node","Known Flow","589931.042967","116978.101365","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500854745","Nodes","854745","21.000000","38.049709","Default Known Flow Node","Known Flow","589928.215003","116977.519136","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704116","Nodes","9704116","21.000000","37.701203","Default Known Flow Node","Known Flow","589820.046529","116963.486944","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704115","Nodes","9704115","21.000000","37.237468","DDS demands","Known Flow","589570.045622","116944.181156","","0.000000","","","-2.640000","","-1.059999","","","-3.308606","-3.700000","","","","","C3 PROFILE","","D1 PROFILE","",""
"96121509704113","Nodes","9704113","21.000000","36.132723","Default Known Flow Node","Known Flow","588917.925489","116743.833565","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704114","Nodes","9704114","21.000000","36.907131","Default Known Flow Node","Known Flow","589232.163113","116879.488841","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500135498","Nodes","135498","21.000000","37.053453","Default Known Flow Node","Known Flow","589460.801553","116953.059034","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704112","Nodes","9704112","21.000000","35.000513","Default Known Flow Node","Known Flow","588622.866781","116645.612021","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704111","Nodes","9704111","21.000000","34.186242","Default Known Flow Node","Known Flow","588356.216471","116567.495273","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500135495","Nodes","135495","21.000000","33.716807","Default Known Flow Node","Known Flow","588195.176209","116528.808919","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704273","Nodes","9704273","21.000000","33.046476","Default Known Flow Node","Known Flow","587881.426123","116510.558914","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704110","Nodes","9704110","21.000000","32.960144","DDS demands","Known Flow","587799.287460","116457.814592","","0.000000","","","","0.000000","-22.889999","","","-20.468647","-22.889999","","","","","","C4 PROFILE","D1 PROFILE","",""
"96121509704270","Nodes","9704270","21.000000","32.946368","DDS demands","Known Flow","587766.051092","116441.933895","","0.000000","","","","","-7.199999","","","-6.438368","-7.199999","","","","","","","D1 PROFILE","",""
"96121509704263","Nodes","9704263","21.000000","32.829113","DDS demands","Known Flow","587389.806019","116270.966971","","0.000000","","","","","-6.070000","","","-5.427902","-6.070000","","","","","","","D1 PROFILE","",""
"96121509704108","Nodes","9704108","21.000000","32.979083","DDS demands","Known Flow","587280.992187","116253.702130","","0.000000","","","","","-15.030000","","","-13.440095","-15.030000","","","","","","","D1 PROFILE","",""
"96121500132134","Nodes","132134","21.000000","33.036231","Default Known Flow Node","Known Flow","587238.048421","116249.965249","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704104","Nodes","9704104","21.000000","35.442783","DDS demands","Known Flow","586079.534800","116090.777583","","0.000000","","","","","-1.309999","","","-1.171425","-1.309999","","","","","","","D1 PROFILE","",""
"96121509704105","Nodes","9704105","21.000000","34.769743","DDS demands","Known Flow","586327.294123","116151.391630","","0.000000","","","","","-5.290000","","","-4.730413","-5.290000","","","","","","","D1 PROFILE","",""
"96121500132120","Nodes","132120","21.000000","34.096618","Default Known Flow Node","Known Flow","586677.550796","116270.433848","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704038","Nodes","9704038","21.000000","35.993473","Default Known Flow Node","Known Flow","585847.543002","115989.155364","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704037","Nodes","9704037","21.000000","37.095433","DDS demands","Known Flow","585544.477544","115952.296350","","0.000000","","","","","-1.960000","","","-1.752667","-1.960000","","","","","","","D1 PROFILE","",""
"96121509704036","Nodes","9704036","21.000000","37.666149","DDS demands","Known Flow","585328.675429","115954.308762","","0.000000","","","","","-7.829999","","","-7.001726","-7.829999","","","","","","","D1 PROFILE","",""
"96121509704034","Nodes","9704034","21.000000","39.250566","Default Known Flow Node","Known Flow","584959.119757","115359.042941","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704190","Nodes","9704190","21.000000","39.348917","Default Known Flow Node","Known Flow","584965.058757","115063.306740","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704029","Nodes","9704029","21.000000","39.305035","Default Known Flow Node","Known Flow","584541.987383","115229.050217","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704020","Nodes","9704020","21.000000","39.856916","Default Known Flow Node","Known Flow","584368.300168","115055.308518","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500602370","Nodes","602370","21.000000","37.170946","Default Known Flow Node","Known Flow","584212.921135","114796.446347","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704024","Nodes","9704024","21.000000","37.630769","DDS demands","Known Flow","584258.672465","114830.804695","","0.000000","","","","","-13.250000","","","-11.848387","-13.250000","","","","","","","D1 PROFILE","",""
"96121509704033","Nodes","9704033","21.000000","39.498202","DDS demands","Known Flow","584945.800362","114981.559665","","0.000000","","","","","-1.080000","","","-0.965755","-1.080000","","","","","","","D1 PROFILE","",""
"96121509704023","Nodes","9704023","21.000000","40.217961","Default Known Flow Node","Known Flow","585030.371535","114742.054330","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704022","Nodes","9704022","21.000000","40.564096","Default Known Flow Node","Known Flow","585107.922727","114450.561918","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704021","Nodes","9704021","21.000000","40.576457","DDS demands","Known Flow","585144.396012","114149.344344","","0.000000","","-30.639998","","-2.369999","-8.079999","","","-36.743412","-41.089997","","","","C2 PROFILE","","C4 PROFILE","D1 PROFILE","",""
"96121509704165","Nodes","9704165","21.000000","32.701969","DDS demands","Known Flow","583865.800031","114355.808327","","0.000000","","","","","-16.360000","","","-14.629405","-16.360000","","","","","","","D1 PROFILE","",""
"96121500123417","Nodes","","21.000000","32.443116","Default Known Flow Node","Known Flow","583872.675033","114302.683313","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704139","Nodes","9704139","21.000000","33.781705","DDS demands","Known Flow","583799.300013","114548.308380","","0.000000","","","","","-5.719999","","","-5.114926","-5.719999","","","","","","","D1 PROFILE","",""
"96121500123419","Nodes","123419","21.000000","37.662984","Default Known Flow Node","Known Flow","584152.425109","114854.683463","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500123423","Nodes","123423","21.000000","39.811612","DDS demands","Known Flow","584334.050158","115088.683527","","0.000000","","","","","-7.840000","","","-7.010668","-7.840000","","","","","","","D1 PROFILE","",""
"96121509704035","Nodes","9704035","21.000000","39.811612","Default Known Flow Node","Known Flow","584279.800143","115194.308555","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704039","Nodes","9704039","21.000000","39.856916","Default Known Flow Node","Known Flow","584306.300151","115034.433512","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704027","Nodes","9704027","21.000000","39.867318","DDS demands","Known Flow","584373.703209","115051.588830","","0.000000","","","","","-10.920000","","","-9.764859","-10.920000","","","","","","","D1 PROFILE","",""
"96121500131843","Nodes","131843","21.000000","39.350232","Default Known Flow Node","Known Flow","584982.550335","115060.433519","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500131846","Nodes","131846","21.000000","38.849749","Default Known Flow Node","Known Flow","585185.300390","115114.558534","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704193","Nodes","9704193","21.000000","38.762145","Default Known Flow Node","Known Flow","585181.694072","115121.443322","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704118","Nodes","9704118","21.000000","37.960507","DDS demands","Known Flow","585153.675381","115186.683553","","0.000000","","-52.570000","","","","","","-47.009034","-52.570000","","","","C2 PROFILE","","","","",""
"96121500131849","Nodes","131849","21.000000","38.547682","Default Known Flow Node","Known Flow","585247.800407","115103.558531","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500131847","Nodes","131847","21.000000","38.849749","Default Known Flow Node","Known Flow","585187.175390","115117.433535","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500131848","Nodes","131848","21.000000","38.762145","Default Known Flow Node","Known Flow","585215.300398","115095.808529","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704204","Nodes","9704204","21.000000","38.919777","Default Known Flow Node","Known Flow","584885.675308","115664.683683","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704205","Nodes","9704205","21.000000","38.885835","DDS demands","Known Flow","584837.925295","115729.433701","","0.000000","","","","","-4.750000","","","-4.247535","-4.750000","","","","","","","D1 PROFILE","",""
"96121500132119","Nodes","132119","21.000000","34.096618","Default Known Flow Node","Known Flow","586667.550793","116306.808858","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704106","Nodes","9704106","21.000000","34.078950","DDS demands","Known Flow","586684.675798","116274.558849","","0.000000","","","","","-15.829999","","","-14.155468","-15.829999","","","","","","","D1 PROFILE","",""
"96121509704262","Nodes","9704262","21.000000","33.761303","DDS demands","Known Flow","586869.799597","116266.764528","","0.000000","","","","","-2.230000","","","-1.994105","-2.230000","","","","","","","D1 PROFILE","",""
"96121500132122","Nodes","132122","21.000000","33.674453","DDS demands","Known Flow","586844.175841","116467.683902","","0.000000","","","","","-0.750000","","","-0.670663","-0.750000","","","","","","","D1 PROFILE","",""
"96121500132127","Nodes","132127","21.000000","33.452430","Default Known Flow Node","Known Flow","587045.765690","116288.757152","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
