"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"96121509704107","Nodes","9704107","21.000000","33.452430","DDS demands","Known Flow","587031.925892","116264.558847","","0.000000","","","","","-20.609999","","","-18.429831","-20.609999","","","","","","","D1 PROFILE","",""
"96121500132130","Nodes","132130","21.000000","28.744358","Default Known Flow Node","Known Flow","587112.425914","116336.808866","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704261","Nodes","9704261","21.000000","28.744358","DDS demands","Known Flow","587111.925914","116343.683868","","0.000000","","","","","-28.719999","","","-25.681936","-28.719999","","","","","","","D1 PROFILE","",""
"96121500132135","Nodes","132135","21.000000","30.862031","Default Known Flow Node","Known Flow","587238.300948","116377.683877","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132132","Nodes","132132","21.000000","30.862031","Default Known Flow Node","Known Flow","587226.550945","116371.933876","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132139","Nodes","132139","21.000000","32.906581","Default Known Flow Node","Known Flow","587386.300989","116294.058855","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132125","Nodes","132125","21.000000","33.438018","Default Known Flow Node","Known Flow","587031.799765","116251.510185","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132124","Nodes","132124","21.000000","33.481329","Default Known Flow Node","Known Flow","587024.300890","116251.683843","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132128","Nodes","132128","21.000000","28.744358","Default Known Flow Node","Known Flow","587109.925913","116357.558872","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132133","Nodes","132133","21.000000","30.979048","Default Known Flow Node","Known Flow","587229.425946","116365.933874","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132131","Nodes","132131","21.000000","31.022523","Default Known Flow Node","Known Flow","587175.050931","116339.058867","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132136","Nodes","132136","21.000000","33.036231","Default Known Flow Node","Known Flow","587238.675949","116228.433837","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132137","Nodes","132137","21.000000","31.386037","Default Known Flow Node","Known Flow","587295.300964","116394.433882","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704264","Nodes","9704264","21.000000","31.798538","DDS demands","Known Flow","587352.800980","116375.183877","","0.000000","","","","","-21.760000","","","-19.458181","-21.760000","","","","","","","D1 PROFILE","",""
"96121509704265","Nodes","9704265","21.000000","32.899123","DDS demands","Known Flow","587642.551058","116337.558867","","0.000000","","","","","-2.089999","","","-1.868915","-2.089999","","","","","","","D1 PROFILE","",""
"96121500132148","Nodes","132148","21.000000","32.886827","Default Known Flow Node","Known Flow","587628.676055","116342.933868","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132151","Nodes","132151","21.000000","32.911942","Default Known Flow Node","Known Flow","587673.301067","116354.808871","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132153","Nodes","132153","21.000000","32.911942","Default Known Flow Node","Known Flow","587679.051068","116362.183873","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704269","Nodes","9704269","21.000000","32.931629","Default Known Flow Node","Known Flow","587720.301080","116418.683889","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132152","Nodes","132152","21.000000","33.018299","Default Known Flow Node","Known Flow","587676.801068","116473.058903","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704266","Nodes","9704266","21.000000","32.700545","DDS demands","Known Flow","587571.051039","116350.933870","","0.000000","","","","","-20.319999","","","-18.170506","-20.319999","","","","","","","D1 PROFILE","",""
"96121500132141","Nodes","132141","21.000000","32.743901","Default Known Flow Node","Known Flow","587520.801025","116342.308868","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704267","Nodes","9704267","21.000000","32.501330","DDS demands","Known Flow","587589.551044","116468.058902","","0.000000","","","","","-8.310000","","","-7.430950","-8.310000","","","","","","","D1 PROFILE","",""
"96121509704109","Nodes","9704109","21.000000","32.854059","DDS demands","Known Flow","587571.301039","116247.933842","","0.000000","","","","","-27.649998","","","-24.725124","-27.649998","","","","","","","D1 PROFILE","",""
"96121500132145","Nodes","132145","21.000000","32.810735","Default Known Flow Node","Known Flow","587586.551043","116240.933840","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132147","Nodes","132147","21.000000","32.501330","Default Known Flow Node","Known Flow","587621.426053","116470.808903","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704268","Nodes","9704268","21.000000","32.911942","Default Known Flow Node","Known Flow","587670.843352","116371.901348","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132154","Nodes","132154","21.000000","32.911942","Default Known Flow Node","Known Flow","587696.051073","116377.433877","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132162","Nodes","132162","21.000000","32.152750","Default Known Flow Node","Known Flow","587745.051086","116498.058910","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132160","Nodes","132160","21.000000","32.119744","DDS demands","Known Flow","587728.426082","116507.433913","","0.000000","","","","","-1.820000","","","-1.627476","-1.820000","","","","","","","D1 PROFILE","",""
"96121500132155","Nodes","132155","21.000000","32.075853","Default Known Flow Node","Known Flow","587697.551073","116548.558924","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704272","Nodes","9704272","21.000000","32.091098","DDS demands","Known Flow","587702.536492","116549.510340","","0.000000","","","","","-6.090000","","","-5.445787","-6.090000","","","","","","","D1 PROFILE","",""
"96121500132169","Nodes","132169","21.000000","33.075402","Default Known Flow Node","Known Flow","587866.513424","116534.408490","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704146","Nodes","9704146","21.000000","33.071576","DDS demands","Known Flow","587890.051126","116513.808915","","0.000000","","","","","-15.330000","","","-13.708360","-15.330000","","","","","","","D1 PROFILE","",""
"96121500132144","Nodes","132144","21.000000","31.404066","DDS demands","Known Flow","587577.426041","116594.058936","","0.000000","","","-0.669999","","-7.190000","","","-7.028552","-7.860000","","","","","C3 PROFILE","","D1 PROFILE","",""
"96121500132166","Nodes","132166","21.000000","31.960968","DDS demands","Known Flow","587799.051101","116563.558928","","0.000000","","","","","-5.339999","","","-4.775123","-5.339999","","","","","","","D1 PROFILE","",""
"96121500132158","Nodes","132158","21.000000","32.107573","Default Known Flow Node","Known Flow","587703.812001","116540.729839","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704274","Nodes","9704274","21.000000","32.986410","Default Known Flow Node","Known Flow","587834.426111","116580.808933","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132165","Nodes","132165","21.000000","33.018662","DDS demands","Known Flow","587796.801100","116606.058940","","0.000000","","","","-6.880000","-4.010000","","","-9.738033","-10.889999","","","","","","C4 PROFILE","D1 PROFILE","",""
"96121500132168","Nodes","132168","21.000000","33.001932","DDS demands","Known Flow","587846.426114","116564.183928","","0.000000","","","","","-4.659999","","","-4.167055","-4.659999","","","","","","","D1 PROFILE","",""
"96121500132170","Nodes","132170","21.000000","32.988814","Default Known Flow Node","Known Flow","587879.676123","116535.183920","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132173","Nodes","132173","21.000000","33.071576","Default Known Flow Node","Known Flow","587891.301126","116509.183913","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500132174","Nodes","132174","21.000000","33.071576","Default Known Flow Node","Known Flow","587892.926127","116498.308910","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121509704103","Nodes","9704103","21.000000","33.426478","DDS demands","Known Flow","588143.301195","116531.058919","","0.000000","","","","","-7.139999","","","-6.384715","-7.139999","","","","","","","D1 PROFILE","",""
"96121500135494","Nodes","135494","21.000000","33.716807","Default Known Flow Node","Known Flow","588193.051208","116528.433918","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96121500135493","Nodes","135493","21.000000","33.532539","Default Known Flow Node","Known Flow","588143.551195","116524.433917","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
