"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"96110200000004","Nodes","","21.000000","26.362743","Default Known Flow Node","Known Flow","578450.389854","142469.147315","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96110200000245","Nodes","","21.000000","25.739979","Default Known Flow Node","Known Flow","578149.673476","144314.441479","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96110200000246","Nodes","","21.000000","25.739241","Default Known Flow Node","Known Flow","578142.172956","144331.194667","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96110200000217","Nodes","","21.000000","26.404798","Default Known Flow Node","Known Flow","577518.423304","143870.066358","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96110205902112","Nodes","5902112","21.000000","26.512427","DDS demands","Known Flow","577833.862241","143807.146359","","0.000000","","","-2.009999","","-10.289999","","","","","","-10.998880","-12.299999","","","","","C3 PROFILE","","D1 PROFILE","","","","",""
"96110205902095","Nodes","5902095","21.000000","26.633481","DDS demands","Known Flow","578115.053466","143764.235330","","0.000000","","","","","0.000000","","","","","","0.000000","0.000000","","","","","","","D1 PROFILE","","","","",""
"96110205902071","Nodes","5902071","21.000000","23.019266","DDS demands","Known Flow","578560.673587","143733.191321","","0.000000","","-11.159999","","","-25.469999","","","","","","-32.755201","-36.629999","","","","C2 PROFILE","","","D1 PROFILE","","","","",""
"96110200001658","Nodes","STATION ROAD, Logger ID 1658 (0475)","21.000000","23.018765","Val Log Post","Known Flow","578560.444742","143742.070508","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96110205902056","Nodes","5902056","21.000000","22.200651","DDS demands","Known Flow","578189.001547","143251.060901","","0.000000","","","","","-12.819999","","","","","","-11.463872","-12.819999","","","","","","","D1 PROFILE","","","","",""
"96110200001662","Nodes","OS 40 BATHURST ROAD, ID 1662 (0458)","21.000000","22.201753","Val Log Post","Known Flow","578194.521371","143230.060271","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
