"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)"
"96121609100034","Nodes","","21.000000","30.310866","Default Known Flow Node","Known Flow","591330.713062","120298.213944","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100044","Nodes","","21.000000","30.310866","Default Known Flow Node","Known Flow","591374.512074","120341.337956","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100033","Nodes","","21.000000","30.396099","Default Known Flow Node","Known Flow","591333.733063","120306.310946","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100041","Nodes","","21.000000","30.396944","Default Known Flow Node","Known Flow","591340.662065","120308.707947","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100038","Nodes","","21.000000","30.310866","Default Known Flow Node","Known Flow","591367.054072","120352.397959","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100022","Nodes","","21.000000","30.830266","Default Known Flow Node","Known Flow","591554.550167","120440.465617","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100037","Nodes","","21.000000","30.381085","Default Known Flow Node","Known Flow","591383.095741","120360.290185","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100087","Nodes","","21.000000","29.688148","Default Known Flow Node","Known Flow","591338.977064","120460.769989","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100043","Nodes","","21.000000","30.346059","Default Known Flow Node","Known Flow","591370.585073","120354.903960","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100035","Nodes","","21.000000","30.310866","Default Known Flow Node","Known Flow","591377.091074","120342.884956","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100046","Nodes","","21.000000","30.310866","Default Known Flow Node","Known Flow","591369.792073","120348.887958","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100045","Nodes","","21.000000","30.310866","Default Known Flow Node","Known Flow","591368.989072","120348.289958","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100048","Nodes","","21.000000","30.458970","DDS demands","Known Flow","591445.572093","120345.802957","","0.000000","","","","","-10.150000","","","","","-9.076311","-10.150000","","","","","","","D1 PROFILE","","","",""
"96121609100049","Nodes","","21.000000","30.458970","Default Known Flow Node","Known Flow","591438.207091","120260.558934","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100050","Nodes","","21.000000","31.577251","Default Known Flow Node","Known Flow","590921.247950","119791.820806","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100051","Nodes","","21.000000","31.577251","Default Known Flow Node","Known Flow","590864.003047","119805.916363","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100052","Nodes","","21.000000","31.577251","Default Known Flow Node","Known Flow","590871.179825","119854.687824","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100053","Nodes","","21.000000","31.577251","Default Known Flow Node","Known Flow","590863.749935","119802.822809","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100054","Nodes","","21.000000","30.624957","Default Known Flow Node","Known Flow","590872.894937","119909.149838","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100055","Nodes","","21.000000","31.577251","Default Known Flow Node","Known Flow","590905.630946","119840.055820","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100056","Nodes","","21.000000","30.449158","Default Known Flow Node","Known Flow","590923.587951","119859.955825","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100057","Nodes","","21.000000","30.647792","Default Known Flow Node","Known Flow","590854.818932","119910.466839","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100047","Nodes","","21.000000","31.913270","DDS demands","Known Flow","591577.606129","120455.717987","","0.000000","","","","","-13.250000","","","","","-11.848387","-13.250000","","","","","","","D1 PROFILE","","","",""
"96121609100071","Nodes","","21.000000","29.387835","Default Known Flow Node","Known Flow","591356.950069","120620.235032","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100062","Nodes","","21.000000","29.409616","Default Known Flow Node","Known Flow","591349.496067","120510.487002","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100063","Nodes","","21.000000","29.384177","Default Known Flow Node","Known Flow","591493.988106","120569.685018","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100061","Nodes","","21.000000","29.819135","Default Known Flow Node","Known Flow","591352.384068","120498.751999","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100065","Nodes","","21.000000","29.852879","Default Known Flow Node","Known Flow","591543.336120","120679.287048","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100066","Nodes","","21.000000","29.503978","Default Known Flow Node","Known Flow","591416.361197","120597.025249","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100067","Nodes","","21.000000","29.503978","Default Known Flow Node","Known Flow","591425.632088","120580.469021","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100068","Nodes","","21.000000","29.503978","DDS demands","Known Flow","591356.355069","120595.113025","","0.000000","","","","","-3.410000","","","","","-3.049283","-3.410000","","","","","","","D1 PROFILE","","","",""
"96121609100069","Nodes","","21.000000","29.503978","Default Known Flow Node","Known Flow","591420.935086","120599.772026","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100070","Nodes","","21.000000","29.503978","Default Known Flow Node","Known Flow","591489.032769","120648.300040","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100072","Nodes","","21.000000","29.387835","Default Known Flow Node","Known Flow","591462.865098","120692.982052","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100073","Nodes","","21.000000","29.325149","Default Known Flow Node","Known Flow","591391.762078","120702.065054","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100076","Nodes","","21.000000","29.006799","Default Known Flow Node","Known Flow","591422.966087","120746.880066","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100077","Nodes","","21.000000","30.286840","DDS demands","Known Flow","591483.771104","120816.170085","","0.000000","","","","","-7.510000","","","","","-6.715576","-7.510000","","","","","","","D1 PROFILE","","","",""
"96121609100079","Nodes","","21.000000","29.568306","Default Known Flow Node","Known Flow","591377.376075","120821.329087","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100080","Nodes","","21.000000","28.485540","Default Known Flow Node","Known Flow","591349.397179","120773.791074","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100081","Nodes","","21.000000","29.661930","Default Known Flow Node","Known Flow","591104.788000","120465.694990","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100085","Nodes","","21.000000","28.969938","Default Known Flow Node","Known Flow","591117.808004","120461.145989","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100082","Nodes","","21.000000","28.544940","Default Known Flow Node","Known Flow","591142.747011","120462.259989","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100091","Nodes","","21.000000","28.602647","Default Known Flow Node","Known Flow","591226.884789","120466.165646","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100086","Nodes","","21.000000","29.661930","Default Known Flow Node","Known Flow","591111.642002","120445.194984","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100100","Nodes","","21.000000","29.410746","Default Known Flow Node","Known Flow","591339.806064","120510.755002","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100088","Nodes","","21.000000","29.688148","Default Known Flow Node","Known Flow","591341.996065","120460.908989","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100108","Nodes","","21.000000","28.525514","Default Known Flow Node","Known Flow","591193.196024","120602.950027","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100090","Nodes","","21.000000","28.604768","Default Known Flow Node","Known Flow","591231.596035","120477.059993","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100092","Nodes","","21.000000","29.127874","Default Known Flow Node","Known Flow","591108.387001","120473.801992","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100093","Nodes","","21.000000","28.435249","Default Known Flow Node","Known Flow","591131.016008","120466.749990","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100095","Nodes","","21.000000","28.604768","Default Known Flow Node","Known Flow","591219.518032","120506.054001","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100096","Nodes","","21.000000","28.696923","DDS demands","Known Flow","591253.133041","120502.902000","","0.000000","","","","","-5.689999","","","","","-5.088099","-5.689999","","","","","","","D1 PROFILE","","","",""
"96121609100097","Nodes","","21.000000","28.702362","DDS demands","Known Flow","591265.420044","120510.890002","","0.000000","","","","","-5.130000","","","","","-4.587338","-5.130000","","","","","","","D1 PROFILE","","","",""
"96121609100098","Nodes","","21.000000","28.699332","Default Known Flow Node","Known Flow","591258.470042","120505.129001","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100101","Nodes","","21.000000","28.699332","Default Known Flow Node","Known Flow","591256.778042","120516.892004","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100039","Nodes","","21.000000","29.336383","Default Known Flow Node","Known Flow","591339.356064","120533.778008","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100104","Nodes","","21.000000","29.208011","Default Known Flow Node","Known Flow","591338.579064","120533.346008","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100099","Nodes","","21.000000","28.699332","Default Known Flow Node","Known Flow","591262.593043","120547.270012","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100102","Nodes","","21.000000","28.699332","Default Known Flow Node","Known Flow","591262.867043","120521.008005","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100105","Nodes","","21.000000","28.998060","Default Known Flow Node","Known Flow","591330.954062","120573.965019","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100094","Nodes","","21.000000","28.437805","Default Known Flow Node","Known Flow","591232.360035","120679.004048","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100078","Nodes","","21.000000","29.240826","Default Known Flow Node","Known Flow","591465.369099","120756.950069","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100109","Nodes","","21.000000","29.157860","Default Known Flow Node","Known Flow","591210.262029","120626.555034","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100110","Nodes","","21.000000","28.442256","DDS demands","Known Flow","591272.261046","120711.074057","","0.000000","","","","","-3.650000","","","","","-3.263895","-3.650000","","","","","","","D1 PROFILE","","","",""
"96121609100115","Nodes","","21.000000","28.483150","Default Known Flow Node","Known Flow","591347.746067","120742.646065","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100112","Nodes","","21.000000","28.442256","Default Known Flow Node","Known Flow","591245.606039","120758.267069","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100116","Nodes","","21.000000","28.442256","Default Known Flow Node","Known Flow","591265.335706","120779.004514","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100113","Nodes","","21.000000","28.442256","Default Known Flow Node","Known Flow","591211.403029","120735.934063","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100111","Nodes","","21.000000","28.442256","Default Known Flow Node","Known Flow","591269.005045","120781.834076","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100117","Nodes","","21.000000","28.442256","Default Known Flow Node","Known Flow","591281.417048","120757.911069","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100121","Nodes","","21.000000","29.525101","Default Known Flow Node","Known Flow","591314.504057","120810.632084","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100119","Nodes","","21.000000","29.525101","Default Known Flow Node","Known Flow","591313.501057","120825.571088","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100122","Nodes","","21.000000","29.525101","Default Known Flow Node","Known Flow","591321.019059","120815.269085","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100118","Nodes","","21.000000","29.525101","Default Known Flow Node","Known Flow","591319.831059","120804.280082","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100120","Nodes","","21.000000","29.525101","Default Known Flow Node","Known Flow","591325.624060","120808.518083","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100123","Nodes","","21.000000","29.028264","Default Known Flow Node","Known Flow","591371.328073","120738.846064","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100124","Nodes","","21.000000","32.808796","Default Known Flow Node","Known Flow","591683.849158","119203.118646","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100125","Nodes","","21.000000","32.808796","Default Known Flow Node","Known Flow","591661.048152","119145.449631","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100127","Nodes","","21.000000","32.934921","Default Known Flow Node","Known Flow","591746.886175","119386.829696","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100128","Nodes","","21.000000","33.135235","Default Known Flow Node","Known Flow","591778.704184","119480.100722","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100132","Nodes","","21.000000","33.756008","Default Known Flow Node","Known Flow","591989.984241","120146.029903","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100131","Nodes","","21.000000","33.670315","Default Known Flow Node","Known Flow","592095.888270","120145.156903","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100134","Nodes","","21.000000","34.249143","Default Known Flow Node","Known Flow","591973.816237","120153.044905","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100135","Nodes","","21.000000","32.138272","DDS demands","Known Flow","592001.106244","120178.690912","","0.000000","","","","","-9.119999","","","","","-8.155266","-9.119999","","","","","","","D1 PROFILE","","","",""
"96121609100137","Nodes","","21.000000","32.145188","Default Known Flow Node","Known Flow","592098.948271","120290.645942","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100140","Nodes","","21.000000","35.901312","Default Known Flow Node","Known Flow","591901.119217","120007.524865","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100138","Nodes","","21.000000","36.001668","Default Known Flow Node","Known Flow","591892.373215","120004.752864","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100139","Nodes","","21.000000","36.001668","Default Known Flow Node","Known Flow","591881.038212","120003.324864","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100141","Nodes","","21.000000","36.204653","Default Known Flow Node","Known Flow","591881.541212","120071.984883","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100142","Nodes","","21.000000","36.204653","Default Known Flow Node","Known Flow","591882.669212","120072.262883","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100143","Nodes","","21.000000","36.204653","Default Known Flow Node","Known Flow","591902.924218","120078.774885","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100144","Nodes","","21.000000","34.243051","Default Known Flow Node","Known Flow","591968.398235","120104.695892","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100145","Nodes","","21.000000","34.243051","Default Known Flow Node","Known Flow","591968.445235","120136.375900","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100162","Nodes","","21.000000","36.707216","Default Known Flow Node","Known Flow","591722.215168","120215.154922","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100149","Nodes","","21.000000","34.211230","Default Known Flow Node","Known Flow","591941.511228","120206.240919","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100151","Nodes","","21.000000","34.400561","DDS demands","Known Flow","591905.507218","120228.871925","","0.000000","","","","","-4.110000","","","","","-3.675235","-4.110000","","","","","","","D1 PROFILE","","","",""
"96121609100152","Nodes","","21.000000","34.553331","Default Known Flow Node","Known Flow","591827.190197","120263.249935","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100155","Nodes","","21.000000","33.428087","DDS demands","Known Flow","591967.298235","120358.220961","","0.000000","","","","-6.489999","-3.899999","","","","","-9.290923","-10.389999","","","","","","C4 PROFILE","D1 PROFILE","","","",""
"96121609100154","Nodes","","21.000000","36.866187","Default Known Flow Node","Known Flow","591734.472172","120266.181936","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100163","Nodes","","21.000000","36.242318","Default Known Flow Node","Known Flow","591778.113184","120305.405946","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100156","Nodes","","21.000000","33.413878","DDS demands","Known Flow","591950.867231","120316.495949","","0.000000","","","","","-2.119999","","","","","-1.895741","-2.119999","","","","","","","D1 PROFILE","","","",""
"96121609100157","Nodes","","21.000000","35.205010","Default Known Flow Node","Known Flow","591881.668212","120369.675964","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96121609100160","Nodes","","21.000000","36.696444","Default Known Flow Node","Known Flow","591753.264177","120192.809916","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
