"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","0.000000","-8.399999","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-33692.130025","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-2936.845021","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-2678.069994","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-831.470003","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-6313.610026","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-802.509998","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-330.260003","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"CC","Flow Categories","-41.259998","0.000000","1.000000","Volumetric","-1.000000"
"CT","Flow Categories","-94.030005","0.000000","1.000000","Volumetric","-1.000000"
"IC","Flow Categories","-35.540001","0.000000","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-750.911004","0.000000","1.000000","Volumetric","-1.000000"
"PL-DC","Flow Categories","-427.640003","0.000000","1.000000","Volumetric","0"
"PL-PL","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0"
"Fl1","Flow Categories","-6.500000","0.000000","1.000000","Volumetric","0"
"PL-CC","Flow Categories","-40.619997","0.000000","1.000000","Volumetric","0"
