"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"96111101462571","Nodes","","21.000000","37.580464","DDS demands","Known Flow","568461.108880","152601.841359","","0.000000","","","","","-3.849999","","","-3.442738","-3.849999","","","","","","","D1 PROFILE","",""
"96111105911021","Nodes","","21.000000","30.881759","DDS demands","Known Flow","569828.996220","153376.740070","","0.000000","","","","","-6.049999","","","-5.410018","-6.049999","","","","","","","D1 PROFILE","",""
"96111105911015","Nodes","P00058625, Invicta Works, -19.21","25.000000","29.006867","CSEP DDS Matched","Known Flow","570330.290046","153525.625848","","0.000000","","","","","","-19.209998","","-17.177924","-19.209998","","","","","","","","DC PROFILE",""
"96111105911014","Nodes","","21.000000","37.650298","DDS demands","Known Flow","568723.106636","152595.497061","","0.000000","","","","","-4.219999","","","-3.773599","-4.219999","","","","","","","D1 PROFILE","",""
"96111100003706","Nodes","Logger 3706, Meadowside Cottage","21.000000","37.527179","Val Log Post","Known Flow","568685.859594","152565.354970","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111105911011","Nodes","","21.000000","37.514706","DDS demands","Known Flow","568675.338540","152555.996231","","0.000000","","","","","-11.589999","","","-10.363985","-11.589999","","","","","","","D1 PROFILE","",""
"96111106103141","Nodes","","21.000000","28.519798","DDS demands","Known Flow","569165.994653","153462.717748","","0.000000","","","","","-14.040000","","","-12.554819","-14.040000","","","","","","","D1 PROFILE","",""
"96111100003704","Nodes","Logger 3704, Tonbridge Road","21.000000","28.235268","Val Log Cath","Known Flow","569181.482094","153485.434995","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96111106103132","Nodes","","21.000000","27.382362","DDS demands","Known Flow","569025.952310","153553.618649","","0.000000","","","","","-12.550000","","","-11.222435","-12.550000","","","","","","","D1 PROFILE","",""
"96111106103147","Nodes","","21.000000","30.060717","DDS demands","Known Flow","569703.471442","153398.282589","","0.000000","","","","","-8.120000","","","-7.261049","-8.120000","","","","","","","D1 PROFILE","",""
"96111105911020","Nodes","","21.000000","30.213545","DDS demands","Known Flow","569732.636853","153394.868642","","0.000000","","","","","-9.920000","","","-8.870642","-9.920000","","","","","","","D1 PROFILE","",""
"96111100000113","Nodes","","21.000000","23.525347","DDS demands","Known Flow","568505.344613","153510.246875","","0.000000","","","","","-6.099999","","","-5.454729","-6.099999","","","","","","","D1 PROFILE","",""
"96111106103308","Nodes","","21.000000","28.132633","DDS demands","Known Flow","569338.056646","153328.319298","","0.000000","","","","","-2.789999","","","-2.494867","-2.789999","","","","","","","D1 PROFILE","",""
"96111106103140","Nodes","","21.000000","28.763523","DDS demands","Known Flow","569144.536652","153436.664183","","0.000000","","","","","-17.959999","","","-16.060153","-17.959999","","","","","","","D1 PROFILE","",""
