"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-DC)"
"96112706323657","Nodes","-1462492","21.000000","25.247810","Default Known Flow Node","Known Flow","599541.929296","158907.820450","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323658","Nodes","-1462497","21.000000","25.247810","Default Known Flow Node","Known Flow","599578.804306","158954.570463","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323628","Nodes","-144","21.000000","26.679946","Default Known Flow Node","Known Flow","599059.179164","159007.945477","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706322047","Nodes","6322047","21.000000","27.023584","DDS demands","Known Flow","599249.304216","159155.820518","","0.000000","","-6.000000","","","","","-25.029999","","","","","","","-27.747581","-31.029998","","","","C2 PROFILE","","","","","D1 PROFILE","","","","","",""
"96112706323905","Nodes","-149","21.000000","26.979780","Default Known Flow Node","Known Flow","599276.554224","159113.445506","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323896","Nodes","-148","21.000000","27.023584","Default Known Flow Node","Known Flow","599270.304222","159111.195506","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323888","Nodes","-147","21.000000","26.979780","Default Known Flow Node","Known Flow","599276.679224","159096.820502","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323639","Nodes","-145","21.000000","26.935980","Default Known Flow Node","Known Flow","599341.304241","159034.820485","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323982","Nodes","-159","21.000000","31.134115","Default Known Flow Node","Known Flow","599464.304275","159609.320641","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323991","Nodes","-160","21.000000","31.134115","Default Known Flow Node","Known Flow","599464.554275","159611.820642","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324062","Nodes","-169","21.000000","33.178302","Default Known Flow Node","Known Flow","599369.931604","159892.322042","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324068","Nodes","-170","21.000000","33.135013","Default Known Flow Node","Known Flow","599341.679241","159965.820738","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324052","Nodes","-168","21.000000","33.178302","Default Known Flow Node","Known Flow","599364.929248","159888.195717","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324042","Nodes","-167","21.000000","33.135013","Default Known Flow Node","Known Flow","599378.929251","159877.445714","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324032","Nodes","-166","21.000000","33.178302","Default Known Flow Node","Known Flow","599392.304255","159840.070704","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324011","Nodes","-163","21.000000","33.308204","Default Known Flow Node","Known Flow","599314.054234","159770.195685","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324024","Nodes","-165","21.000000","33.178302","Default Known Flow Node","Known Flow","599396.179256","159835.695703","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706322048","Nodes","6322048","21.000000","30.554672","DDS demands","Known Flow","599459.847059","159580.563083","","0.000000","","","","","","","-14.029999","","","","","","","-12.545876","-14.029999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706323980","Nodes","-158","21.000000","30.554672","Default Known Flow Node","Known Flow","599460.179274","159582.445634","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323998","Nodes","-161","21.000000","31.821669","Default Known Flow Node","Known Flow","599470.429276","159674.570659","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324003","Nodes","-162","21.000000","31.995246","Default Known Flow Node","Known Flow","599308.929232","159713.070669","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324319","Nodes","-320","21.000000","23.884468","Default Known Flow Node","Known Flow","600846.179651","153730.694042","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324318","Nodes","-319","21.000000","23.884468","Default Known Flow Node","Known Flow","600854.054653","153730.069041","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323783","Nodes","-1462876","21.000000","23.884468","Default Known Flow Node","Known Flow","600858.679654","153824.069067","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324322","Nodes","-323","21.000000","23.884468","Default Known Flow Node","Known Flow","600859.429654","153967.194106","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323672","Nodes","-1462564","21.000000","23.928925","Default Known Flow Node","Known Flow","600941.054676","153975.444108","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324320","Nodes","-321","21.000000","23.884468","Default Known Flow Node","Known Flow","601033.804702","153855.569075","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324321","Nodes","-322","21.000000","23.751128","Default Known Flow Node","Known Flow","601240.179758","153920.819093","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324324","Nodes","-324","21.000000","23.884468","Default Known Flow Node","Known Flow","601103.179721","153970.069107","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706322266","Nodes","6322266","21.000000","23.884468","DDS demands","Known Flow","600895.304664","154198.944169","","0.000000","","","","","","","-43.709999","","","","","","","-39.086262","-43.709999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324334","Nodes","-327","21.000000","24.075149","Default Known Flow Node","Known Flow","600896.679664","154214.319173","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324336","Nodes","-329","21.000000","33.085012","Default Known Flow Node","Known Flow","600671.929603","154993.444385","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324335","Nodes","-328","21.000000","33.172382","Default Known Flow Node","Known Flow","600577.554578","154882.944355","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706322259","Nodes","6322259","21.000000","33.656891","DDS demands","Known Flow","601050.554706","155586.319546","","0.000000","","","","","","","-14.279999","","","","","","","-12.769430","-14.279999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706322258","Nodes","6322258","21.000000","33.343370","Default Known Flow Node","Known Flow","601074.929713","155814.069608","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323823","Nodes","-1463000","21.000000","30.371142","Default Known Flow Node","Known Flow","601386.554798","156092.194684","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324342","Nodes","-341","21.000000","30.414927","Default Known Flow Node","Known Flow","601438.304812","156095.569685","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706322253","Nodes","6322253","21.000000","32.707034","DDS demands","Known Flow","601420.679807","156274.569734","","0.000000","","","","","","","-5.420000","","","","","","","-4.846660","-5.420000","","","","","","","","","D1 PROFILE","","","","","",""
"96112706322251","Nodes","6322251","21.000000","32.905166","DDS demands","Known Flow","601289.429771","156474.194788","","0.000000","","","","","","","-10.620000","","","","","","","-9.496594","-10.620000","","","","","","","","","D1 PROFILE","","","","","",""
"96112706322252","Nodes","6322252","21.000000","32.751648","DDS demands","Known Flow","601318.804779","156424.819775","","0.000000","","","","","","","-32.449999","","","","","","","-29.017370","-32.449999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324354","Nodes","-353","21.000000","32.762859","Default Known Flow Node","Known Flow","601375.804795","156337.444751","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324353","Nodes","-352","21.000000","32.719246","Default Known Flow Node","Known Flow","601332.304783","156328.194748","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323860","Nodes","-1463084","21.000000","32.588445","Default Known Flow Node","Known Flow","601319.054779","156312.694744","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324350","Nodes","-349","21.000000","32.733711","Default Known Flow Node","Known Flow","601434.697089","156250.354009","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324352","Nodes","-350","21.000000","32.738148","Default Known Flow Node","Known Flow","601435.554811","156252.444728","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323690","Nodes","-1462613","21.000000","30.414927","Default Known Flow Node","Known Flow","601453.679816","155964.069649","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324344","Nodes","-343","21.000000","30.502513","Default Known Flow Node","Known Flow","601526.597677","156131.102297","","0.000000","","","","","","","-18.520000","","","","","","","-16.560915","-18.520000","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324348","Nodes","-347","21.000000","32.781775","Default Known Flow Node","Known Flow","601502.439057","156240.492959","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324444","Nodes","-4904557","21.000000","32.781775","Default Known Flow Node","Known Flow","601510.303990","156239.222623","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324346","Nodes","-345","21.000000","32.781775","Default Known Flow Node","Known Flow","601516.554833","156238.319724","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324349","Nodes","-348","21.000000","32.781775","Default Known Flow Node","Known Flow","601546.804841","156250.319727","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324343","Nodes","-342","21.000000","30.502513","Default Known Flow Node","Known Flow","601528.429836","156128.694694","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324347","Nodes","-346","21.000000","32.781775","Default Known Flow Node","Known Flow","601623.804862","156239.569724","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324449","Nodes","-4904567","21.000000","32.781775","Default Known Flow Node","Known Flow","601543.313387","156203.212291","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706322257","Nodes","6322257","21.000000","32.772824","DDS demands","Known Flow","601061.304709","156714.694853","","0.000000","","-24.530001","","","","","-14.439999","","","","","","","-34.847673","-38.970003","","","","C2 PROFILE","","","","","D1 PROFILE","","","","","",""
"96112706322005","Nodes","Ashford Road Sheldwich DG","21.000000","32.999999","Default Known Pressure Node","Known Pressure","601061.466709","156721.606855","","5674.000191","","","","","","","","","","","","","","145.504869","162.717472","","","","","","","","","","","","","","",""
"96112706323786","Nodes","-1462883","21.000000","32.803244","Default Known Flow Node","Known Flow","601216.679751","156595.444821","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324358","Nodes","-359","21.000000","32.803244","Default Known Flow Node","Known Flow","601217.554752","156594.444821","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324365","Nodes","-367","21.000000","32.776219","Default Known Flow Node","Known Flow","601119.054725","156693.569848","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324364","Nodes","-366","21.000000","32.826309","Default Known Flow Node","Known Flow","601153.804734","156645.694835","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324363","Nodes","-365","21.000000","32.822758","Default Known Flow Node","Known Flow","601154.084875","156641.965597","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324362","Nodes","-364","21.000000","32.821258","Default Known Flow Node","Known Flow","601149.179733","156641.194833","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324361","Nodes","-363","21.000000","32.819754","Default Known Flow Node","Known Flow","601150.535164","156639.057423","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324360","Nodes","-361","21.000000","32.824145","Default Known Flow Node","Known Flow","601189.172791","156606.058138","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323727","Nodes","-1462713","21.000000","32.822758","Default Known Flow Node","Known Flow","601155.304735","156640.194833","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324356","Nodes","-357","21.000000","32.803244","Default Known Flow Node","Known Flow","601211.554750","156590.569820","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324355","Nodes","-356","21.000000","32.800272","Default Known Flow Node","Known Flow","601214.179751","156587.694819","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324357","Nodes","-358","21.000000","32.791200","Default Known Flow Node","Known Flow","601221.804753","156591.944820","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324359","Nodes","-360","21.000000","32.780598","Default Known Flow Node","Known Flow","601160.179736","156595.319821","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323984","Nodes","-1592","21.000000","27.801533","Default Known Flow Node","Known Flow","605267.180853","156997.319930","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323990","Nodes","-1599","21.000000","28.300384","Default Known Flow Node","Known Flow","605231.446330","157046.827773","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323987","Nodes","-1596","21.000000","27.857754","Default Known Flow Node","Known Flow","605253.333668","157004.482866","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323993","Nodes","-1601","21.000000","28.256638","Default Known Flow Node","Known Flow","605275.805856","157093.569957","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324004","Nodes","-1620","21.000000","25.281214","Default Known Flow Node","Known Flow","605643.555956","157925.820183","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324002","Nodes","-1619","21.000000","25.193460","DDS demands","Known Flow","605646.805957","157922.820182","","0.000000","","","","","","","-17.979999","","","","","","","-16.078037","-17.979999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324005","Nodes","-1621","21.000000","25.281214","Default Known Flow Node","Known Flow","605650.180958","157926.070183","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323258","Nodes","6323258","21.000000","24.593352","DDS demands","Known Flow","604884.930749","158472.820332","","0.000000","","","","","","","-24.479999","","","","","","","-21.890453","-24.479999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324006","Nodes","-1623","21.000000","25.544615","Default Known Flow Node","Known Flow","605742.430983","158010.695206","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324368","Nodes","-378","21.000000","28.068303","Default Known Flow Node","Known Flow","601251.554761","158806.070423","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324369","Nodes","-379","21.000000","27.646461","Default Known Flow Node","Known Flow","601537.304839","158948.820461","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324019","Nodes","-1643","21.000000","28.682443","Default Known Flow Node","Known Flow","606365.556152","158922.195454","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324020","Nodes","-1644","21.000000","28.813284","Default Known Flow Node","Known Flow","606376.309678","158922.602344","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323244","Nodes","6323244","21.000000","28.150263","DDS demands","Known Flow","606298.435744","158946.953092","","0.000000","","","","","","","-6.599999","","","","","","","-5.901837","-6.599999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324025","Nodes","-1651","21.000000","28.150263","Default Known Flow Node","Known Flow","606294.931133","158949.070461","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324031","Nodes","-1658","21.000000","28.430206","Default Known Flow Node","Known Flow","606356.431150","158975.195469","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324028","Nodes","-1655","21.000000","28.342970","Default Known Flow Node","Known Flow","606349.431148","158972.445468","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323248","Nodes","6323248","21.000000","28.368489","DDS demands","Known Flow","606363.431152","158930.945457","","0.000000","","","","","","","-11.839999","","","","","","","-10.587540","-11.839999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324023","Nodes","-1648","21.000000","28.726050","Default Known Flow Node","Known Flow","606376.181155","158931.070457","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324021","Nodes","-1645","21.000000","28.813284","Default Known Flow Node","Known Flow","606388.681159","158923.070454","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324033","Nodes","-1660","21.000000","28.545066","Default Known Flow Node","Known Flow","606413.681165","158986.820472","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323814","Nodes","P10125057, Garage Site, St Peters Road, 6.55","22.999998","28.674423","CSEP Unmatched","Known Flow","606427.056169","158990.320473","","0.000000","","","","","","","","","","","","","-6.550000","-5.857127","-6.550000","","","","","","","","","","","","","","","DC PROFILE"
"96112706323250","Nodes","6323250","21.000000","29.490636","DDS demands","Known Flow","606419.181167","158932.195457","","0.000000","","","","","","","-14.199999","","","","","","","-12.697893","-14.199999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324022","Nodes","-1646","21.000000","29.602111","Default Known Flow Node","Known Flow","606423.056168","158930.695456","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324014","Nodes","-1635","21.000000","27.925622","Default Known Flow Node","Known Flow","606241.681119","158851.570435","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323251","Nodes","6323251","21.000000","30.558024","DDS demands","Known Flow","606646.812366","158981.333785","","0.000000","","","","","","","-40.390000","","","","","","","-36.117460","-40.390000","","","","","","","","","D1 PROFILE","","","","","",""
"96112706323249","Nodes","6323249","21.000000","30.738739","DDS demands","Known Flow","606636.828682","158994.915290","","0.000000","","","","","","","-16.350000","","","","","","","-14.620463","-16.350000","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324012","Nodes","-1630","21.000000","30.197781","Default Known Flow Node","Known Flow","606745.431256","158825.445428","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323252","Nodes","6323252","21.000000","30.150119","DDS demands","Known Flow","606766.556261","158890.445446","","0.000000","","","","","","","-42.420000","","","","","","","-37.932725","-42.420000","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324017","Nodes","-1640","21.000000","30.150119","Default Known Flow Node","Known Flow","606769.056262","158889.820445","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324035","Nodes","-1663","21.000000","30.062871","Default Known Flow Node","Known Flow","606775.931264","158999.695475","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324030","Nodes","-1657","21.000000","30.106492","Default Known Flow Node","Known Flow","606781.431265","158975.070469","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324029","Nodes","-1656","21.000000","30.106492","Default Known Flow Node","Known Flow","606790.056268","158974.945469","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323847","Nodes","-1463056","21.000000","30.154147","Default Known Flow Node","Known Flow","606694.556242","158634.570376","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324007","Nodes","-1626","21.000000","30.110519","Default Known Flow Node","Known Flow","606667.181234","158590.320364","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323880","Nodes","-1463152","21.000000","30.154147","Default Known Flow Node","Known Flow","606696.681242","158642.070378","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324009","Nodes","-1628","21.000000","30.241418","Default Known Flow Node","Known Flow","606698.056243","158727.070401","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324010","Nodes","-1629","21.000000","30.241418","Default Known Flow Node","Known Flow","606704.056244","158757.195409","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324018","Nodes","-1642","21.000000","30.154147","Default Known Flow Node","Known Flow","606765.306261","158890.945446","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706322233","Nodes","6322233","21.000000","26.105462","DDS demands","Known Flow","600077.929442","159339.695568","","0.000000","","","","","","","-1.100000","","","","","","","-0.983639","-1.100000","","","","","","","","","D1 PROFILE","","","","","",""
"96112706323930","Nodes","-152","21.000000","26.523153","Default Known Flow Node","Known Flow","600280.179497","159147.570515","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706322238","Nodes","6322238","21.000000","27.696989","DDS demands","Known Flow","601551.804655","159030.319276","","0.000000","","","","","","","-2.829999","","","","","","","-2.530636","-2.829999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324372","Nodes","-383","21.000000","27.885697","Default Known Flow Node","Known Flow","601524.054835","159315.070561","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323656","Nodes","-1462491","21.000000","27.814532","Default Known Flow Node","Known Flow","601693.054881","159067.570494","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323660","Nodes","-1462506","21.000000","22.053273","DDS demands","Known Flow","604725.055706","159482.445607","","0.000000","","","","","","","-7.369999","","","","","","","-6.590385","-7.369999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706323398","Nodes","-1128","21.000000","22.097219","Default Known Flow Node","Known Flow","604675.430692","159452.570598","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324120","Nodes","-1772","21.000000","25.014539","Default Known Flow Node","Known Flow","605487.305913","159377.320578","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324114","Nodes","-1761","21.000000","25.014539","Default Known Flow Node","Known Flow","605467.680908","159349.195570","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323740","Nodes","-1462747","21.000000","26.647739","Default Known Flow Node","Known Flow","605895.931024","159277.195551","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706322222","Nodes","6322222","21.000000","26.909580","DDS demands","Known Flow","605928.931033","159362.070574","","0.000000","","","","-3.970000","","","-35.330001","","","","","","","-35.142765","-39.300000","","","","","","C4 PROFILE","","","D1 PROFILE","","","","","",""
"96112706324118","Nodes","-1765","21.000000","25.014539","Default Known Flow Node","Known Flow","605520.305922","159359.695573","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323876","Nodes","-1463131","21.000000","25.014539","Default Known Flow Node","Known Flow","605519.305922","159358.195573","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706322219","Nodes","6322219","21.000000","25.451284","DDS demands","Known Flow","605557.430932","159469.070603","","0.000000","","","","","","","-44.760000","","","","","","","-40.025192","-44.760000","","","","","","","","","D1 PROFILE","","","","","",""
"96112706322221","Nodes","6322221","21.000000","26.160779","DDS demands","Known Flow","605812.556002","159397.070583","","0.000000","-5.650000","-16.100000","-5.429999","","","","-15.800000","","","","","","","-38.433484","-42.979999","","","C1 PROFILE","C2 PROFILE","C3 PROFILE","","","","D1 PROFILE","","","","","",""
"96112706324122","Nodes","-1778","21.000000","25.879516","DDS demands","Known Flow","605746.307607","159412.701440","","0.000000","","","","","","","-16.209998","","","","","","","-14.495270","-16.209998","","","","","","","","","D1 PROFILE","","","","","",""
"96112706323790","Nodes","-1462892","21.000000","25.748502","Default Known Flow Node","Known Flow","605731.430980","159367.945575","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324039","Nodes","-1667","21.000000","28.430206","Default Known Flow Node","Known Flow","606338.806145","159003.945476","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706323189","Nodes","6323189","21.000000","28.052491","DDS demands","Known Flow","606147.681093","159085.320499","","0.000000","","","","","","","-18.510000","","","","","","","-16.551973","-18.510000","","","","","","","","","D1 PROFILE","","","","","",""
"96112706323190","Nodes","6323190","21.000000","27.954171","DDS demands","Known Flow","606170.056099","159111.445506","","0.000000","","","","","","","-8.810000","","","","","","","-7.878060","-8.810000","","","","","","","","","D1 PROFILE","","","","","",""
"96112706323192","Nodes","6323192","21.000000","27.848191","DDS demands","Known Flow","606101.306080","159201.195530","","0.000000","","","","","","","-11.479999","","","","","","","-10.265620","-11.479999","","","","","","","","","D1 PROFILE","","","","","",""
"96112706324112","Nodes","-1758","21.000000","28.428534","Default Known Flow Node","Known Flow","606174.431100","159320.320562","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"96112706324109","Nodes","-1754","21.000000","28.297764","Default Known Flow Node","Known Flow","606079.306074","159302.570558","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
