"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"96105800052989","Nodes","52989","21.000000","28.046054","Default Known Flow Node","Known Flow","599375.679251","143131.441157","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800052990","Nodes","52990","21.000000","28.113400","Default Known Flow Node","Known Flow","599378.179251","143060.816138","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004044","Nodes","5004044","21.000000","28.104624","DDS demands","Known Flow","599380.054252","143052.441136","","0.000000","","","","","-1.770000","","","-1.582765","-1.770000","","","","","","","D1 PROFILE","",""
"96105805004045","Nodes","5004045","21.000000","28.074367","DDS demands","Known Flow","599404.304258","143048.441135","","0.000000","","","","","-10.169999","","","-9.094195","-10.169999","","","","","","","D1 PROFILE","",""
"96105805004019","Nodes","5004019","21.000000","28.176406","DDS demands","Known Flow","599385.054253","143125.566156","","0.000000","","","","","-1.599999","","","-1.430748","-1.599999","","","","","","","D1 PROFILE","",""
"96105800052997","Nodes","52997","21.000000","28.074367","Default Known Flow Node","Known Flow","599418.054262","143024.441128","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800052996","Nodes","52996","21.000000","27.424621","Default Known Flow Node","Known Flow","599417.429262","143166.816167","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800052998","Nodes","52998","21.000000","27.730778","Default Known Flow Node","Known Flow","599445.179270","143126.191156","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800053002","Nodes","53002","21.000000","29.674635","Default Known Flow Node","Known Flow","599471.929277","143037.941132","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004022","Nodes","5004022","21.000000","29.688591","Default Known Flow Node","Known Flow","599480.554279","143027.441129","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800053005","Nodes","53005","21.000000","29.695999","Default Known Flow Node","Known Flow","599481.429279","143026.316129","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004038","Nodes","5004038","21.000000","28.257877","DDS demands","Known Flow","599494.804283","143145.441161","","0.000000","","","","","-7.889999","","","-7.055379","-7.889999","","","","","","","D1 PROFILE","",""
"96105800053008","Nodes","53008","21.000000","28.257877","Default Known Flow Node","Known Flow","599492.929283","143147.691162","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004021","Nodes","5004021","21.000000","29.735839","Default Known Flow Node","Known Flow","599474.429278","143019.816127","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004094","Nodes","5004094","21.000000","26.837516","DDS demands","Known Flow","599145.929188","143091.941147","","0.000000","","","","","-3.190000","","","-2.852555","-3.190000","","","","","","","D1 PROFILE","",""
"96105805004023","Nodes","5004023","29.000000","29.017012","Default Known Flow Node","Known Flow","599437.844009","143080.444273","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004025","Nodes","5004025","21.000000","29.598815","DDS demands","Known Flow","599522.304291","143058.566138","","0.000000","","","","","-5.300000","","","-4.739355","-5.300000","","","","","","","D1 PROFILE","",""
"96105800053013","Nodes","53013","21.000000","29.598815","Default Known Flow Node","Known Flow","599548.304298","143040.691133","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800053035","Nodes","53035","21.000000","28.903488","Default Known Flow Node","Known Flow","599699.179339","143089.691146","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004031","Nodes","5004031","21.000000","29.037927","Default Known Flow Node","Known Flow","599663.554329","143087.316145","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004018","Nodes","5004018","21.000000","28.742554","DDS demands","Known Flow","599730.544135","143091.730139","","0.000000","","","","","-11.910000","","","-10.650135","-11.910000","","","","","","","D1 PROFILE","",""
"96105800053037","Nodes","53037","21.000000","28.786167","Default Known Flow Node","Known Flow","599730.679347","143126.691156","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004037","Nodes","5004037","21.000000","28.792730","DDS demands","Known Flow","599513.687855","143123.430404","","0.000000","","","","","-8.409999","","","-7.520372","-8.409999","","","","","","","D1 PROFILE","",""
"96105800052999","Nodes","52999","21.000000","28.836358","Default Known Flow Node","Known Flow","599467.304276","143084.066144","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004024","Nodes","5004024","21.000000","29.650146","DDS demands","Known Flow","599501.929285","143038.941132","","0.000000","","","","","-1.809999","","","-1.618534","-1.809999","","","","","","","D1 PROFILE","",""
"96105805004016","Nodes","5004016","21.000000","29.522473","DDS demands","Known Flow","599557.054300","143080.316143","","0.000000","","","","","-1.919999","","","-1.716898","-1.919999","","","","","","","D1 PROFILE","",""
"96105805004034","Nodes","5004034","21.000000","29.474373","DDS demands","Known Flow","599557.804300","143094.316147","","0.000000","","","","","-2.150000","","","-1.922568","-2.150000","","","","","","","D1 PROFILE","",""
"96105805004035","Nodes","5004035","21.000000","29.132877","DDS demands","Known Flow","599561.179301","143128.566157","","0.000000","","","","","-3.289999","","","-2.941976","-3.289999","","","","","","","D1 PROFILE","",""
"96105800053016","Nodes","53016","21.000000","29.071423","Default Known Flow Node","Known Flow","599559.304301","143139.316160","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004036","Nodes","5004036","21.000000","29.128608","DDS demands","Known Flow","599569.429303","143128.691157","","0.000000","","","","","-6.079999","","","-5.436844","-6.079999","","","","","","","D1 PROFILE","",""
"96105800053021","Nodes","53021","21.000000","29.128608","Default Known Flow Node","Known Flow","599589.554309","143149.441162","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004026","Nodes","5004026","21.000000","29.336865","DDS demands","Known Flow","599585.304308","143080.691144","","0.000000","","","","","-5.300000","","","-4.739355","-5.300000","","","","","","","D1 PROFILE","",""
"96105800053020","Nodes","53020","21.000000","29.336865","Default Known Flow Node","Known Flow","599585.304308","143102.441149","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800053022","Nodes","53022","21.000000","29.316013","Default Known Flow Node","Known Flow","599590.304309","143055.691137","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004027","Nodes","5004027","21.000000","29.316013","Default Known Flow Node","Known Flow","599599.554312","143055.566137","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800053023","Nodes","53023","21.000000","29.316013","Default Known Flow Node","Known Flow","599590.429309","143080.816144","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800053026","Nodes","53026","21.000000","29.316013","Default Known Flow Node","Known Flow","599620.054317","143037.816132","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800053024","Nodes","53024","21.000000","29.316013","Default Known Flow Node","Known Flow","599599.429312","143037.816132","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004017","Nodes","5004017","21.000000","29.193436","DDS demands","Known Flow","599620.554317","143081.191144","","0.000000","","","","","-21.280001","","","-19.028959","-21.280001","","","","","","","D1 PROFILE","",""
"96105805004028","Nodes","5004028","21.000000","29.079231","Default Known Flow Node","Known Flow","599651.062092","143082.172283","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004030","Nodes","5004030","21.000000","29.060563","Default Known Flow Node","Known Flow","599651.304326","143118.066154","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800053028","Nodes","53028","21.000000","29.060563","Default Known Flow Node","Known Flow","599623.679318","143117.816154","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800151312","Nodes","151312","21.000000","28.737097","Default Known Flow Node","Known Flow","599737.554349","143093.566147","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004032","Nodes","5004032","21.000000","28.698941","DDS demands","Known Flow","599744.554351","143094.816147","","0.000000","","","","","-4.940000","","","-4.417436","-4.940000","","","","","","","D1 PROFILE","",""
"96105800151313","Nodes","151313","21.000000","28.698941","Default Known Flow Node","Known Flow","599762.179356","143094.316147","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004033","Nodes","5004033","21.000000","28.685955","Default Known Flow Node","Known Flow","599802.929367","143111.191152","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800420247","Nodes","420247","21.000000","29.755212","Default Known Flow Node","Known Flow","599479.179279","143024.316128","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004110","Nodes","P07116320, CHART ROAD CSEP, 543.41","27.000000","27.249109","CSEP DDS Matched","Known Flow","599316.582841","143168.226159","","0.000000","","","","-73.290000","","-470.120003","","-485.926956","-543.410013","","","","","","CC PROFILE","","DC PROFILE",""
"96105805004001","Nodes","Godington Park DG, Constant, Site ID 5351","21.000000","30.000000","Default Known Pressure Node","Known Pressure","599502.429285","143005.941123","","8350.000154","","","","","","","","1295.059860","1448.260028","","","","","","","","",""
"96105805004014","Nodes","Springwood Drive, 297.50","25.000000","25.261579","CSEP DDS Matched","Known Flow","598825.179101","143265.066194","","0.000000","","","","","","-297.500000","","-266.029820","-297.500000","","","","","","","","DC PROFILE",""
"96105800420246","Nodes","420246","21.000000","29.735839","Default Known Flow Node","Known Flow","599475.054278","143019.066127","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105801045439","Nodes","1045439","21.000000","28.668275","DDS demands","Known Flow","599823.804373","143114.316153","","0.000000","","","","","-2.669999","","","-2.387561","-2.669999","","","","","","","D1 PROFILE","",""
"96105800052934","Nodes","52934","21.000000","26.540588","Default Known Flow Node","Known Flow","599077.054169","143157.566164","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105803378080","Nodes","3378080","21.000000","26.361325","Default Known Flow Node","Known Flow","599036.429158","143193.441174","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105803367330","Nodes","3367330","21.000000","27.165933","Default Known Flow Node","Known Flow","599219.179208","143247.816189","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105803367329","Nodes","3367329","21.000000","27.165933","Default Known Flow Node","Known Flow","599218.054208","143246.191189","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105803367328","Nodes","3367328","21.000000","27.165933","Default Known Flow Node","Known Flow","599217.554208","143244.566188","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105803309436","Nodes","3309436","21.000000","27.165933","Default Known Flow Node","Known Flow","599216.679207","143249.816190","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004095","Nodes","5004095","21.000000","26.314876","DDS demands","Known Flow","599022.679155","143205.941178","","0.000000","","-33.950001","","","","","","-30.358698","-33.950001","","","","C2 PROFILE","","","","",""
"96105803378079","Nodes","3378079","21.000000","26.361325","Default Known Flow Node","Known Flow","598986.429145","143174.566169","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800000572","Nodes","572","21.000000","29.661501","Default Known Flow Node","Known Flow","599493.804283","143033.316131","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800000039","Nodes","39","21.000000","27.169902","Default Known Flow Node","Known Flow","599272.054222","143213.191180","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
