"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"96105805004050","Nodes","5004050","21.000000","28.188729","DDS demands","Known Flow","599333.353482","142947.286756","","0.000000","","","","","-12.600000","","","-11.267146","-12.600000","","","","","","","D1 PROFILE","",""
"96105800056005","Nodes","56005","21.000000","28.145044","Default Known Flow Node","Known Flow","599302.929231","142971.566114","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004059","Nodes","5004059","21.000000","27.267172","DDS demands","Known Flow","599220.179208","142878.816089","","0.000000","","","","","-9.670000","","","-8.647087","-9.670000","","","","","","","D1 PROFILE","",""
"96105800005355","Nodes","Logger 5355, 49, Cypress Avenue","21.000000","27.223321","Val Log Post","Known Flow","599215.114905","142878.158938","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004060","Nodes","5004060","21.000000","26.624598","DDS demands","Known Flow","599199.054203","142825.441074","","0.000000","","","","","-3.829999","","","-3.424854","-3.829999","","","","","","","D1 PROFILE","",""
"96105805004074","Nodes","5004074","21.000000","26.714037","DDS demands","Known Flow","599127.214673","142967.963434","","0.000000","","","","","-7.530000","","","-6.733460","-7.530000","","","","","","","D1 PROFILE","",""
"96105800005354","Nodes","Logger 5354, 66, Cypress Avenue","21.000000","26.600497","Val Log Post","Known Flow","599109.718552","142993.120739","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004011","Nodes","5004011","21.000000","26.516181","DDS demands","Known Flow","599097.054175","143012.066125","","0.000000","","","","","-19.819999","","","-17.723398","-19.819999","","","","","","","D1 PROFILE","",""
"96105805004013","Nodes","5004013","21.000000","27.218168","DDS demands","Known Flow","599276.429224","143184.941172","","0.000000","","","","","-1.259999","","","-1.126714","-1.259999","","","","","","","D1 PROFILE","",""
"96105800005353","Nodes","Logger 5353, Springwood Close","21.000000","27.172161","Val Log Post","Known Flow","599268.670102","143191.190214","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800052972","Nodes","52972","21.000000","27.170334","Default Known Flow Node","Known Flow","599262.929220","143197.066175","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004049","Nodes","5004049","21.000000","28.455240","DDS demands","Known Flow","599355.054245","142975.941115","","0.000000","","","","","-2.549999","","","-2.280255","-2.549999","","","","","","","D1 PROFILE","",""
"96105800005352","Nodes","Logger 5352, 1 Thornlea, Cypress Avenue","21.000000","28.504146","Val Log Post","Known Flow","599360.514134","142972.677051","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004041","Nodes","5004041","21.000000","28.742269","DDS demands","Known Flow","599393.679256","142961.941111","","0.000000","","","","","-5.559999","","","-4.971851","-5.559999","","","","","","","D1 PROFILE","",""
"96105800056024","Nodes","56024","21.000000","27.138863","Default Known Flow Node","Known Flow","599336.554240","142800.566067","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004055","Nodes","5004055","21.000000","27.138863","DDS demands","Known Flow","599360.054246","142812.066070","","0.000000","","","","","-14.270000","","","-12.760490","-14.270000","","","","","","","D1 PROFILE","",""
"96105800103356","Nodes","103356","21.000000","26.421414","Default Known Flow Node","Known Flow","599189.554200","142998.441121","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004093","Nodes","5004093","21.000000","26.421414","DDS demands","Known Flow","599196.304202","142973.816114","","0.000000","","","","","-11.510000","","","-10.292448","-11.510000","","","","","","","D1 PROFILE","",""
"96105800055953","Nodes","55953","21.000000","26.901065","Default Known Flow Node","Known Flow","599133.429185","142912.441098","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800055951","Nodes","55951","21.000000","26.901065","Default Known Flow Node","Known Flow","599108.304178","142904.566096","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004073","Nodes","5004073","21.000000","26.901065","DDS demands","Known Flow","599135.916519","142904.730943","","0.000000","","","","","-4.309999","","","-3.854079","-4.309999","","","","","","","D1 PROFILE","",""
"96105800055952","Nodes","55952","21.000000","26.901065","Default Known Flow Node","Known Flow","599119.804181","142891.566092","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800055955","Nodes","55955","21.000000","26.830737","Default Known Flow Node","Known Flow","599142.179187","142941.441106","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004072","Nodes","5004072","21.000000","26.943957","DDS demands","Known Flow","599155.929191","142909.066097","","0.000000","","","","","-6.880000","","","-6.152219","-6.880000","","","","","","","D1 PROFILE","",""
"96105800055960","Nodes","55960","21.000000","26.943957","Default Known Flow Node","Known Flow","599184.679199","142894.191093","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004071","Nodes","5004071","21.000000","26.952657","DDS demands","Known Flow","599161.679192","142916.816099","","0.000000","","","","","-0.660000","","","-0.590183","-0.660000","","","","","","","D1 PROFILE","",""
"96105800055963","Nodes","55963","21.000000","26.952657","Default Known Flow Node","Known Flow","599194.179201","142907.066096","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800055958","Nodes","55958","21.000000","26.958254","Default Known Flow Node","Known Flow","599162.929193","142916.066099","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800055961","Nodes","55961","21.000000","26.397379","Default Known Flow Node","Known Flow","599189.804200","142820.441073","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004063","Nodes","5004063","21.000000","26.257850","DDS demands","Known Flow","599193.429201","142813.316071","","0.000000","","","","","-6.579999","","","-5.883953","-6.579999","","","","","","","D1 PROFILE","",""
"96105805004064","Nodes","5004064","21.000000","25.771623","DDS demands","Known Flow","599202.734456","142779.820154","","0.000000","","","","","-0.889999","","","-0.795853","-0.889999","","","","","","","D1 PROFILE","",""
"96105800055959","Nodes","55959","21.000000","26.257850","Default Known Flow Node","Known Flow","599179.054197","142808.066069","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004061","Nodes","5004061","21.000000","26.574560","DDS demands","Known Flow","599207.804205","142815.191071","","0.000000","","","","","-0.779999","","","-0.697489","-0.779999","","","","","","","D1 PROFILE","",""
"96105805004066","Nodes","5004066","21.000000","25.467636","DDS demands","Known Flow","599204.429204","142756.941055","","0.000000","","","","","-2.539999","","","-2.271313","-2.539999","","","","","","","D1 PROFILE","",""
"96105800055969","Nodes","55969","21.000000","25.739496","Default Known Flow Node","Known Flow","599210.054206","142780.066062","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004067","Nodes","5004067","21.000000","25.298715","DDS demands","Known Flow","599206.581037","142731.807644","","0.000000","","","","","-12.600000","","","-11.267146","-12.600000","","","","","","","D1 PROFILE","",""
"96105800055974","Nodes","55974","21.000000","25.210998","Default Known Flow Node","Known Flow","599222.429209","142713.941044","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800055972","Nodes","55972","21.000000","25.272079","Default Known Flow Node","Known Flow","599214.679207","142731.691049","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004062","Nodes","5004062","21.000000","26.535303","DDS demands","Known Flow","599246.554216","142824.441074","","0.000000","","","","","-9.869999","","","-8.825930","-9.869999","","","","","","","D1 PROFILE","",""
"96105805004065","Nodes","5004065","21.000000","25.598142","DDS demands","Known Flow","599211.429206","142767.816058","","0.000000","","","","","-6.730000","","","-6.018086","-6.730000","","","","","","","D1 PROFILE","",""
"96105800055971","Nodes","55971","21.000000","25.598142","Default Known Flow Node","Known Flow","599213.429206","142743.066052","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800055977","Nodes","55977","21.000000","25.641988","Default Known Flow Node","Known Flow","599246.304215","142769.566059","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004068","Nodes","5004068","21.000000","25.083171","DDS demands","Known Flow","599266.575742","142724.950910","","0.000000","","","","","-9.370000","","","-8.378822","-9.370000","","","","","","","D1 PROFILE","",""
"96105805004070","Nodes","5004070","21.000000","27.229598","DDS demands","Known Flow","599222.554209","142887.691091","","0.000000","","","","","-3.000000","","","-2.682653","-3.000000","","","","","","","D1 PROFILE","",""
"96105800055979","Nodes","55979","21.000000","27.229598","Default Known Flow Node","Known Flow","599251.304217","142884.816090","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800055980","Nodes","55980","21.000000","26.579097","Default Known Flow Node","Known Flow","599253.429217","142831.316076","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004058","Nodes","5004058","21.000000","27.706065","DDS demands","Known Flow","599253.679217","142935.816104","","0.000000","","","","","-13.139999","","","-11.750022","-13.139999","","","","","","","D1 PROFILE","",""
"96105800055976","Nodes","55976","21.000000","27.706065","Default Known Flow Node","Known Flow","599240.804214","142926.066101","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800055985","Nodes","55985","21.000000","25.083171","Default Known Flow Node","Known Flow","599267.554221","142722.816046","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004069","Nodes","5004069","21.000000","25.099404","DDS demands","Known Flow","599289.054227","142748.316053","","0.000000","","","","","-8.890000","","","-7.949597","-8.890000","","","","","","","D1 PROFILE","",""
"96105800055988","Nodes","55988","21.000000","25.039301","Default Known Flow Node","Known Flow","599276.679224","142723.316046","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800055991","Nodes","55991","21.000000","25.099404","Default Known Flow Node","Known Flow","599282.679225","142757.316056","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004057","Nodes","5004057","21.000000","27.777210","DDS demands","Known Flow","599300.429230","142912.816098","","0.000000","","","","","-3.119999","","","-2.789959","-3.119999","","","","","","","D1 PROFILE","",""
"96105800056010","Nodes","56010","21.000000","27.777210","Default Known Flow Node","Known Flow","599310.679233","142926.816102","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004056","Nodes","5004056","21.000000","27.801732","DDS demands","Known Flow","599307.522186","142907.346061","","0.000000","","","","","-5.369999","","","-4.801949","-5.369999","","","","","","","D1 PROFILE","",""
"96105805004020","Nodes","5004020","21.000000","27.892250","DDS demands","Known Flow","599318.679235","142914.941098","","0.000000","","","","","-2.630000","","","-2.351793","-2.630000","","","","","","","D1 PROFILE","",""
"96105805004051","Nodes","5004051","21.000000","27.438469","DDS demands","Known Flow","599355.304245","142881.816089","","0.000000","","","","","-8.529999","","","-7.627678","-8.529999","","","","","","","D1 PROFILE","",""
"96105800056046","Nodes","56046","21.000000","27.394738","Default Known Flow Node","Known Flow","599382.304252","142915.941099","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004053","Nodes","5004053","21.000000","27.319559","DDS demands","Known Flow","599357.054246","142862.566084","","0.000000","","","","","-8.180000","","","-7.314702","-8.180000","","","","","","","D1 PROFILE","",""
"96105800056021","Nodes","56021","21.000000","27.319559","Default Known Flow Node","Known Flow","599327.804238","142829.316075","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004054","Nodes","5004054","21.000000","27.317357","DDS demands","Known Flow","599364.929248","142861.816084","","0.000000","","","","","-3.989999","","","-3.567929","-3.989999","","","","","","","D1 PROFILE","",""
"96105805004052","Nodes","5004052","21.000000","27.325816","DDS demands","Known Flow","599364.052789","142864.815660","","0.000000","","","","","-2.109999","","","-1.886799","-2.109999","","","","","","","D1 PROFILE","",""
"96105800056060","Nodes","56060","21.000000","27.229884","Default Known Flow Node","Known Flow","599398.679257","142862.566084","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004042","Nodes","5004042","21.000000","28.709110","DDS demands","Known Flow","599393.054255","142946.441107","","0.000000","","","","","-2.269999","","","-2.029874","-2.269999","","","","","","","D1 PROFILE","",""
"96105805004043","Nodes","5004043","21.000000","28.678730","DDS demands","Known Flow","599399.179257","142925.941101","","0.000000","","","","","-9.029999","","","-8.074787","-9.029999","","","","","","","D1 PROFILE","",""
"96105800056044","Nodes","56044","21.000000","28.752752","Default Known Flow Node","Known Flow","599374.304250","142956.566110","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800056067","Nodes","56067","21.000000","28.984790","Default Known Flow Node","Known Flow","599420.929263","142973.316114","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800056058","Nodes","56058","21.000000","28.729196","Default Known Flow Node","Known Flow","599397.679257","142956.066110","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800056064","Nodes","56064","21.000000","28.589453","Default Known Flow Node","Known Flow","599407.429259","142901.316095","","0.000000","","","","","-3.270000","","","-2.924092","-3.270000","","","","","","","D1 PROFILE","",""
"96105800056073","Nodes","56073","21.000000","29.095669","Default Known Flow Node","Known Flow","599431.304266","142973.566114","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004040","Nodes","5004040","21.000000","29.274492","DDS demands","Known Flow","599451.179271","142976.566115","","0.000000","","","","","-11.159999","","","-9.979471","-11.159999","","","","","","","D1 PROFILE","",""
"96105800056079","Nodes","56079","21.000000","29.274492","Default Known Flow Node","Known Flow","599452.304271","142975.566115","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800056077","Nodes","56077","21.000000","29.274492","Default Known Flow Node","Known Flow","599439.429268","142964.191112","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800103353","Nodes","103353","21.000000","26.714037","Default Known Flow Node","Known Flow","599115.179180","142965.066112","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800103351","Nodes","103351","21.000000","26.670254","Default Known Flow Node","Known Flow","599067.929167","142983.941117","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800151287","Nodes","151287","21.000000","25.350864","Default Known Flow Node","Known Flow","598785.804090","143161.816166","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004084","Nodes","5004084","21.000000","25.394717","DDS demands","Known Flow","598819.304099","143175.566169","","0.000000","","","","","-6.939999","","","-6.205872","-6.939999","","","","","","","D1 PROFILE","",""
"96105800151288","Nodes","151288","21.000000","25.374453","Default Known Flow Node","Known Flow","598789.054091","143180.566171","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004085","Nodes","5004085","21.000000","25.374453","DDS demands","Known Flow","598815.804098","143185.566172","","0.000000","","","","","-2.230000","","","-1.994105","-2.230000","","","","","","","D1 PROFILE","",""
"96105800151295","Nodes","151295","21.000000","25.562469","Default Known Flow Node","Known Flow","598861.179111","143144.191161","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004081","Nodes","5004081","21.000000","25.562469","DDS demands","Known Flow","598871.804114","143137.191159","","0.000000","","","","","-5.460000","","","-4.882429","-5.460000","","","","","","","D1 PROFILE","",""
"96105800151299","Nodes","151299","21.000000","25.609842","Default Known Flow Node","Known Flow","598884.804117","143154.191164","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800151298","Nodes","151298","21.000000","25.565995","Default Known Flow Node","Known Flow","598872.804114","143136.566159","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800151300","Nodes","151300","21.000000","25.722953","Default Known Flow Node","Known Flow","598902.179122","143078.441143","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004079","Nodes","5004079","21.000000","25.722953","DDS demands","Known Flow","598915.929126","143094.066147","","0.000000","","","","","-2.589999","","","-2.316024","-2.589999","","","","","","","D1 PROFILE","",""
"96105805004078","Nodes","5004078","21.000000","25.859252","DDS demands","Known Flow","598943.304133","143073.691142","","0.000000","","","","","-3.980000","","","-3.558987","-3.980000","","","","","","","D1 PROFILE","",""
"96105805004077","Nodes","5004077","21.000000","25.891644","DDS demands","Known Flow","598950.304135","143083.066144","","0.000000","","","","","-3.150000","","","-2.816786","-3.150000","","","","","","","D1 PROFILE","",""
"96105800151303","Nodes","151303","21.000000","25.859252","Default Known Flow Node","Known Flow","598944.429133","143073.066141","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800151305","Nodes","151305","21.000000","25.859252","Default Known Flow Node","Known Flow","598968.679140","143053.816136","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004086","Nodes","5004086","21.000000","25.237947","DDS demands","Known Flow","598818.804099","143256.441191","","0.000000","","","","","-5.500000","","","-4.918198","-5.500000","","","","","","","D1 PROFILE","",""
"96105805004083","Nodes","5004083","21.000000","25.428135","Default Known Flow Node","Known Flow","598826.054101","143160.191165","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004082","Nodes","5004082","21.000000","25.513818","DDS demands","Known Flow","598850.929108","143138.316159","","0.000000","","","","","-3.450000","","","-3.085051","-3.450000","","","","","","","D1 PROFILE","",""
"96105800151293","Nodes","151293","21.000000","25.513818","Default Known Flow Node","Known Flow","598842.804106","143128.816157","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004080","Nodes","5004080","21.000000","25.560260","DDS demands","Known Flow","598865.554112","143128.316157","","0.000000","","","","","-5.070000","","","-4.533684","-5.070000","","","","","","","D1 PROFILE","",""
"96105805004076","Nodes","5004076","21.000000","25.962006","DDS demands","Known Flow","598969.679140","143068.816140","","0.000000","","","","","-11.079999","","","-9.907934","-11.079999","","","","","","","D1 PROFILE","",""
"96105800103349","Nodes","103349","21.000000","26.264900","Default Known Flow Node","Known Flow","599006.929150","142982.066117","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004075","Nodes","5004075","21.000000","26.264900","DDS demands","Known Flow","599037.054159","143018.941127","","0.000000","","","","","-15.689999","","","-14.030278","-15.689999","","","","","","","D1 PROFILE","",""
"96105800103355","Nodes","103355","21.000000","26.527464","Default Known Flow Node","Known Flow","599147.054188","143020.191127","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800052936","Nodes","52936","21.000000","26.096675","Default Known Flow Node","Known Flow","599084.804171","143116.816153","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004090","Nodes","5004090","21.000000","26.096675","DDS demands","Known Flow","599082.554171","143109.316151","","0.000000","","","","","-5.179999","","","-4.632048","-5.179999","","","","","","","D1 PROFILE","",""
"96105800052942","Nodes","52942","21.000000","26.217592","Default Known Flow Node","Known Flow","599108.054178","143100.941149","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004089","Nodes","5004089","21.000000","26.165986","DDS demands","Known Flow","599099.804176","143091.566147","","0.000000","","","","","-4.030000","","","-3.603698","-4.030000","","","","","","","D1 PROFILE","",""
"96105800052944","Nodes","52944","21.000000","27.120291","Default Known Flow Node","Known Flow","599131.554184","143136.816159","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004106","Nodes","5004106","21.000000","27.120291","DDS demands","Known Flow","599166.679194","143192.691174","","0.000000","","","","","-27.049998","","","-24.188592","-27.049998","","","","","","","D1 PROFILE","",""
"96105800052951","Nodes","52951","21.000000","27.163993","Default Known Flow Node","Known Flow","599171.554195","143196.316175","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004103","Nodes","5004103","21.000000","27.163993","DDS demands","Known Flow","599258.429219","143192.066174","","0.000000","","","","","-8.689999","","","-7.770753","-8.689999","","","","","","","D1 PROFILE","",""
"96105800052985","Nodes","52985","21.000000","28.128702","Default Known Flow Node","Known Flow","599363.179247","143029.941130","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004047","Nodes","5004047","21.000000","28.128702","Default Known Flow Node","Known Flow","599362.054247","143027.691129","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105800052993","Nodes","52993","21.000000","27.424621","Default Known Flow Node","Known Flow","599402.679258","143148.566162","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105805004039","Nodes","5004039","21.000000","27.424621","DDS demands","Known Flow","599408.986936","143156.370577","","0.000000","","","","","-8.539999","","","-7.636620","-8.539999","","","","","","","D1 PROFILE","",""
"96105805004087","Nodes","5004087","21.000000","26.011465","DDS demands","Known Flow","599020.554154","143087.566145","","0.000000","","","","","-7.309999","","","-6.536732","-7.309999","","","","","","","D1 PROFILE","",""
"96105800052933","Nodes","52933","21.000000","26.052847","Default Known Flow Node","Known Flow","599074.179169","143104.191150","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
