"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(D1)"
"96124209007020","Nodes","9007020","21.000000","24.144989","Default Known Flow Node","Known Flow","585108.845000","129789.122812","","0.000000","","0.000000","0.000000","","",""
"96124209007018","Nodes","9007018","21.000000","24.140960","DDS demands","Known Flow","585065.095000","129818.740000","","0.000000","-3.209999","-2.870439","-3.209999","","","D1 PROFILE"
"96124209007025","Nodes","9007025","21.000000","24.821577","DDS demands","Known Flow","585406.845000","130148.490000","","0.000000","-9.800000","-8.763336","-9.800000","","","D1 PROFILE"
"96124200006653","Nodes","Logger 6653, 33 Maythem Road,","21.000000","24.810966","Val Log Cath","Known Flow","585398.282500","130139.240000","","0.000000","","0.000000","0.000000","","",""
"96124209007015","Nodes","9007015","21.000000","24.287531","DDS demands","Known Flow","585273.220000","129920.872812","","0.000000","-11.620000","-10.390811","-11.620000","","","D1 PROFILE"
"96124209007012","Nodes","9007012","21.000000","26.546840","DDS demands","Known Flow","585123.095000","130241.622812","","0.000000","-2.130000","-1.904684","-2.130000","","","D1 PROFILE"
"96124200006654","Nodes","Logger 6654, os the Oat Housce, Frog Lane","21.000000","26.405961","Val Log Post","Known Flow","585132.470000","130249.052500","","0.000000","","0.000000","0.000000","","",""
"96124209007023","Nodes","9007023","21.000000","26.037468","DDS demands","Known Flow","585172.220000","130268.490000","","0.000000","-11.819999","-10.569655","-11.819999","","","D1 PROFILE"
"96124209007024","Nodes","9007024","21.000000","24.156262","DDS demands","Known Flow","585177.095000","129829.240000","","0.000000","-4.079999","-3.648408","-4.079999","","","D1 PROFILE"
"96124209007017","Nodes","9007017","21.000000","23.753783","DDS demands","Known Flow","585065.095000","129409.990000","","0.000000","-1.720000","-1.538054","-1.720000","","","D1 PROFILE"
"96124209007001","Nodes","ROLVENDEN LAYNE (MAYTHAM RD) DG, Site ID: 6651","21.000000","28.000000","Default Known Pressure Node","Known Pressure","585102.595000","130363.872812","","2250.000066","","101.261219","113.239998","","",""
"96124209007011","Nodes","9007011","21.000000","27.246222","DDS demands","Known Flow","585128.095000","130311.240000","","0.000000","-9.600000","-8.584492","-9.600000","","","D1 PROFILE"
"96124209007019","Nodes","9007019","21.000000","26.541457","DDS demands","Known Flow","585103.345000","130227.622812","","0.000000","-3.260000","-2.915150","-3.260000","","","D1 PROFILE"
"96124209007016","Nodes","9007016","21.000000","26.301463","DDS demands","Known Flow","585024.095000","130225.490000","","0.000000","-8.640000","-7.726043","-8.640000","","","D1 PROFILE"
"96124209007027","Nodes","9007027","21.000000","23.843629","Default Known Flow Node","Known Flow","585453.970000","130084.372812","","0.000000","","0.000000","0.000000","","",""
"96124209007028","Nodes","9007028","21.000000","23.849444","Default Known Flow Node","Known Flow","585455.595000","130085.622812","","0.000000","","0.000000","0.000000","","",""
"96124209007021","Nodes","9007021","21.000000","27.225865","Default Known Flow Node","Known Flow","585119.970000","130307.872812","","0.000000","","0.000000","0.000000","","",""
"96124209007022","Nodes","9007022","21.000000","26.570619","Default Known Flow Node","Known Flow","585120.845000","130243.990000","","0.000000","","0.000000","0.000000","","",""
"96124209007026","Nodes","9007026","21.000000","24.809560","Default Known Flow Node","Known Flow","585412.345000","130141.490000","","0.000000","","0.000000","0.000000","","",""
"96124209007013","Nodes","9007013","21.000000","24.746320","DDS demands","Known Flow","585413.220000","130140.372812","","0.000000","-10.880000","-9.729090","-10.880000","","","D1 PROFILE"
"96124209007014","Nodes","9007014","21.000000","24.166207","DDS demands","Known Flow","585468.845000","130275.372812","","0.000000","-14.229999","-12.724720","-14.229999","","","D1 PROFILE"
"96124209007029","Nodes","9007029","21.000000","23.817013","DDS demands","Known Flow","585462.220000","130090.372812","","0.000000","-4.639999","-4.149170","-4.639999","","","D1 PROFILE"
"96124209007030","Nodes","9007030","21.000000","23.628368","DDS demands","Known Flow","585476.970000","130437.490000","","0.000000","-6.809999","-6.089623","-6.809999","","","D1 PROFILE"
"96124209007031","Nodes","9007031","21.000000","23.468930","Default Known Flow Node","Known Flow","585504.095000","130014.740000","","0.000000","","0.000000","0.000000","","",""
"96124209007033","Nodes","9007033","21.000000","23.548740","DDS demands","Known Flow","585629.845000","130103.240000","","0.000000","-3.849999","-3.442738","-3.849999","","","D1 PROFILE"
"96124209007032","Nodes","9007032","21.000000","23.394555","DDS demands","Known Flow","585520.470000","129995.872812","","0.000000","-6.949999","-6.214813","-6.949999","","","D1 PROFILE"
"96124200006652","Nodes","Logger 6652, Ro 12 Thornden Road","21.000000","24.111435","Val Log Post","Known Flow","585170.595000","129824.771250","","0.000000","","0.000000","0.000000","","",""
