"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"96109305511060","Nodes","5511060","21.000000","37.551746","DDS demands","Known Flow","610724.651461","154329.615383","","0.000000","","","","","-1.710000","","","-1.529112","-1.710000","","","","","","","D1 PROFILE","",""
"96109305511028","Nodes","5511028","21.000000","37.770713","DDS demands","Known Flow","610754.388172","154276.726436","","0.000000","","","","","-3.099999","","","-2.772075","-3.099999","","","","","","","D1 PROFILE","",""
"96109305511024","Nodes","5511024","21.000000","34.797832","DDS demands","Known Flow","610262.197311","154518.476477","","0.000000","","","","","-35.490001","","","-31.735794","-35.490001","","","","","","","D1 PROFILE","",""
"96109305511109","Nodes","-379577","21.000000","34.900403","Default Known Flow Node","Known Flow","610275.982521","154508.865862","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511012","Nodes","5511012","21.000000","24.077724","DDS demands","Known Flow","609212.719561","154816.604590","","0.000000","","","","-7.129999","-27.300000","","","-30.787922","-34.430000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96109305511013","Nodes","5511013","21.000000","24.689383","DDS demands","Known Flow","609550.541588","154745.834545","","0.000000","","","","","-41.500001","","","-37.110044","-41.500001","","","","","","","D1 PROFILE","",""
"96109305511083","Nodes","5511083","21.000000","24.879760","DDS demands","Known Flow","609621.127038","154737.233315","","0.000000","","","","","-0.999999","","","-0.894217","-0.999999","","","","","","","D1 PROFILE","",""
"96109305511099","Nodes","-379555","21.000000","29.835148","Default Known Flow Node","Known Flow","609825.794652","154700.924528","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511098","Nodes","","21.000000","32.274135","DDS demands","Known Flow","609993.774567","154662.520146","","0.000000","-24.999999","","","","","","","-22.355447","-24.999999","","","C1 PROFILE","","","","","",""
"96109305511073","Nodes","5511073","21.000000","30.649400","DDS demands","Known Flow","609836.372096","154697.918305","","0.000000","","","","","-1.240000","","","-1.108830","-1.240000","","","","","","","D1 PROFILE","",""
"96109305511014","Nodes","5511014","21.000000","30.612798","DDS demands","Known Flow","609837.997097","154699.693305","","0.000000","","","","","-29.460000","","","-26.343658","-29.460000","","","","","","","D1 PROFILE","",""
"96109305511079","Nodes","5511079","21.000000","29.821019","DDS demands","Known Flow","609967.553132","154833.738342","","0.000000","","","","","-8.300000","","","-7.422008","-8.300000","","","","","","","D1 PROFILE","",""
"96109305511075","Nodes","5511075","21.000000","29.828336","DDS demands","Known Flow","609973.804343","154836.804077","","0.000000","","","","","-9.880000","","","-8.834873","-9.880000","","","","","","","D1 PROFILE","",""
"96109305511123","Nodes","-423750","21.000000","30.649400","Default Known Flow Node","Known Flow","609834.123096","154698.813305","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511081","Nodes","5511081","21.000000","29.922263","DDS demands","Known Flow","609800.128087","154799.520332","","0.000000","","","","","-3.020000","","","-2.700538","-3.020000","","","","","","","D1 PROFILE","",""
"96109305511082","Nodes","5511082","21.000000","29.943337","DDS demands","Known Flow","609838.734097","154801.266333","","0.000000","","","","","-2.049999","","","-1.833146","-2.049999","","","","","","","D1 PROFILE","",""
"96109305511100","Nodes","-379558","21.000000","30.774940","DDS demands","Known Flow","609851.920886","154694.125059","","0.000000","","","","","-12.359999","","","-11.052533","-12.359999","","","","","","","D1 PROFILE","",""
"96109305511080","Nodes","5511080","21.000000","29.838226","DDS demands","Known Flow","609913.165117","154853.642347","","0.000000","","","","","-4.330000","","","-3.871963","-4.330000","","","","","","","D1 PROFILE","",""
"96109305511102","Nodes","-379561","21.000000","29.751513","Default Known Flow Node","Known Flow","609925.363121","154860.005349","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511101","Nodes","-379560","21.000000","29.846034","Default Known Flow Node","Known Flow","609916.185118","154847.001345","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511076","Nodes","5511076","21.000000","30.131702","DDS demands","Known Flow","609992.065560","154814.116794","","0.000000","","-12.069999","","","-4.800000","","","-15.085455","-16.869999","","","","C2 PROFILE","","","D1 PROFILE","",""
"96109305511077","Nodes","5511077","21.000000","29.819821","DDS demands","Known Flow","609973.600134","154868.432351","","0.000000","","","","","-2.130000","","","-1.904684","-2.130000","","","","","","","D1 PROFILE","",""
"96109305511078","Nodes","5511078","21.000000","29.686643","DDS demands","Known Flow","609943.442126","154875.138353","","0.000000","","","","","-0.790000","","","-0.706432","-0.790000","","","","","","","D1 PROFILE","",""
"96109305511084","Nodes","5511084","21.000000","24.877221","DDS demands","Known Flow","609618.398037","154688.528302","","0.000000","","","","","-0.860000","","","-0.769027","-0.860000","","","","","","","D1 PROFILE","",""
"96109305511122","Nodes","-423748","21.000000","28.046894","Default Known Flow Node","Known Flow","609802.663087","154707.973307","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511074","Nodes","5511074","21.000000","29.835148","DDS demands","Known Flow","609826.271490","154702.608987","","0.000000","","","","","-1.399999","","","-1.251905","-1.399999","","","","","","","D1 PROFILE","",""
"96109305511103","Nodes","-379565","21.000000","29.831098","Default Known Flow Node","Known Flow","609973.567134","154838.121343","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511002","Nodes","Bakers Lane DG, Site ID 4402","21.000000","38.000000","Default Known Pressure Node","Known Pressure","610498.705277","154381.541219","","5229.999962","","","","","","","","516.367099","577.451084","","","","","","","","",""
"96109305511025","Nodes","5511025","21.000000","37.552654","DDS demands","Known Flow","610493.067715","154376.167615","","0.000000","","","","","-25.229998","","","-22.561117","-25.229998","","","","","","","D1 PROFILE","",""
"96109305511066","Nodes","5511066","21.000000","35.976661","DDS demands","Known Flow","610364.392020","154434.293268","","0.000000","","","","","-1.799999","","","-1.609592","-1.799999","","","","","","","D1 PROFILE","",""
"96109305511068","Nodes","5511068","21.000000","36.651469","Default Known Flow Node","Known Flow","610417.838681","154401.690756","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511112","Nodes","-379584","21.000000","35.975391","Default Known Flow Node","Known Flow","610376.067243","154451.942238","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511070","Nodes","5511070","21.000000","37.090809","DDS demands","Known Flow","610453.239472","154387.179435","","0.000000","","","","","-7.940000","","","-7.100090","-7.940000","","","","","","","D1 PROFILE","",""
"96109305511113","Nodes","-379586","21.000000","36.617330","DDS demands","Known Flow","610421.095256","154408.341226","","0.000000","","","","","-9.310000","","","-8.325168","-9.310000","","","","","","","D1 PROFILE","",""
"96109305511111","Nodes","-379583","21.000000","36.488158","Default Known Flow Node","Known Flow","610375.467243","154435.511233","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511114","Nodes","-379588","21.000000","36.808221","DDS demands","Known Flow","610457.583265","154406.496225","","0.000000","","","","","-10.640000","","","-9.514479","-10.640000","","","","","","","D1 PROFILE","",""
"96109305511056","Nodes","5511056","21.000000","37.531658","DDS demands","Known Flow","610518.463282","154371.427216","","0.000000","","","","","-1.129999","","","-1.010466","-1.129999","","","","","","","D1 PROFILE","",""
"96109305511061","Nodes","5511061","21.000000","36.631118","DDS demands","Known Flow","610743.551343","154337.714207","","0.000000","","","","","-10.810000","","","-9.666496","-10.810000","","","","","","","D1 PROFILE","",""
"96109305511063","Nodes","5511063","21.000000","37.560257","DDS demands","Known Flow","610853.615000","154323.167203","","0.000000","","","","","-16.920000","","","-15.130167","-16.920000","","","","","","","D1 PROFILE","",""
"96109305511117","Nodes","-379616","21.000000","37.491651","Default Known Flow Node","Known Flow","610785.627276","154326.772846","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511062","Nodes","5511062","21.000000","37.657568","DDS demands","Known Flow","610786.360355","154324.853203","","0.000000","","","","","-3.670000","","","-3.281779","-3.670000","","","","","","","D1 PROFILE","",""
"96109305511115","Nodes","-379593","21.000000","37.560084","Default Known Flow Node","Known Flow","610538.763644","154367.492897","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511058","Nodes","5511058","21.000000","37.553570","DDS demands","Known Flow","610609.036509","154356.964409","","0.000000","","","","","-3.690000","","","-3.299664","-3.690000","","","","","","","D1 PROFILE","",""
"96109305511116","Nodes","-379608","21.000000","37.557918","Default Known Flow Node","Known Flow","610720.140137","154335.458185","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511059","Nodes","5511059","21.000000","37.243933","DDS demands","Known Flow","610713.510335","154425.608231","","0.000000","","","","","-3.640000","","","-3.254953","-3.640000","","","","","","","D1 PROFILE","",""
"96109305511069","Nodes","5511069","21.000000","37.455556","DDS demands","Known Flow","610738.531342","154420.819229","","0.000000","","","","","-1.309999","","","-1.171425","-1.309999","","","","","","","D1 PROFILE","",""
"96109305511118","Nodes","-379626","21.000000","37.589053","Default Known Flow Node","Known Flow","610849.932616","154317.445881","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511064","Nodes","5511064","21.000000","37.105961","DDS demands","Known Flow","610962.755671","154349.486903","","0.000000","","","","","-9.379999","","","-8.387763","-9.379999","","","","","","","D1 PROFILE","",""
"96109305511023","Nodes","5511023","21.000000","33.200448","DDS demands","Known Flow","610062.875158","154650.246292","","0.000000","","","","","-32.310001","","","-28.892181","-32.310001","","","","","","","D1 PROFILE","",""
"96109305511071","Nodes","5511071","21.000000","35.835957","DDS demands","Known Flow","610369.422110","154506.999503","","0.000000","","","","","-0.930000","","","-0.831622","-0.930000","","","","","","","D1 PROFILE","",""
"96109305511106","Nodes","-379570","21.000000","30.264050","Default Known Flow Node","Known Flow","610055.341069","154864.934453","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511037","Nodes","5511037","21.000000","30.133157","DDS demands","Known Flow","610039.123152","154897.236359","","0.000000","","","","","-4.849999","","","-4.336956","-4.849999","","","","","","","D1 PROFILE","",""
"96109305511038","Nodes","5511038","21.000000","30.131148","DDS demands","Known Flow","610056.100156","154912.203363","","0.000000","","","","","-1.129999","","","-1.010466","-1.129999","","","","","","","D1 PROFILE","",""
"96109305511104","Nodes","-379567","21.000000","30.176419","Default Known Flow Node","Known Flow","610021.182147","154921.105365","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511107","Nodes","-379572","21.000000","30.131148","Default Known Flow Node","Known Flow","610063.551158","154919.644365","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511105","Nodes","-379568","21.000000","30.131148","Default Known Flow Node","Known Flow","610037.751151","154931.475368","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511110","Nodes","-379579","21.000000","34.555403","Default Known Flow Node","Known Flow","610334.326232","154577.325272","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511067","Nodes","5511067","21.000000","35.929002","DDS demands","Known Flow","610554.805292","154547.472264","","0.000000","","","","","-6.979999","","","-6.241640","-6.979999","","","","","","","D1 PROFILE","",""
"96109305511054","Nodes","5511054","21.000000","30.906283","DDS demands","Known Flow","610633.349313","154551.608265","","0.000000","","","","","-3.619999","","","-3.237068","-3.619999","","","","","","","D1 PROFILE","",""
"96109305511087","Nodes","P14133920, BAKERS LANE CSEP, 24.83 SCMH","24.000000","31.850146","CSEP Unmatched","Known Flow","610601.274603","154528.424587","","0.000000","","","","","","","-24.830000","-22.203430","-24.830000","","","","","","","","","DC PROFILE"
"96109305511057","Nodes","5511057","21.000000","30.692734","DDS demands","Known Flow","610578.797712","154594.164009","","0.000000","","","","","-0.790000","","","-0.706432","-0.790000","","","","","","","D1 PROFILE","",""
"96109305511055","Nodes","5511055","21.000000","30.868430","DDS demands","Known Flow","610623.865340","154569.988691","","0.000000","","","","","-12.109999","","","-10.828979","-12.109999","","","","","","","D1 PROFILE","",""
"96109305511053","Nodes","5511053","21.000000","25.159801","DDS demands","Known Flow","610630.328965","154730.877561","","0.000000","","","","","-12.870000","","","-11.508585","-12.870000","","","","","","","D1 PROFILE","",""
"96109305511052","Nodes","5511052","21.000000","25.194206","DDS demands","Known Flow","610630.899077","154762.376156","","0.000000","","","","","-7.679999","","","-6.867593","-7.679999","","","","","","","D1 PROFILE","",""
"96109305511051","Nodes","5511051","21.000000","25.095056","DDS demands","Known Flow","610684.498697","154778.595408","","0.000000","","","","","-1.630000","","","-1.457575","-1.630000","","","","","","","D1 PROFILE","",""
"96109305511049","Nodes","5511049","21.000000","25.099817","DDS demands","Known Flow","610712.418589","154787.260476","","0.000000","","","","","-2.869999","","","-2.566405","-2.869999","","","","","","","D1 PROFILE","",""
"96109305511050","Nodes","5511050","21.000000","25.260465","DDS demands","Known Flow","610689.567174","154773.426571","","0.000000","","","","","-8.109999","","","-7.252106","-8.109999","","","","","","","D1 PROFILE","",""
"96109305511048","Nodes","5511048","21.000000","25.102303","DDS demands","Known Flow","610722.921648","154790.876593","","0.000000","","","","","-2.490000","","","-2.226602","-2.490000","","","","","","","D1 PROFILE","",""
"96109305511045","Nodes","5511045","21.000000","25.118409","DDS demands","Known Flow","610765.399618","154810.526401","","0.000000","","","","","-2.910000","","","-2.602174","-2.910000","","","","","","","D1 PROFILE","",""
"96109305511046","Nodes","5511046","21.000000","25.117051","DDS demands","Known Flow","610777.582353","154823.104339","","0.000000","","","","","-1.809999","","","-1.618534","-1.809999","","","","","","","D1 PROFILE","",""
"96109305511044","Nodes","5511044","21.000000","25.122340","DDS demands","Known Flow","610768.996350","154805.392334","","0.000000","","","","","-4.739999","","","-4.238592","-4.739999","","","","","","","D1 PROFILE","",""
"96109305511047","Nodes","5511047","21.000000","24.939148","DDS demands","Known Flow","610821.985365","154826.780340","","0.000000","","","","","-0.869999","","","-0.777969","-0.869999","","","","","","","D1 PROFILE","",""
"96109305511043","Nodes","5511043","21.000000","25.400066","DDS demands","Known Flow","610807.066664","154769.947247","","0.000000","","","","","-9.390000","","","-8.396706","-9.390000","","","","","","","D1 PROFILE","",""
"96109305511027","Nodes","5511027","21.000000","24.614318","DDS demands","Known Flow","610904.686387","154826.714340","","0.000000","-2.250000","","","","-42.590001","","","-40.096732","-44.840002","","","C1 PROFILE","","","","D1 PROFILE","",""
"96109305511119","Nodes","-379628","21.000000","24.360412","Default Known Flow Node","Known Flow","610853.261307","154929.412683","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511120","Nodes","-379632","21.000000","24.394185","Default Known Flow Node","Known Flow","610919.914200","154950.468418","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511040","Nodes","5511040","21.000000","24.606014","DDS demands","Known Flow","610920.607198","154835.348111","","0.000000","","","","","-2.119999","","","-1.895741","-2.119999","","","","","","","D1 PROFILE","",""
"96109305511039","Nodes","5511039","21.000000","24.477191","DDS demands","Known Flow","610934.018779","154922.405700","","0.000000","","","","","-7.080000","","","-6.331062","-7.080000","","","","","","","D1 PROFILE","",""
"96109305511041","Nodes","5511041","21.000000","24.770852","DDS demands","Known Flow","610943.115398","154790.657330","","0.000000","","","","","-1.299999","","","-1.162483","-1.299999","","","","","","","D1 PROFILE","",""
"96109305511020","Nodes","5511020","21.000000","32.830609","DDS demands","Known Flow","610231.911951","155019.970065","","0.000000","","","","","-3.930000","","","-3.514276","-3.930000","","","","","","","D1 PROFILE","",""
"96109305511035","Nodes","5511035","21.000000","33.171788","DDS demands","Known Flow","610355.353238","155230.416450","","0.000000","","","","","-7.900000","","","-7.064321","-7.900000","","","","","","","D1 PROFILE","",""
"96109305511088","Nodes","-127823","21.000000","33.530597","Default Known Flow Node","Known Flow","610439.348106","155134.618567","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511034","Nodes","5511034","21.000000","33.595676","DDS demands","Known Flow","610452.645410","155119.269521","","0.000000","","","","","-1.370000","","","-1.225078","-1.370000","","","","","","","D1 PROFILE","",""
"96109305511019","Nodes","5511019","21.000000","33.605710","DDS demands","Known Flow","610484.994300","155088.069495","","0.000000","","","","","-4.429999","","","-3.961385","-4.429999","","","","","","","D1 PROFILE","",""
"96109305511091","Nodes","-3453714","21.000000","33.703465","Default Known Flow Node","Known Flow","610521.312283","155091.841412","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511018","Nodes","5511018","21.000000","33.703465","DDS demands","Known Flow","610512.160280","155092.125412","","0.000000","","","","","-16.180000","","","-14.468446","-16.180000","","","","","","","D1 PROFILE","",""
"96109305511033","Nodes","5511033","21.000000","33.762487","DDS demands","Known Flow","610522.343283","155101.221414","","0.000000","-5.099999","","","","-10.180000","","","-13.663650","-15.280000","","","C1 PROFILE","","","","D1 PROFILE","",""
"96109305511030","Nodes","5511030","21.000000","33.888680","DDS demands","Known Flow","610613.093966","155188.700660","","0.000000","","","","","-8.590000","","","-7.681332","-8.590000","","","","","","","D1 PROFILE","",""
"96109305511031","Nodes","5511031","21.000000","34.327038","DDS demands","Known Flow","610619.493734","155093.723139","","0.000000","","","","","-9.359999","","","-8.369879","-9.359999","","","","","","","D1 PROFILE","",""
"96109305511092","Nodes","-3453719","21.000000","34.304538","Default Known Flow Node","Known Flow","610604.755988","155018.307496","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511032","Nodes","5511032","21.000000","34.290732","DDS demands","Known Flow","610532.968371","155043.179334","","0.000000","","","","","-8.180000","","","-7.314702","-8.180000","","","","","","","D1 PROFILE","",""
"96109305511095","Nodes","-3453729","21.000000","33.802761","Default Known Flow Node","Known Flow","610630.784313","155159.806430","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511017","Nodes","5511017","21.000000","34.383340","DDS demands","Known Flow","610631.013887","155093.168573","","0.000000","","","","","-22.169999","","","-19.824811","-22.169999","","","","","","","D1 PROFILE","",""
"96109305511094","Nodes","-3453726","21.000000","34.309125","Default Known Flow Node","Known Flow","610625.860311","155034.401396","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511016","Nodes","5511016","21.000000","34.383239","DDS demands","Known Flow","610710.969828","155116.168782","","0.000000","","","-0.820000","","","","","-0.733258","-0.820000","","","","","C3 PROFILE","","","",""
"96109305511003","Nodes","Parish Road DG","21.000000","34.999999","Default Known Pressure Node","Known Pressure","610633.883313","155083.660410","","2099.999985","","","","","","","","210.936114","235.888930","","","","","","","","",""
"96109305511097","Nodes","-3453772","21.000000","34.383239","Default Known Flow Node","Known Flow","610712.946335","155116.804419","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511021","Nodes","5511021","21.000000","34.504513","DDS demands","Known Flow","610676.452325","155177.488435","","0.000000","","","","","-1.240000","","","-1.108830","-1.240000","","","","","","","D1 PROFILE","",""
"96109305511121","Nodes","-423746","21.000000","28.046894","Default Known Flow Node","Known Flow","609801.320991","154708.309501","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511089","Nodes","-3356948","21.000000","26.296322","DDS demands","Known Flow","609705.140694","154726.880231","","0.000000","","","","","-1.890000","","","-1.690071","-1.890000","","","","","","","D1 PROFILE","",""
"96109305511090","Nodes","-3356949","21.000000","26.296322","Default Known Flow Node","Known Flow","609728.770067","154779.743327","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511093","Nodes","-3453721","21.000000","34.318538","Default Known Flow Node","Known Flow","610617.887309","155085.722410","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109305511096","Nodes","-3453745","21.000000","34.318538","Default Known Flow Node","Known Flow","610648.955318","155076.518408","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000004","Nodes","","21.000000","24.013429","Default Known Flow Node","Known Flow","609125.527903","154872.100352","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000020","Nodes","","21.000000","34.943554","Default Known Flow Node","Known Flow","610274.879515","154507.117395","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000019","Nodes","","21.000000","33.729421","Default Known Flow Node","Known Flow","610102.205169","154555.472266","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000068","Nodes","","21.000000","35.977212","Default Known Flow Node","Known Flow","610363.803240","154433.403233","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000031","Nodes","","21.000000","32.849378","Default Known Flow Node","Known Flow","610224.662202","155017.004392","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000032","Nodes","","21.000000","32.806338","Default Known Flow Node","Known Flow","610198.075195","155060.005403","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000039","Nodes","","21.000000","30.463754","DDS demands","Known Flow","609881.001871","154756.254641","","0.000000","","","","","-5.079999","","","-4.542626","-5.079999","","","","","","","D1 PROFILE","",""
"96109300000009","Nodes","","21.000000","30.121389","Default Known Flow Node","Known Flow","610036.911151","154842.520344","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000042","Nodes","","21.000000","32.849378","Default Known Flow Node","Known Flow","610082.597163","155103.016415","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000034","Nodes","","21.000000","32.827414","Default Known Flow Node","Known Flow","610230.974204","155019.541392","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000045","Nodes","","21.000000","37.554437","DDS demands","Known Flow","610606.834306","154357.252212","","0.000000","","","","","-15.359999","","","-13.735186","-15.359999","","","","","","","D1 PROFILE","",""
"96109300000071","Nodes","","21.000000","37.079352","Default Known Flow Node","Known Flow","610452.169250","154387.531963","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000049","Nodes","","21.000000","37.560503","Default Known Flow Node","Known Flow","610491.930799","154376.428167","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000016","Nodes","","21.000000","37.561946","Default Known Flow Node","Known Flow","610536.149287","154367.815215","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000053","Nodes","","21.000000","37.557980","Default Known Flow Node","Known Flow","610720.063337","154335.613206","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000055","Nodes","","21.000000","37.485129","Default Known Flow Node","Known Flow","610782.746354","154325.227203","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000059","Nodes","","21.000000","25.194142","Default Known Flow Node","Known Flow","610628.230312","154761.596322","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000060","Nodes","","21.000000","25.159858","Default Known Flow Node","Known Flow","610628.333312","154729.231313","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000062","Nodes","","21.000000","37.575902","Default Known Flow Node","Known Flow","610850.505372","154323.167203","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000065","Nodes","","21.000000","30.694489","Default Known Flow Node","Known Flow","610600.893304","154584.317274","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000056","Nodes","","21.000000","37.596158","Default Known Flow Node","Known Flow","610848.283372","154315.839201","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000072","Nodes","","21.000000","30.868421","Default Known Flow Node","Known Flow","610623.373311","154570.942270","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000073","Nodes","","21.000000","30.694721","Default Known Flow Node","Known Flow","610646.717317","154596.584277","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000075","Nodes","","21.000000","37.555407","Default Known Flow Node","Known Flow","610723.412338","154328.853204","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000054","Nodes","","21.000000","38.029441","Default Known Flow Node","Known Flow","610841.321370","154221.025175","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000067","Nodes","","21.000000","25.259993","Default Known Flow Node","Known Flow","610686.866328","154772.635325","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96109300000081","Nodes","","21.000000","25.094703","Default Known Flow Node","Known Flow","610681.817326","154777.766326","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
