"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"96114807310011","Nodes","","21.000000","68.421310","DDS demands","Known Flow","573417.250000","173285.000000","","0.000000","","","-9.989999","","-8.933236","-9.989999","","","","","D1 PROFILE",""
"96114807310001","Nodes","Cliffe Woods DG, SITE ID 1501","21.000000","69.999999","Default Known Pressure Node","Known Pressure","573390.125000","173172.500000","","3919.999953","","","","","783.871319","876.600012","","","","","",""
"96114807310106","Nodes","","21.000000","60.957101","Default Known Flow Node","Known Flow","573742.375000","173185.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310018","Nodes","P00109290/01 Plots 1-14 View Road, 32804","24.000000","63.447269","CSEP DDS Matched","Known Flow","573615.625000","173196.000000","","0.000000","","","-4.849999","-13.220000","-16.158517","-18.069999","","","","","D1 PROFILE","DC PROFILE"
"96114807310093","Nodes","","21.000000","66.622388","Default Known Flow Node","Known Flow","573478.500000","173251.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310092","Nodes","","21.000000","68.340910","Default Known Flow Node","Known Flow","573417.625000","173286.125000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310095","Nodes","","21.000000","66.806021","Default Known Flow Node","Known Flow","573481.375000","173259.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310094","Nodes","","21.000000","65.762961","Default Known Flow Node","Known Flow","573479.875000","173408.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310012","Nodes","","21.000000","65.963875","DDS demands","Known Flow","573479.375000","173406.625000","","0.000000","","","-14.319999","","-12.805199","-14.319999","","","","","D1 PROFILE",""
"96114807310097","Nodes","","21.000000","64.599822","Default Known Flow Node","Known Flow","573512.500000","173397.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310096","Nodes","","21.000000","64.599822","Default Known Flow Node","Known Flow","573510.500000","173398.375000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114800001507","Nodes","","21.000000","59.319854","Default Known Flow Node","Known Flow","573768.125000","173250.125000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310105","Nodes","","21.000000","60.590993","Default Known Flow Node","Known Flow","573735.375000","173201.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310017","Nodes","","21.000000","58.895218","DDS demands","Known Flow","573768.875000","173252.375000","","0.000000","","","-25.379998","","-22.695248","-25.379998","","","","","D1 PROFILE",""
"96114807310022","Nodes","","21.000000","53.025647","DDS demands","Known Flow","573828.125000","173224.375000","","0.000000","","","-16.040000","","-14.343256","-16.040000","","","","","D1 PROFILE",""
"96114807310060","Nodes","","21.000000","55.607874","DDS demands","Known Flow","573809.125000","173374.375000","","0.000000","","","-9.200000","","-8.226804","-9.200000","","","","","D1 PROFILE",""
"96114807310016","Nodes","","21.000000","57.993552","DDS demands","Known Flow","573788.250000","173311.625000","","0.000000","","","-27.590000","","-24.671472","-27.590000","","","","","D1 PROFILE",""
"96114807310061","Nodes","","21.000000","55.483485","Default Known Flow Node","Known Flow","573753.625000","173403.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310077","Nodes","","21.000000","51.564164","DDS demands","Known Flow","573850.875000","173213.000000","","0.000000","","","-23.519999","","-21.032005","-23.519999","","","","","D1 PROFILE",""
"96114807310023","Nodes","","21.000000","49.680342","DDS demands","Known Flow","573879.125000","173346.750000","","0.000000","","","-25.510000","","-22.811498","-25.510000","","","","","D1 PROFILE",""
"96114807310058","Nodes","","21.000000","53.554252","DDS demands","Known Flow","573832.375000","173432.250000","","0.000000","","","-10.100000","","-9.031600","-10.100000","","","","","D1 PROFILE",""
"96114807310059","Nodes","","21.000000","53.387846","Default Known Flow Node","Known Flow","573739.750000","173446.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310021","Nodes","","21.000000","51.553758","DDS demands","Known Flow","573851.750000","173212.625000","","0.000000","","","-3.099999","","-2.772075","-3.099999","","","","","D1 PROFILE",""
"96114807310082","Nodes","","21.000000","48.285500","DDS demands","Known Flow","573949.000000","173079.500000","","0.000000","","","-14.109999","","-12.617414","-14.109999","","","","","D1 PROFILE",""
"96114807310062","Nodes","","21.000000","49.934027","DDS demands","Known Flow","573883.875000","173196.000000","","0.000000","","","-22.059999","","-19.726446","-22.059999","","","","","D1 PROFILE",""
"96114807310078","Nodes","","21.000000","49.646039","Default Known Flow Node","Known Flow","573886.500000","173356.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310020","Nodes","","21.000000","47.696439","DDS demands","Known Flow","573959.875000","173194.750000","","0.000000","","","-17.079999","","-15.273241","-17.079999","","","","","D1 PROFILE",""
"96114807310063","Nodes","","21.000000","49.976035","Default Known Flow Node","Known Flow","573946.250000","173265.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96114807310079","Nodes","","21.000000","49.419255","Default Known Flow Node","Known Flow","573902.625000","173389.875000","","0.000000","","","","","0.000000","0.000000","","","","","",""
