"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"96106605206095","Nodes","-234906","21.000000","27.945934","Default Known Flow Node","Known Flow","627956.268025","150625.682197","","0.000000","","","0.000000","0.000000","","","",""
"96106605206056","Nodes","5206056","21.000000","28.404731","Default Known Flow Node","Known Flow","627923.788017","150577.993184","","0.000000","","","0.000000","0.000000","","","",""
"96106605206016","Nodes","5206016","21.000000","30.368629","DDS demands","Known Flow","627709.767958","150650.561203","","0.000000","-6.130000","","-5.481555","-6.130000","","","D1 PROFILE",""
"96106605206015","Nodes","5206015","21.000000","30.369668","DDS demands","Known Flow","627716.515960","150661.170206","","0.000000","-18.159999","","-16.238996","-18.159999","","","D1 PROFILE",""
"96106605206066","Nodes","-185529","21.000000","30.460727","Default Known Flow Node","Known Flow","627762.832973","150640.095200","","0.000000","","","0.000000","0.000000","","","",""
"96106605206067","Nodes","-185530","21.000000","29.949974","Default Known Flow Node","Known Flow","627764.072973","150629.851198","","0.000000","","","0.000000","0.000000","","","",""
"96106605206062","Nodes","-185524","21.000000","30.456186","Default Known Flow Node","Known Flow","627718.558961","150599.297189","","0.000000","","","0.000000","0.000000","","","",""
"96106605206064","Nodes","-185527","21.000000","30.412404","Default Known Flow Node","Known Flow","627726.014963","150580.976184","","0.000000","","","0.000000","0.000000","","","",""
"96106605206063","Nodes","-185525","21.000000","30.368629","Default Known Flow Node","Known Flow","627720.369961","150642.875201","","0.000000","","","0.000000","0.000000","","","",""
"96106605206044","Nodes","5206044","21.000000","29.556121","Default Known Flow Node","Known Flow","627803.767984","150591.458187","","0.000000","","","0.000000","0.000000","","","",""
"96106605206045","Nodes","5206045","21.000000","29.193958","Default Known Flow Node","Known Flow","627844.885995","150561.728179","","0.000000","","","0.000000","0.000000","","","",""
"96106605206069","Nodes","-185534","21.000000","29.556121","Default Known Flow Node","Known Flow","627816.734988","150608.093192","","0.000000","","","0.000000","0.000000","","","",""
"96106605206070","Nodes","-185535","21.000000","29.556121","Default Known Flow Node","Known Flow","627822.918989","150603.824191","","0.000000","","","0.000000","0.000000","","","",""
"96106605206068","Nodes","-185532","21.000000","29.556121","Default Known Flow Node","Known Flow","627794.314981","150628.692197","","0.000000","","","0.000000","0.000000","","","",""
"96106605206074","Nodes","-185540","21.000000","29.106249","Default Known Flow Node","Known Flow","627893.091008","150556.842178","","0.000000","","","0.000000","0.000000","","","",""
"96106605206097","Nodes","-234909","21.000000","28.132425","Default Known Flow Node","Known Flow","627994.966036","150526.689170","","0.000000","","","0.000000","0.000000","","","",""
"96106605206085","Nodes","-234889","21.000000","28.534972","Default Known Flow Node","Known Flow","627888.915007","150521.876168","","0.000000","","","0.000000","0.000000","","","",""
"96106605206087","Nodes","-234892","21.000000","28.448644","Default Known Flow Node","Known Flow","627911.478013","150640.906201","","0.000000","","","0.000000","0.000000","","","",""
"96106605206090","Nodes","-234897","21.000000","28.448644","Default Known Flow Node","Known Flow","627922.596016","150633.467199","","0.000000","","","0.000000","0.000000","","","",""
"96106605206013","Nodes","5206013","21.000000","28.359139","DDS demands","Known Flow","627951.330024","150559.238178","","0.000000","-5.789999","","-5.177521","-5.789999","","","D1 PROFILE",""
"96106605206098","Nodes","-239438","21.000000","27.942880","Default Known Flow Node","Known Flow","627980.845032","150639.994200","","0.000000","","","0.000000","0.000000","","","",""
"96106605206079","Nodes","-203647","21.000000","28.110441","Default Known Flow Node","Known Flow","628030.373046","150548.338176","","0.000000","","","0.000000","0.000000","","","",""
"96106605206077","Nodes","-203645","21.000000","28.049966","Default Known Flow Node","Known Flow","628019.664043","150612.505193","","0.000000","","","0.000000","0.000000","","","",""
"96106605206050","Nodes","5206050","21.000000","28.049966","Default Known Flow Node","Known Flow","628004.428039","150590.792187","","0.000000","","","0.000000","0.000000","","","",""
"96106605206078","Nodes","-203646","21.000000","27.918342","Default Known Flow Node","Known Flow","628027.463045","150573.719182","","0.000000","","","0.000000","0.000000","","","",""
"96106605206103","Nodes","-999214","21.000000","32.929104","Default Known Flow Node","Known Flow","627786.373336","150218.301228","","0.000000","","","0.000000","0.000000","","","",""
"96106605206104","Nodes","-999215","21.000000","32.929104","Default Known Flow Node","Known Flow","627787.508980","150213.277084","","0.000000","","","0.000000","0.000000","","","",""
"96106605206105","Nodes","-999217","21.000000","32.934590","Default Known Flow Node","Known Flow","627799.322983","150221.770087","","0.000000","","","0.000000","0.000000","","","",""
"96106605206106","Nodes","-999218","21.000000","32.977053","Default Known Flow Node","Known Flow","627799.683338","150216.020423","","0.000000","","","0.000000","0.000000","","","",""
"96106605206002","Nodes","Adelaide Road DG, Site ID 4952","21.000000","32.999999","Default Known Pressure Node","Known Pressure","627800.053983","150212.928084","","1664.999994","","","241.063263","269.579998","","","",""
"96106605206101","Nodes","-999212","21.000000","30.709263","Default Known Flow Node","Known Flow","627687.349952","150693.606215","","0.000000","","","0.000000","0.000000","","","",""
"96106605206100","Nodes","-999211","21.000000","30.709263","Default Known Flow Node","Known Flow","627681.221951","150685.865213","","0.000000","","","0.000000","0.000000","","","",""
"96106605206102","Nodes","-999213","21.000000","30.562797","Default Known Flow Node","Known Flow","627701.358956","150671.288209","","0.000000","","","0.000000","0.000000","","","",""
"96106605206099","Nodes","-999210","21.000000","32.881404","Default Known Flow Node","Known Flow","627593.951030","150533.434114","","0.000000","","","0.000000","0.000000","","","",""
"96106600004954","Nodes","Logger 4954","21.000000","26.018521","Default Known Flow Node","Known Flow","627732.619010","150323.601884","","0.000000","","","0.000000","0.000000","","","",""
"96106600000009","Nodes","","21.000000","30.368629","Default Known Flow Node","Known Flow","627680.509950","150670.591209","","0.000000","","","0.000000","0.000000","","","",""
"96106600000019","Nodes","","21.000000","25.956744","Default Known Flow Node","Known Flow","627757.650971","150284.089104","","0.000000","","","0.000000","0.000000","","","",""
"96106600000031","Nodes","","21.000000","31.767360","Default Known Flow Node","Known Flow","627774.775976","150276.855102","","0.000000","","","0.000000","0.000000","","","",""
"96106600000043","Nodes","","21.000000","32.881250","Default Known Flow Node","Known Flow","627593.799927","150533.768172","","0.000000","","","0.000000","0.000000","","","",""
"96106600000047","Nodes","","21.000000","26.306694","Default Known Flow Node","Known Flow","627731.321964","150341.993119","","0.000000","","","0.000000","0.000000","","","",""
"96106600000058","Nodes","","21.000000","23.155976","Default Known Flow Node","Known Flow","627703.015957","150453.362150","","0.000000","","","0.000000","0.000000","","","",""
"96106600000059","Nodes","","21.000000","24.477721","Default Known Flow Node","Known Flow","627638.365939","150453.722150","","0.000000","","","0.000000","0.000000","","","",""
"96106600000064","Nodes","","21.000000","22.572964","Default Known Flow Node","Known Flow","627554.590916","150503.557163","","0.000000","","","0.000000","0.000000","","","",""
"96106600000074","Nodes","","21.000000","26.085027","Default Known Flow Node","Known Flow","627722.257962","150337.038118","","0.000000","","","0.000000","0.000000","","","",""
"96106600000065","Nodes","","21.000000","22.884537","Default Known Flow Node","Known Flow","627712.496959","150555.230177","","0.000000","","","0.000000","0.000000","","","",""
"96106600000067","Nodes","","21.000000","25.467827","Default Known Flow Node","Known Flow","627787.575980","150369.148127","","0.000000","","","0.000000","0.000000","","","",""
"96106600000072","Nodes","","21.000000","22.661672","Default Known Flow Node","Known Flow","627607.111827","150506.138131","","0.000000","","","0.000000","0.000000","","","",""
"96106600000068","Nodes","","21.000000","25.467827","Default Known Flow Node","Known Flow","627728.765964","150422.231141","","0.000000","","","0.000000","0.000000","","","",""
"96106600000050","Nodes","","21.000000","24.814999","Default Known Flow Node","Known Flow","627747.997969","150547.531175","","0.000000","","","0.000000","0.000000","","","",""
"96106600000099","Nodes","","21.000000","33.069658","Default Known Flow Node","Known Flow","627665.715508","150418.760252","","0.000000","","","0.000000","0.000000","","","",""
"96106600000001","Nodes","Former Elvington Working Men's Club, Chaucher Road, Elvington, Dover, Kent Maximon Ref: 427953/18164","21.000000","23.147194","DDS demands","Known Flow","627737.547114","150460.019871","","0.000000","","-13.999999","-12.519050","-13.999999","","","","PL-AF PROFILE"
