"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"96106605206059","Nodes","-151283","21.000000","33.051307","Default Known Flow Node","Known Flow","627640.661102","150454.386569","","0.000000","","","0.000000","0.000000","","","",""
"96106605206018","Nodes","5206018","21.000000","24.705027","DDS demands","Known Flow","627671.334540","150407.663345","","0.000000","-5.519999","","-4.936082","-5.519999","","","D1 PROFILE",""
"96106605206073","Nodes","-185539","21.000000","28.743384","Default Known Flow Node","Known Flow","627893.039008","150529.839170","","0.000000","","","0.000000","0.000000","","","",""
"96106600004953","Nodes","Logger 4953","21.000000","28.605719","Default Known Flow Node","Known Flow","627917.468714","150516.282045","","0.000000","","","0.000000","0.000000","","","",""
"96106605206014","Nodes","5206014","21.000000","28.583521","DDS demands","Known Flow","627920.809016","150516.041167","","0.000000","-20.950000","","-18.733864","-20.950000","","","D1 PROFILE",""
"96106605206076","Nodes","-203641","21.000000","23.799313","Default Known Flow Node","Known Flow","627983.822033","150460.738152","","0.000000","","","0.000000","0.000000","","","",""
"96106605206027","Nodes","5206027","21.000000","23.547171","DDS demands","Known Flow","628013.876738","150429.290159","","0.000000","-28.439999","","-25.431556","-28.439999","","","D1 PROFILE",""
"96106605206075","Nodes","-203638","21.000000","33.004306","Default Known Flow Node","Known Flow","627802.027984","150227.126088","","0.000000","","","0.000000","0.000000","","","",""
"96106605206051","Nodes","5206051","21.000000","28.049966","Default Known Flow Node","Known Flow","627996.896037","150593.854188","","0.000000","","","0.000000","0.000000","","","",""
"96106605206012","Nodes","5206012","21.000000","27.818025","DDS demands","Known Flow","627984.151975","150603.439701","","0.000000","-9.920000","","-8.870642","-9.920000","","","D1 PROFILE",""
"96106605206011","Nodes","5206011","21.000000","27.855023","DDS demands","Known Flow","627966.594028","150619.112195","","0.000000","-19.290000","","-17.249463","-19.290000","","","D1 PROFILE",""
"96106605206084","Nodes","-234888","21.000000","28.523207","Default Known Flow Node","Known Flow","627879.406005","150518.613167","","0.000000","","","0.000000","0.000000","","","",""
"96106605206021","Nodes","5206021","21.000000","26.659602","DDS demands","Known Flow","627842.905054","150500.972026","","0.000000","-0.039999","","-0.035768","-0.039999","","","D1 PROFILE",""
"96106605206020","Nodes","5206020","21.000000","24.926955","DDS demands","Known Flow","627815.507987","150482.229158","","0.000000","-16.879999","","-15.094397","-16.879999","","","D1 PROFILE",""
"96106605206055","Nodes","5206055","21.000000","25.947394","DDS demands","Known Flow","627758.153182","150283.233786","","0.000000","-6.780000","","-6.062797","-6.780000","","","D1 PROFILE",""
"96106605206054","Nodes","5206054","21.000000","25.524735","DDS demands","Known Flow","627780.969978","150168.340072","","0.000000","-3.800000","","-3.398028","-3.800000","","","D1 PROFILE",""
"96106605206022","Nodes","5206022","21.000000","33.106043","DDS demands","Known Flow","627716.215838","150348.699274","","0.000000","-19.559999","","-17.490900","-19.559999","","","D1 PROFILE",""
"96106605206019","Nodes","5206019","21.000000","23.123200","DDS demands","Known Flow","627705.010303","150453.343108","","0.000000","-17.049999","","-15.246414","-17.049999","","","D1 PROFILE",""
"96106605206041","Nodes","5206041","21.000000","25.447162","DDS demands","Known Flow","627788.895569","150369.775587","","0.000000","-0.550000","","-0.491819","-0.550000","","","D1 PROFILE",""
"96106605206024","Nodes","5206024","21.000000","24.982157","DDS demands","Known Flow","627816.387987","150382.848130","","0.000000","-27.679999","","-24.751950","-27.679999","","","D1 PROFILE",""
"96106605206065","Nodes","-185528","21.000000","25.467827","Default Known Flow Node","Known Flow","627730.847716","150420.788291","","0.000000","","","0.000000","0.000000","","","",""
"96106605206072","Nodes","-185537","21.000000","24.928708","Default Known Flow Node","Known Flow","627830.180991","150387.697132","","0.000000","","","0.000000","0.000000","","","",""
"96106605206071","Nodes","-185536","21.000000","24.928708","Default Known Flow Node","Known Flow","627823.105989","150323.805114","","0.000000","","","0.000000","0.000000","","","",""
"96106605206083","Nodes","-234887","21.000000","24.910143","Default Known Flow Node","Known Flow","627844.760995","150395.737134","","0.000000","","","0.000000","0.000000","","","",""
"96106605206023","Nodes","5206023","21.000000","26.437312","DDS demands","Known Flow","627732.455225","150340.207902","","0.000000","-7.269999","","-6.500963","-7.269999","","","D1 PROFILE",""
"96106605206033","Nodes","5206033","21.000000","31.681569","DDS demands","Known Flow","627775.876112","150275.025273","","0.000000","-4.570000","","-4.086576","-4.570000","","","D1 PROFILE",""
"96106605206080","Nodes","","21.000000","23.373933","Default Known Flow Node","Known Flow","627747.730969","150464.786153","","0.000000","","","0.000000","0.000000","","","",""
"96106605206082","Nodes","-234876","21.000000","23.553956","Default Known Flow Node","Known Flow","627751.708970","150456.792151","","0.000000","","","0.000000","0.000000","","","",""
"96106605206025","Nodes","5206025","21.000000","33.009580","DDS demands","Known Flow","627797.899982","150226.633088","","0.000000","-12.409999","","-11.097243","-12.409999","","","D1 PROFILE",""
"96106605206042","Nodes","5206042","21.000000","24.814999","Default Known Flow Node","Known Flow","627810.449986","150484.132158","","0.000000","","","0.000000","0.000000","","","",""
"96106605206040","Nodes","5206040","21.000000","24.928708","Default Known Flow Node","Known Flow","627827.506990","150387.196132","","0.000000","","","0.000000","0.000000","","","",""
"96106605206093","Nodes","-234903","21.000000","28.479497","Default Known Flow Node","Known Flow","627947.202023","150479.546157","","0.000000","","","0.000000","0.000000","","","",""
"96106605206092","Nodes","-234902","21.000000","28.479497","Default Known Flow Node","Known Flow","627944.711022","150456.985151","","0.000000","","","0.000000","0.000000","","","",""
"96106605206081","Nodes","-234875","21.000000","24.814999","Default Known Flow Node","Known Flow","627749.548776","150546.779703","","0.000000","","","0.000000","0.000000","","","",""
"96106605206058","Nodes","-151281","21.000000","22.572964","Default Known Flow Node","Known Flow","627555.929010","150504.831538","","0.000000","","","0.000000","0.000000","","","",""
"96106605206017","Nodes","5206017","21.000000","22.605274","DDS demands","Known Flow","627608.737548","150507.200729","","0.000000","-24.790001","","-22.167662","-24.790001","","","D1 PROFILE",""
"96106605206057","Nodes","5206057","21.000000","30.368629","Default Known Flow Node","Known Flow","627631.785937","150603.122190","","0.000000","","","0.000000","0.000000","","","",""
"96106605206060","Nodes","-185515","21.000000","30.368629","Default Known Flow Node","Known Flow","627677.177138","150664.938104","","0.000000","","","0.000000","0.000000","","","",""
"96106605206001","Nodes","5206001","21.000000","30.497997","Default Known Flow Node","Known Flow","627707.597958","150666.542208","","0.000000","","","0.000000","0.000000","","","",""
"96106605206061","Nodes","-185521","21.000000","30.416953","Default Known Flow Node","Known Flow","627713.224959","150663.141207","","0.000000","","","0.000000","0.000000","","","",""
"96106605206049","Nodes","5206049","21.000000","28.220206","Default Known Flow Node","Known Flow","627970.458029","150545.718175","","0.000000","","","0.000000","0.000000","","","",""
"96106605206052","Nodes","5206052","21.000000","28.110441","Default Known Flow Node","Known Flow","627996.278036","150571.211182","","0.000000","","","0.000000","0.000000","","","",""
"96106605206086","Nodes","-234891","21.000000","28.448644","Default Known Flow Node","Known Flow","627895.173009","150649.453203","","0.000000","","","0.000000","0.000000","","","",""
"96106605206047","Nodes","5206047","21.000000","28.404731","Default Known Flow Node","Known Flow","627891.231008","150613.135193","","0.000000","","","0.000000","0.000000","","","",""
"96106605206088","Nodes","-234893","21.000000","28.448644","Default Known Flow Node","Known Flow","627912.219013","150668.490208","","0.000000","","","0.000000","0.000000","","","",""
"96106605206048","Nodes","5206048","21.000000","28.360824","Default Known Flow Node","Known Flow","627935.638020","150651.331204","","0.000000","","","0.000000","0.000000","","","",""
"96106605206046","Nodes","5206046","21.000000","28.567280","Default Known Flow Node","Known Flow","627913.352014","150503.825163","","0.000000","","","0.000000","0.000000","","","",""
"96106605206089","Nodes","-234894","21.000000","28.567280","Default Known Flow Node","Known Flow","627911.755509","150505.004462","","0.000000","","","0.000000","0.000000","","","",""
"96106605206091","Nodes","-234899","21.000000","28.448644","Default Known Flow Node","Known Flow","627923.829017","150684.109212","","0.000000","","","0.000000","0.000000","","","",""
"96106605206094","Nodes","-234904","21.000000","28.360824","Default Known Flow Node","Known Flow","627949.119024","150666.258208","","0.000000","","","0.000000","0.000000","","","",""
"96106605206053","Nodes","5206053","21.000000","28.426800","Default Known Flow Node","Known Flow","627929.311018","150527.552170","","0.000000","","","0.000000","0.000000","","","",""
"96106605206096","Nodes","-234908","21.000000","28.470684","Default Known Flow Node","Known Flow","627972.531030","150515.245167","","0.000000","","","0.000000","0.000000","","","",""
